time,event,symbol,direction,entry_price,sl,tp,result_R,profit,regime,session,scan_interval,entry_selection_mode,higher_tf,higher_swing_low_1,higher_swing_high_1,higher_swing_low_2,higher_swing_high_2,higher_structure_state,higher_trend_age_bars,higher_ema_slope,higher_atr,mid_tf,impulse_start_price,impulse_end_price,pullback_extreme_price,pullback_depth_pct,pullback_depth_atr,pullback_bars,pullback_broke_origin,pullback_structure_low_or_high,distance_from_pullback_extreme_to_entry_atr,distance_from_pullback_extreme_to_entry_pct_of_impulse,lower_tf,minor_reversal_level,reclaim_or_breakdown_price,bars_since_reclaim_or_breakdown,entry_distance_from_reclaim_atr,entry_distance_from_reclaim_points,lower_reversal_quality,lower_reversal_quality_score,sl_atr,risk_r,rr,spread_atr,structure_stage_fail_reason,execution_block_reason,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,reversal_signal_type,v4_block_reason,bars_since_pullback_extreme,bars_since_reversal_signal,distance_from_reversal_signal_to_entry_atr,impulse_consumed_pct,pre_entry_momentum_score,reversal_strength_score,wave_audit_label,wave_audit_reason,strategy_name
2025.08.01 01:04:59,final_entry_candidate,XAUUSD,SHORT,3291.52,3295.01,3286.29,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,3289.67,3311.11,3293.81,3314.79,LL_LH,9,-2.94,8.58,PERIOD_M15,3311.11,3289.67,3294.83,24.07,2.08,5,false,3294.83,2.26,15.44,PERIOD_M5,3290.72,3290.25,1,0.87,127.0,unclear,75.00,2.39,3.49,1.50,0.1231,,,true,,true,,0.00,false,1.05,1,1.13,unclear,,0,1,0.87,15.44,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.08.01 01:04:59,order_attempt,XAUUSD,SHORT,3291.52,3295.01,3286.29,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,3289.67,3311.11,3293.81,3314.79,LL_LH,9,-2.94,8.58,PERIOD_M15,3311.11,3289.67,3294.83,24.07,2.08,5,false,3294.83,2.26,15.44,PERIOD_M5,3290.72,3290.25,1,0.87,127.0,unclear,75.00,2.39,3.49,1.50,0.1231,,,true,,true,,0.00,false,1.05,1,1.13,unclear,,0,1,0.87,15.44,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.08.01 01:04:59,order_sent,XAUUSD,SHORT,3291.52,3295.01,3286.29,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,3289.67,3311.11,3293.81,3314.79,LL_LH,9,-2.94,8.58,PERIOD_M15,3311.11,3289.67,3294.83,24.07,2.08,5,false,3294.83,2.26,15.44,PERIOD_M5,3290.72,3290.25,1,0.87,127.0,unclear,75.00,2.39,3.49,1.50,0.1231,,,true,,true,,0.00,false,1.05,1,1.13,unclear,,0,1,0.87,15.44,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.08.01 02:14:59,final_entry_candidate,XAUUSD,SHORT,3290.59,3295.02,3283.95,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,3289.67,3311.11,3293.81,3314.79,LL_LH,10,-3.04,8.17,PERIOD_M15,3311.11,3289.67,3294.83,24.07,2.08,9,false,3294.83,2.89,19.78,PERIOD_M5,3292.79,3292.32,1,1.18,173.0,late,75.00,3.02,4.43,1.50,0.1294,,,true,,true,,35.00,false,1.62,2,0.97,unclear,,0,1,1.18,19.78,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.08.01 02:14:59,order_attempt,XAUUSD,SHORT,3290.59,3295.02,3283.95,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,3289.67,3311.11,3293.81,3314.79,LL_LH,10,-3.04,8.17,PERIOD_M15,3311.11,3289.67,3294.83,24.07,2.08,9,false,3294.83,2.89,19.78,PERIOD_M5,3292.79,3292.32,1,1.18,173.0,late,75.00,3.02,4.43,1.50,0.1294,,,true,,true,,35.00,false,1.62,2,0.97,unclear,,0,1,1.18,19.78,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.08.01 02:14:59,order_sent,XAUUSD,SHORT,3290.59,3295.02,3283.95,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,3289.67,3311.11,3293.81,3314.79,LL_LH,10,-3.04,8.17,PERIOD_M15,3311.11,3289.67,3294.83,24.07,2.08,9,false,3294.83,2.89,19.78,PERIOD_M5,3292.79,3292.32,1,1.18,173.0,late,75.00,3.02,4.43,1.50,0.1294,,,true,,true,,35.00,false,1.62,2,0.97,unclear,,0,1,1.18,19.78,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.08.01 02:24:59,final_entry_candidate,XAUUSD,SHORT,3290.44,3295.01,3283.59,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,3289.67,3311.11,3293.81,3314.79,LL_LH,10,-3.04,8.17,PERIOD_M15,3311.11,3289.67,3294.83,24.07,1.94,10,false,3294.83,3.22,20.48,PERIOD_M5,3292.79,3288.92,1,1.11,152.0,late,100.00,3.35,4.57,1.50,0.1320,,,true,,true,,70.00,true,2.85,4,1.19,unclear,,0,1,1.11,20.48,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.08.01 02:24:59,order_blocked,XAUUSD,SHORT,3290.44,3295.01,3283.59,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,3289.67,3311.11,3293.81,3314.79,LL_LH,10,-3.04,8.17,PERIOD_M15,3311.11,3289.67,3294.83,24.07,1.94,10,false,3294.83,3.22,20.48,PERIOD_M5,3292.79,3288.92,1,1.11,152.0,late,100.00,3.35,4.57,1.50,0.1320,,existing_position,true,,true,,70.00,true,2.85,4,1.19,unclear,,0,1,1.11,20.48,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.08.01 07:14:59,execution_block_candidate,GBPUSD,SHORT,1.31958,1.32059,1.31807,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,1.31925,1.32125,1.31983,1.32261,LL_LH,6,-0.00152,0.00189,PERIOD_M15,1.32125,1.31925,1.32039,57.00,1.63,4,false,1.32039,2.45,40.50,PERIOD_M5,1.31963,1.31957,1,0.03,1.0,early,100.00,3.06,0.00101,1.50,0.6061,,spread_guard,true,,true,,70.00,true,1.58,4,0.33,unclear,,0,1,0.03,40.50,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.08.01 07:24:59,execution_block_candidate,GBPUSD,SHORT,1.31953,1.32059,1.31794,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,1.31925,1.32125,1.31983,1.32261,LL_LH,6,-0.00152,0.00189,PERIOD_M15,1.32125,1.31925,1.32039,57.00,1.67,5,false,1.32039,2.72,43.00,PERIOD_M5,1.31963,1.31942,1,0.35,11.0,acceptable,100.00,3.36,0.00106,1.50,0.6335,,spread_guard,true,,true,,0.00,false,1.17,1,0.67,unclear,,0,1,0.35,43.00,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
