time,event,symbol,direction,session,order_retcode,order_comment,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,entry_price,sl,tp,volume,risk_r,rr,sl_points,sl_atr,tp_points,tp_atr,neckline_price,neckline_break_close_price,right_side_level,bars_since_right_side,distance_neckline_to_entry_atr,distance_right_side_to_entry_atr,spread_atr,spread_points,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason,breakout_quality_router_mode,breakout_quality_label,breakout_quality_reason,breakout_quality_pass,breakout_strong,breakout_weak,breakout_dirty,breakout_close_distance_from_neckline_atr,breakout_close_distance_from_neckline_points,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,context_quality_router_mode,context_quality_label,context_quality_reason,context_quality_score,context_clean,context_mixed,context_poor
2026.01.14 20:04:59,order_attempt,USDJPY,LONG,server_16_23,0,,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,158.363,158.097,158.682,0.29,0.266,1.20,266.0,2.20,319.0,2.63,158.277,158.294,158.115,4,0.71,2.05,0.1487,18.0,66.48,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.14,17.0,0.65,0.26,0.40,0.12,0.22,12,false,not_evaluated,,0.00,false,false,false
2026.01.14 20:04:59,order_sent,USDJPY,LONG,server_16_23,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,158.363,158.097,158.682,0.29,0.266,1.20,266.0,2.20,319.0,2.63,158.277,158.294,158.115,4,0.71,2.05,0.1487,18.0,66.48,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.14,17.0,0.65,0.26,0.40,0.12,0.22,12,false,not_evaluated,,0.00,false,false,false
2026.01.16 15:34:59,order_attempt,GBPUSD,SHORT,server_08_15,0,,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,1.34001,1.34130,1.33846,0.39,0.00129,1.20,129.0,1.67,155.0,2.00,1.34041,1.34026,1.34115,7,0.52,1.47,0.1937,15.0,64.78,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.19,15.0,0.65,1.24,1.91,0.34,0.01,13,false,not_evaluated,,0.00,false,false,false
2026.01.16 15:34:59,order_sent,GBPUSD,SHORT,server_08_15,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,1.34001,1.34130,1.33846,0.39,0.00129,1.20,129.0,1.67,155.0,2.00,1.34041,1.34026,1.34115,7,0.52,1.47,0.1937,15.0,64.78,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.19,15.0,0.65,1.24,1.91,0.34,0.01,13,false,not_evaluated,,0.00,false,false,false
2026.01.16 15:49:59,order_blocked,GBPUSD,SHORT,server_08_15,0,existing_position,Nested_NWave_NecklineBreak,neckline_break_late,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,1.34065,1.34130,1.33987,0.77,0.00065,1.20,65.0,0.83,78.0,1.00,1.34041,1.34040,1.34115,8,0.31,0.64,0.1927,15.0,65.28,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.01,1.0,0.21,0.18,0.87,0.71,0.09,13,false,not_evaluated,,0.00,false,false,false
2026.01.16 18:04:59,order_attempt,GBPUSD,SHORT,server_16_23,0,,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,1.33826,1.34046,1.33562,0.23,0.00220,1.20,220.0,2.17,264.0,2.61,1.33945,1.33772,1.34031,4,1.17,2.02,0.1481,15.0,65.61,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,1.71,173.0,0.57,0.66,1.16,0.02,0.41,6,false,not_evaluated,,0.00,false,false,false
2026.01.16 18:04:59,order_sent,GBPUSD,SHORT,server_16_23,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,1.33826,1.34046,1.33562,0.23,0.00220,1.20,220.0,2.17,264.0,2.61,1.33945,1.33772,1.34031,4,1.17,2.02,0.1481,15.0,65.61,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,1.71,173.0,0.57,0.66,1.16,0.02,0.41,6,false,not_evaluated,,0.00,false,false,false
2026.01.16 18:19:59,order_blocked,GBPUSD,SHORT,server_16_23,0,existing_position,Nested_NWave_NecklineBreak,neckline_break_late,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,1.33821,1.34047,1.33550,0.22,0.00226,1.20,226.0,2.12,271.0,2.54,1.33945,1.33882,1.34031,5,1.16,1.97,0.1501,16.0,65.75,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.59,63.0,0.90,1.04,1.16,0.00,0.10,6,false,not_evaluated,,0.00,false,false,false
2026.01.16 18:34:59,order_blocked,GBPUSD,SHORT,server_16_23,0,existing_position,Nested_NWave_NecklineBreak,neckline_break_late,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,1.33833,1.34046,1.33577,0.23,0.00213,1.20,213.0,2.06,256.0,2.48,1.33945,1.33841,1.34031,6,1.08,1.91,0.1450,15.0,64.71,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,1.01,104.0,0.47,0.40,0.84,0.53,0.47,6,false,not_evaluated,,0.00,false,false,false
2026.01.16 19:49:59,order_blocked,GBPUSD,SHORT,server_16_23,0,existing_position,Nested_NWave_NecklineBreak,clean_nested_nwave_entry,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,clean_nested_nwave_entry,1.33801,1.33900,1.33682,0.51,0.00099,1.20,99.0,1.01,119.0,1.21,1.33795,1.33792,1.33885,4,0.06,0.85,0.1523,15.0,128.98,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.03,3.0,0.37,0.30,0.83,0.17,0.83,9,false,not_evaluated,,0.00,false,false,false
