variant,sl_mode,session,month,trades,valid_trades,wins,losses,win_rate,net_profit,profit_factor,expected_payoff,avg_R,max_drawdown,max_drawdown_pct,tp_hit_rate_pct,sl_hit_rate_pct,same_bar_ambiguous,invalid_stops,sl_too_tight,sl_too_wide,avg_mae_R,avg_mfe_R,avg_sl_atr,avg_tp_atr,avg_hypothetical_lot_size
v4_without_weak_signals,CURRENT_SL,server_08_15,2025-02,18,18,10,8,55.56,224.04,1.558,12.45,0.289,191.52,1.88,55.56,44.44,0,0,0,0,0.821,1.241,3565166666.667,4753555555.556,0.197
v4_without_weak_signals,CURRENT_SL,server_08_15,2025-08,18,18,13,5,72.22,582.33,3.317,32.35,0.678,151.35,1.41,72.22,27.78,0,0,0,0,0.679,1.249,2729166666.667,3638888888.889,0.207
v4_without_weak_signals,CURRENT_SL,server_08_15,2025-10,36,36,14,22,38.89,-169.35,0.833,-4.7,-0.097,421.98,4.22,38.89,61.11,0,0,0,0,0.801,0.704,7126833333.333,9502444444.444,0.152
v4_without_weak_signals,CURRENT_SL,server_08_15,2026-01,54,54,38,16,70.37,1820.67,3.478,33.72,0.633,203.91,1.82,70.37,29.63,0,0,0,0,0.746,1.404,17517920555.556,23357227407.407,0.113
v4_without_weak_signals,CURRENT_SL,server_08_15,2026-02,24,24,6,18,25.0,-686.19,0.391,-28.59,-0.417,686.19,6.86,25.0,75.0,0,0,0,0,1.119,0.64,25345851250.0,33794468333.333,0.07
v4_without_weak_signals,CURRENT_SL,server_08_15,2026-03,27,27,15,12,55.56,394.27,1.557,14.6,0.296,425.58,3.93,55.56,44.44,0,0,0,0,0.758,0.954,21344150000.0,28458866666.667,0.219
v4_without_weak_signals,CURRENT_SL,server_16_23,2025-02,30,30,18,12,60.0,562.28,1.964,18.74,0.4,283.41,2.72,60.0,40.0,0,0,0,0,0.618,1.311,2849600000.0,3799466666.667,0.174
v4_without_weak_signals,CURRENT_SL,server_16_23,2025-08,33,33,19,14,57.58,546.56,1.811,16.56,0.339,313.13,2.95,57.58,42.42,0,0,0,0,0.712,1.197,4244090909.091,5658787878.788,0.21
v4_without_weak_signals,CURRENT_SL,server_16_23,2025-10,33,33,21,12,63.64,683.13,2.177,20.7,0.485,148.68,1.45,63.64,36.36,0,0,0,0,0.736,1.304,5752272727.273,7669696969.697,0.166
v4_without_weak_signals,CURRENT_SL,server_16_23,2026-01,24,24,15,9,62.5,1148.68,4.137,47.86,0.458,366.12,3.59,62.5,37.5,0,0,0,0,0.627,1.389,45143750000.0,60191666666.667,0.023
v4_without_weak_signals,CURRENT_SL,server_16_23,2026-02,39,39,21,18,53.85,546.35,1.589,14.01,0.256,597.96,5.37,53.85,46.15,0,0,0,0,0.751,0.959,29280230769.231,39040307692.308,0.072
v4_without_weak_signals,CURRENT_SL,server_16_23,2026-03,27,27,10,17,37.04,-69.8,0.91,-2.59,-0.142,454.45,4.52,37.04,51.85,0,0,0,0,0.792,0.934,10584098888.889,14112131851.852,0.198
v4_without_weak_signals,LOWER_TF_REVERSAL_SL,server_00_07,2025-02,15,12,8,4,66.67,294.33,2.552,24.53,0.542,189.66,1.81,53.33,26.67,0,3,0,0,0.443,1.272,3771500000.0,5028666666.667,0.312
v4_without_weak_signals,LOWER_TF_REVERSAL_SL,server_00_07,2025-08,30,27,8,19,29.63,-330.71,0.609,-12.25,-0.25,574.77,5.61,26.67,53.33,0,3,0,0,0.871,0.815,2726555555.556,3635407407.407,0.197
v4_without_weak_signals,LOWER_TF_REVERSAL_SL,server_00_07,2025-10,18,18,6,12,33.33,-172.6,0.675,-9.59,-0.222,394.65,3.86,33.33,66.67,0,0,0,0,0.798,0.708,10727833333.333,14303777777.778,0.06
v4_without_weak_signals,LOWER_TF_REVERSAL_SL,server_00_07,2026-01,12,6,0,6,0.0,-375.54,0.0,-62.59,-1.0,375.54,3.76,0.0,50.0,0,0,6,0,1.132,0.843,37321145000.0,49761526666.667,0.115
v4_without_weak_signals,LOWER_TF_REVERSAL_SL,server_00_07,2026-02,24,21,12,9,57.14,861.98,3.277,41.05,0.333,267.54,2.4,50.0,37.5,0,0,3,0,0.91,1.085,38738571428.571,51651428571.429,0.023
v4_without_weak_signals,LOWER_TF_REVERSAL_SL,server_00_07,2026-03,36,33,20,13,60.61,668.67,2.099,20.26,0.391,270.69,2.48,47.22,36.11,0,0,3,0,0.692,1.138,18501978181.818,24669304242.424,0.056
v4_without_weak_signals,LOWER_TF_REVERSAL_SL,server_08_15,2025-02,18,15,7,8,46.67,28.37,1.071,1.89,0.08,191.52,1.92,38.89,44.44,0,0,0,3,0.932,1.211,4216000000.0,5621333333.333,0.188
v4_without_weak_signals,LOWER_TF_REVERSAL_SL,server_08_15,2025-08,18,18,13,5,72.22,582.33,3.317,32.35,0.678,151.35,1.41,72.22,27.78,0,0,0,0,0.674,1.262,2757500000.0,3676666666.666,0.204
v4_without_weak_signals,LOWER_TF_REVERSAL_SL,server_08_15,2025-10,36,36,14,22,38.89,-20.67,0.976,-0.57,-0.004,395.04,3.95,38.89,36.11,0,0,0,0,0.709,0.652,8449333333.333,11265777777.778,0.123
v4_without_weak_signals,LOWER_TF_REVERSAL_SL,server_08_15,2026-01,54,42,31,11,73.81,1519.23,4.09,36.17,0.714,203.91,1.84,57.41,20.37,0,0,12,0,0.682,1.377,13742897857.143,18323863809.524,0.123
v4_without_weak_signals,LOWER_TF_REVERSAL_SL,server_08_15,2026-02,24,15,3,12,20.0,-278.13,0.434,-18.54,-0.41,491.49,4.81,12.5,37.5,0,0,6,3,0.923,0.586,15118762000.0,20158349333.334,0.051
v4_without_weak_signals,LOWER_TF_REVERSAL_SL,server_08_15,2026-03,27,24,15,9,62.5,509.11,1.859,21.21,0.458,425.58,3.89,55.56,33.33,0,0,3,0,0.639,0.995,20973418750.0,27964558333.333,0.244
v4_without_weak_signals,LOWER_TF_REVERSAL_SL,server_16_23,2025-02,30,27,15,12,55.56,363.85,1.624,13.48,0.296,283.41,2.77,50.0,40.0,0,0,3,0,0.696,1.251,3301000000.0,4401333333.333,0.146
v4_without_weak_signals,LOWER_TF_REVERSAL_SL,server_16_23,2025-08,33,30,19,11,63.33,560.74,2.035,18.69,0.393,181.19,1.71,42.42,33.33,0,0,3,0,0.646,1.198,4293000000.0,5724000000.0,0.177
v4_without_weak_signals,LOWER_TF_REVERSAL_SL,server_16_23,2025-10,33,27,21,6,77.78,1002.88,4.453,37.14,0.815,290.4,2.8,63.64,18.18,0,3,3,0,0.68,1.576,6272000000.0,8362666666.667,0.206
v4_without_weak_signals,LOWER_TF_REVERSAL_SL,server_16_23,2026-01,24,18,9,9,50.0,368.26,2.006,20.46,0.167,366.12,3.66,37.5,37.5,0,0,3,3,0.779,1.301,29045000000.0,38726666666.667,0.022
v4_without_weak_signals,LOWER_TF_REVERSAL_SL,server_16_23,2026-02,39,39,21,18,53.85,539.52,1.582,13.83,0.252,597.96,5.37,51.28,46.15,0,0,0,0,0.741,0.954,28413076923.077,37884102564.103,0.067
v4_without_weak_signals,LOWER_TF_REVERSAL_SL,server_16_23,2026-03,27,27,9,18,33.33,-210.46,0.727,-7.79,-0.247,505.74,5.03,22.22,44.44,0,0,0,0,0.759,0.821,12698604444.444,16931472592.593,0.18
v4_without_weak_signals,MID_TF_STRUCTURE_SL,server_00_07,2025-02,15,15,6,9,40.0,-36.05,0.914,-2.4,-0.067,269.76,2.64,40.0,60.0,0,0,0,0,0.758,1.104,4592000000.0,6122666666.667,0.216
v4_without_weak_signals,MID_TF_STRUCTURE_SL,server_00_07,2025-08,30,30,9,21,30.0,-440.03,0.573,-14.67,-0.3,684.09,6.68,30.0,70.0,0,0,0,0,0.88,0.866,2800900000.0,3734533333.333,0.2
v4_without_weak_signals,MID_TF_STRUCTURE_SL,server_00_07,2025-10,18,18,6,12,33.33,-172.6,0.675,-9.59,-0.222,394.65,3.86,33.33,66.67,0,0,0,0,0.784,0.707,10972833333.333,14630444444.445,0.058
v4_without_weak_signals,MID_TF_STRUCTURE_SL,server_00_07,2026-01,12,12,6,6,50.0,12.67,1.034,1.06,0.167,375.54,3.62,50.0,50.0,0,0,0,0,0.757,1.134,24130665000.0,32174220000.0,0.072
v4_without_weak_signals,MID_TF_STRUCTURE_SL,server_00_07,2026-02,24,24,12,12,50.0,649.08,2.191,27.05,0.167,277.32,2.55,50.0,50.0,0,0,0,0,0.955,1.085,42525000000.0,56700000000.0,0.021
v4_without_weak_signals,MID_TF_STRUCTURE_SL,server_00_07,2026-03,36,36,18,18,50.0,337.69,1.405,9.38,0.167,384.57,3.59,50.0,50.0,0,0,0,0,0.773,1.094,18851813333.333,25135751111.111,0.053
v4_without_weak_signals,MID_TF_STRUCTURE_SL,server_08_15,2025-02,18,18,10,8,55.56,224.04,1.558,12.45,0.289,191.52,1.88,55.56,44.44,0,0,0,0,0.821,1.241,3565166666.667,4753555555.556,0.197
v4_without_weak_signals,MID_TF_STRUCTURE_SL,server_08_15,2025-08,18,18,13,5,72.22,582.33,3.317,32.35,0.678,151.35,1.41,72.22,27.78,0,0,0,0,0.679,1.249,2729166666.667,3638888888.889,0.207
v4_without_weak_signals,MID_TF_STRUCTURE_SL,server_08_15,2025-10,36,36,14,22,38.89,-169.35,0.833,-4.7,-0.097,421.98,4.22,38.89,61.11,0,0,0,0,0.801,0.704,7126833333.333,9502444444.444,0.152
v4_without_weak_signals,MID_TF_STRUCTURE_SL,server_08_15,2026-01,54,54,38,16,70.37,1820.67,3.478,33.72,0.633,203.91,1.82,70.37,29.63,0,0,0,0,0.746,1.404,17517920555.556,23357227407.407,0.113
v4_without_weak_signals,MID_TF_STRUCTURE_SL,server_08_15,2026-02,24,24,6,18,25.0,-686.19,0.391,-28.59,-0.417,686.19,6.86,25.0,75.0,0,0,0,0,1.119,0.64,25345851250.0,33794468333.333,0.07
v4_without_weak_signals,MID_TF_STRUCTURE_SL,server_08_15,2026-03,27,27,15,12,55.56,394.27,1.557,14.6,0.296,425.58,3.93,55.56,44.44,0,0,0,0,0.758,0.954,21344150000.0,28458866666.667,0.219
v4_without_weak_signals,MID_TF_STRUCTURE_SL,server_16_23,2025-02,30,30,18,12,60.0,562.28,1.964,18.74,0.4,283.41,2.72,60.0,40.0,0,0,0,0,0.618,1.311,2849600000.0,3799466666.667,0.174
v4_without_weak_signals,MID_TF_STRUCTURE_SL,server_16_23,2025-08,33,33,19,14,57.58,546.56,1.811,16.56,0.339,313.13,2.95,57.58,42.42,0,0,0,0,0.712,1.197,4244090909.091,5658787878.788,0.21
v4_without_weak_signals,MID_TF_STRUCTURE_SL,server_16_23,2025-10,33,33,21,12,63.64,683.13,2.177,20.7,0.485,148.68,1.45,63.64,36.36,0,0,0,0,0.736,1.304,5752272727.273,7669696969.697,0.166
v4_without_weak_signals,MID_TF_STRUCTURE_SL,server_16_23,2026-01,24,24,15,9,62.5,1148.68,4.137,47.86,0.458,366.12,3.59,62.5,37.5,0,0,0,0,0.627,1.389,45143750000.0,60191666666.667,0.023
v4_without_weak_signals,MID_TF_STRUCTURE_SL,server_16_23,2026-02,39,39,21,18,53.85,546.35,1.589,14.01,0.256,597.96,5.37,53.85,46.15,0,0,0,0,0.751,0.959,29280230769.231,39040307692.308,0.072
v4_without_weak_signals,MID_TF_STRUCTURE_SL,server_16_23,2026-03,27,27,10,17,37.04,-69.8,0.91,-2.59,-0.142,454.45,4.52,37.04,51.85,0,0,0,0,0.792,0.934,10584098888.889,14112131851.852,0.198
