period,scenario,event,symbol,direction,session,label,fail_reason,breakout_quality_label,breakout_quality_reason,breakout_close_distance_from_neckline_atr,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURJPY,LONG,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance|weak_directional_close|large_directional_wick,0.06,0.25,0.16,0.62,0.5,0.25,12
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|sl_too_wide_for_router,0.25,0.65,0.41,0.63,0.23,0.12,6
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,XAUUSD,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance|sl_too_wide_for_router,0.06,0.89,0.86,0.96,0.04,0.96,9
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,sl_too_wide_for_router,0.3,0.06,0.07,1.08,0.18,0.82,6
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,XAUUSD,LONG,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|large_directional_wick,0.21,0.14,0.09,0.63,0.6,0.25,3
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,USDJPY,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|large_directional_wick|sl_too_wide_for_router,1.66,0.04,0.04,0.95,0.69,0.27,8
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURJPY,LONG,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,sl_too_wide_for_router,0.19,0.46,0.6,1.31,0.44,0.56,5
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,blocked_candidate,XAUUSD,LONG,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close,0.43,0.72,0.39,0.54,0.18,0.1,14
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,blocked_candidate,AUDJPY,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|sl_too_wide_for_router,0.43,0.84,0.8,0.95,0.01,0.15,4
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,blocked_candidate,AUDJPY,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance|weak_directional_close|large_directional_wick,0.03,0.05,0.02,0.36,0.81,0.14,7
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,blocked_candidate,AUDJPY,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance,0.06,0.08,0.03,0.39,0.05,0.95,8
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,blocked_candidate,AUDJPY,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance|weak_directional_close|large_directional_wick,0.03,0.07,0.02,0.3,0.68,0.25,9
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,blocked_candidate,GBPJPY,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance|weak_directional_close|sl_too_wide_for_router,0.06,0.67,0.72,1.07,0.28,0.04,11
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,blocked_candidate,GBPJPY,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,sl_too_wide_for_router,0.27,0.34,0.22,0.64,0.26,0.74,10
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,blocked_candidate,AUDJPY,SHORT,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance|weak_directional_close,0.04,0.87,1.51,1.74,0.13,0.0,5
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,blocked_candidate,EURJPY,LONG,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,sl_too_wide_for_router,0.16,0.92,0.61,0.66,0.07,0.93,12
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,blocked_candidate,EURJPY,LONG,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance|weak_directional_close|large_directional_wick,0.06,0.25,0.16,0.62,0.5,0.25,12
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,blocked_candidate,GBPUSD,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|sl_too_wide_for_router,0.25,0.65,0.41,0.63,0.23,0.12,6
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,blocked_candidate,XAUUSD,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance|sl_too_wide_for_router,0.06,0.89,0.86,0.96,0.04,0.96,9
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,blocked_candidate,GBPUSD,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,sl_too_wide_for_router,0.3,0.06,0.07,1.08,0.18,0.82,6
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,blocked_candidate,XAUUSD,LONG,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|large_directional_wick,0.21,0.14,0.09,0.63,0.6,0.25,3
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,blocked_candidate,USDJPY,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|large_directional_wick|sl_too_wide_for_router,1.66,0.04,0.04,0.95,0.69,0.27,8
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,blocked_candidate,EURJPY,LONG,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,sl_too_wide_for_router,0.19,0.46,0.6,1.31,0.44,0.56,5
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURUSD,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,sl_too_wide_for_router,1.63,0.29,0.46,1.57,0.18,0.53,5
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURJPY,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance,0.04,0.34,0.53,1.58,0.18,0.82,8
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPJPY,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,large_directional_wick,0.43,0.07,0.06,0.85,0.48,0.52,11
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURJPY,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close,0.21,0.69,0.76,1.11,0.06,0.25,2
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURUSD,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance,0.09,0.67,0.72,1.07,0.28,0.72,2
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURUSD,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,sl_too_wide_for_router,0.28,0.92,0.9,0.98,0.0,1.0,7
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURJPY,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|large_directional_wick|sl_too_wide_for_router,0.56,0.33,0.29,0.9,0.45,0.22,4
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,USDJPY,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|sl_too_wide_for_router,0.14,0.65,0.26,0.4,0.12,0.22,12
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|large_directional_wick,0.67,0.27,0.51,1.87,0.56,0.44,11
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close,0.19,0.65,1.24,1.91,0.34,0.01,13
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance|weak_directional_close|large_directional_wick,0.01,0.21,0.18,0.87,0.71,0.09,13
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,SHORT,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance|weak_directional_close|large_directional_wick,0.09,0.11,0.08,0.75,0.73,0.16,15
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,SHORT,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|sl_too_wide_for_router,1.71,0.57,0.66,1.16,0.02,0.41,6
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,SHORT,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|sl_too_wide_for_router,0.59,0.9,1.04,1.16,0.0,0.1,6
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,SHORT,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,large_directional_wick|sl_too_wide_for_router,1.01,0.47,0.4,0.84,0.53,0.47,6
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,SHORT,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance,0.03,0.37,0.3,0.83,0.17,0.83,9
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,sl_too_wide_for_router,1.42,0.76,1.31,1.74,0.12,0.88,4
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|large_directional_wick,0.57,0.03,0.02,0.78,0.81,0.19,3
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,USDJPY,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance|sl_too_wide_for_router,0.07,0.74,0.92,1.25,0.03,0.97,10
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,LONG,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance|weak_directional_close|large_directional_wick,0.03,0.12,0.09,0.73,0.78,0.22,8
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance,0.1,0.87,0.7,0.8,0.08,0.92,14
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURUSD,LONG,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close,0.16,0.3,0.03,0.09,0.3,0.4,4
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURUSD,LONG,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|large_directional_wick,0.2,0.17,0.02,0.12,0.83,0.17,5
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,USDJPY,SHORT,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close,1.59,0.71,0.99,1.39,0.21,0.09,9
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,USDJPY,SHORT,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close,0.43,0.66,1.04,1.58,0.09,0.25,9
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURUSD,LONG,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close,0.96,0.8,1.34,1.68,0.0,0.2,5
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURUSD,LONG,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,large_directional_wick,0.78,0.21,0.15,0.73,0.53,0.47,6
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,USDJPY,SHORT,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close,0.17,0.54,0.3,0.55,0.13,0.33,10
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,USDJPY,SHORT,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|large_directional_wick,0.12,0.14,0.06,0.43,0.55,0.31,11
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,USDJPY,SHORT,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,large_directional_wick|sl_too_wide_for_router,0.58,0.26,0.2,0.75,0.46,0.54,12
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURJPY,LONG,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|large_directional_wick|sl_too_wide_for_router,0.36,0.0,0.0,0.8,0.59,0.41,7
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURJPY,LONG,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,sl_too_wide_for_router,0.32,0.58,0.47,0.81,0.21,0.79,7
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,USDJPY,SHORT,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close,0.41,0.77,1.25,1.62,0.02,0.21,4
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURUSD,SHORT,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|large_directional_wick|sl_too_wide_for_router,1.17,0.38,0.43,1.15,0.55,0.45,14
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURUSD,SHORT,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,sl_too_wide_for_router,0.88,0.25,0.26,1.08,0.01,0.75,14
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,AUDJPY,SHORT,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|large_directional_wick,0.77,0.29,0.16,0.56,0.69,0.03,6
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,AUDJPY,SHORT,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close,0.22,0.71,0.62,0.88,0.06,0.23,7
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURJPY,SHORT,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|large_directional_wick|sl_too_wide_for_router,0.96,0.23,0.47,2.02,0.69,0.08,6
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPJPY,SHORT,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|large_directional_wick,0.11,0.02,0.06,2.63,0.71,0.29,4
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURJPY,SHORT,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close,0.14,0.42,0.93,2.2,0.32,0.26,6
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURJPY,SHORT,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,large_directional_wick,0.6,0.53,0.45,0.84,0.47,0.53,7
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,AUDJPY,SHORT,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close,0.44,0.6,0.65,1.07,0.37,0.02,10
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,AUDJPY,SHORT,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|large_directional_wick,0.33,0.21,0.12,0.54,0.71,0.07,10
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,AUDJPY,SHORT,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance|weak_directional_close|large_directional_wick,0.03,0.23,0.09,0.38,0.73,0.27,12
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURUSD,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance|weak_directional_close,0.07,0.56,0.48,0.86,0.0,0.44,3
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,XAUUSD,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close,0.25,0.36,0.32,0.89,0.28,0.36,7
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,XAUUSD,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance|weak_directional_close|large_directional_wick,0.07,0.36,0.19,0.54,0.51,0.14,8
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPJPY,SHORT,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance,0.07,0.48,0.36,0.75,0.33,0.67,6
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURUSD,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance|weak_directional_close,0.05,0.35,0.33,0.93,0.34,0.31,4
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,LONG,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|large_directional_wick,0.56,0.24,0.15,0.63,0.74,0.03,14
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,USDJPY,LONG,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close,0.31,0.61,0.37,0.61,0.24,0.15,7
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,USDJPY,LONG,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance|large_directional_wick,0.03,0.13,0.06,0.47,0.46,0.54,10
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,USDJPY,LONG,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance,0.05,0.05,0.03,0.56,0.43,0.57,11
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,XAUUSD,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance,0.05,0.73,0.58,0.8,0.13,0.87,6
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,XAUUSD,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|sl_too_wide_for_router,0.25,0.6,0.32,0.53,0.34,0.06,9
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,sl_too_wide_for_router,0.36,0.95,1.37,1.44,0.02,0.98,7
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,SHORT,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance,0.04,0.19,0.17,0.88,0.36,0.64,10
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,SHORT,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,sl_too_wide_for_router,0.27,0.36,0.36,1.0,0.13,0.88,5
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURJPY,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|sl_too_wide_for_router,0.37,0.63,1.12,1.76,0.01,0.36,5
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURUSD,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance|weak_directional_close,0.09,0.36,0.36,1.0,0.22,0.42,12
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,EURJPY,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close,0.2,0.69,1.12,1.64,0.05,0.27,14
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPJPY,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,sl_too_wide_for_router,0.12,0.75,0.9,1.21,0.24,0.76,15
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,SHORT,server_16_23,dirty_breakout,router_retest_requires_weak_breakout,dirty_breakout,shallow_close_distance|sl_too_wide_for_router|entry_far_from_neckline,0.01,0.7,0.93,1.33,0.07,0.93,3
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,SHORT,server_00_07,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close,0.17,0.71,1.33,1.87,0.14,0.15,5
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance|sl_too_wide_for_router,0.08,0.45,0.55,1.21,0.38,0.62,7
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,XAUUSD,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,sl_too_wide_for_router,1.61,0.84,1.53,1.82,0.11,0.89,3
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,XAUUSD,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close,1.17,0.44,0.4,0.92,0.24,0.32,4
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,XAUUSD,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close,0.28,0.88,0.83,0.94,0.0,0.11,4
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,LONG,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|sl_too_wide_for_router|entry_far_from_neckline,1.76,0.82,0.95,1.16,0.0,0.18,10
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,LONG,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close,0.71,0.67,0.92,1.37,0.21,0.11,9
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,GBPUSD,LONG,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance,0.03,0.49,0.54,1.1,0.11,0.89,12
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,XAUUSD,LONG,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|large_directional_wick,0.1,0.22,0.11,0.48,0.58,0.2,12
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,XAUUSD,LONG,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|large_directional_wick,0.19,0.09,0.09,0.96,0.77,0.23,13
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,XAUUSD,LONG,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance|weak_directional_close|large_directional_wick,0.04,0.19,0.15,0.79,0.62,0.19,14
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,XAUUSD,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance,0.06,0.33,0.34,1.01,0.18,0.48,16
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_best_H4_H1_M15_2R,blocked_candidate,XAUUSD,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,weak_directional_close|large_directional_wick|sl_too_wide_for_router,0.75,0.06,0.07,1.05,0.9,0.1,17
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,blocked_candidate,EURUSD,SHORT,server_08_15,dirty_breakout,dirty_breakout,dirty_breakout,sl_too_wide_for_router,1.63,0.29,0.46,1.57,0.18,0.53,5
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,blocked_candidate,EURJPY,LONG,server_16_23,dirty_breakout,dirty_breakout,dirty_breakout,shallow_close_distance,0.04,0.34,0.53,1.58,0.18,0.82,8
