time,symbol,direction,higher_tf_trend,mid_tf_pullback_status,lower_tf_reversal_status,regime,regime_reason,higher_tf_swing_state,ema_slope,trend_strength,volatility_state,entry_allowed_by_regime,blocked_by_regime_reason,lower_reversal_quality,pullback_depth_atr,sl_atr,setup_pass,entry_pass,final_entry_pass,skip_reason,structure_stage_fail_reason,execution_block_reason,higher_tf_trend_pass,mid_tf_pullback_pass,lower_tf_reversal_pass,structure_sl_pass,rr_pass,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,entry_price,sl,tp,risk_r,rr,swing_high,swing_low,structure_sl_source,strategy_name
2025.10.03 21:39:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.025 range_atr=6.72 vol=normal,HH_HL,0.28,0.0246,normal,true,,100.00,2.68,4.05,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,35.00,false,1.54,1,0.38,0.0610,0.2000,true,false,18.0,2.95,3888.61,3876.65,3906.55,11.96,1.50,3891.62,3876.92,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.03 21:44:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.025 range_atr=6.72 vol=normal,HH_HL,0.28,0.0246,normal,true,,100.00,2.68,4.00,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,35.00,false,1.26,2,0.26,0.0611,0.2000,true,false,18.0,2.95,3888.45,3876.65,3906.15,11.80,1.50,3891.62,3876.92,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.06 13:44:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.571 range_atr=10.22 vol=normal,HH_HL,7.27,0.5709,normal,true,,75.00,1.39,3.45,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,1.05,2,0.43,0.0562,0.2000,true,false,19.0,3.38,3946.73,3935.05,3964.25,11.68,1.50,3949.51,3935.40,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.06 13:49:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.571 range_atr=10.22 vol=normal,HH_HL,7.27,0.5709,normal,true,,100.00,1.72,3.08,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,70.00,true,1.98,3,1.12,0.0556,0.2000,true,false,19.0,3.42,3942.77,3932.26,3958.54,10.51,1.50,3949.51,3932.62,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.06 13:59:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.571 range_atr=10.22 vol=normal,HH_HL,7.27,0.5709,normal,true,,100.00,1.72,2.91,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,0.00,false,0.05,1,1.22,0.0546,0.2000,true,false,19.0,3.48,3942.39,3932.26,3957.59,10.13,1.50,3949.51,3932.62,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.06 22:09:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.594 range_atr=9.33 vol=normal,HH_HL,8.41,0.5939,normal,true,,100.00,2.86,6.13,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,0.62,2,0.64,0.0903,0.2000,true,false,18.0,1.99,3963.09,3950.88,3981.41,12.21,1.50,3970.06,3951.21,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.06 22:14:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.594 range_atr=9.33 vol=normal,HH_HL,8.41,0.5939,normal,true,,100.00,2.86,5.77,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,70.00,true,2.53,3,0.57,0.0901,0.2000,true,false,18.0,2.00,3962.40,3950.88,3979.68,11.52,1.50,3970.06,3951.21,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.07 02:39:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.868 range_atr=10.57 vol=normal,HH_HL,11.35,0.8684,normal,true,,100.00,1.82,2.58,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,20.00,false,0.66,2,0.04,0.0426,0.2000,true,false,19.0,4.45,3970.10,3958.60,3987.35,11.50,1.50,3976.19,3958.91,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.07 02:49:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.868 range_atr=10.57 vol=normal,HH_HL,11.35,0.8684,normal,true,,100.00,1.88,2.45,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,35.00,false,0.58,4,0.74,0.0435,0.2000,true,false,19.0,4.36,3969.31,3958.61,3985.36,10.70,1.50,3976.19,3958.91,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.07 23:29:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.725 range_atr=8.10 vol=normal,HH_HL,9.94,0.7252,normal,true,,100.00,3.37,4.13,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,20.00,false,0.80,1,0.14,0.0883,0.2000,true,false,19.0,2.15,3982.73,3973.84,3996.07,8.89,1.50,3991.01,3974.09,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.08 11:04:59,USDJPY,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.983 range_atr=12.06 vol=normal,HH_HL,0.236,0.9831,normal,true,,100.00,3.08,2.90,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,35.00,false,1.35,2,0.91,0.1837,0.2000,true,false,15.0,0.082,152.469,152.232,152.825,0.237,1.50,152.638,152.247,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.08 19:20:00,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.770 range_atr=8.44 vol=normal,HH_HL,10.06,0.7704,normal,true,,100.00,1.38,3.56,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,35.00,false,2.18,2,0.81,0.0422,0.2000,true,false,19.0,4.50,4052.76,4036.75,4076.78,16.01,1.50,4050.61,4037.20,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.09 13:39:58,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.415 range_atr=7.31 vol=normal,HH_HL,6.72,0.4153,normal,true,,100.00,2.17,2.34,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,0.88,1,0.42,0.0831,0.2000,true,false,18.0,2.17,4039.07,4034.01,4046.66,5.06,1.50,4043.69,4034.23,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.09 13:54:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.415 range_atr=7.31 vol=normal,HH_HL,6.72,0.4153,normal,true,,100.00,2.37,3.88,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,0.00,false,0.41,1,0.55,0.0909,0.2000,true,false,18.0,1.98,4041.72,4034.03,4053.26,7.69,1.50,4043.69,4034.23,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.13 02:09:59,USDJPY,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.304 range_atr=5.84 vol=normal,LL_LH,-0.110,0.3043,normal,true,,100.00,5.35,3.58,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,35.00,false,1.39,1,0.99,0.1230,0.2000,true,false,15.0,0.122,151.853,152.290,151.198,0.437,1.50,152.275,151.149,mid_fractal_high,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.13 03:49:59,USDJPY,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.271 range_atr=5.71 vol=normal,LL_LH,-0.100,0.2706,normal,true,,100.00,5.75,2.37,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,20.00,false,0.96,2,0.14,0.1617,0.2000,true,false,15.0,0.093,151.876,152.096,151.546,0.220,1.50,152.081,151.149,mid_fractal_high,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.13 03:59:59,USDJPY,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.271 range_atr=5.71 vol=normal,LL_LH,-0.100,0.2706,normal,true,,100.00,5.75,2.95,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,35.00,false,1.48,1,0.53,0.1737,0.2000,true,false,15.0,0.086,151.841,152.096,151.459,0.255,1.50,152.081,151.149,mid_fractal_high,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.13 07:44:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.051 range_atr=4.75 vol=normal,HH_HL,1.25,0.0515,normal,true,,100.00,2.28,5.41,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,1.19,1,0.55,0.0953,0.2000,true,false,29.0,3.04,4057.71,4041.26,4082.39,16.45,1.50,4059.94,4041.66,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.14 23:24:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.707 range_atr=8.91 vol=normal,HH_HL,15.50,0.7071,normal,true,,100.00,2.71,2.90,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,20.00,false,0.44,2,0.21,0.0430,0.2000,true,false,18.0,4.19,4146.21,4134.05,4164.45,12.16,1.50,4155.20,4134.43,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.14 23:29:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.707 range_atr=8.91 vol=normal,HH_HL,15.50,0.7071,normal,true,,100.00,2.71,2.43,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,35.00,false,0.84,3,0.47,0.0435,0.2000,true,false,18.0,4.14,4144.11,4134.05,4159.20,10.06,1.50,4155.20,4134.43,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.16 10:34:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.609 range_atr=9.53 vol=normal,HH_HL,9.67,0.6087,normal,true,,100.00,2.99,3.39,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,0.42,1,0.75,0.0440,0.2000,true,false,20.0,4.55,4230.55,4215.13,4253.68,15.42,1.50,4242.04,4215.57,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.16 11:09:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.541 range_atr=9.61 vol=normal,HH_HL,8.53,0.5407,normal,true,,75.00,2.94,4.44,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,0.00,false,0.70,2,0.56,0.0455,0.2000,true,false,19.0,4.18,4233.66,4215.12,4261.47,18.54,1.50,4242.04,4215.57,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.16 11:14:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.541 range_atr=9.61 vol=normal,HH_HL,8.53,0.5407,normal,true,,100.00,2.94,4.23,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,35.00,false,0.94,3,0.95,0.0471,0.2000,true,false,19.0,4.03,4232.16,4215.12,4257.72,17.04,1.50,4242.04,4215.57,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.16 13:04:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.499 range_atr=9.12 vol=normal,HH_HL,7.90,0.4989,normal,true,,100.00,1.94,2.91,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,70.00,true,3.00,6,0.42,0.0466,0.2000,true,false,19.0,4.08,4240.18,4228.30,4258.00,11.88,1.50,4242.04,4228.64,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.16 13:09:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.499 range_atr=9.12 vol=normal,HH_HL,7.90,0.4989,normal,true,,75.00,1.94,2.37,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,70.00,true,2.43,6,1.19,0.0454,0.2000,true,false,19.0,4.18,4238.22,4228.30,4253.10,9.92,1.50,4242.04,4228.64,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.21 18:04:59,USDJPY,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.532 range_atr=5.59 vol=normal,HH_HL,0.187,0.5315,normal,true,,100.00,4.37,3.46,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,35.00,false,0.72,6,1.05,0.1536,0.2000,true,false,15.0,0.098,151.774,151.436,152.281,0.338,1.50,152.168,151.451,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.27 10:09:59,XAUUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.058 range_atr=5.42 vol=normal,LL_LH,-1.19,0.0583,normal,true,,100.00,3.62,2.63,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,55.00,false,1.39,1,0.07,0.0430,0.2000,true,false,19.0,4.42,4073.66,4085.28,4056.23,11.62,1.50,4084.85,4053.85,mid_fractal_high,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.27 10:14:59,XAUUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.058 range_atr=5.42 vol=normal,LL_LH,-1.19,0.0583,normal,true,,100.00,3.62,3.25,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,0.00,false,0.97,2,0.46,0.0449,0.2000,true,false,19.0,4.23,4071.50,4085.28,4050.83,13.78,1.50,4084.85,4053.85,mid_fractal_high,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.27 10:19:59,XAUUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.058 range_atr=5.42 vol=normal,LL_LH,-1.19,0.0583,normal,true,,100.00,3.53,2.99,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,70.00,true,1.65,3,0.72,0.0439,0.2000,true,false,18.0,4.10,4073.04,4085.29,4054.67,12.25,1.50,4084.85,4053.85,mid_fractal_high,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.27 10:29:59,XAUUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.058 range_atr=5.42 vol=normal,LL_LH,-1.19,0.0583,normal,true,,100.00,3.53,4.18,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,0.00,false,1.10,1,0.37,0.0471,0.2000,true,false,19.0,4.03,4068.42,4085.29,4043.12,16.87,1.50,4084.85,4053.85,mid_fractal_high,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.27 10:34:59,XAUUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.058 range_atr=5.42 vol=normal,LL_LH,-1.19,0.0583,normal,true,,75.00,3.61,3.78,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,0.00,false,0.77,2,1.04,0.0448,0.2000,true,false,18.0,4.02,4070.10,4085.28,4047.33,15.18,1.50,4084.85,4053.85,mid_fractal_high,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.27 22:04:59,XAUUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.568 range_atr=7.49 vol=normal,LL_LH,-13.12,0.5683,normal,true,,100.00,4.20,1.79,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,0.99,1,1.15,0.0440,0.2000,true,false,19.0,4.32,4002.93,4010.67,3991.32,7.74,1.50,4010.21,3971.50,mid_fractal_high,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.27 22:39:59,XAUUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.568 range_atr=7.49 vol=normal,LL_LH,-13.12,0.5683,normal,true,,100.00,4.16,3.64,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,70.00,true,2.02,6,0.51,0.0342,0.2000,true,false,18.0,5.26,3991.51,4010.68,3962.76,19.17,1.50,4010.21,3971.50,mid_fractal_high,DowFractal_ThirdWave_V2_AuditFiltered
