time,event,symbol,direction,entry_price,sl,tp,result_R,profit,regime,session,scan_interval,entry_selection_mode,higher_tf,higher_swing_low_1,higher_swing_high_1,higher_swing_low_2,higher_swing_high_2,higher_structure_state,higher_trend_age_bars,higher_ema_slope,higher_atr,mid_tf,impulse_start_price,impulse_end_price,pullback_extreme_price,pullback_depth_pct,pullback_depth_atr,pullback_bars,pullback_broke_origin,pullback_structure_low_or_high,distance_from_pullback_extreme_to_entry_atr,distance_from_pullback_extreme_to_entry_pct_of_impulse,lower_tf,minor_reversal_level,reclaim_or_breakdown_price,bars_since_reclaim_or_breakdown,entry_distance_from_reclaim_atr,entry_distance_from_reclaim_points,lower_reversal_quality,lower_reversal_quality_score,sl_atr,risk_r,rr,spread_atr,structure_stage_fail_reason,execution_block_reason,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,reversal_signal_type,v4_block_reason,bars_since_pullback_extreme,bars_since_reversal_signal,distance_from_reversal_signal_to_entry_atr,impulse_consumed_pct,pre_entry_momentum_score,reversal_strength_score,wave_audit_label,wave_audit_reason,strategy_name
2025.10.01 16:34:59,execution_block_candidate,AUDJPY,SHORT,97.090,97.267,96.825,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,97.190,97.363,97.626,97.909,LL_LH,6,-0.034,0.136,PERIOD_M15,97.363,97.190,97.239,28.32,0.60,3,false,97.239,2.35,86.13,PERIOD_M5,97.106,97.040,1,0.79,50.0,unclear,100.00,2.80,0.177,1.50,0.4424,,spread_guard,true,,true,,70.00,true,1.67,3,0.96,unclear,,0,1,0.79,86.13,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.03 21:39:59,final_entry_candidate,XAUUSD,LONG,3888.61,3876.65,3906.55,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,3854.82,3891.62,3838.01,3863.69,HH_HL,7,0.28,11.54,PERIOD_M15,3854.82,3891.62,3876.92,39.95,2.68,3,false,3876.92,3.96,31.77,PERIOD_M5,3885.98,3887.07,1,0.52,154.0,acceptable,100.00,4.05,11.96,1.50,0.0610,,,true,,true,,35.00,false,1.54,1,0.38,unclear,,0,1,0.52,31.77,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.03 21:39:59,order_attempt,XAUUSD,LONG,3888.61,3876.65,3906.55,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,3854.82,3891.62,3838.01,3863.69,HH_HL,7,0.28,11.54,PERIOD_M15,3854.82,3891.62,3876.92,39.95,2.68,3,false,3876.92,3.96,31.77,PERIOD_M5,3885.98,3887.07,1,0.52,154.0,acceptable,100.00,4.05,11.96,1.50,0.0610,,,true,,true,,35.00,false,1.54,1,0.38,unclear,,0,1,0.52,31.77,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.03 21:39:59,order_sent,XAUUSD,LONG,3888.61,3876.65,3906.55,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,3854.82,3891.62,3838.01,3863.69,HH_HL,7,0.28,11.54,PERIOD_M15,3854.82,3891.62,3876.92,39.95,2.68,3,false,3876.92,3.96,31.77,PERIOD_M5,3885.98,3887.07,1,0.52,154.0,acceptable,100.00,4.05,11.96,1.50,0.0610,,,true,,true,,35.00,false,1.54,1,0.38,unclear,,0,1,0.52,31.77,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.03 21:44:59,final_entry_candidate,XAUUSD,LONG,3888.45,3876.65,3906.15,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,3854.82,3891.62,3838.01,3863.69,HH_HL,7,0.28,11.54,PERIOD_M15,3854.82,3891.62,3876.92,39.95,2.68,3,false,3876.92,3.91,31.33,PERIOD_M5,3885.98,3888.43,1,0.01,2.0,early,100.00,4.00,11.80,1.50,0.0611,,,true,,true,,35.00,false,1.26,2,0.26,unclear,,0,1,0.01,31.33,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.03 21:44:59,order_blocked,XAUUSD,LONG,3888.45,3876.65,3906.15,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,3854.82,3891.62,3838.01,3863.69,HH_HL,7,0.28,11.54,PERIOD_M15,3854.82,3891.62,3876.92,39.95,2.68,3,false,3876.92,3.91,31.33,PERIOD_M5,3885.98,3888.43,1,0.01,2.0,early,100.00,4.00,11.80,1.50,0.0611,,existing_position,true,,true,,35.00,false,1.26,2,0.26,unclear,,0,1,0.01,31.33,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.06 13:44:59,final_entry_candidate,XAUUSD,LONG,3946.73,3935.05,3964.25,,,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,3922.44,3945.09,3854.82,3920.74,HH_HL,5,7.27,12.74,PERIOD_M15,3922.44,3945.09,3935.40,42.78,1.39,8,false,3935.40,3.35,50.02,PERIOD_M5,3942.69,3943.52,1,0.95,321.0,late,75.00,3.45,11.68,1.50,0.0562,,,true,,true,,0.00,false,1.05,2,0.43,unclear,,0,1,0.95,50.02,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.06 13:44:59,order_attempt,XAUUSD,LONG,3946.73,3935.05,3964.25,,,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,3922.44,3945.09,3854.82,3920.74,HH_HL,5,7.27,12.74,PERIOD_M15,3922.44,3945.09,3935.40,42.78,1.39,8,false,3935.40,3.35,50.02,PERIOD_M5,3942.69,3943.52,1,0.95,321.0,late,75.00,3.45,11.68,1.50,0.0562,,,true,,true,,0.00,false,1.05,2,0.43,unclear,,0,1,0.95,50.02,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.06 13:44:59,order_sent,XAUUSD,LONG,3946.73,3935.05,3964.25,,,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,3922.44,3945.09,3854.82,3920.74,HH_HL,5,7.27,12.74,PERIOD_M15,3922.44,3945.09,3935.40,42.78,1.39,8,false,3935.40,3.35,50.02,PERIOD_M5,3942.69,3943.52,1,0.95,321.0,late,75.00,3.45,11.68,1.50,0.0562,,,true,,true,,0.00,false,1.05,2,0.43,unclear,,0,1,0.95,50.02,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.10.06 13:49:59,final_entry_candidate,XAUUSD,LONG,3942.77,3932.26,3958.54,,,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,3922.44,3945.09,3854.82,3920.74,HH_HL,5,7.27,12.74,PERIOD_M15,3922.44,3945.09,3932.62,55.06,1.72,3,false,3932.62,2.97,44.81,PERIOD_M5,3942.69,3946.54,1,1.10,377.0,late,100.00,3.08,10.51,1.50,0.0556,,,true,,true,,70.00,true,1.98,3,1.12,unclear,,0,1,1.10,44.81,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
