run,scenario,prefix,elapsed_seconds
A,ThirdWave_regime_BOTH_best_5m,ExpectedValue_MultiCurrency_ScoreScanner_2025_thirdwave_scan_interval_A_regime_best_5m,639.7
B,ThirdWave_regime_BOTH_best_10m,ExpectedValue_MultiCurrency_ScoreScanner_2025_thirdwave_scan_interval_B_regime_best_10m,339
C,ThirdWave_regime_BOTH_best_15m,ExpectedValue_MultiCurrency_ScoreScanner_2025_thirdwave_scan_interval_C_regime_best_15m,238.4
D,ThirdWave_regime_BOTH_all_5m,ExpectedValue_MultiCurrency_ScoreScanner_2025_thirdwave_scan_interval_D_regime_all_5m,639.6
E,ThirdWave_regime_BOTH_all_10m,ExpectedValue_MultiCurrency_ScoreScanner_2025_thirdwave_scan_interval_E_regime_all_10m,339
F,ThirdWave_regime_BOTH_all_15m,ExpectedValue_MultiCurrency_ScoreScanner_2025_thirdwave_scan_interval_F_regime_all_15m,238.2
