time,structure_evaluations,structure_detail_rows,structure_pass,structure_fail,structure_pass_rate,no_context_swings,no_trend_up,no_trend_down,pullback_too_deep,pullback_not_valid,no_fractal_low,no_fractal_high,not_enough_fractals,no_reclaim,unknown,structure_top_fail_reason,structure_top_fail_reason_rows
2026.06.01 23:57:59,214872,70008,22104,192768,10.29,0,145873,0,5019,1985,0,0,0,39891,0,no_trend_up,145873
