run,scenario,prefix,elapsed_seconds
C,Nested_SweepReclaimRetest_sweep_reclaim_only_BOTH_all_H4_H1_M15_2R,ExpectedValue_MultiCurrency_ScoreScanner_sweep_reclaim_retest_2025_fx_only_C_sweep_reclaim_only,473
D,Nested_SweepReclaimRetest_bos_retest_only_BOTH_all_H4_H1_M15_2R,ExpectedValue_MultiCurrency_ScoreScanner_sweep_reclaim_retest_2025_fx_only_D_bos_retest_only,472.9
E,Nested_SweepReclaimRetest_first_pullback_after_reclaim_only_BOTH_all_H4_H1_M15_2R,ExpectedValue_MultiCurrency_ScoreScanner_sweep_reclaim_retest_2025_fx_only_E_first_pullback,513.1
F,Nested_SweepReclaimRetest_combined_new_triggers_BOTH_all_H4_H1_M15_2R,ExpectedValue_MultiCurrency_ScoreScanner_sweep_reclaim_retest_2025_fx_only_F_combined_new_triggers,583.2
