time,event,symbol,direction,session,order_retcode,order_comment,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,entry_price,sl,tp,volume,risk_r,rr,sl_points,sl_atr,tp_points,tp_atr,neckline_price,neckline_break_close_price,right_side_level,bars_since_right_side,distance_neckline_to_entry_atr,distance_right_side_to_entry_atr,spread_atr,spread_points,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason
2026.01.29 05:19:59,order_blocked,USDJPY,SHORT,server_00_07,0,max_positions,Nested_NWave_RetestConfirmation,retest_confirmation_entry,max_positions,max_positions,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,153.057,153.404,152.363,0.21,0.347,2.00,347.0,1.99,694.0,3.98,153.127,153.038,153.384,5,0.40,1.88,0.1147,20.0,131.67,true,true,true,true,false,2026.01.29 04:15:00,2026.01.29 04:30:00,2026.01.29 05:00:00,1,3,0.01,0.50,153.127,0.01,false,shallow_retest_then_go,
2026.01.29 05:34:59,order_blocked,USDJPY,SHORT,server_00_07,0,max_positions,Nested_NWave_RetestConfirmation,retest_confirmation_entry,max_positions,max_positions,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,153.047,153.405,152.331,0.21,0.358,2.00,358.0,2.15,716.0,4.31,153.127,153.038,153.384,6,0.48,2.03,0.1263,21.0,131.03,true,true,true,true,false,2026.01.29 04:15:00,2026.01.29 04:30:00,2026.01.29 05:15:00,1,4,0.01,0.50,153.127,0.01,false,shallow_retest_then_go,
2026.01.29 06:04:59,order_blocked,USDJPY,SHORT,server_00_07,0,max_positions,Nested_NWave_RetestConfirmation,retest_confirmation_entry,max_positions,max_positions,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,152.928,153.193,152.398,0.28,0.265,2.00,265.0,1.72,530.0,3.44,153.023,152.967,153.173,4,0.62,1.59,0.1299,20.0,118.05,true,true,true,true,false,2026.01.29 05:30:00,2026.01.29 05:45:00,2026.01.29 05:45:00,1,1,0.20,0.50,152.941,0.20,false,shallow_retest_then_go,
2026.02.12 19:04:59,order_attempt,USDJPY,SHORT,server_16_23,0,,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,152.724,153.076,152.020,0.21,0.352,2.00,352.0,1.50,704.0,2.99,152.828,152.797,153.055,6,0.44,1.41,0.0892,21.0,119.34,true,true,true,true,false,2026.02.12 17:30:00,2026.02.12 17:45:00,2026.02.12 18:45:00,1,5,0.01,0.50,152.828,0.01,false,shallow_retest_then_go,
2026.02.12 19:04:59,order_sent,USDJPY,SHORT,server_16_23,10009,order_sent,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,152.724,153.076,152.020,0.21,0.352,2.00,352.0,1.50,704.0,2.99,152.828,152.797,153.055,6,0.44,1.41,0.0892,21.0,119.34,true,true,true,true,false,2026.02.12 17:30:00,2026.02.12 17:45:00,2026.02.12 18:45:00,1,5,0.01,0.50,152.828,0.01,false,shallow_retest_then_go,
2026.02.12 19:20:00,order_blocked,EURUSD,SHORT,server_16_23,0,max_positions,Nested_NWave_RetestConfirmation,retest_confirmation_entry,max_positions,max_positions,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,1.18705,1.18910,1.18295,0.24,0.00205,2.00,205.0,2.07,410.0,4.14,1.18770,1.18686,1.18891,5,0.66,1.88,0.1921,19.0,129.34,true,true,true,true,false,2026.02.12 18:00:00,2026.02.12 18:30:00,2026.02.12 19:00:00,2,4,0.04,0.50,1.18770,0.04,false,shallow_retest_then_go,
2026.02.13 16:49:59,order_attempt,GBPJPY,SHORT,server_16_23,0,,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,208.530,208.811,207.968,0.26,0.281,2.00,281.0,1.34,562.0,2.67,208.452,208.442,208.773,3,0.37,1.15,0.1806,38.0,125.57,true,true,true,true,false,2026.02.13 16:15:00,2026.02.13 16:30:00,2026.02.13 16:30:00,1,1,0.65,0.50,208.452,0.65,false,shallow_retest_then_go,
2026.02.13 16:49:59,order_sent,GBPJPY,SHORT,server_16_23,10009,order_sent,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,208.530,208.811,207.968,0.26,0.281,2.00,281.0,1.34,562.0,2.67,208.452,208.442,208.773,3,0.37,1.15,0.1806,38.0,125.57,true,true,true,true,false,2026.02.13 16:15:00,2026.02.13 16:30:00,2026.02.13 16:30:00,1,1,0.65,0.50,208.452,0.65,false,shallow_retest_then_go,
2026.02.13 17:34:59,order_attempt,EURJPY,SHORT,server_16_23,0,,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,181.585,181.890,180.975,0.24,0.305,2.00,305.0,1.76,610.0,3.52,181.674,181.635,181.860,10,0.51,1.59,0.1732,30.0,118.66,true,true,true,true,false,2026.02.13 16:00:00,2026.02.13 16:15:00,2026.02.13 17:15:00,1,5,0.02,0.50,181.674,0.02,false,shallow_retest_then_go,
2026.02.13 17:34:59,order_sent,EURJPY,SHORT,server_16_23,10009,order_sent,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,181.585,181.890,180.975,0.24,0.305,2.00,305.0,1.76,610.0,3.52,181.674,181.635,181.860,10,0.51,1.59,0.1732,30.0,118.66,true,true,true,true,false,2026.02.13 16:00:00,2026.02.13 16:15:00,2026.02.13 17:15:00,1,5,0.02,0.50,181.674,0.02,false,shallow_retest_then_go,
2026.02.18 13:34:59,order_attempt,XAUUSD,SHORT,server_08_15,0,,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,4912.95,4924.86,4889.13,0.04,11.91,2.00,1191.0,1.75,2382.0,3.50,4916.26,4912.14,4924.52,5,0.49,1.70,0.0294,20.0,131.02,true,true,true,true,false,2026.02.18 12:30:00,2026.02.18 13:00:00,2026.02.18 13:15:00,2,3,0.01,0.50,4916.26,0.01,false,shallow_retest_then_go,
2026.02.18 13:34:59,order_sent,XAUUSD,SHORT,server_08_15,10009,order_sent,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,4912.95,4924.86,4889.13,0.04,11.91,2.00,1191.0,1.75,2382.0,3.50,4916.26,4912.14,4924.52,5,0.49,1.70,0.0294,20.0,131.02,true,true,true,true,false,2026.02.18 12:30:00,2026.02.18 13:00:00,2026.02.18 13:15:00,2,3,0.01,0.50,4916.26,0.01,false,shallow_retest_then_go,
2026.02.18 13:49:59,order_blocked,XAUUSD,SHORT,server_08_15,0,max_positions,Nested_NWave_RetestConfirmation,retest_confirmation_entry,max_positions,max_positions,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,4913.60,4924.86,4891.08,0.04,11.26,2.00,1126.0,1.65,2252.0,3.31,4916.26,4912.14,4924.52,6,0.39,1.60,0.0309,21.0,131.78,true,true,true,true,false,2026.02.18 12:30:00,2026.02.18 13:00:00,2026.02.18 13:30:00,2,4,0.01,0.50,4916.26,0.01,false,shallow_retest_then_go,
2026.02.26 09:34:59,order_attempt,USDJPY,LONG,server_08_15,0,,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,156.113,155.891,156.557,0.33,0.222,2.00,222.0,1.77,444.0,3.53,156.063,156.129,155.912,3,0.40,1.60,0.1670,21.0,121.10,true,true,true,true,false,2026.02.26 09:00:00,2026.02.26 09:15:00,2026.02.26 09:15:00,1,1,0.07,0.50,156.142,0.07,false,shallow_retest_then_go,
2026.02.26 09:34:59,order_sent,USDJPY,LONG,server_08_15,10009,order_sent,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,156.113,155.891,156.557,0.33,0.222,2.00,222.0,1.77,444.0,3.53,156.063,156.129,155.912,3,0.40,1.60,0.1670,21.0,121.10,true,true,true,true,false,2026.02.26 09:00:00,2026.02.26 09:15:00,2026.02.26 09:15:00,1,1,0.07,0.50,156.142,0.07,false,shallow_retest_then_go,
2026.02.26 10:34:59,order_blocked,USDJPY,LONG,server_08_15,0,max_positions,Nested_NWave_RetestConfirmation,retest_then_go_after_return_inside,max_positions,max_positions,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,156.038,155.891,156.332,0.51,0.147,2.00,147.0,1.18,294.0,2.36,156.063,156.129,155.912,7,0.20,1.01,0.1688,21.0,120.67,true,true,true,true,false,2026.02.26 09:00:00,2026.02.26 09:15:00,2026.02.26 10:15:00,1,5,0.07,0.50,156.063,0.07,true,deep_retest_but_reclaim,
2026.02.26 12:04:59,order_blocked,USDJPY,LONG,server_08_15,0,max_positions,Nested_NWave_RetestConfirmation,retest_then_go_after_return_inside,max_positions,max_positions,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,156.073,155.892,156.435,0.42,0.181,2.00,181.0,1.66,362.0,3.32,156.063,156.080,155.912,13,0.09,1.48,0.1832,20.0,113.21,true,true,true,true,false,2026.02.26 10:15:00,2026.02.26 11:30:00,2026.02.26 11:45:00,5,6,0.71,0.50,156.044,0.71,true,deep_retest_but_reclaim,
2026.02.27 13:19:59,order_attempt,XAUUSD,SHORT,server_08_15,0,,Nested_NWave_RetestConfirmation,retest_then_go_after_return_inside,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,5174.14,5182.97,5156.48,0.05,8.83,2.00,883.0,1.41,1766.0,2.82,5174.29,5173.42,5182.66,6,0.02,1.36,0.0319,20.0,121.52,true,true,true,true,false,2026.02.27 12:15:00,2026.02.27 12:30:00,2026.02.27 13:00:00,1,3,0.33,0.50,5174.29,0.33,true,deep_retest_but_reclaim,
2026.02.27 13:19:59,order_sent,XAUUSD,SHORT,server_08_15,10009,order_sent,Nested_NWave_RetestConfirmation,retest_then_go_after_return_inside,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,5174.14,5182.97,5156.48,0.05,8.83,2.00,883.0,1.41,1766.0,2.82,5174.29,5173.42,5182.66,6,0.02,1.36,0.0319,20.0,121.52,true,true,true,true,false,2026.02.27 12:15:00,2026.02.27 12:30:00,2026.02.27 13:00:00,1,3,0.33,0.50,5174.29,0.33,true,deep_retest_but_reclaim,
2026.03.02 21:34:59,order_attempt,XAUUSD,LONG,server_16_23,0,,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,5330.84,5288.54,5415.44,0.01,42.30,2.00,4230.0,1.98,8460.0,3.96,5320.68,5330.61,5289.61,6,0.48,1.93,0.0094,20.0,120.27,true,true,true,true,false,2026.03.02 21:00:00,2026.03.02 21:15:00,2026.03.02 21:15:00,1,1,0.09,0.50,5320.68,0.09,false,shallow_retest_then_go,
2026.03.02 21:34:59,order_sent,XAUUSD,LONG,server_16_23,10009,order_sent,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,5330.84,5288.54,5415.44,0.01,42.30,2.00,4230.0,1.98,8460.0,3.96,5320.68,5330.61,5289.61,6,0.48,1.93,0.0094,20.0,120.27,true,true,true,true,false,2026.03.02 21:00:00,2026.03.02 21:15:00,2026.03.02 21:15:00,1,1,0.09,0.50,5320.68,0.09,false,shallow_retest_then_go,
2026.03.04 15:04:59,order_attempt,GBPUSD,SHORT,server_08_15,0,,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,1.33668,1.33901,1.33202,0.20,0.00233,2.00,233.0,1.44,466.0,2.87,1.33710,1.33644,1.33883,3,0.26,1.33,0.1110,18.0,122.07,true,true,true,true,false,2026.03.04 14:15:00,2026.03.04 14:30:00,2026.03.04 14:45:00,1,2,0.09,0.50,1.33622,0.09,false,shallow_retest_then_go,
2026.03.04 15:04:59,order_sent,GBPUSD,SHORT,server_08_15,10009,order_sent,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,1.33668,1.33901,1.33202,0.20,0.00233,2.00,233.0,1.44,466.0,2.87,1.33710,1.33644,1.33883,3,0.26,1.33,0.1110,18.0,122.07,true,true,true,true,false,2026.03.04 14:15:00,2026.03.04 14:30:00,2026.03.04 14:45:00,1,2,0.09,0.50,1.33622,0.09,false,shallow_retest_then_go,
2026.03.04 15:34:59,order_blocked,GBPUSD,SHORT,server_08_15,0,max_positions,Nested_NWave_RetestConfirmation,retest_then_go_after_return_inside,max_positions,max_positions,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,1.33686,1.33901,1.33256,0.22,0.00215,2.00,215.0,1.18,430.0,2.36,1.33710,1.33644,1.33883,5,0.13,1.08,0.0988,18.0,123.18,true,true,true,true,false,2026.03.04 14:15:00,2026.03.04 14:30:00,2026.03.04 15:15:00,1,4,0.08,0.50,1.33710,0.08,true,deep_retest_but_reclaim,
2026.03.16 17:49:59,order_attempt,GBPUSD,SHORT,server_16_23,0,,Nested_NWave_RetestConfirmation,retest_then_go_after_return_inside,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,1.32941,1.33149,1.32525,0.23,0.00208,2.00,208.0,2.10,416.0,4.19,1.32771,1.32770,1.33130,3,1.71,1.90,0.1915,19.0,96.02,true,true,true,true,false,2026.03.16 15:45:00,2026.03.16 16:00:00,2026.03.16 17:30:00,1,7,0.93,0.50,1.32978,0.93,true,deep_retest_but_reclaim,
2026.03.16 17:49:59,order_sent,GBPUSD,SHORT,server_16_23,10009,order_sent,Nested_NWave_RetestConfirmation,retest_then_go_after_return_inside,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,1.32941,1.33149,1.32525,0.23,0.00208,2.00,208.0,2.10,416.0,4.19,1.32771,1.32770,1.33130,3,1.71,1.90,0.1915,19.0,96.02,true,true,true,true,false,2026.03.16 15:45:00,2026.03.16 16:00:00,2026.03.16 17:30:00,1,7,0.93,0.50,1.32978,0.93,true,deep_retest_but_reclaim,
2026.03.20 09:04:59,order_attempt,XAUUSD,SHORT,server_08_15,0,,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,4694.91,4724.23,4636.27,0.01,29.32,2.00,2932.0,2.14,5864.0,4.28,4710.51,4709.42,4723.55,3,1.14,2.09,0.0204,28.0,115.83,true,true,true,true,false,2026.03.20 08:30:00,2026.03.20 08:45:00,2026.03.20 08:45:00,1,1,0.01,0.50,4701.94,0.01,false,shallow_retest_then_go,
2026.03.20 09:04:59,order_sent,XAUUSD,SHORT,server_08_15,10009,order_sent,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,4694.91,4724.23,4636.27,0.01,29.32,2.00,2932.0,2.14,5864.0,4.28,4710.51,4709.42,4723.55,3,1.14,2.09,0.0204,28.0,115.83,true,true,true,true,false,2026.03.20 08:30:00,2026.03.20 08:45:00,2026.03.20 08:45:00,1,1,0.01,0.50,4701.94,0.01,false,shallow_retest_then_go,
2026.03.26 14:04:59,order_attempt,XAUUSD,LONG,server_08_15,0,,Nested_NWave_RetestConfirmation,retest_then_go_after_return_inside,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,4446.16,4413.62,4511.24,0.01,32.54,2.00,3254.0,1.80,6508.0,3.61,4440.09,4441.79,4414.52,6,0.34,1.75,0.0144,26.0,124.10,true,true,true,true,false,2026.03.26 13:15:00,2026.03.26 13:45:00,2026.03.26 13:45:00,2,2,0.82,0.50,4440.09,0.82,true,deep_retest_but_reclaim,
2026.03.26 14:04:59,order_sent,XAUUSD,LONG,server_08_15,10009,order_sent,Nested_NWave_RetestConfirmation,retest_then_go_after_return_inside,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,4446.16,4413.62,4511.24,0.01,32.54,2.00,3254.0,1.80,6508.0,3.61,4440.09,4441.79,4414.52,6,0.34,1.75,0.0144,26.0,124.10,true,true,true,true,false,2026.03.26 13:15:00,2026.03.26 13:45:00,2026.03.26 13:45:00,2,2,0.82,0.50,4440.09,0.82,true,deep_retest_but_reclaim,
2026.03.26 14:34:59,order_blocked,XAUUSD,LONG,server_08_15,0,max_positions,Nested_NWave_RetestConfirmation,retest_confirmation_entry,max_positions,max_positions,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,4448.55,4413.63,4518.39,0.01,34.92,2.00,3492.0,1.96,6984.0,3.92,4440.09,4442.97,4414.52,8,0.48,1.91,0.0135,24.0,131.10,true,true,true,true,false,2026.03.26 13:45:00,2026.03.26 14:00:00,2026.03.26 14:15:00,1,2,0.01,0.50,4440.09,0.01,false,shallow_retest_then_go,
2026.03.26 15:19:59,order_blocked,XAUUSD,LONG,server_08_15,0,max_positions,Nested_NWave_RetestConfirmation,retest_then_go_after_return_inside,max_positions,max_positions,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,4436.79,4413.63,4483.11,0.02,23.16,2.00,2316.0,1.30,4632.0,2.60,4440.09,4442.97,4414.52,11,0.19,1.25,0.0157,28.0,131.42,true,true,true,true,false,2026.03.26 13:45:00,2026.03.26 14:00:00,2026.03.26 15:00:00,1,5,0.01,0.50,4440.09,0.01,true,deep_retest_but_reclaim,
2026.03.26 16:49:59,order_blocked,XAUUSD,LONG,server_16_23,0,max_positions,Nested_NWave_RetestConfirmation,retest_confirmation_entry,max_positions,max_positions,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,4452.47,4419.27,4518.87,0.01,33.20,2.00,3320.0,1.74,6640.0,3.48,4445.37,4448.23,4420.22,3,0.37,1.69,0.0126,24.0,123.53,true,true,true,true,false,2026.03.26 16:15:00,2026.03.26 16:30:00,2026.03.26 16:30:00,1,1,0.85,0.50,4445.37,0.85,false,shallow_retest_then_go,
2026.03.26 17:49:59,order_blocked,XAUUSD,LONG,server_16_23,0,max_positions,Nested_NWave_RetestConfirmation,retest_confirmation_entry,max_positions,max_positions,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,4461.93,4419.22,4547.35,0.01,42.71,2.00,4271.0,2.13,8542.0,4.26,4445.37,4448.23,4420.22,7,0.83,2.08,0.0115,23.0,125.84,true,true,true,true,false,2026.03.26 16:15:00,2026.03.26 17:15:00,2026.03.26 17:30:00,4,5,0.06,0.50,4445.37,0.06,false,shallow_retest_then_go,
