run,scenario,prefix,elapsed_seconds
A,ThirdWave_regime_BOTH_best_5m,ExpectedValue_MultiCurrency_ScoreScanner_2024_thirdwave_scan_interval_A_regime_best_5m,689.2
B,ThirdWave_regime_BOTH_best_10m,ExpectedValue_MultiCurrency_ScoreScanner_2024_thirdwave_scan_interval_B_regime_best_10m,358.3
C,ThirdWave_regime_BOTH_best_15m,ExpectedValue_MultiCurrency_ScoreScanner_2024_thirdwave_scan_interval_C_regime_best_15m,247.8
D,ThirdWave_regime_BOTH_all_5m,ExpectedValue_MultiCurrency_ScoreScanner_2024_thirdwave_scan_interval_D_regime_all_5m,689.2
E,ThirdWave_regime_BOTH_all_10m,ExpectedValue_MultiCurrency_ScoreScanner_2024_thirdwave_scan_interval_E_regime_all_10m,358.4
F,ThirdWave_regime_BOTH_all_15m,ExpectedValue_MultiCurrency_ScoreScanner_2024_thirdwave_scan_interval_F_regime_all_15m,247.8
