time,symbol,direction,higher_tf_trend,mid_tf_pullback_status,lower_tf_reversal_status,regime,regime_reason,higher_tf_swing_state,ema_slope,trend_strength,volatility_state,entry_allowed_by_regime,blocked_by_regime_reason,lower_reversal_quality,pullback_depth_atr,sl_atr,setup_pass,entry_pass,final_entry_pass,skip_reason,structure_stage_fail_reason,execution_block_reason,higher_tf_trend_pass,mid_tf_pullback_pass,lower_tf_reversal_pass,structure_sl_pass,rr_pass,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,entry_price,sl,tp,risk_r,rr,swing_high,swing_low,structure_sl_source,strategy_name
2026.01.05 01:04:59,EURUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.279 range_atr=4.50 vol=normal,LL_LH,-0.00034,0.2790,normal,true,,100.00,2.11,12.10,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.8960,0.2000,false,true,16.0,0.00018,1.17026,1.17242,0.00000,0.00216,0.00,1.17226,1.17135,mid_fractal_high,DowFractal_ThirdWave_Regime
2026.01.05 01:09:59,EURUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.279 range_atr=4.50 vol=normal,LL_LH,-0.00034,0.2790,normal,true,,100.00,2.11,5.38,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.7000,0.2000,false,true,16.0,0.00023,1.17119,1.17242,0.00000,0.00123,0.00,1.17226,1.17135,mid_fractal_high,DowFractal_ThirdWave_Regime
2026.01.05 04:14:59,GBPUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.126 range_atr=6.09 vol=normal,LL_LH,-0.00021,0.1263,normal,true,,100.00,1.39,2.85,true,false,false,spread_guard,,spread_guard,true,true,true,true,true,0.3535,0.2000,false,true,15.0,0.00042,1.34375,1.34496,1.34194,0.00121,1.50,1.34481,1.34363,mid_fractal_high,DowFractal_ThirdWave_Regime
2026.01.05 04:24:59,GBPUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.126 range_atr=6.09 vol=normal,LL_LH,-0.00021,0.1263,normal,true,,100.00,1.39,4.47,true,false,false,spread_guard,,spread_guard,true,true,true,true,true,0.4492,0.2000,false,true,18.0,0.00040,1.34320,1.34499,1.34052,0.00179,1.50,1.34481,1.34363,mid_fractal_high,DowFractal_ThirdWave_Regime
2026.01.05 04:29:59,GBPUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.126 range_atr=6.09 vol=normal,LL_LH,-0.00021,0.1263,normal,true,,100.00,1.39,4.12,true,false,false,spread_guard,,spread_guard,true,true,true,true,true,0.3697,0.2000,false,true,15.0,0.00041,1.34329,1.34496,1.34079,0.00167,1.50,1.34481,1.34363,mid_fractal_high,DowFractal_ThirdWave_Regime
2026.01.05 04:39:59,GBPUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.126 range_atr=6.09 vol=normal,LL_LH,-0.00021,0.1263,normal,true,,75.00,1.42,5.59,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.3918,0.2000,false,true,15.0,0.00038,1.34282,1.34496,0.00000,0.00214,0.00,1.34481,1.34363,mid_fractal_high,DowFractal_ThirdWave_Regime
2026.01.05 04:44:59,GBPUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.126 range_atr=6.09 vol=normal,LL_LH,-0.00021,0.1263,normal,true,,100.00,1.42,5.96,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.4327,0.2000,false,true,17.0,0.00039,1.34264,1.34498,0.00000,0.00234,0.00,1.34481,1.34363,mid_fractal_high,DowFractal_ThirdWave_Regime
2026.01.05 04:49:59,GBPUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.126 range_atr=6.09 vol=normal,LL_LH,-0.00021,0.1263,normal,true,,100.00,1.48,5.64,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.3825,0.2000,false,true,15.0,0.00039,1.34275,1.34496,0.00000,0.00221,0.00,1.34481,1.34363,mid_fractal_high,DowFractal_ThirdWave_Regime
2026.01.05 05:29:59,GBPUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.155 range_atr=6.01 vol=normal,LL_LH,-0.00026,0.1552,normal,true,,100.00,1.55,7.99,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.3665,0.2000,false,true,15.0,0.00041,1.34169,1.34496,0.00000,0.00327,0.00,1.34481,1.34363,mid_fractal_high,DowFractal_ThirdWave_Regime
2026.01.05 05:34:59,GBPUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.155 range_atr=6.01 vol=normal,LL_LH,-0.00026,0.1552,normal,true,,100.00,1.48,8.73,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.3691,0.2000,false,true,15.0,0.00041,1.34141,1.34496,0.00000,0.00355,0.00,1.34481,1.34363,mid_fractal_high,DowFractal_ThirdWave_Regime
2026.01.05 05:39:59,GBPUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.155 range_atr=6.01 vol=normal,LL_LH,-0.00026,0.1552,normal,true,,100.00,1.48,8.23,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.3763,0.2000,false,true,15.0,0.00040,1.34168,1.34496,0.00000,0.00328,0.00,1.34481,1.34363,mid_fractal_high,DowFractal_ThirdWave_Regime
2026.01.05 10:34:59,EURJPY,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.084 range_atr=5.26 vol=normal,LL_LH,-0.016,0.0840,normal,true,,100.00,1.22,4.84,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.4325,0.2000,false,true,30.0,0.069,183.280,183.616,0.000,0.336,0.00,183.586,183.437,mid_fractal_high,DowFractal_ThirdWave_Regime
2026.01.05 10:49:59,EURJPY,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.084 range_atr=5.26 vol=normal,LL_LH,-0.016,0.0840,normal,true,,75.00,1.18,5.26,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.4138,0.2000,false,true,30.0,0.073,183.235,183.616,0.000,0.381,0.00,183.586,183.437,mid_fractal_high,DowFractal_ThirdWave_Regime
