time,event,symbol,direction,session,entry_selection_mode,scan_interval,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,h4_impulse_pass,h4_pullback_zone_pass,h1_counter_trend_pass,neckline_pass,structure_sl_pass,rr_pass,spread_guard_pass,spread_guard_blocked,setup_pass,entry_pass,final_entry_pass,h4_impulse_high,h4_impulse_low,h4_fib_retracement_pct,h4_atr,h1_atr,m15_atr,spread_atr,spread_points,neckline_price,neckline_break_close_price,right_side_level,entry_price,sl,tp,volume,risk_r,rr,bars_since_right_side,distance_neckline_to_entry,distance_neckline_to_entry_atr,distance_right_side_to_entry,distance_right_side_to_entry_atr,sl_points,sl_atr,tp_points,tp_atr,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason,breakout_quality_router_mode,breakout_quality_label,breakout_quality_reason,breakout_quality_pass,breakout_strong,breakout_weak,breakout_dirty,breakout_close_distance_from_neckline_atr,breakout_close_distance_from_neckline_points,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,context_quality_router_mode,context_quality_label,context_quality_reason,context_quality_score,context_clean,context_mixed,context_poor
2025.01.02 00:04:59,blocked_candidate,USDJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_ContextQualityRouterV2,sl_too_wide,sl_too_wide,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_initial,true,true,true,true,false,false,false,true,true,false,false,158.060,156.015,56.53,0.475,0.276,0.056,0.4785,27.0,157.227,157.171,157.374,157.203,157.401,0.000,0.00,0.198,0.00,6,0.024,0.43,0.171,3.03,198.0,3.51,0.0,0.00,98.98,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,unclassified,,false,false,false,false,0.99,56.0,0.87,1.06,1.22,0.13,0.87,6,true,not_evaluated,,0.00,false,false,false
2025.01.02 00:19:59,blocked_candidate,USDJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_ContextQualityRouterV2,sl_too_wide,sl_too_wide,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,false,false,false,true,true,false,false,158.060,156.015,56.53,0.475,0.276,0.052,0.5171,27.0,157.227,157.196,157.374,157.213,157.401,0.000,0.00,0.188,0.00,7,0.014,0.27,0.161,3.08,188.0,3.60,0.0,0.00,68.87,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,unclassified,,false,false,false,false,0.59,31.0,0.72,0.54,0.75,0.28,0.72,6,true,not_evaluated,,0.00,false,false,false
2025.01.02 00:34:55,blocked_candidate,USDJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_ContextQualityRouterV2,h1_counter_trend_nwave,no_retest_trigger,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,158.060,156.015,56.53,0.475,0.276,0.052,0.5235,27.0,157.227,157.171,157.374,157.234,0.000,0.000,0.00,0.000,0.00,8,0.007,0.00,0.140,0.00,0.0,0.00,0.0,0.00,0.00,true,true,true,false,false,2024.12.31 23:45:00,2025.01.02 00:00:00,,1,2,0.06,0.50,157.227,0.06,true,deep_retest_but_reclaim_missing,no_retest_trigger,true,unclassified,,false,false,false,false,1.09,56.0,0.87,1.16,1.34,0.13,0.87,4,true,not_evaluated,,0.00,false,false,false
2025.01.02 00:49:59,blocked_candidate,USDJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_ContextQualityRouterV2,h1_counter_trend_nwave,no_retest_trigger,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,158.060,156.015,56.53,0.475,0.276,0.051,0.5294,27.0,157.227,157.171,157.374,157.245,0.000,0.000,0.00,0.000,0.00,9,0.018,0.00,0.129,0.00,0.0,0.00,0.0,0.00,0.00,true,true,true,false,false,2024.12.31 23:45:00,2025.01.02 00:00:00,,1,3,0.06,0.50,157.227,0.06,true,deep_retest_but_reclaim_missing,no_retest_trigger,true,unclassified,,false,false,false,false,1.10,56.0,0.87,1.18,1.35,0.13,0.87,3,true,not_evaluated,,0.00,false,false,false
2025.01.02 01:04:59,blocked_candidate,USDJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_ContextQualityRouterV2,h1_counter_trend_nwave,no_retest_trigger,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,158.060,156.015,56.53,0.475,0.267,0.049,0.4279,21.0,157.227,157.171,157.374,157.251,0.000,0.000,0.00,0.000,0.00,10,0.024,0.00,0.123,0.00,0.0,0.00,0.0,0.00,0.00,true,true,true,false,false,2024.12.31 23:45:00,2025.01.02 00:00:00,,1,4,0.06,0.50,157.227,0.06,true,deep_retest_but_reclaim_missing,no_retest_trigger,true,unclassified,,false,false,false,false,1.14,56.0,0.87,1.22,1.41,0.13,0.87,3,true,not_evaluated,,0.00,false,false,false
2025.01.02 01:19:59,blocked_candidate,USDJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_ContextQualityRouterV2,h1_counter_trend_nwave,no_retest_trigger,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,158.060,156.015,56.53,0.475,0.267,0.051,0.4548,23.0,157.227,157.171,157.374,157.297,0.000,0.000,0.00,0.000,0.00,11,0.070,0.00,0.077,0.00,0.0,0.00,0.0,0.00,0.00,true,true,true,false,false,2024.12.31 23:45:00,2025.01.02 00:00:00,,1,5,0.06,0.50,157.227,0.06,true,deep_retest_but_reclaim_missing,no_retest_trigger,true,unclassified,,false,false,false,false,1.11,56.0,0.87,1.19,1.36,0.13,0.87,3,true,not_evaluated,,0.00,false,false,false
2025.01.02 01:34:59,blocked_candidate,USDJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_ContextQualityRouterV2,h1_counter_trend_nwave,no_retest_trigger,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,158.060,156.015,56.53,0.475,0.267,0.052,0.3068,16.0,157.227,157.171,157.374,157.390,0.000,0.000,0.00,0.000,0.00,12,0.163,0.00,0.016,0.00,0.0,0.00,0.0,0.00,0.00,true,true,true,false,false,2024.12.31 23:45:00,2025.01.02 00:00:00,,1,6,0.06,0.50,157.227,0.06,true,deep_retest_but_reclaim_missing,no_retest_trigger,true,unclassified,,false,false,false,false,1.07,56.0,0.87,1.15,1.32,0.13,0.87,3,true,not_evaluated,,0.00,false,false,false
2025.01.02 01:49:59,blocked_candidate,USDJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_ContextQualityRouterV2,h1_counter_trend_nwave,retest_invalidated,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,158.060,156.015,56.53,0.475,0.267,0.056,0.3760,21.0,157.227,157.171,157.374,157.493,0.000,0.000,0.00,0.000,0.00,13,0.000,0.00,0.000,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,true,2024.12.31 23:45:00,,,0,7,0.00,0.50,0.000,0.00,true,return_inside_and_fail,retest_invalidated,true,unclassified,,false,false,false,false,1.00,56.0,0.87,1.07,1.24,0.13,0.87,3,true,not_evaluated,,0.00,false,false,false
2025.01.02 02:04:59,blocked_candidate,USDJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_ContextQualityRouterV2,h1_counter_trend_nwave,retest_invalidated,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,158.060,156.015,56.53,0.475,0.266,0.078,0.2443,19.0,157.227,157.171,157.374,157.683,0.000,0.000,0.00,0.000,0.00,14,0.000,0.00,0.000,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,true,2024.12.31 23:45:00,,,0,8,0.00,0.50,0.000,0.00,true,return_inside_and_fail,retest_invalidated,true,unclassified,,false,false,false,false,0.72,56.0,0.87,0.77,0.89,0.13,0.87,4,true,not_evaluated,,0.00,false,false,false
2025.01.02 02:19:59,blocked_candidate,USDJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_ContextQualityRouterV2,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,158.060,156.015,56.53,0.475,0.266,0.089,0.1793,16.0,157.227,0.000,157.374,157.567,0.000,0.000,0.00,0.000,0.00,15,0.000,0.00,0.000,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,no_retest_confirmation_break,true,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,true,not_evaluated,,0.00,false,false,false
