time,symbol,direction,event,regime,regime_reason,higher_tf_swing_state,ema_slope,trend_strength,volatility_state,entry_allowed_by_regime,blocked_by_regime_reason,lower_reversal_quality,pullback_depth_atr,sl_atr,order_retcode,order_comment,entry_price,sl,tp,volume,risk_r,rr,skip_reason,structure_stage_fail_reason,execution_block_reason,v2_filter_pass,v2_filter_fail_reason,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,strategy_name
2026.01.05 06:54:59,XAUUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.222 range_atr=6.74 vol=normal,HH_HL,4.84,0.2219,normal,true,,100.00,2.54,2.27,0,,4404.15,4396.82,4415.15,0.06,7.33,1.50,all_score_passing_candidate,,,true,,0.0587,0.2000,true,false,19.0,3.23,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.05 06:54:59,XAUUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.222 range_atr=6.74 vol=normal,HH_HL,4.84,0.2219,normal,true,,100.00,2.54,2.27,10009,order_sent,4404.15,4396.82,4415.15,0.06,7.33,1.50,all_score_passing_candidate,,,true,,0.0587,0.2000,true,false,19.0,3.23,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.05 07:24:59,XAUUSD,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.300 range_atr=7.45 vol=normal,HH_HL,5.92,0.3001,normal,true,,75.00,2.82,4.46,0,existing_position,4408.41,4396.86,4425.74,0.04,11.55,1.50,existing_position,,existing_position,true,,0.0733,0.2000,true,false,19.0,2.59,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.05 07:34:59,XAUUSD,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.300 range_atr=7.45 vol=normal,HH_HL,5.92,0.3001,normal,true,,100.00,3.06,4.86,0,existing_position,4409.79,4396.90,4429.13,0.03,12.89,1.50,existing_position,,existing_position,true,,0.0716,0.2000,true,false,19.0,2.65,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.06 10:34:59,XAUUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.723 range_atr=11.34 vol=normal,HH_HL,10.47,0.7230,normal,true,,75.00,2.24,2.75,0,,4467.40,4456.82,4483.27,0.04,10.58,1.50,all_score_passing_candidate,,,true,,0.0520,0.2000,true,false,20.0,3.85,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.06 10:34:59,XAUUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.723 range_atr=11.34 vol=normal,HH_HL,10.47,0.7230,normal,true,,75.00,2.24,2.75,10009,order_sent,4467.40,4456.82,4483.27,0.04,10.58,1.50,all_score_passing_candidate,,,true,,0.0520,0.2000,true,false,20.0,3.85,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.08 10:19:59,XAUUSD,SHORT,order_attempt,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.131 range_atr=6.29 vol=normal,LL_LH,-1.77,0.1315,normal,true,,100.00,2.96,2.32,0,,4428.93,4440.05,4412.25,0.04,11.12,1.50,all_score_passing_candidate,,,true,,0.0416,0.2000,true,false,20.0,4.80,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.08 10:19:59,XAUUSD,SHORT,order_sent,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.131 range_atr=6.29 vol=normal,LL_LH,-1.77,0.1315,normal,true,,100.00,2.96,2.32,10009,order_sent,4428.93,4440.05,4412.25,0.04,11.12,1.50,all_score_passing_candidate,,,true,,0.0416,0.2000,true,false,20.0,4.80,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.08 10:29:59,XAUUSD,SHORT,order_blocked,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.131 range_atr=6.29 vol=normal,LL_LH,-1.77,0.1315,normal,true,,100.00,2.96,2.84,0,existing_position,4426.85,4440.05,4407.05,0.03,13.20,1.50,existing_position,,existing_position,true,,0.0430,0.2000,true,false,20.0,4.65,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.12 05:34:59,XAUUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.431 range_atr=8.06 vol=high,HH_HL,10.35,0.4314,high,true,,100.00,3.06,3.41,0,,4576.50,4561.24,4599.39,0.03,15.26,1.50,all_score_passing_candidate,,,true,,0.0425,0.2000,true,false,19.0,4.47,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.12 05:34:59,XAUUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.431 range_atr=8.06 vol=high,HH_HL,10.35,0.4314,high,true,,100.00,3.06,3.41,10009,order_sent,4576.50,4561.24,4599.39,0.03,15.26,1.50,all_score_passing_candidate,,,true,,0.0425,0.2000,true,false,19.0,4.47,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.13 20:44:59,XAUUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.764 range_atr=8.37 vol=normal,HH_HL,13.93,0.7643,normal,true,,75.00,3.29,1.18,0,,4600.52,4592.43,4612.66,0.06,8.09,1.50,all_score_passing_candidate,,,true,,0.0276,0.2000,true,false,19.0,6.87,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.13 20:44:59,XAUUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.764 range_atr=8.37 vol=normal,HH_HL,13.93,0.7643,normal,true,,75.00,3.29,1.18,10009,order_sent,4600.52,4592.43,4612.66,0.06,8.09,1.50,all_score_passing_candidate,,,true,,0.0276,0.2000,true,false,19.0,6.87,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.13 20:49:59,XAUUSD,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.764 range_atr=8.37 vol=normal,HH_HL,13.93,0.7643,normal,true,,100.00,3.38,1.18,0,existing_position,4600.07,4592.45,4611.50,0.06,7.62,1.50,existing_position,,existing_position,true,,0.0293,0.2000,true,false,19.0,6.48,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.20 18:44:59,XAUUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.812 range_atr=13.28 vol=normal,HH_HL,13.11,0.8122,normal,true,,100.00,1.17,3.42,0,,4745.46,4721.81,4780.94,0.02,23.65,1.50,all_score_passing_candidate,,,true,,0.0303,0.2000,true,false,21.0,6.92,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.20 18:44:59,XAUUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.812 range_atr=13.28 vol=normal,HH_HL,13.11,0.8122,normal,true,,100.00,1.17,3.42,10009,order_sent,4745.46,4721.81,4780.94,0.02,23.65,1.50,all_score_passing_candidate,,,true,,0.0303,0.2000,true,false,21.0,6.92,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.20 18:49:59,XAUUSD,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.812 range_atr=13.28 vol=normal,HH_HL,13.11,0.8122,normal,true,,100.00,1.18,4.34,0,existing_position,4748.89,4721.81,4789.51,0.01,27.08,1.50,existing_position,,existing_position,true,,0.0337,0.2000,true,false,21.0,6.24,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.20 19:04:59,XAUUSD,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.784 range_atr=12.61 vol=normal,HH_HL,13.74,0.7842,normal,true,,75.00,1.16,5.18,0,existing_position,4750.02,4721.81,4792.34,0.01,28.21,1.50,existing_position,,existing_position,true,,0.0386,0.2000,true,false,21.0,5.44,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.21 13:24:59,XAUUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.796 range_atr=9.46 vol=high,HH_HL,19.26,0.7959,high,true,,100.00,4.03,5.55,0,,4870.56,4851.00,4899.90,0.02,19.56,1.50,all_score_passing_candidate,,,true,,0.0596,0.2000,true,false,21.0,3.52,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.21 13:24:59,XAUUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.796 range_atr=9.46 vol=high,HH_HL,19.26,0.7959,high,true,,100.00,4.03,5.55,10009,order_sent,4870.56,4851.00,4899.90,0.02,19.56,1.50,all_score_passing_candidate,,,true,,0.0596,0.2000,true,false,21.0,3.52,DowFractal_ThirdWave_V2_AuditFiltered
