scenario,group,trades,win_rate,PF,avg_R,net,maxDD,maxDD_pct,avg_MFE_R,avg_MAE_R,reached_0_5R_pct,reached_1R_pct,reached_2R_pct,max_consecutive_losses,monthly_net,monthly_trades,symbol_distribution,direction_distribution,FX_net,XAUUSD_net,LONG_net,SHORT_net,clean_or_acceptable_pct
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,FX,66,31.82,0.945,-0.034,-124.77,570.37,5.65,1.289,1.047,71.21,50.0,33.33,8,2024-01:-100.42;2024-02:-148.47;2024-03:-97.3;2024-06:97.96;2024-07:147.31;2024-08:-18.53;2024-09:-207.93;2024-10:-97.39;2024-12:-46.91;2025-01:215.03;2025-02:-5.7;2025-03:199.82;2025-04:-10.26;2025-05:-101.61;2025-06:98.55;2025-07:-98.52;2025-08:94.1;2025-10:-47.48;2026-01:-49.29;2026-02:100.1;2026-03:100.8;2026-04:-99.65;2026-05:-48.98,2024-01:5;2024-02:3;2024-03:5;2024-06:1;2024-07:6;2024-08:3;2024-09:4;2024-10:2;2024-12:1;2025-01:3;2025-02:3;2025-03:5;2025-04:9;2025-05:5;2025-06:1;2025-07:2;2025-08:1;2025-10:1;2026-01:1;2026-02:1;2026-03:1;2026-04:2;2026-05:1,AUDJPY:2;EURJPY:10;EURUSD:11;GBPJPY:15;GBPUSD:4;USDJPY:24,LONG:32;SHORT:34,-124.77,0,98.01,-222.78,100.0
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,XAUUSD,133,32.33,0.931,-0.034,-302.03,1075.04,10.17,1.31,1.248,65.41,46.62,33.08,10,2024-01:188.36;2024-02:-99.57;2024-03:344.38;2024-04:33.42;2024-05:-49.7;2024-06:153.12;2024-07:-102.83;2024-08:-101.35;2024-09:-6.86;2024-10:35.38;2024-11:-39.94;2024-12:-98.21;2025-01:-151.68;2025-02:-2.16;2025-03:-14.84;2025-04:-190.07;2025-05:182.73;2025-06:-357.41;2025-07:-71.65;2025-08:-53.45;2025-09:127.88;2025-10:20.92;2025-11:313.7;2025-12:-191.33;2026-02:71.75;2026-03:-39.17;2026-04:-185.08;2026-05:-194.84;2026-06:176.47,2024-01:3;2024-02:2;2024-03:5;2024-04:5;2024-05:1;2024-06:6;2024-07:5;2024-08:2;2024-09:6;2024-10:8;2024-11:7;2024-12:2;2025-01:3;2025-02:3;2025-03:6;2025-04:4;2025-05:5;2025-06:7;2025-07:4;2025-08:7;2025-09:6;2025-10:5;2025-11:5;2025-12:4;2026-02:2;2026-03:4;2026-04:4;2026-05:7;2026-06:5,XAUUSD:133,LONG:63;SHORT:70,0,-302.03,-342.8,40.77,100.0
