period,run_id,scenario,source,symbol,direction,time,close_time,entry_price,sl,tp,result_R,net_profit,fx_bucket,session,month,scan_driver_symbol,max_favorable_r,max_adverse_r,reached_1R,reached_2R,h4_bias_state,h4_ma_state,h4_dow_state,h4_fib_zone,h4_fib_retracement_pct,h1_pullback_type,h1_prev_extreme_break_state,h1_counter_nwave_state,h1_counter_wave_atr,bos_level_type,true_bos_level,m15_trigger_type,room_to_1r,room_to_2r,nearest_obstacle_type,nearest_obstacle_price,sl_atr,distance_bos_to_entry_atr,distance_neckline_to_entry_atr,label,cond_h4_bias_ma,cond_h4_dow_bias,cond_h4_fib_382_618,cond_h1_prev_extreme_break,cond_h1_counter_nwave,cond_h1_counter_wave_atr,cond_true_bos_level,cond_m15_prev_extreme_bos,cond_m15_close_bos,cond_room_to_1r,cond_room_to_2r,cond_sl_atr_ok,audit_h4_bias_ok,audit_h1_pullback_ok,audit_h1_clean_pullback_type,audit_m15_reversal_ok,audit_dow_structure_ok,audit_room_to_target_ok,audit_fractal_entry_quality,audit_failure_type
2025-08,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,USDJPY,LONG,2025.08.28 03:20:00,2025.08.28 03:54:26,147.427,147.272,147.737,-1.0,-50.52,FX,server_00_07,2025-08,USDJPY,0.284,1.361,false,false,none,ma_bias_fail,dow_bias_pass,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,4.89,last_lower_high,147.511,m15_prev_extreme_bos,3.05,1.52,h4_impulse_high,147.899,1.71,0.0,0.93,condition_factorial_candidate,false,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
2025-08,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,USDJPY,LONG,2025.08.28 16:20:00,2025.08.28 17:17:32,147.168,146.978,147.548,-1.021,-51.48,FX,server_16_23,2025-08,USDJPY,0.305,1.574,false,false,none,ma_bias_fail,dow_bias_pass,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,2.34,last_lower_high,147.395,m15_prev_extreme_bos,1.61,0.81,h1_counter_high,147.474,1.46,0.0,1.75,condition_factorial_candidate,false,true,false,true,true,true,true,true,false,true,false,true,true,true,prev_extreme_break,true,true,false,chasing,target_blocked
2025-08,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,USDJPY,SHORT,2025.08.29 17:05:00,2025.08.29 23:56:59,147.017,147.212,146.627,-0.256,-12.58,FX,server_16_23,2025-08,USDJPY,1.318,0.446,true,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,2.26,last_higher_low,146.86,m15_prev_extreme_bos,1.35,0.68,h1_counter_low,146.753,2.0,0.0,1.61,condition_factorial_candidate,true,false,false,true,true,true,true,true,false,true,false,true,true,true,prev_extreme_break,true,true,false,chasing,target_blocked
2025-08,B,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,fixed_condition,XAUUSD,SHORT,2025.08.19 15:20:00,2025.08.19 16:07:49,3338.77,3341.92,3332.47,2.003,94.65,XAUUSD,server_08_15,2025-08,USDJPY,4.108,0.4,true,true,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_fail,2.11,weak_higher_low,3326.04,m15_prev_extreme_bos,4.04,2.02,h1_counter_low,3326.04,1.33,0.0,5.38,fixed_room2r,true,false,false,true,false,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,acceptable_fractal,
2025-08,B,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,fixed_condition,XAUUSD,SHORT,2025.08.21 02:50:00,2025.08.21 07:28:20,3346.58,3350.37,3339.0,2.0,98.54,XAUUSD,server_00_07,2025-08,USDJPY,2.116,0.348,true,true,none,ma_bias_fail,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,6.54,last_higher_low,3320.9,m15_prev_extreme_bos,5.42,2.71,h4_impulse_low,3326.04,2.14,0.0,14.5,fixed_room2r,false,true,true,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
2025-08,B,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,fixed_condition,USDJPY,LONG,2025.08.28 03:20:00,2025.08.28 03:54:26,147.427,147.272,147.737,-1.0,-50.52,FX,server_00_07,2025-08,USDJPY,0.284,1.361,false,false,none,ma_bias_fail,dow_bias_pass,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,4.89,last_lower_high,147.511,m15_prev_extreme_bos,3.05,1.52,h4_impulse_high,147.899,1.71,0.0,0.93,fixed_room2r,false,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
2025-08,C,Nested_Fixed_H4MA_Room2R_BOTH_all_H4_H1_M15_2R,fixed_condition,XAUUSD,SHORT,2025.08.19 15:20:00,2025.08.19 16:07:49,3338.77,3341.92,3332.47,2.003,94.65,XAUUSD,server_08_15,2025-08,USDJPY,4.108,0.4,true,true,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_fail,2.11,weak_higher_low,3326.04,m15_prev_extreme_bos,4.04,2.02,h1_counter_low,3326.04,1.33,0.0,5.38,fixed_h4ma_room2r,true,false,false,true,false,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,acceptable_fractal,
2025-08,E,Nested_Fixed_H4Fib_Room2R_BOTH_all_H4_H1_M15_2R,fixed_condition,XAUUSD,SHORT,2025.08.21 02:50:00,2025.08.21 07:28:20,3346.58,3350.37,3339.0,2.0,98.54,XAUUSD,server_00_07,2025-08,USDJPY,2.116,0.348,true,true,none,ma_bias_fail,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,6.54,last_higher_low,3320.9,m15_prev_extreme_bos,5.42,2.71,h4_impulse_low,3326.04,2.14,0.0,14.5,fixed_h4fib_room2r,false,true,true,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
2025-08,I,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,comparison,XAUUSD,LONG,2025.08.06 16:35:00,2025.08.07 04:43:19,3366.93,3360.0,3380.79,2.009,80.9,XAUUSD,server_16_23,2025-08,USDJPY,2.254,0.247,true,true,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.8,0.0,0.02,neckline_break_late,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,
2025-08,I,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,comparison,GBPJPY,SHORT,2025.08.21 17:20:00,2025.08.22 03:56:41,198.921,199.252,198.259,-1.006,-52.72,FX,server_16_23,2025-08,USDJPY,0.616,0.991,false,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.74,0.0,0.06,neckline_break_late,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-08,J,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,comparison,XAUUSD,LONG,2025.08.06 16:35:00,2025.08.07 04:43:19,3366.93,3360.0,3380.79,2.009,80.9,XAUUSD,server_16_23,2025-08,USDJPY,2.254,0.247,true,true,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.8,0.0,0.02,retest_confirmation_entry,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,
2025-10,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,EURJPY,LONG,2025.10.10 11:05:00,2025.10.10 12:01:32,177.067,176.715,177.771,-1.003,-48.58,FX,server_08_15,2025-10,USDJPY,0.02,1.057,false,false,none,ma_bias_pass,dow_bias_pass,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,1.16,weak_lower_high,177.143,m15_prev_extreme_bos,0.22,0.11,h1_counter_high,177.143,2.09,0.0,0.45,condition_factorial_candidate,true,true,false,true,false,true,true,true,false,false,false,true,true,true,prev_extreme_break,true,true,false,unclear,target_blocked
2025-10,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,XAUUSD,SHORT,2025.10.13 22:20:00,2025.10.14 02:33:30,4101.36,4117.35,4069.38,-1.007,-47.49,XAUUSD,server_16_23,2025-10,USDJPY,0.237,1.914,false,false,none,ma_bias_fail,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,10.92,last_higher_low,3975.11,m15_prev_extreme_bos,6.25,3.13,h4_impulse_low,4001.37,2.04,0.0,16.08,condition_factorial_candidate,false,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
2025-10,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,GBPUSD,LONG,2025.10.17 19:35:00,2025.10.20 10:06:02,1.34288,1.34082,1.347,-1.005,-49.9,FX,server_16_23,2025-10,USDJPY,0.65,1.17,false,false,none,ma_bias_fail,dow_bias_pass,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,3.08,last_lower_high,1.34422,m15_prev_extreme_bos,2.03,1.01,h1_counter_high,1.34706,1.9,0.0,1.24,condition_factorial_candidate,false,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
2025-10,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,XAUUSD,SHORT,2025.10.29 16:20:00,2025.10.29 18:51:54,4016.99,4030.57,3989.83,2.007,81.75,XAUUSD,server_16_23,2025-10,USDJPY,2.024,0.399,true,true,none,ma_bias_pass,dow_bias_pass,too_shallow_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,1.96,last_higher_low,3951.02,m15_prev_extreme_bos,3.35,1.67,h4_impulse_low,3971.5,1.61,0.0,7.83,condition_factorial_candidate,true,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
2025-10,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,AUDJPY,LONG,2025.10.30 08:20:00,2025.10.30 23:57:59,100.648,100.204,101.536,0.822,40.25,FX,server_08_15,2025-10,USDJPY,1.245,0.106,true,false,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,2.02,last_lower_high,100.585,m15_true_bos_close,0.21,0.1,h1_counter_high,100.741,2.18,0.0,0.31,condition_factorial_candidate,true,true,false,true,true,true,true,false,true,false,false,true,true,true,prev_extreme_break,true,true,false,unclear,
2025-10,B,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,fixed_condition,XAUUSD,SHORT,2025.10.13 22:20:00,2025.10.14 02:33:30,4101.36,4117.35,4069.38,-1.007,-47.49,XAUUSD,server_16_23,2025-10,USDJPY,0.237,1.914,false,false,none,ma_bias_fail,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,10.92,last_higher_low,3975.11,m15_prev_extreme_bos,6.25,3.13,h4_impulse_low,4001.37,2.04,0.0,16.08,fixed_room2r,false,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
2025-10,B,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,fixed_condition,GBPUSD,LONG,2025.10.17 19:35:00,2025.10.20 10:06:02,1.34288,1.34082,1.347,-1.005,-49.9,FX,server_16_23,2025-10,USDJPY,0.65,1.17,false,false,none,ma_bias_fail,dow_bias_pass,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,3.08,last_lower_high,1.34422,m15_prev_extreme_bos,2.03,1.01,h1_counter_high,1.34706,1.9,0.0,1.24,fixed_room2r,false,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
2025-10,B,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,fixed_condition,XAUUSD,SHORT,2025.10.29 16:20:00,2025.10.29 18:51:54,4016.99,4030.57,3989.83,2.007,81.75,XAUUSD,server_16_23,2025-10,USDJPY,2.024,0.399,true,true,none,ma_bias_pass,dow_bias_pass,too_shallow_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,1.96,last_higher_low,3951.02,m15_prev_extreme_bos,3.35,1.67,h4_impulse_low,3971.5,1.61,0.0,7.83,fixed_room2r,true,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
2025-10,C,Nested_Fixed_H4MA_Room2R_BOTH_all_H4_H1_M15_2R,fixed_condition,XAUUSD,SHORT,2025.10.29 16:20:00,2025.10.29 18:51:54,4016.99,4030.57,3989.83,2.007,81.75,XAUUSD,server_16_23,2025-10,USDJPY,2.024,0.399,true,true,none,ma_bias_pass,dow_bias_pass,too_shallow_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,1.96,last_higher_low,3951.02,m15_prev_extreme_bos,3.35,1.67,h4_impulse_low,3971.5,1.61,0.0,7.83,fixed_h4ma_room2r,true,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
2025-10,H,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,comparison,XAUUSD,LONG,2025.10.02 06:00:00,2025.10.02 11:49:35,3866.29,3861.31,3876.25,2.0,99.6,XAUUSD,server_00_07,2025-10,USDJPY,2.484,0.904,true,true,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,0.97,0.0,0.22,weak_breakout_clean_context,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,
2025-10,H,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,comparison,XAUUSD,SHORT,2025.10.10 15:05:00,2025.10.10 18:05:47,3988.12,4000.46,3963.44,-1.001,-49.4,XAUUSD,server_08_15,2025-10,USDJPY,1.412,2.596,true,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.62,0.0,0.35,weak_breakout_clean_context,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-10,H,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,comparison,XAUUSD,LONG,2025.10.20 01:50:00,2025.10.20 02:49:23,4261.93,4239.22,4307.35,-1.0,-45.44,XAUUSD,server_00_07,2025-10,USDJPY,0.004,1.65,false,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.66,0.0,0.66,weak_breakout_clean_context,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-10,I,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,comparison,XAUUSD,LONG,2025.10.02 06:00:00,2025.10.02 11:49:35,3866.29,3861.31,3876.25,2.0,99.6,XAUUSD,server_00_07,2025-10,USDJPY,2.484,0.904,true,true,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,0.97,0.0,0.22,neckline_break_initial,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,
2025-10,I,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,comparison,XAUUSD,SHORT,2025.10.10 15:05:00,2025.10.10 18:05:47,3988.12,4000.46,3963.44,-1.001,-49.4,XAUUSD,server_08_15,2025-10,USDJPY,1.412,2.596,true,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.62,0.0,0.35,neckline_break_initial,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-10,I,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,comparison,USDJPY,SHORT,2025.10.16 16:35:00,2025.10.16 17:33:39,151.21,151.387,150.856,2.0,98.56,FX,server_16_23,2025-10,USDJPY,2.627,0.136,true,true,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.54,0.0,0.49,neckline_break_late,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,
2025-10,I,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,comparison,USDJPY,SHORT,2025.10.20 09:20:00,2025.10.20 12:08:20,150.705,150.902,150.311,2.025,100.87,FX,server_08_15,2025-10,USDJPY,2.234,0.614,true,true,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,2.08,0.0,1.04,neckline_break_late,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,
2025-10,I,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,comparison,XAUUSD,LONG,2025.10.17 23:35:00,2025.10.20 15:35:45,4244.13,4211.75,4308.89,2.0,63.98,XAUUSD,server_16_23,2025-10,USDJPY,2.566,0.776,true,true,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,2.07,0.0,0.03,neckline_break_initial,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,
2025-10,J,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,comparison,XAUUSD,LONG,2025.10.02 06:00:00,2025.10.02 11:49:35,3866.29,3861.31,3876.25,2.0,99.6,XAUUSD,server_00_07,2025-10,USDJPY,2.484,0.904,true,true,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,0.97,0.0,0.22,retest_then_go_after_return_inside,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,
2025-10,K,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,comparison,XAUUSD,LONG,2025.10.02 06:15:00,2025.10.02 14:18:32,3869.16,3861.33,3884.82,2.0,93.96,XAUUSD,server_00_07,2025-10,USDJPY,2.125,0.941,true,true,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.63,0.0,0.83,strong_breakout,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,
2026-Q1,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,XAUUSD,SHORT,2026.01.02 17:20:00,2026.01.02 20:44:05,4339.45,4354.05,4310.25,2.003,87.75,XAUUSD,server_16_23,2026-01,USDJPY,2.016,0.518,true,true,none,ma_bias_fail,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.42,last_higher_low,4304.53,m15_prev_extreme_bos,2.49,1.24,h1_counter_low,4303.16,1.2,0.0,2.87,condition_factorial_candidate,false,true,true,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
2026-Q1,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,XAUUSD,LONG,2026.01.07 18:35:00,2026.01.08 04:05:30,4464.85,4440.86,4512.83,-1.003,-52.85,XAUUSD,server_16_23,2026-01,USDJPY,0.144,1.021,false,false,none,ma_bias_fail,dow_bias_pass,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,3.31,last_lower_high,4474.77,m15_prev_extreme_bos,1.48,0.74,h1_counter_high,4500.46,1.81,0.0,0.75,condition_factorial_candidate,false,true,false,true,true,true,true,true,false,true,false,true,true,true,prev_extreme_break,true,true,false,unclear,target_blocked
2026-Q1,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,XAUUSD,SHORT,2026.01.09 14:50:00,2026.01.09 15:31:34,4467.64,4477.86,4447.2,-1.041,-42.56,XAUUSD,server_08_15,2026-01,USDJPY,0.835,2.373,false,false,none,ma_bias_fail,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,1.85,last_higher_low,4464.05,m15_prev_extreme_bos,0.92,0.46,h1_counter_low,4458.26,2.0,0.0,0.7,condition_factorial_candidate,false,true,false,true,true,true,true,true,false,false,false,true,true,true,prev_extreme_break,true,true,false,unclear,target_blocked
2026-Q1,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,USDJPY,SHORT,2026.01.20 03:20:00,2026.01.20 03:32:25,158.015,158.163,157.719,-1.0,-49.59,FX,server_00_07,2026-01,USDJPY,0.615,1.149,false,false,none,ma_bias_fail,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,2.17,last_higher_low,157.997,m15_true_bos_close,1.08,0.54,h1_counter_low,157.855,1.52,0.0,0.19,condition_factorial_candidate,false,true,true,true,true,true,true,false,true,true,false,true,true,true,prev_extreme_break,true,true,false,unclear,target_blocked
2026-Q1,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,USDJPY,SHORT,2026.01.20 04:05:00,2026.01.20 08:07:46,158.038,158.164,157.786,-1.0,-49.39,FX,server_00_07,2026-01,USDJPY,1.198,3.198,true,false,none,ma_bias_fail,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,2.04,last_higher_low,157.997,m15_true_bos_close,1.45,0.73,h1_counter_low,157.855,1.03,0.0,0.33,condition_factorial_candidate,false,true,true,true,true,true,true,false,true,true,false,true,true,true,prev_extreme_break,true,true,false,unclear,target_blocked
2026-Q1,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,GBPJPY,SHORT,2026.01.23 10:35:00,2026.01.23 13:41:28,213.687,214.196,212.669,-1.0,-48.27,FX,server_08_15,2026-01,USDJPY,0.963,0.925,false,false,none,ma_bias_fail,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.97,last_higher_low,213.543,m15_true_bos_close,2.01,1.01,h1_counter_low,212.663,1.22,0.0,0.35,condition_factorial_candidate,false,true,false,true,true,true,true,false,true,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
2026-Q1,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,USDJPY,LONG,2026.01.26 08:20:00,2026.01.26 08:30:12,154.294,154.17,154.542,-1.032,-51.48,FX,server_08_15,2026-01,USDJPY,0.944,2.242,false,false,none,ma_bias_fail,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,6.23,last_lower_high,155.337,m15_prev_extreme_bos,32.55,16.27,h1_counter_high,158.33,0.68,0.0,5.74,condition_factorial_candidate,false,true,true,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
2026-Q1,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,USDJPY,SHORT,2026.01.27 12:05:00,2026.01.27 15:01:37,154.052,154.466,153.224,2.002,97.39,FX,server_08_15,2026-01,USDJPY,2.128,0.316,true,true,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,1.08,last_higher_low,154.362,m15_true_bos_close,0.0,0.0,no_known_obstacle,0.0,1.89,0.0,1.41,condition_factorial_candidate,true,false,false,true,true,true,true,true,true,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
2026-Q1,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,XAUUSD,LONG,2026.01.27 18:20:00,2026.01.27 22:48:46,5100.25,5066.02,5168.71,2.008,68.73,XAUUSD,server_16_23,2026-01,USDJPY,2.56,0.699,true,true,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,1.45,last_lower_high,5092.79,m15_true_bos_close,0.02,0.01,h1_counter_high,5100.79,1.94,0.0,0.42,condition_factorial_candidate,true,true,true,true,true,true,true,true,true,false,false,true,true,true,prev_extreme_break,true,true,false,unclear,
2026-Q1,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,GBPUSD,LONG,2026.01.28 16:50:00,2026.01.28 17:07:19,1.37961,1.37725,1.38433,-1.025,-50.82,FX,server_16_23,2026-01,USDJPY,0.186,1.996,false,false,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,4.43,last_lower_high,1.38304,m15_prev_extreme_bos,3.08,1.54,h1_counter_high,1.38687,1.78,0.0,2.59,condition_factorial_candidate,true,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
2026-Q1,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,USDJPY,SHORT,2026.01.30 14:20:00,2026.01.30 15:30:01,153.849,154.151,153.245,-1.007,-49.3,FX,server_08_15,2026-01,USDJPY,0.129,1.715,false,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,4.19,last_higher_low,153.7,m15_prev_extreme_bos,3.28,1.64,h1_counter_low,152.857,1.98,0.0,0.98,condition_factorial_candidate,true,false,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
2026-Q1,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,GBPUSD,LONG,2026.02.02 02:20:00,2026.02.02 03:13:49,1.3703,1.3678,1.3753,-1.004,-47.69,FX,server_00_07,2026-02,USDJPY,0.064,1.076,false,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,4.1,weak_lower_high,1.3787,m15_prev_extreme_bos,3.36,1.68,h1_counter_high,1.3787,2.09,0.0,7.01,condition_factorial_candidate,true,false,false,true,false,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,acceptable_fractal,other
2026-Q1,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,AUDJPY,LONG,2026.02.06 04:20:00,2026.02.06 11:28:00,108.896,108.629,109.43,2.0,97.01,FX,server_00_07,2026-02,USDJPY,2.307,0.914,true,true,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,2.92,last_lower_high,109.484,m15_prev_extreme_bos,3.35,1.68,h1_counter_high,109.791,1.43,0.0,3.14,condition_factorial_candidate,true,false,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
2026-Q1,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,EURUSD,SHORT,2026.02.05 17:50:00,2026.02.06 15:52:32,1.17864,1.18098,1.17396,-1.0,-46.18,FX,server_16_23,2026-02,USDJPY,0.923,1.197,false,false,none,ma_bias_pass,dow_bias_fail,too_shallow_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_fail,1.9,weak_higher_low,1.17794,m15_prev_extreme_bos,0.3,0.15,h1_counter_low,1.17794,1.84,0.0,0.55,condition_factorial_candidate,true,false,false,true,false,true,true,true,false,false,false,true,true,true,prev_extreme_break,true,true,false,unclear,target_blocked
