time,event,symbol,direction,session,entry_selection_mode,scan_interval,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,h4_impulse_pass,h4_pullback_zone_pass,h1_counter_trend_pass,neckline_pass,structure_sl_pass,rr_pass,spread_guard_pass,spread_guard_blocked,setup_pass,entry_pass,final_entry_pass,h4_impulse_high,h4_impulse_low,h4_fib_retracement_pct,h4_atr,h1_atr,m15_atr,spread_atr,spread_points,neckline_price,neckline_break_close_price,right_side_level,entry_price,sl,tp,volume,risk_r,rr,bars_since_right_side,distance_neckline_to_entry,distance_neckline_to_entry_atr,distance_right_side_to_entry,distance_right_side_to_entry_atr,sl_points,sl_atr,tp_points,tp_atr,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason,breakout_quality_router_mode,breakout_quality_label,breakout_quality_reason,breakout_quality_pass,breakout_strong,breakout_weak,breakout_dirty,breakout_close_distance_from_neckline_atr,breakout_close_distance_from_neckline_points,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count
2025.02.01 00:00:00,blocked_candidate,USDJPY,SHORT,server_00_07,best_only,300,Nested_NWave_BreakoutQualityRouter,h1_counter_trend_nwave,no_retest_trigger,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,155.601,153.782,53.66,0.558,0.251,0.140,0.3000,42.0,155.106,155.084,155.203,155.164,0.000,0.000,0.00,0.000,0.00,4,0.058,0.00,0.039,0.00,0.0,0.00,0.0,0.00,0.00,true,true,true,false,false,2025.01.31 22:45:00,2025.01.31 23:00:00,,1,3,0.01,0.50,155.106,0.01,true,deep_retest_but_reclaim_missing,no_retest_trigger,true,unclassified,,false,false,false,false,0.16,22.0,0.58,0.51,0.88,0.03,0.97,10
2025.02.03 00:04:58,blocked_candidate,EURJPY,SHORT,server_00_07,best_only,300,Nested_NWave_BreakoutQualityRouter,sl_too_wide,sl_too_wide,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_after_break,true,true,true,true,false,false,false,true,true,false,false,161.829,159.892,42.49,0.700,0.422,0.202,0.6879,139.0,160.873,160.715,161.068,158.572,161.207,0.000,0.00,2.635,0.00,5,2.301,11.39,2.496,12.35,2635.0,13.04,0.0,0.00,-96.15,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,unclassified,,false,false,false,false,0.78,158.0,0.10,0.05,0.48,0.08,0.92,12
2025.02.03 00:04:58,blocked_candidate,GBPJPY,SHORT,server_00_07,best_only,300,Nested_NWave_BreakoutQualityRouter,sl_too_wide,sl_too_wide,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_after_break,true,true,true,true,false,false,false,true,true,false,false,193.342,191.178,48.01,0.800,0.486,0.224,0.9723,218.0,192.233,192.217,192.525,190.594,192.743,0.000,0.00,2.149,0.00,5,1.639,7.31,1.931,8.61,2149.0,9.58,0.0,0.00,-43.91,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,unclassified,,false,false,false,false,0.07,16.0,0.44,0.32,0.73,0.00,1.00,12
2025.02.03 00:04:58,blocked_candidate,AUDJPY,SHORT,server_00_07,best_only,300,Nested_NWave_BreakoutQualityRouter,sl_too_wide,sl_too_wide,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_after_break,true,true,true,true,false,false,false,true,true,false,false,96.851,95.595,58.44,0.469,0.248,0.136,1.4427,196.0,96.344,96.329,96.514,95.318,96.710,0.000,0.00,1.392,0.00,5,1.026,7.55,1.196,8.80,1392.0,10.25,0.0,0.00,-50.69,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,unclassified,,false,false,false,false,0.11,15.0,0.11,0.06,0.54,0.20,0.69,10
2025.02.03 00:19:59,blocked_candidate,EURJPY,SHORT,server_00_07,best_only,300,Nested_NWave_BreakoutQualityRouter,sl_too_wide,sl_too_wide,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_after_break,true,true,true,true,false,false,false,true,true,false,false,161.829,159.892,42.49,0.700,0.422,0.355,0.5636,200.0,160.873,158.912,161.068,158.906,161.268,0.000,0.00,2.362,0.00,6,1.967,5.54,2.162,6.09,2362.0,6.66,0.0,0.00,-28.02,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,unclassified,,false,false,false,false,5.53,1961.0,0.70,1.29,1.85,0.30,0.00,13
2025.02.03 00:19:59,blocked_candidate,GBPJPY,SHORT,server_00_07,best_only,300,Nested_NWave_BreakoutQualityRouter,sl_too_wide,sl_too_wide,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_after_break,true,true,true,true,false,false,false,true,true,false,false,193.342,191.178,48.01,0.800,0.486,0.349,0.8931,312.0,192.053,190.787,192.388,190.825,192.700,0.000,0.00,1.875,0.00,3,1.228,3.52,1.563,4.47,1875.0,5.37,0.0,0.00,1.63,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,unclassified,,false,false,false,false,3.62,1266.0,0.87,2.00,2.30,0.02,0.10,4
2025.02.03 00:19:59,blocked_candidate,AUDJPY,SHORT,server_00_07,best_only,300,Nested_NWave_BreakoutQualityRouter,sl_too_wide,sl_too_wide,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_after_break,true,true,true,true,false,false,false,true,true,false,false,96.851,95.595,58.44,0.469,0.248,0.213,0.7418,158.0,96.344,95.491,96.514,95.465,96.672,0.000,0.00,1.207,0.00,6,0.879,4.13,1.049,4.92,1207.0,5.67,0.0,0.00,-11.58,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,unclassified,,false,false,false,false,4.00,853.0,0.83,1.78,2.14,0.17,0.00,12
2025.02.03 00:34:59,blocked_candidate,EURJPY,SHORT,server_00_07,best_only,300,Nested_NWave_BreakoutQualityRouter,sl_too_wide,sl_too_wide,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_after_break,true,true,true,true,false,false,false,true,true,false,false,161.829,159.892,42.49,0.700,0.422,0.355,0.5635,200.0,160.873,158.830,161.068,158.760,161.268,0.000,0.00,2.508,0.00,7,2.113,5.95,2.308,6.50,2508.0,7.07,0.0,0.00,-34.95,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,unclassified,,false,false,false,false,5.76,2043.0,0.56,0.23,0.41,0.00,1.00,12
2025.02.03 00:34:59,blocked_candidate,GBPJPY,SHORT,server_00_07,best_only,300,Nested_NWave_BreakoutQualityRouter,sl_too_wide,sl_too_wide,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_after_break,true,true,true,true,false,false,false,true,true,false,false,193.342,191.178,48.01,0.800,0.486,0.350,0.7611,266.0,192.053,190.745,192.388,190.726,192.654,0.000,0.00,1.928,0.00,4,1.327,3.80,1.662,4.76,1928.0,5.52,0.0,0.00,-1.75,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,unclassified,,false,false,false,false,3.74,1308.0,0.22,0.12,0.55,0.06,0.94,4
2025.02.03 00:34:59,blocked_candidate,AUDJPY,SHORT,server_00_07,best_only,300,Nested_NWave_BreakoutQualityRouter,sl_too_wide,sl_too_wide,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_after_break,true,true,true,true,false,false,false,true,true,false,false,96.851,95.595,58.44,0.469,0.248,0.219,0.7472,164.0,96.344,95.348,96.514,95.344,96.678,0.000,0.00,1.334,0.00,7,1.000,4.56,1.170,5.33,1334.0,6.08,0.0,0.00,-18.73,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,unclassified,,false,false,false,false,4.54,996.0,0.77,0.65,0.84,0.03,0.97,12
