run,scenario,prefix,elapsed_seconds
E,Nested_NWave_RetestConfirmation_BOTH_best_H4_H1_M15_2R,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_nested_retest_E_retest_best,52.7
F,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_nested_retest_F_retest_all,52.6
