time,event,symbol,direction,entry_price,sl,tp,result_R,profit,regime,session,scan_interval,entry_selection_mode,higher_tf,higher_swing_low_1,higher_swing_high_1,higher_swing_low_2,higher_swing_high_2,higher_structure_state,higher_trend_age_bars,higher_ema_slope,higher_atr,mid_tf,impulse_start_price,impulse_end_price,pullback_extreme_price,pullback_depth_pct,pullback_depth_atr,pullback_bars,pullback_broke_origin,pullback_structure_low_or_high,distance_from_pullback_extreme_to_entry_atr,distance_from_pullback_extreme_to_entry_pct_of_impulse,lower_tf,minor_reversal_level,reclaim_or_breakdown_price,bars_since_reclaim_or_breakdown,entry_distance_from_reclaim_atr,entry_distance_from_reclaim_points,lower_reversal_quality,lower_reversal_quality_score,sl_atr,risk_r,rr,spread_atr,structure_stage_fail_reason,execution_block_reason,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,reversal_signal_type,v4_block_reason,bars_since_pullback_extreme,bars_since_reversal_signal,distance_from_reversal_signal_to_entry_atr,impulse_consumed_pct,pre_entry_momentum_score,reversal_strength_score,wave_audit_label,wave_audit_reason,strategy_name
2026.01.02 10:44:59,execution_block_candidate,GBPJPY,LONG,211.135,211.017,211.312,,,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,210.710,211.336,210.334,211.080,HH_HL,10,0.036,0.207,PERIOD_M15,210.710,211.336,211.055,44.89,2.49,3,false,211.055,0.84,12.78,PERIOD_M5,211.242,211.242,1,1.13,107.0,late,70.00,1.24,0.118,1.50,0.4006,,spread_guard,true,,true,,0.00,false,0.00,1,2.57,candle_reversal,,11,1,1.13,12.78,18.00,70.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2026.01.02 11:55:00,execution_block_candidate,GBPJPY,LONG,211.138,211.017,211.320,,,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,210.710,211.429,210.334,211.336,HH_HL,11,0.033,0.224,PERIOD_M15,210.710,211.429,211.055,52.02,2.87,8,false,211.055,1.20,11.54,PERIOD_M5,211.109,211.109,1,0.42,29.0,acceptable,65.00,1.74,0.121,1.50,0.5473,,spread_guard,true,,true,,20.00,false,0.49,1,0.01,candle_reversal,,4,1,0.42,11.54,18.00,65.00,third_wave_middle,valid_but_not_initial,DowFractal_ThirdWave_V4_EarlyReversal
2026.01.02 14:14:59,execution_block_candidate,AUDJPY,LONG,105.044,105.002,105.107,,,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,104.928,105.266,104.385,104.667,HH_HL,5,0.040,0.149,PERIOD_M15,104.928,105.266,105.030,69.82,3.58,10,false,105.030,0.46,4.14,PERIOD_M5,104.987,104.987,1,1.87,57.0,late,60.00,1.38,0.042,1.50,0.9180,,spread_guard,true,,true,,35.00,false,1.97,1,0.72,micro_break,,6,1,1.87,4.14,82.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2026.01.02 14:24:59,execution_block_candidate,USDJPY,LONG,156.922,156.772,157.147,,,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,156.759,156.990,156.513,156.880,HH_HL,4,0.089,0.139,PERIOD_M15,156.759,156.990,156.795,84.42,2.83,8,false,156.795,3.61,54.98,PERIOD_M5,156.917,156.917,1,0.14,5.0,early,85.00,4.27,0.150,1.50,0.6545,,spread_guard,true,,true,,0.00,false,0.83,2,0.60,early_higher_low,,23,1,0.14,54.98,36.00,85.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2026.01.02 15:14:59,execution_block_candidate,USDJPY,LONG,156.871,156.779,157.009,,,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,156.759,156.990,156.513,156.880,HH_HL,5,0.094,0.144,PERIOD_M15,156.759,156.990,156.795,84.42,2.93,11,false,156.795,2.03,32.90,PERIOD_M5,156.972,156.972,1,2.69,101.0,late,70.00,2.45,0.092,1.50,0.4267,,spread_guard,true,,true,,0.00,false,0.00,1,3.23,candle_reversal,,24,1,2.69,32.90,18.00,70.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2026.01.02 15:29:59,execution_block_candidate,USDJPY,LONG,156.896,156.776,157.076,,,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,156.759,156.990,156.513,156.880,HH_HL,5,0.094,0.144,PERIOD_M15,156.759,156.990,156.795,84.42,2.84,12,false,156.795,2.41,43.72,PERIOD_M5,156.919,156.919,1,0.55,23.0,acceptable,95.00,2.86,0.120,1.50,0.4532,,spread_guard,true,,true,,0.00,false,0.00,1,2.29,early_higher_low,,2,1,0.55,43.72,18.00,95.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2026.01.02 16:04:59,v4_blocked_candidate,GBPJPY,LONG,211.129,210.863,211.528,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,210.732,211.429,210.710,211.336,HH_HL,8,0.036,0.210,PERIOD_M15,210.732,211.429,210.901,75.75,4.00,3,false,210.901,3.17,32.71,PERIOD_M5,211.127,211.127,1,0.03,2.0,early,60.00,3.70,0.266,1.50,0.5288,v4_impulse_consumed,,true,,true,,35.00,false,1.16,4,0.86,micro_break,v4_impulse_consumed,24,1,0.03,32.71,100.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2026.01.02 16:24:59,execution_block_candidate,USDJPY,LONG,156.873,156.806,156.974,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,156.759,156.990,156.513,156.880,HH_HL,6,0.098,0.135,PERIOD_M15,156.759,156.990,156.826,71.00,2.50,4,false,156.826,1.00,20.35,PERIOD_M5,156.911,156.911,1,0.81,38.0,unclear,75.00,1.43,0.067,1.50,0.4262,,spread_guard,true,,true,,0.00,false,0.00,1,1.28,early_higher_low,,13,1,0.81,20.35,18.00,75.00,late_entry,entry_far_from_reclaim_or_pullback,DowFractal_ThirdWave_V4_EarlyReversal
2026.01.02 16:44:59,execution_block_candidate,GBPJPY,LONG,211.161,210.863,211.608,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,210.732,211.429,210.710,211.336,HH_HL,8,0.036,0.210,PERIOD_M15,210.732,211.429,210.901,75.75,3.89,5,false,210.901,3.20,37.30,PERIOD_M5,211.212,211.212,1,0.63,51.0,unclear,70.00,3.67,0.298,1.50,0.4683,,spread_guard,true,,true,,0.00,false,0.00,1,0.63,candle_reversal,,17,1,0.63,37.30,18.00,70.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2026.01.02 18:59:59,execution_block_candidate,GBPJPY,LONG,211.249,210.975,211.660,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,210.732,211.429,210.710,211.336,HH_HL,10,0.050,0.222,PERIOD_M15,210.732,211.429,211.013,59.68,2.60,9,false,211.013,2.68,33.86,PERIOD_M5,211.354,211.354,1,1.19,105.0,late,70.00,3.11,0.274,1.50,0.4318,,spread_guard,true,,true,,0.00,false,0.00,1,1.62,candle_reversal,,22,1,1.19,33.86,18.00,70.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
