time,event,symbol,direction,session,order_retcode,order_comment,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,entry_price,sl,tp,volume,risk_r,rr,sl_points,sl_atr,tp_points,tp_atr,neckline_price,neckline_break_close_price,right_side_level,bars_since_right_side,distance_neckline_to_entry_atr,distance_right_side_to_entry_atr,spread_atr,spread_points,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason,breakout_quality_router_mode,breakout_quality_label,breakout_quality_reason,breakout_quality_pass,breakout_strong,breakout_weak,breakout_dirty,breakout_close_distance_from_neckline_atr,breakout_close_distance_from_neckline_points,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,context_quality_router_mode,context_quality_label,context_quality_reason,context_quality_score,context_clean,context_mixed,context_poor,structural_bos_mode,structural_bos_state,m15_confirmation_type,h1_bos_level,h1_counter_nwave_high,h1_counter_nwave_low,distance_bos_to_entry,distance_bos_to_entry_atr,bars_since_bos
2026.01.29 03:49:59,order_attempt,USDJPY,SHORT,server_00_07,0,,Nested_NWave_BreakoutQualityRouter,strong_breakout,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,router_strong_instant,153.187,153.433,152.695,0.31,0.246,2.00,246.0,1.51,492.0,3.03,153.313,153.152,153.413,11,0.77,1.39,0.1230,20.0,57.23,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.99,161.0,0.82,0.70,0.85,0.18,0.82,11,false,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,8.00,true,false,false,false,not_evaluated,not_evaluated,0.000,0.000,0.000,0.000,0.00,0
2026.01.29 03:49:59,order_sent,USDJPY,SHORT,server_00_07,10009,order_sent,Nested_NWave_BreakoutQualityRouter,strong_breakout,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,router_strong_instant,153.187,153.433,152.695,0.31,0.246,2.00,246.0,1.51,492.0,3.03,153.313,153.152,153.413,11,0.77,1.39,0.1230,20.0,57.23,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.99,161.0,0.82,0.70,0.85,0.18,0.82,11,false,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,8.00,true,false,false,false,not_evaluated,not_evaluated,0.000,0.000,0.000,0.000,0.00,0
2026.02.12 19:04:59,order_attempt,USDJPY,SHORT,server_16_23,0,,Nested_NWave_BreakoutQualityRouter,strong_breakout,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,router_strong_instant,152.724,153.076,152.020,0.21,0.352,2.00,352.0,1.50,704.0,2.99,152.828,152.645,153.055,6,0.44,1.41,0.0892,21.0,67.80,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.78,183.0,0.60,0.36,0.59,0.08,0.92,5,false,clean_context,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,6.00,true,false,false,false,not_evaluated,not_evaluated,0.000,0.000,0.000,0.000,0.00,0
2026.02.12 19:04:59,order_sent,USDJPY,SHORT,server_16_23,10009,order_sent,Nested_NWave_BreakoutQualityRouter,strong_breakout,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,router_strong_instant,152.724,153.076,152.020,0.21,0.352,2.00,352.0,1.50,704.0,2.99,152.828,152.645,153.055,6,0.44,1.41,0.0892,21.0,67.80,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.78,183.0,0.60,0.36,0.59,0.08,0.92,5,false,clean_context,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,6.00,true,false,false,false,not_evaluated,not_evaluated,0.000,0.000,0.000,0.000,0.00,0
2026.02.18 13:49:59,order_attempt,XAUUSD,SHORT,server_08_15,0,,Nested_NWave_BreakoutQualityRouter,strong_breakout,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,router_strong_instant,4913.60,4924.86,4891.08,0.04,11.26,2.00,1126.0,1.65,2252.0,3.31,4916.26,4911.33,4924.52,6,0.39,1.60,0.0309,21.0,71.72,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.72,493.0,0.73,0.59,0.82,0.06,0.94,10,false,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,8.00,true,false,false,false,not_evaluated,not_evaluated,0.00,0.00,0.00,0.00,0.00,0
2026.02.18 13:49:59,order_sent,XAUUSD,SHORT,server_08_15,10009,order_sent,Nested_NWave_BreakoutQualityRouter,strong_breakout,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,router_strong_instant,4913.60,4924.86,4891.08,0.04,11.26,2.00,1126.0,1.65,2252.0,3.31,4916.26,4911.33,4924.52,6,0.39,1.60,0.0309,21.0,71.72,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.72,493.0,0.73,0.59,0.82,0.06,0.94,10,false,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,8.00,true,false,false,false,not_evaluated,not_evaluated,0.00,0.00,0.00,0.00,0.00,0
2026.02.26 12:04:59,order_attempt,USDJPY,LONG,server_08_15,0,,Nested_NWave_BreakoutQualityRouter,weak_breakout_retest_confirmed,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,router_weak_retest_confirmed,156.073,155.892,156.435,0.41,0.181,2.00,181.0,1.66,362.0,3.32,156.063,156.080,155.912,13,0.09,1.48,0.1832,20.0,113.21,true,true,true,true,false,2026.02.26 10:15:00,2026.02.26 11:30:00,2026.02.26 11:45:00,5,6,0.71,0.50,156.044,0.71,true,deep_retest_but_reclaim,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.16,17.0,0.30,0.32,1.05,0.13,0.87,7,false,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_neutral|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,7.00,true,false,false,false,not_evaluated,not_evaluated,0.000,0.000,0.000,0.000,0.00,0
2026.02.26 12:04:59,order_sent,USDJPY,LONG,server_08_15,10009,order_sent,Nested_NWave_BreakoutQualityRouter,weak_breakout_retest_confirmed,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,router_weak_retest_confirmed,156.073,155.892,156.435,0.41,0.181,2.00,181.0,1.66,362.0,3.32,156.063,156.080,155.912,13,0.09,1.48,0.1832,20.0,113.21,true,true,true,true,false,2026.02.26 10:15:00,2026.02.26 11:30:00,2026.02.26 11:45:00,5,6,0.71,0.50,156.044,0.71,true,deep_retest_but_reclaim,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.16,17.0,0.30,0.32,1.05,0.13,0.87,7,false,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_neutral|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,7.00,true,false,false,false,not_evaluated,not_evaluated,0.000,0.000,0.000,0.000,0.00,0
2026.03.02 21:19:59,order_attempt,XAUUSD,LONG,server_16_23,0,,Nested_NWave_BreakoutQualityRouter,strong_breakout,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,router_strong_instant,5325.62,5288.46,5399.94,0.01,37.16,2.00,3716.0,1.62,7432.0,3.24,5320.68,5330.61,5289.61,5,0.22,1.57,0.0091,21.0,104.35,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.43,993.0,0.78,0.65,0.84,0.14,0.86,7,false,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,8.00,true,false,false,false,not_evaluated,not_evaluated,0.00,0.00,0.00,0.00,0.00,0
2026.03.02 21:19:59,order_sent,XAUUSD,LONG,server_16_23,10009,order_sent,Nested_NWave_BreakoutQualityRouter,strong_breakout,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,router_strong_instant,5325.62,5288.46,5399.94,0.01,37.16,2.00,3716.0,1.62,7432.0,3.24,5320.68,5330.61,5289.61,5,0.22,1.57,0.0091,21.0,104.35,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.43,993.0,0.78,0.65,0.84,0.14,0.86,7,false,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,8.00,true,false,false,false,not_evaluated,not_evaluated,0.00,0.00,0.00,0.00,0.00,0
