reclaim_bars_band,trades,wins,losses,win_rate,net_profit,profit_factor,expected_payoff,avg_R,max_drawdown,max_drawdown_pct
1,109,53,56,48.62,1288.96,1.491,11.83,0.224,278.5,2.49
