period,month,run,scenario,trade_index,open_time,close_time,symbol,fx_vs_xauusd,direction,net_profit,result_R,session,label,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,structural_bos_state,m15_confirmation_type,h1_bos_level,true_bos_level,bos_level_source_pivot,distance_bos_to_entry_atr,bars_since_bos,sl_atr,h4_pivot_sequence,h1_pivot_sequence,h4_impulse_atr,h1_counter_wave_atr,h4_correction_depth,room_to_1r,room_to_2r,room_to_target_label,breakout_quality_label,context_quality_label,scan_driver_symbol,max_favorable_r,max_adverse_r,reached_0_5R,reached_1R,reached_1_5R,reached_2R
2026-Q1,2026-01,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,9,2026.01.30 01:50:00,2026.01.30 03:07:19,XAUUSD,XAUUSD,LONG,-70.76,-1.007,server_00_07,neckline_break_initial,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_initial,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.9,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.11,2.009,False,False,False,False
2026-Q1,2026-02,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,10,2026.02.03 13:50:00,2026.02.03 14:00:55,XAUUSD,XAUUSD,SHORT,-36.92,-1.013,server_08_15,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,0.92,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.784,1.593,True,False,False,False
2026-Q1,2026-02,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,11,2026.02.12 18:50:00,2026.02.13 03:05:06,USDJPY,FX,SHORT,-50.72,-1.011,server_16_23,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.45,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.549,1.756,True,False,False,False
2026-Q1,2026-02,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,12,2026.02.13 16:50:00,2026.02.13 17:10:40,GBPJPY,FX,SHORT,-48.41,-1.014,server_16_23,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.34,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.694,1.541,True,False,False,False
2026-Q1,2026-02,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,13,2026.02.13 16:50:00,2026.02.16 09:17:13,EURJPY,FX,SHORT,-50.97,-1.018,server_16_23,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,2.15,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,1.348,1.097,True,True,False,False
2026-Q1,2026-02,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,14,2026.02.12 19:20:00,2026.02.17 13:56:10,EURUSD,FX,SHORT,96.69,2.005,server_16_23,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,2.07,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,2.293,0.678,True,True,True,True
2026-Q1,2026-02,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,15,2026.02.18 12:50:00,2026.02.18 14:07:13,XAUUSD,XAUUSD,SHORT,-42.56,-1.01,server_08_15,neckline_break_initial,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_initial,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.42,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.617,1.57,True,False,False,False
2026-Q1,2026-02,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,16,2026.02.23 17:35:00,2026.02.23 17:52:41,EURUSD,FX,LONG,-47.79,-1.0,server_16_23,neckline_break_late,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.11,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.556,1.605,True,False,False,False
2026-Q1,2026-02,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,17,2026.02.26 09:35:00,2026.02.26 16:46:26,USDJPY,FX,LONG,-47.63,-1.014,server_08_15,neckline_break_late,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.77,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.586,1.32,True,False,False,False
2026-Q1,2026-02,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,18,2026.02.27 12:35:00,2026.02.27 13:55:08,XAUUSD,XAUUSD,SHORT,-46.2,-1.011,server_08_15,neckline_break_initial,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_initial,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.66,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.208,1.654,False,False,False,False
2026-Q1,2026-03,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,19,2026.03.02 21:20:00,2026.03.03 08:14:13,XAUUSD,XAUUSD,LONG,-38.31,-1.01,server_16_23,neckline_break_initial,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_initial,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.62,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,1.459,1.245,True,True,False,False
2026-Q1,2026-03,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,20,2026.03.04 14:35:00,2026.03.06 18:43:56,GBPUSD,FX,SHORT,-47.7,-1.003,server_08_15,clean_nested_nwave_entry,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,clean_nested_nwave_entry,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,2.12,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,1.978,1.127,True,True,True,False
2026-Q1,2026-03,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,21,2026.03.11 17:35:00,2026.03.11 18:14:56,EURUSD,FX,LONG,-47.52,-1.008,server_16_23,neckline_break_late,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.11,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.557,1.191,True,False,False,False
2026-Q1,2026-03,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,22,2026.03.18 20:50:00,2026.03.18 21:39:53,GBPUSD,FX,LONG,-45.8,-1.004,server_16_23,neckline_break_initial,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_initial,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,2.12,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.496,2.193,False,False,False,False
2026-Q1,2026-03,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,23,2026.03.20 09:05:00,2026.03.20 11:19:23,XAUUSD,XAUUSD,SHORT,-30.59,-1.043,server_08_15,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,2.14,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,1.146,1.358,True,True,False,False
2026-Q1,2026-03,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,24,2026.03.20 11:50:00,2026.03.20 13:56:26,XAUUSD,XAUUSD,SHORT,57.29,2.004,server_08_15,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.7,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,2.053,0.435,True,True,True,True
2026-Q1,2026-03,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,25,2026.03.24 11:20:00,2026.03.24 12:30:01,GBPUSD,FX,LONG,-47.36,-1.035,server_08_15,chasing_after_break,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,chasing_after_break,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,2.15,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.346,1.133,False,False,False,False
2026-Q1,2026-03,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,26,2026.03.24 12:50:00,2026.03.24 16:07:17,GBPUSD,FX,LONG,-46.41,-1.0,server_08_15,chasing_after_break,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,chasing_after_break,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,0.78,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,1.622,2.546,True,True,True,False
2026-Q1,2026-03,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,27,2026.03.26 14:05:00,2026.03.26 19:21:27,XAUUSD,XAUUSD,LONG,-34.93,-1.073,server_08_15,clean_nested_nwave_entry,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,clean_nested_nwave_entry,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.8,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,1.019,2.438,True,True,False,False
2026-Q1,2026-01,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,1,2026.01.16 18:35:00,2026.01.19 01:43:29,GBPUSD,FX,SHORT,-49.51,-1.005,server_16_23,retest_confirmation_entry,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,2.06,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,1.958,1.08,True,True,True,False
2026-Q1,2026-01,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,2,2026.01.21 16:05:00,2026.01.21 21:31:09,GBPUSD,FX,LONG,-47.96,-1.0,server_16_23,retest_confirmation_entry,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,2.16,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,1.22,1.055,True,True,False,False
2026-Q1,2026-01,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,3,2026.01.28 20:05:00,2026.01.28 20:38:13,GBPUSD,FX,LONG,-48.0,-1.0,server_16_23,retest_then_go_after_return_inside,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.02,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.146,1.354,False,False,False,False
2026-Q1,2026-01,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,4,2026.01.29 01:05:00,2026.01.29 09:03:55,EURUSD,FX,LONG,98.55,2.017,server_00_07,retest_confirmation_entry,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.79,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,2.149,0.304,True,True,True,True
2026-Q1,2026-01,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,5,2026.01.29 05:20:00,2026.01.29 09:41:02,USDJPY,FX,SHORT,-47.64,-1.003,server_00_07,retest_confirmation_entry,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.99,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.473,1.029,False,False,False,False
2026-Q1,2026-02,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,6,2026.02.12 19:05:00,2026.02.13 03:05:06,USDJPY,FX,SHORT,-51.27,-1.011,server_16_23,retest_confirmation_entry,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.5,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.531,1.747,True,False,False,False
2026-Q1,2026-02,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,7,2026.02.13 16:50:00,2026.02.13 17:10:40,GBPJPY,FX,SHORT,-48.41,-1.014,server_16_23,retest_confirmation_entry,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.34,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.694,1.541,True,False,False,False
2026-Q1,2026-02,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,8,2026.02.13 17:35:00,2026.02.16 09:17:13,EURJPY,FX,SHORT,-50.27,-1.02,server_16_23,retest_confirmation_entry,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.76,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,1.61,1.108,True,True,True,False
2026-Q1,2026-02,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,9,2026.02.12 19:20:00,2026.02.17 13:56:10,EURUSD,FX,SHORT,100.89,2.005,server_16_23,retest_confirmation_entry,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,2.07,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,2.293,0.678,True,True,True,True
2026-Q1,2026-02,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,10,2026.02.18 13:35:00,2026.02.18 14:10:33,XAUUSD,XAUUSD,SHORT,-47.76,-1.003,server_08_15,retest_confirmation_entry,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.75,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.549,1.385,True,False,False,False
2026-Q1,2026-02,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,11,2026.02.26 09:35:00,2026.02.26 16:46:26,USDJPY,FX,LONG,-47.63,-1.014,server_08_15,retest_confirmation_entry,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.77,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.586,1.32,True,False,False,False
2026-Q1,2026-02,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,12,2026.02.27 13:20:00,2026.02.27 13:55:08,XAUUSD,XAUUSD,SHORT,-44.95,-1.018,server_08_15,retest_then_go_after_return_inside,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.41,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.166,1.849,False,False,False,False
2026-Q1,2026-03,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,13,2026.03.02 21:35:00,2026.03.03 08:14:13,XAUUSD,XAUUSD,LONG,-43.53,-1.01,server_16_23,retest_confirmation_entry,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.98,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,1.158,1.217,True,True,False,False
2026-Q1,2026-03,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,14,2026.03.04 15:05:00,2026.03.05 07:56:51,GBPUSD,FX,SHORT,93.46,2.021,server_08_15,retest_confirmation_entry,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.44,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,2.648,0.837,True,True,True,True
2026-Q1,2026-03,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,15,2026.03.16 17:50:00,2026.03.16 18:39:27,GBPUSD,FX,SHORT,-48.3,-1.01,server_16_23,retest_then_go_after_return_inside,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,2.1,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.082,1.077,False,False,False,False
2026-Q1,2026-03,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,16,2026.03.20 09:05:00,2026.03.20 11:19:23,XAUUSD,XAUUSD,SHORT,-30.59,-1.043,server_08_15,retest_confirmation_entry,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,2.14,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,1.146,1.358,True,True,False,False
2026-Q1,2026-03,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,17,2026.03.26 14:05:00,2026.03.26 19:21:27,XAUUSD,XAUUSD,LONG,-34.93,-1.073,server_08_15,retest_then_go_after_return_inside,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.8,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,1.019,2.438,True,True,False,False
2026-Q1,2026-01,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,1,2026.01.29 03:50:00,2026.01.29 09:41:04,USDJPY,FX,SHORT,-49.9,-1.004,server_00_07,strong_breakout,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,router_strong_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.51,,,0.0,0.0,0.0,0.0,0.0,,strong_breakout,clean_context,USDJPY,1.195,0.923,True,True,False,False
2026-Q1,2026-02,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,2,2026.02.12 19:05:00,2026.02.13 03:05:06,USDJPY,FX,SHORT,-51.27,-1.011,server_16_23,strong_breakout,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,router_strong_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.5,,,0.0,0.0,0.0,0.0,0.0,,strong_breakout,clean_context,USDJPY,0.531,1.747,True,False,False,False
2026-Q1,2026-02,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,3,2026.02.18 13:50:00,2026.02.18 14:10:33,XAUUSD,XAUUSD,SHORT,-45.16,-1.003,server_08_15,strong_breakout,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,router_strong_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.65,,,0.0,0.0,0.0,0.0,0.0,,strong_breakout,clean_context,USDJPY,0.639,1.407,True,False,False,False
2026-Q1,2026-02,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,4,2026.02.26 12:05:00,2026.02.26 16:46:26,USDJPY,FX,LONG,-48.66,-1.022,server_08_15,weak_breakout_retest_confirmed,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,router_weak_retest_confirmed,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.66,,,0.0,0.0,0.0,0.0,0.0,,weak_breakout,clean_context,USDJPY,0.939,1.398,True,False,False,False
2026-Q1,2026-03,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,5,2026.03.02 21:20:00,2026.03.03 08:14:13,XAUUSD,XAUUSD,LONG,-38.31,-1.01,server_16_23,strong_breakout,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,router_strong_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.62,,,0.0,0.0,0.0,0.0,0.0,,strong_breakout,clean_context,USDJPY,1.459,1.245,True,True,False,False
2026-Q1,2026-03,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,6,2026.03.04 15:05:00,2026.03.05 07:56:51,GBPUSD,FX,SHORT,93.46,2.021,server_08_15,strong_breakout,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,router_strong_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.44,,,0.0,0.0,0.0,0.0,0.0,,strong_breakout,clean_context,USDJPY,2.648,0.837,True,True,True,True
2026-Q1,2026-01,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,1,2026.01.21 16:20:00,2026.01.21 17:03:23,GBPUSD,FX,LONG,97.96,2.0,server_16_23,weak_breakout_clean_context,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,context_router_weak_clean_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.46,,,0.0,0.0,0.0,0.0,0.0,,weak_breakout,clean_context,USDJPY,2.082,0.234,True,True,True,True
2026-Q1,2026-01,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,2,2026.01.29 03:50:00,2026.01.29 09:41:04,USDJPY,FX,SHORT,-49.9,-1.004,server_00_07,strong_breakout_clean_context,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_strong_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.51,,,0.0,0.0,0.0,0.0,0.0,,strong_breakout,clean_context,USDJPY,1.195,0.923,True,True,False,False
2026-Q1,2026-02,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,3,2026.02.03 13:50:00,2026.02.03 14:00:55,XAUUSD,XAUUSD,SHORT,-36.92,-1.013,server_08_15,weak_breakout_clean_context,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_weak_clean_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,0.92,,,0.0,0.0,0.0,0.0,0.0,,weak_breakout,clean_context,USDJPY,0.784,1.593,True,False,False,False
2026-Q1,2026-02,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,4,2026.02.12 19:05:00,2026.02.13 03:05:06,USDJPY,FX,SHORT,-51.27,-1.011,server_16_23,strong_breakout_clean_context,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_strong_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.5,,,0.0,0.0,0.0,0.0,0.0,,strong_breakout,clean_context,USDJPY,0.531,1.747,True,False,False,False
2026-Q1,2026-02,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,5,2026.02.18 13:50:00,2026.02.18 14:10:33,XAUUSD,XAUUSD,SHORT,-45.16,-1.003,server_08_15,strong_breakout_clean_context,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_strong_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.65,,,0.0,0.0,0.0,0.0,0.0,,strong_breakout,clean_context,USDJPY,0.639,1.407,True,False,False,False
2026-Q1,2026-02,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,6,2026.02.26 10:35:00,2026.02.26 16:46:26,USDJPY,FX,LONG,-49.07,-1.02,server_08_15,weak_breakout_clean_context,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,context_router_weak_clean_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.18,,,0.0,0.0,0.0,0.0,0.0,,weak_breakout,clean_context,USDJPY,1.395,1.483,True,True,False,False
2026-Q1,2026-03,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,7,2026.03.02 21:20:00,2026.03.03 08:14:13,XAUUSD,XAUUSD,LONG,-38.31,-1.01,server_16_23,strong_breakout_clean_context,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,context_router_strong_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.62,,,0.0,0.0,0.0,0.0,0.0,,strong_breakout,clean_context,USDJPY,1.459,1.245,True,True,False,False
2026-Q1,2026-03,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,8,2026.03.04 15:05:00,2026.03.05 07:56:51,GBPUSD,FX,SHORT,98.13,2.021,server_08_15,strong_breakout_clean_context,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_strong_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.44,,,0.0,0.0,0.0,0.0,0.0,,strong_breakout,clean_context,USDJPY,2.648,0.837,True,True,True,True
2026-Q1,2026-03,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,9,2026.03.20 11:50:00,2026.03.20 13:56:26,XAUUSD,XAUUSD,SHORT,57.29,2.004,server_08_15,weak_breakout_clean_context,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_weak_clean_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.7,,,0.0,0.0,0.0,0.0,0.0,,weak_breakout,clean_context,USDJPY,2.053,0.435,True,True,True,True
2026-Q1,2026-03,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,10,2026.03.26 14:05:00,2026.03.26 19:21:27,XAUUSD,XAUUSD,LONG,-34.93,-1.073,server_08_15,weak_breakout_clean_context,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,context_router_weak_clean_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.8,,,0.0,0.0,0.0,0.0,0.0,,weak_breakout,clean_context,USDJPY,1.019,2.438,True,True,False,False
2026-Q1,2026-01,E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,1,2026.01.06 20:05:00,2026.01.06 21:57:34,USDJPY,FX,LONG,-49.79,-1.0,server_16_23,chasing_entry,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,chasing_entry,h1_bos_confirmed,m15_retest_reclaim,156.47,0.0,,2.9,12,0.89,,,0.0,0.0,0.0,0.0,0.0,,dirty_breakout,not_evaluated,USDJPY,0.205,1.949,False,False,False,False
2026-Q1,2026-01,E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,2,2026.01.21 17:20:00,2026.01.21 19:36:57,GBPUSD,FX,LONG,-47.84,-1.0,server_16_23,clean_structural_bos,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,clean_structural_bos,h1_bos_confirmed,m15_retest_reclaim,1.34483,0.0,,0.56,3,1.64,,,0.0,0.0,0.0,0.0,0.0,,weak_breakout,not_evaluated,USDJPY,0.548,1.221,True,False,False,False
