time,symbol,direction,event,regime,regime_reason,higher_tf_swing_state,ema_slope,trend_strength,volatility_state,entry_allowed_by_regime,blocked_by_regime_reason,lower_reversal_quality,pullback_depth_atr,sl_atr,order_retcode,order_comment,entry_price,sl,tp,volume,risk_r,rr,skip_reason,structure_stage_fail_reason,execution_block_reason,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,reversal_signal_type,v4_block_reason,bars_since_pullback_extreme,bars_since_reversal_signal,distance_from_reversal_signal_to_entry_atr,impulse_consumed_pct,pre_entry_momentum_score,reversal_strength_score,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,strategy_name
2024.01.04 02:35:00,GBPJPY,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.523 range_atr=9.48 vol=normal,HH_HL,0.167,0.5232,normal,true,,75.00,4.59,2.13,0,,181.334,181.170,181.580,0.43,0.164,1.50,all_score_passing_candidate,,,true,,true,,90.00,true,2.66,4,0.13,unclear,,0,1,0.19,5.21,0.00,0.00,0.1950,0.2000,true,false,15.0,0.077,DowFractal_ThirdWave_Regime
2024.01.04 02:35:00,GBPJPY,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.523 range_atr=9.48 vol=normal,HH_HL,0.167,0.5232,normal,true,,75.00,4.59,2.13,10009,order_sent,181.334,181.170,181.580,0.43,0.164,1.50,all_score_passing_candidate,,,true,,true,,90.00,true,2.66,4,0.13,unclear,,0,1,0.19,5.21,0.00,0.00,0.1950,0.2000,true,false,15.0,0.077,DowFractal_ThirdWave_Regime
2024.01.04 02:40:00,GBPJPY,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.523 range_atr=9.48 vol=normal,HH_HL,0.167,0.5232,normal,true,,100.00,4.59,2.74,0,existing_position,181.391,181.171,181.721,0.32,0.220,1.50,existing_position,,existing_position,true,,true,,90.00,true,2.70,5,0.19,unclear,,0,1,0.19,7.20,0.00,0.00,0.1741,0.2000,true,false,14.0,0.080,DowFractal_ThirdWave_Regime
2024.01.04 02:45:00,GBPJPY,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.523 range_atr=9.48 vol=normal,HH_HL,0.167,0.5232,normal,true,,100.00,4.26,3.31,0,existing_position,181.429,181.171,181.816,0.27,0.258,1.50,existing_position,,existing_position,true,,true,,90.00,true,2.40,6,0.09,unclear,,0,1,0.15,8.53,0.00,0.00,0.1795,0.2000,true,false,14.0,0.078,DowFractal_ThirdWave_Regime
2024.01.04 06:05:00,GBPJPY,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.604 range_atr=9.39 vol=normal,HH_HL,0.194,0.6039,normal,true,,75.00,2.02,3.57,0,,181.679,181.476,181.984,0.35,0.203,1.50,all_score_passing_candidate,,,true,,true,,35.00,false,0.26,6,0.56,unclear,,0,1,0.19,25.95,0.00,0.00,0.1937,0.2000,true,false,11.0,0.057,DowFractal_ThirdWave_Regime
2024.01.04 06:05:00,GBPJPY,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.604 range_atr=9.39 vol=normal,HH_HL,0.194,0.6039,normal,true,,75.00,2.02,3.57,10009,order_sent,181.679,181.476,181.984,0.35,0.203,1.50,all_score_passing_candidate,,,true,,true,,35.00,false,0.26,6,0.56,unclear,,0,1,0.19,25.95,0.00,0.00,0.1937,0.2000,true,false,11.0,0.057,DowFractal_ThirdWave_Regime
2024.01.05 05:05:00,GBPJPY,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=1.735 range_atr=18.17 vol=normal,HH_HL,0.439,1.7351,normal,true,,100.00,2.33,2.92,0,,183.757,183.595,184.000,0.45,0.162,1.50,all_score_passing_candidate,,,true,,true,,20.00,false,1.03,1,0.22,unclear,,0,1,0.16,23.53,0.00,0.00,0.1804,0.2000,true,false,10.0,0.055,DowFractal_ThirdWave_Regime
2024.01.05 05:05:00,GBPJPY,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=1.735 range_atr=18.17 vol=normal,HH_HL,0.439,1.7351,normal,true,,100.00,2.33,2.92,10009,order_sent,183.757,183.595,184.000,0.45,0.162,1.50,all_score_passing_candidate,,,true,,true,,20.00,false,1.03,1,0.22,unclear,,0,1,0.16,23.53,0.00,0.00,0.1804,0.2000,true,false,10.0,0.055,DowFractal_ThirdWave_Regime
2024.01.05 11:05:00,USDJPY,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=1.401 range_atr=13.43 vol=normal,HH_HL,0.298,1.4006,normal,true,,100.00,3.10,3.33,0,,145.124,144.830,145.565,0.24,0.294,1.50,all_score_passing_candidate,,,true,,true,,20.00,false,0.77,1,0.05,unclear,,0,1,0.16,39.77,0.00,0.00,0.1587,0.2000,true,false,14.0,0.088,DowFractal_ThirdWave_Regime
2024.01.05 11:05:00,USDJPY,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=1.401 range_atr=13.43 vol=normal,HH_HL,0.298,1.4006,normal,true,,100.00,3.10,3.33,10009,order_sent,145.124,144.830,145.565,0.24,0.294,1.50,all_score_passing_candidate,,,true,,true,,20.00,false,0.77,1,0.05,unclear,,0,1,0.16,39.77,0.00,0.00,0.1587,0.2000,true,false,14.0,0.088,DowFractal_ThirdWave_Regime
