time,strategy_name,entry_selection_mode,context_tf,pattern_tf,execution_tf,reward_r,evaluations,long_evaluations,short_evaluations,h4_impulse_pass,pullback_zone_pass,h1_counter_trend_pass,neckline_pass,structure_sl_pass,rr_pass,spread_guard_pass,spread_guard_blocked,final_entry_pass,orders_sent,orders_failed,data_unavailable,atr_unavailable,research_excluded,no_h4_nwave,too_shallow_pullback,too_deep_pullback,no_h1_counter_trend_nwave,no_clear_neckline,no_neckline_break,sl_too_tight,sl_too_wide,invalid_structure,spread_guard,existing_position,execution_blocked,clean_nested_nwave_entry,neckline_break_initial,neckline_break_late,chasing_after_break,retest_detected,retest_held,retest_trigger_pass,no_retest_confirmation_break,no_retest_detected,retest_invalidated,no_retest_trigger,strong_breakout,weak_breakout,dirty_breakout,unclear_breakout,dirty_breakout_fail,unclear_breakout_quality,weak_breakout_waiting_retest,router_retest_requires_weak_breakout,unknown,top_fail_reason,top_fail_reason_rows
2025.12.30 23:57:59,Nested_NWave_NecklineBreak,all_score_passing,PERIOD_H4,PERIOD_H1,PERIOD_M15,1.20,345968,172984,172984,97641,20122,7131,1809,350,350,136844,209124,173,92,0,0,0,0,237805,62732,14787,12991,0,5322,3,1456,10522,177,81,81,44,77,226,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_h4_nwave,237805
