scenario,group,trades,win_rate,PF,avg_R,net,maxDD,maxDD_pct,avg_MFE_R,avg_MAE_R,reached_0_5R_pct,reached_1R_pct,reached_2R_pct,max_consecutive_losses,monthly_net,monthly_trades,symbol_distribution,direction_distribution,FX_net,XAUUSD_net,LONG_net,SHORT_net,clean_or_acceptable_pct
Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,LONG,57,26.32,0.723,-0.214,-563.31,668.42,6.65,1.154,1.243,57.89,42.11,29.82,9,2024-01:2.54;2024-02:0.29;2024-03:-150.62;2024-05:-48.66;2024-07:46.65;2024-08:-46.82;2024-09:97.77;2024-10:-142.35;2024-11:42.59;2024-12:2.09;2025-01:55.02;2025-03:52.73;2025-04:106.59;2025-05:-96.97;2025-06:-44.67;2025-07:-96.62;2025-08:-49.47;2025-09:-98.83;2025-10:-47.82;2025-11:46.14;2025-12:-95.45;2026-01:-102.3;2026-02:247.36;2026-03:-49.34;2026-04:-56.18;2026-05:-93.54;2026-06:-43.44,2024-01:3;2024-02:3;2024-03:3;2024-05:1;2024-07:2;2024-08:1;2024-09:4;2024-10:3;2024-11:2;2024-12:3;2025-01:2;2025-03:2;2025-04:1;2025-05:2;2025-06:1;2025-07:2;2025-08:1;2025-09:2;2025-10:1;2025-11:2;2025-12:2;2026-01:2;2026-02:4;2026-03:1;2026-04:4;2026-05:2;2026-06:1,AUDJPY:3;EURJPY:9;EURUSD:6;GBPJPY:9;GBPUSD:3;USDJPY:12;XAUUSD:15,LONG:57,7.65,-570.96,-563.31,0,100.0
Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,SHORT,63,36.51,1.092,0.093,181.13,334.97,3.27,1.439,1.135,74.6,53.97,39.68,5,2024-01:-49.7;2024-02:-0.38;2024-03:-48.44;2024-04:49.78;2024-06:-52.29;2024-08:150.82;2024-09:48.56;2024-10:46.05;2024-12:44.1;2025-01:-148.72;2025-02:150.19;2025-03:-98.61;2025-04:46.41;2025-05:-95.86;2025-06:-90.83;2025-07:147.15;2025-08:193.19;2025-09:-99.12;2025-10:34.26;2025-11:-97.78;2026-01:87.61;2026-02:-50.86;2026-03:-4.4;2026-04:30.43;2026-05:-10.43,2024-01:1;2024-02:3;2024-03:1;2024-04:2;2024-06:1;2024-08:6;2024-09:2;2024-10:2;2024-12:2;2025-01:3;2025-02:3;2025-03:2;2025-04:5;2025-05:2;2025-06:2;2025-07:3;2025-08:2;2025-09:2;2025-10:2;2025-11:2;2026-01:4;2026-02:1;2026-03:3;2026-04:2;2026-05:5,AUDJPY:2;EURJPY:6;EURUSD:5;GBPJPY:5;GBPUSD:6;USDJPY:19;XAUUSD:20,SHORT:63,216.41,-35.28,0,181.13,100.0
