time,event,symbol,direction,session,entry_selection_mode,scan_interval,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,h4_impulse_pass,h4_pullback_zone_pass,h1_counter_trend_pass,neckline_pass,structure_sl_pass,rr_pass,spread_guard_pass,spread_guard_blocked,setup_pass,entry_pass,final_entry_pass,h4_impulse_high,h4_impulse_low,h4_fib_retracement_pct,h4_atr,h1_atr,m15_atr,spread_atr,spread_points,neckline_price,neckline_break_close_price,right_side_level,entry_price,sl,tp,volume,risk_r,rr,bars_since_right_side,distance_neckline_to_entry,distance_neckline_to_entry_atr,distance_right_side_to_entry,distance_right_side_to_entry_atr,sl_points,sl_atr,tp_points,tp_atr,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason,breakout_quality_router_mode,breakout_quality_label,breakout_quality_reason,breakout_quality_pass,breakout_strong,breakout_weak,breakout_dirty,breakout_close_distance_from_neckline_atr,breakout_close_distance_from_neckline_points,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,context_quality_router_mode,context_quality_label,context_quality_reason,context_quality_score,context_clean,context_mixed,context_poor,structural_bos_mode,structural_bos_state,m15_confirmation_type,h1_bos_level,h1_counter_nwave_high,h1_counter_nwave_low,distance_bos_to_entry,distance_bos_to_entry_atr,bars_since_bos,h4_pivot_sequence,h1_pivot_sequence,h4_impulse_atr,h1_counter_wave_atr,h4_correction_depth,true_bos_level,bos_level_source_pivot,room_to_1r,room_to_2r,room_to_target_label,h4_bias_state,h4_ma_state,h4_dow_state,h4_fib_zone,h1_pullback_type,h1_prev_extreme_break_state,h1_counter_nwave_state,bos_level_type,m15_trigger_type,nearest_obstacle_type,nearest_obstacle_price,cond_h4_bias_ma,cond_h4_dow_bias,cond_h4_fib_382_618,cond_h1_prev_extreme_break,cond_h1_counter_nwave,cond_h1_counter_wave_atr,cond_true_bos_level,cond_m15_prev_extreme_bos,cond_m15_close_bos,cond_room_to_1r,cond_room_to_2r,cond_sl_atr_ok
2024.01.03 16:35:00,blocked_candidate,AUDJPY,LONG,server_16_23,all_score_passing,300,Nested_Fixed_Room2R_LowerTF,fixed_condition_room_to_2r_fail,fixed_condition_room_to_2r_fail,,too_deep_pullback,none,counter_nwave_pass,condition_factorial_candidate,true,false,true,true,true,true,false,true,true,false,false,96.196,95.832,90.66,0.147,0.068,0.049,0.3700,18.0,96.228,96.145,96.086,96.163,96.068,96.353,0.75,0.095,2.00,1,0.065,1.34,0.077,1.58,95.0,1.95,190.0,3.91,128.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false,false,condition_factorial_candidate,not_evaluated,96.228,96.233,96.086,0.000,0.00,1,A_low@2024.01.02 22:00=95.83200|B_high@2024.01.03 02:00=96.19600|C_low@2024.01.03 04:00=95.86600,high_latest@2024.01.03 14:30=96.22800|low_latest@2024.01.03 13:15=96.08600|bos@2024.01.03 14:30=96.22800,2.47,2.15,90.66,96.228,h1_last_lower_high,0.35,0.17,insufficient_room_to_1r,none,ma_bias_fail,dow_bias_pass,too_deep_pullback,pullback_down,prev_extreme_break,counter_nwave_pass,last_lower_high,m15_prev_extreme_bos,h4_impulse_high,96.196,false,true,false,true,true,true,true,true,false,false,false,true
2024.01.03 23:20:00,blocked_candidate,AUDJPY,LONG,server_16_23,all_score_passing,300,Nested_Fixed_Room2R_LowerTF,fixed_room2r_lower_tf,spread_guard,spread_guard,too_deep_pullback,none,counter_nwave_fail,condition_factorial_candidate,true,false,true,true,true,true,false,true,true,false,false,96.366,95.866,70.80,0.183,0.088,0.036,0.5331,19.0,96.589,96.374,96.345,96.396,96.326,96.536,1.00,0.070,2.00,1,0.193,5.41,0.051,1.43,70.0,1.96,140.0,3.93,120.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false,false,condition_factorial_candidate,not_evaluated,96.589,96.589,96.345,0.000,0.00,1,A_low@2024.01.03 04:00=95.86600|B_high@2024.01.03 10:00=96.36600|C_low@2024.01.03 16:00=96.01200,high_latest@2024.01.03 20:15=96.58900|low_latest@2024.01.03 21:15=96.34500|bos@2024.01.03 20:15=96.58900,2.74,0.00,70.80,96.589,h1_last_lower_high,2.76,1.38,room_to_2r_ok,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,pullback_down,prev_extreme_break,counter_nwave_fail,weak_lower_high,m15_prev_extreme_bos,h1_counter_high,96.589,true,true,false,true,false,false,true,true,false,true,true,true
2024.01.04 02:35:00,final_entry_candidate,GBPJPY,LONG,server_00_07,all_score_passing,300,Nested_Fixed_Room2R_LowerTF,fixed_room2r_lower_tf,,,too_deep_pullback,none,counter_nwave_pass,condition_factorial_candidate,true,false,true,true,true,true,true,false,true,true,true,179.377,178.730,75.43,0.319,0.123,0.077,0.1950,15.0,181.497,181.319,181.185,181.334,181.170,181.662,0.43,0.164,2.00,1,0.163,2.12,0.149,1.94,164.0,2.13,328.0,4.26,136.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false,false,condition_factorial_candidate,not_evaluated,181.497,181.692,181.185,0.000,0.00,1,A_low@2024.01.02 17:00=178.73000|B_high@2024.01.02 19:00=179.37700|C_low@2024.01.03 00:00=178.88900,high_latest@2024.01.03 23:30=181.49700|low_latest@2024.01.04 01:00=181.18500|bos@2024.01.03 23:30=181.49700,2.03,4.11,75.43,181.497,h1_last_lower_high,2.18,1.09,room_to_2r_ok,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,pullback_down,prev_extreme_break,counter_nwave_pass,last_lower_high,m15_prev_extreme_bos,h1_counter_high,181.692,true,true,false,true,true,true,true,true,false,true,true,true
2024.01.04 02:35:00,order_sent,GBPJPY,LONG,server_00_07,all_score_passing,300,Nested_Fixed_Room2R_LowerTF,fixed_room2r_lower_tf,,,too_deep_pullback,none,counter_nwave_pass,condition_factorial_candidate,true,false,true,true,true,true,true,false,true,true,true,179.377,178.730,75.43,0.319,0.123,0.077,0.1950,15.0,181.497,181.319,181.185,181.334,181.170,181.662,0.43,0.164,2.00,1,0.163,2.12,0.149,1.94,164.0,2.13,328.0,4.26,136.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false,false,condition_factorial_candidate,not_evaluated,181.497,181.692,181.185,0.000,0.00,1,A_low@2024.01.02 17:00=178.73000|B_high@2024.01.02 19:00=179.37700|C_low@2024.01.03 00:00=178.88900,high_latest@2024.01.03 23:30=181.49700|low_latest@2024.01.04 01:00=181.18500|bos@2024.01.03 23:30=181.49700,2.03,4.11,75.43,181.497,h1_last_lower_high,2.18,1.09,room_to_2r_ok,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,pullback_down,prev_extreme_break,counter_nwave_pass,last_lower_high,m15_prev_extreme_bos,h1_counter_high,181.692,true,true,false,true,true,true,true,true,false,true,true,true
2024.01.05 15:35:00,blocked_candidate,AUDJPY,LONG,server_08_15,all_score_passing,300,Nested_Fixed_Room2R_LowerTF,fixed_condition_room_to_2r_fail,fixed_condition_room_to_2r_fail,,unknown,none,counter_nwave_pass,condition_factorial_candidate,true,false,true,true,true,true,false,true,true,false,false,0.000,0.000,0.00,0.145,0.066,0.058,0.2577,15.0,97.068,97.060,96.976,97.080,96.961,97.318,0.61,0.119,2.00,1,0.012,0.21,0.104,1.79,119.0,2.04,238.0,4.09,136.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false,false,condition_factorial_candidate,not_evaluated,97.068,97.082,96.976,0.000,0.00,1,,high_latest@2024.01.05 14:00=97.06800|low_latest@2024.01.05 13:30=96.97600|bos@2024.01.05 14:00=97.06800,0.00,1.62,0.00,97.068,h1_last_lower_high,0.02,0.01,insufficient_room_to_1r,none,ma_bias_pass,dow_bias_pass,unknown,pullback_down,prev_extreme_break,counter_nwave_pass,last_lower_high,m15_prev_extreme_bos,h1_counter_high,97.082,true,true,false,true,true,true,true,true,false,false,false,true
2024.01.05 15:50:00,final_entry_candidate,XAUUSD,SHORT,server_08_15,all_score_passing,300,Nested_Fixed_Room2R_LowerTF,fixed_room2r_lower_tf,,,too_deep_pullback,none,counter_nwave_fail,condition_factorial_candidate,true,false,true,true,true,true,true,false,true,true,true,2048.18,2040.88,82.88,2.92,2.56,3.25,0.0553,18.0,2037.10,2034.06,2040.71,2034.13,2040.89,2020.61,0.07,6.76,2.00,1,2.97,0.91,6.58,2.02,676.0,2.08,1352.0,4.16,120.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false,false,condition_factorial_candidate,not_evaluated,2037.10,2040.71,2037.10,0.00,0.00,1,A_high@2024.01.05 03:00=2048.18000|B_low@2024.01.05 08:00=2040.88000|C_high@2024.01.05 09:00=2046.93000,high_latest@2024.01.05 14:00=2040.71000|low_latest@2024.01.05 13:15=2037.10000|bos@2024.01.05 13:15=2037.10000,2.50,0.00,82.88,2037.10,h1_last_higher_low,0.00,0.00,no_known_obstacle,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,pullback_up,prev_extreme_break,counter_nwave_fail,weak_higher_low,m15_true_bos_close,no_known_obstacle,0.00,true,true,false,true,false,false,true,false,true,true,true,true
2024.01.05 15:50:00,order_sent,XAUUSD,SHORT,server_08_15,all_score_passing,300,Nested_Fixed_Room2R_LowerTF,fixed_room2r_lower_tf,,,too_deep_pullback,none,counter_nwave_fail,condition_factorial_candidate,true,false,true,true,true,true,true,false,true,true,true,2048.18,2040.88,82.88,2.92,2.56,3.25,0.0553,18.0,2037.10,2034.06,2040.71,2034.13,2040.89,2020.61,0.07,6.76,2.00,1,2.97,0.91,6.58,2.02,676.0,2.08,1352.0,4.16,120.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false,false,condition_factorial_candidate,not_evaluated,2037.10,2040.71,2037.10,0.00,0.00,1,A_high@2024.01.05 03:00=2048.18000|B_low@2024.01.05 08:00=2040.88000|C_high@2024.01.05 09:00=2046.93000,high_latest@2024.01.05 14:00=2040.71000|low_latest@2024.01.05 13:15=2037.10000|bos@2024.01.05 13:15=2037.10000,2.50,0.00,82.88,2037.10,h1_last_higher_low,0.00,0.00,no_known_obstacle,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,pullback_up,prev_extreme_break,counter_nwave_fail,weak_higher_low,m15_true_bos_close,no_known_obstacle,0.00,true,true,false,true,false,false,true,false,true,true,true,true
2024.01.05 16:10:00,final_entry_candidate,USDJPY,LONG,server_16_23,all_score_passing,300,Nested_Fixed_Room2R_LowerTF,fixed_room2r_lower_tf,,,too_deep_pullback,none,counter_nwave_pass,condition_factorial_candidate,true,false,true,true,true,true,true,false,true,true,true,144.948,144.493,65.05,0.290,0.171,0.197,0.0759,15.0,145.346,145.417,145.046,145.431,145.031,146.231,0.18,0.400,2.00,1,0.085,0.43,0.385,1.95,400.0,2.03,800.0,4.05,136.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false,false,condition_factorial_candidate,not_evaluated,145.346,145.370,145.046,0.000,0.00,1,A_low@2024.01.05 00:00=144.49300|B_high@2024.01.05 05:00=144.94800|C_low@2024.01.05 07:00=144.65200,high_latest@2024.01.05 13:15=145.34600|low_latest@2024.01.05 15:15=145.04600|bos@2024.01.05 13:15=145.34600,1.57,1.90,65.05,145.346,h1_last_lower_high,0.00,0.00,no_known_obstacle,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,pullback_down,prev_extreme_break,counter_nwave_pass,last_lower_high,m15_true_bos_close,no_known_obstacle,0.000,true,true,false,true,true,true,true,false,true,true,true,true
2024.01.05 16:10:00,order_sent,USDJPY,LONG,server_16_23,all_score_passing,300,Nested_Fixed_Room2R_LowerTF,fixed_room2r_lower_tf,,,too_deep_pullback,none,counter_nwave_pass,condition_factorial_candidate,true,false,true,true,true,true,true,false,true,true,true,144.948,144.493,65.05,0.290,0.171,0.197,0.0759,15.0,145.346,145.417,145.046,145.431,145.031,146.231,0.18,0.400,2.00,1,0.085,0.43,0.385,1.95,400.0,2.03,800.0,4.05,136.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false,false,condition_factorial_candidate,not_evaluated,145.346,145.370,145.046,0.000,0.00,1,A_low@2024.01.05 00:00=144.49300|B_high@2024.01.05 05:00=144.94800|C_low@2024.01.05 07:00=144.65200,high_latest@2024.01.05 13:15=145.34600|low_latest@2024.01.05 15:15=145.04600|bos@2024.01.05 13:15=145.34600,1.57,1.90,65.05,145.346,h1_last_lower_high,0.00,0.00,no_known_obstacle,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,pullback_down,prev_extreme_break,counter_nwave_pass,last_lower_high,m15_true_bos_close,no_known_obstacle,0.000,true,true,false,true,true,true,true,false,true,true,true,true
2024.01.09 09:25:00,blocked_candidate,EURUSD,LONG,server_08_15,all_score_passing,300,Nested_Fixed_Room2R_LowerTF,fixed_condition_room_to_2r_fail,fixed_condition_room_to_2r_fail,,unknown,none,counter_nwave_pass,condition_factorial_candidate,true,false,true,true,true,true,false,true,true,false,false,0.00000,0.00000,0.00,0.00090,0.00044,0.00030,0.4048,12.0,1.09544,1.09566,1.09528,1.09579,1.09516,1.09705,0.79,0.00063,2.00,1,0.00035,1.18,0.00051,1.72,63.0,2.13,126.0,4.25,128.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false,false,condition_factorial_candidate,not_evaluated,1.09544,1.09657,1.09528,0.00000,0.00,1,,high_latest@2024.01.09 08:15=1.09544|low_latest@2024.01.09 06:15=1.09528|bos@2024.01.09 08:15=1.09544,0.00,2.96,0.00,1.09544,h1_last_lower_high,1.24,0.62,room_to_1r_only,none,ma_bias_pass,dow_bias_fail,unknown,pullback_down,prev_extreme_break,counter_nwave_pass,last_lower_high,m15_true_bos_close,h1_counter_high,1.09657,true,false,false,true,true,true,true,false,true,true,false,true
