period,scenario,run,entry_selection_mode,candidate_index,time,month,hour,session,symbol,direction,fx_bucket,event,router_decision,breakout_quality_label,breakout_quality_reason,fail_reason,execution_block_reason,label,fib_zone,neckline_break_label,h4_trend_state,h1_counter_trend_state,h4_fib_retracement_pct,entry_price,sl,tp,volume,risk_r,rr,sl_atr,tp_atr,neckline_price,right_side_level,distance_neckline_to_entry_atr,breakout_close_distance_from_neckline_atr,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,hypothetical_exit_time,hypothetical_exit_price,hypothetical_outcome,hypothetical_result_R,hypothetical_net_profit,same_bar_ambiguous,bars_to_exit,max_favorable_r,max_adverse_r,reached_0_5R,reached_1R,reached_1_5R,reached_2R,reached_3R,time_to_0_5R,time_to_1R,time_to_1_5R,time_to_2R,time_to_3R,false_break_return_inside_neckline,false_break_return_bars,cohort,h4_fib_bucket,sl_atr_bucket,neckline_touch_bucket,close_strength_bucket,close_distance_bucket,body_atr_bucket,body_ratio_bucket,directional_wick_bucket,mfe_bucket,mae_bucket,context_quality_v0,context_quality_reasons_v0,context_quality_score_v0
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,5,2025.10.10 15:04:59,2025-10,15,server_08_15,XAUUSD,SHORT,XAUUSD,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_initial,bearish_nwave,bullish_counter_nwave,41.78,3988.12,4000.46,3963.44,0.04,12.34,2.0,1.62,3.23,3990.81,4000.08,0.35,0.49,0.45,0.69,1.53,0.3,0.7,7,2025.10.10 18:05:00,4000.46,sl_hit,-1.0,-49.36,0,36,1.412,1.932,1,1,0,0,0,40.0,110.0,,,,1,2,2025_10_removed_loser_dirty_weak,38-42_shallow_edge,1.5-2.0,5-8_moderate,0.60+_strong_close,0.40-0.80_extended,0.60-1.00_large,0.30-0.60_mixed,0.20-0.45_mixed_wick,1-1.5R,1.5-2R,clean_context_v0,h4_edge_pullback|neckline_not_stale|sl_atr_ok|break_distance_usable|directional_close_strong|body_atr_usable|wick_ok,6
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,6,2025.10.10 15:19:59,2025-10,15,server_08_15,XAUUSD,SHORT,XAUUSD,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,41.78,3992.74,4000.47,3977.28,0.06,7.73,2.0,1.0,2.01,3990.81,4000.08,0.25,0.3,0.21,0.17,0.82,0.32,0.47,8,2025.10.10 16:55:00,3977.28,tp_hit,2.0,92.76,0,19,2.226,0.696,1,1,1,1,0,0.0,15.0,25.0,95.0,,1,1,2025_10_removed_winner_dirty_weak,38-42_shallow_edge,1.0-1.5,5-8_moderate,0.35-0.60_mixed_close,0.20-0.40_normal,<0.25_small_body,<0.30_wicky,0.20-0.45_mixed_wick,2R+,0.5-1R,mixed_context_v0,h4_edge_pullback|neckline_not_stale|sl_atr_ok|break_distance_usable|directional_close_mixed|body_too_small|wick_ok,4
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,7,2025.10.13 08:04:59,2025-10,08,server_08_15,AUDJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close|sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,46.41,99.067,99.229,98.743,0.47,0.162,2.0,2.11,4.23,99.106,99.201,0.51,0.43,0.84,0.8,0.95,0.01,0.15,4,2025.10.13 10:25:00,99.229,sl_hit,-1.0,-47.54,0,28,0.907,1.543,1,0,0,0,0,65.0,,,,,0,,2025_10_removed_loser_dirty_weak,42-50_mid,2.0+_wide,1-4_fresh,<0.35_weak_close,0.40-0.80_extended,0.60-1.00_large,0.60+_body,<0.20_clean_wick,0.5-1R,1.5-2R,mixed_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_wide_or_unknown|break_distance_usable|directional_close_weak|body_atr_usable|wick_ok,5
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,8,2025.10.13 09:19:59,2025-10,09,server_08_15,AUDJPY,SHORT,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_initial,bearish_nwave,bullish_counter_nwave,46.41,98.979,99.122,98.693,0.53,0.143,2.0,1.9,3.8,98.974,99.094,0.07,0.37,0.63,1.33,2.12,0.16,0.84,3,2025.10.13 10:05:00,99.122,sl_hit,-1.0,-47.32,0,9,0.07,1.112,0,0,0,0,0,,,,,,1,0,2025_10_removed_loser_dirty_weak,42-50_mid,1.5-2.0,1-4_fresh,0.60+_strong_close,0.20-0.40_normal,1.00+_overextended,0.60+_body,<0.20_clean_wick,<0.5R,1-1.5R,clean_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_ok|break_distance_usable|directional_close_strong|body_overextended|wick_ok,6
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,9,2025.10.13 12:50:00,2025-10,12,server_08_15,AUDJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance|weak_directional_close|large_directional_wick,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,56.0,99.259,99.387,99.003,0.6,0.128,2.0,1.26,2.51,99.255,99.359,0.04,0.03,0.05,0.02,0.36,0.81,0.14,7,2025.10.13 14:05:00,99.003,tp_hit,2.0,95.9,0,15,2.031,0.203,1,1,1,1,0,70.0,75.0,75.0,75.0,,1,0,2025_10_removed_winner_dirty_weak,50-58_mid,1.0-1.5,5-8_moderate,<0.35_weak_close,<0.20_shallow_break,<0.25_small_body,<0.30_wicky,0.45+_large_wick,2R+,<0.5R,poor_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_ok|break_too_shallow|directional_close_weak|body_too_small|large_directional_wick,3
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,10,2025.10.13 13:04:59,2025-10,13,server_08_15,AUDJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,56.0,99.247,99.387,98.967,0.54,0.14,2.0,1.43,2.86,99.255,99.359,0.08,0.06,0.08,0.03,0.39,0.05,0.95,8,2025.10.13 14:30:00,98.967,tp_hit,2.0,94.4,0,17,2.093,0.107,1,1,1,1,0,55.0,60.0,60.0,85.0,,0,,2025_10_removed_winner_dirty_weak,50-58_mid,1.0-1.5,5-8_moderate,0.60+_strong_close,<0.20_shallow_break,<0.25_small_body,<0.30_wicky,<0.20_clean_wick,2R+,<0.5R,mixed_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_ok|break_too_shallow|directional_close_strong|body_too_small|wick_ok,5
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,11,2025.10.13 13:19:59,2025-10,13,server_08_15,AUDJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance|weak_directional_close|large_directional_wick,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,56.0,99.227,99.387,98.907,0.47,0.16,2.0,1.73,3.45,99.255,99.359,0.3,0.03,0.07,0.02,0.3,0.68,0.25,9,2025.10.14 03:25:00,99.387,sl_hit,-1.0,-46.95,0,169,1.875,1.106,1,1,1,0,0,45.0,45.0,70.0,,,0,,2025_10_removed_loser_dirty_weak,50-58_mid,1.5-2.0,9-12_tested,<0.35_weak_close,<0.20_shallow_break,<0.25_small_body,<0.30_wicky,0.45+_large_wick,1.5-2R,1-1.5R,poor_context_v0,h4_mid_pullback|neckline_over_tested|sl_atr_ok|break_too_shallow|directional_close_weak|body_too_small|large_directional_wick,2
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,13,2025.10.13 15:19:59,2025-10,15,server_08_15,GBPJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance|weak_directional_close|sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,40.27,202.85,203.12,202.31,0.28,0.27,2.0,2.14,4.28,202.852,203.082,0.02,0.06,0.67,0.72,1.07,0.28,0.04,11,2025.10.13 17:45:00,203.12,sl_hit,-1.0,-47.2,0,29,0.367,1.022,0,0,0,0,0,,,,,,1,2,2025_10_removed_loser_dirty_weak,38-42_shallow_edge,2.0+_wide,9-12_tested,<0.35_weak_close,<0.20_shallow_break,0.60-1.00_large,0.60+_body,0.20-0.45_mixed_wick,<0.5R,1-1.5R,poor_context_v0,h4_edge_pullback|neckline_over_tested|sl_atr_wide_or_unknown|break_too_shallow|directional_close_weak|body_atr_usable|wick_ok,2
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,14,2025.10.13 15:34:59,2025-10,15,server_08_15,GBPJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,40.27,202.865,203.12,202.355,0.3,0.255,2.0,2.15,4.3,202.852,203.082,0.11,0.27,0.34,0.22,0.64,0.26,0.74,10,2025.10.13 17:45:00,203.12,sl_hit,-1.0,-47.76,0,26,0.447,1.024,0,0,0,0,0,,,,,,1,0,2025_10_removed_loser_dirty_weak,38-42_shallow_edge,2.0+_wide,9-12_tested,0.60+_strong_close,0.20-0.40_normal,<0.25_small_body,0.30-0.60_mixed,0.20-0.45_mixed_wick,<0.5R,1-1.5R,poor_context_v0,h4_edge_pullback|neckline_over_tested|sl_atr_wide_or_unknown|break_distance_usable|directional_close_strong|body_too_small|wick_ok,3
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,15,2025.10.13 17:04:59,2025-10,17,server_16_23,AUDJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance|weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,45.97,99.221,99.29,99.083,1.0,0.069,2.0,0.76,1.52,99.203,99.262,0.2,0.04,0.87,1.51,1.74,0.13,0.0,5,2025.10.13 17:35:00,99.29,sl_hit,-1.0,-43.08,0,6,1.667,1.174,1,1,1,0,0,15.0,15.0,20.0,,,1,0,2025_10_removed_loser_dirty_weak,42-50_mid,<1.0_tight,5-8_moderate,<0.35_weak_close,<0.20_shallow_break,1.00+_overextended,0.60+_body,<0.20_clean_wick,1.5-2R,1-1.5R,poor_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_ok|break_too_shallow|directional_close_weak|body_overextended|wick_ok,4
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,16,2025.10.16 06:04:59,2025-10,06,server_00_07,EURJPY,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_initial,bullish_nwave,bearish_counter_nwave,61.26,175.893,175.628,176.423,0.28,0.265,2.0,2.03,4.07,175.864,175.658,0.22,0.16,0.92,0.61,0.66,0.07,0.93,12,2025.10.16 12:15:00,176.423,tp_hit,2.0,92.67,0,74,2.034,0.219,1,1,1,1,0,100.0,125.0,215.0,370.0,,1,2,2025_10_removed_winner_dirty_weak,58-62_deep_edge,2.0+_wide,9-12_tested,0.60+_strong_close,<0.20_shallow_break,0.60-1.00_large,0.60+_body,<0.20_clean_wick,2R+,<0.5R,poor_context_v0,h4_edge_pullback|neckline_over_tested|sl_atr_wide_or_unknown|break_too_shallow|directional_close_strong|body_atr_usable|wick_ok,3
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,17,2025.10.16 06:19:59,2025-10,06,server_00_07,EURJPY,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance|weak_directional_close|large_directional_wick,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,61.26,175.88,175.628,176.384,0.3,0.252,2.0,1.96,3.92,175.864,175.658,0.12,0.06,0.25,0.16,0.62,0.5,0.25,12,2025.10.16 12:05:00,176.384,tp_hit,2.0,94.42,0,69,2.079,0.179,1,1,1,1,0,85.0,110.0,195.0,345.0,,0,,2025_10_removed_winner_dirty_weak,58-62_deep_edge,1.5-2.0,9-12_tested,<0.35_weak_close,<0.20_shallow_break,<0.25_small_body,<0.30_wicky,0.45+_large_wick,2R+,<0.5R,poor_context_v0,h4_edge_pullback|neckline_over_tested|sl_atr_ok|break_too_shallow|directional_close_weak|body_too_small|large_directional_wick,1
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,19,2025.10.16 16:34:59,2025-10,16,server_16_23,USDJPY,SHORT,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,47.76,151.21,151.387,150.856,0.43,0.177,2.0,1.54,3.07,151.154,151.367,0.49,0.14,0.18,0.17,0.96,0.28,0.54,12,2025.10.16 17:30:00,150.856,tp_hit,2.0,100.9,0,11,2.107,0.062,1,1,1,1,0,0.0,10.0,35.0,55.0,,0,,2025_10_removed_winner_dirty_weak,42-50_mid,1.5-2.0,9-12_tested,0.35-0.60_mixed_close,<0.20_shallow_break,<0.25_small_body,<0.30_wicky,0.20-0.45_mixed_wick,2R+,<0.5R,poor_context_v0,h4_mid_pullback|neckline_over_tested|sl_atr_ok|break_too_shallow|directional_close_mixed|body_too_small|wick_ok,3
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,20,2025.10.17 23:34:59,2025-10,23,server_16_23,GBPUSD,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close|sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,39.82,1.34267,1.34104,1.34593,0.3,0.00163,2.0,2.15,4.29,1.3424,1.34126,0.36,0.25,0.65,0.41,0.63,0.23,0.12,6,2025.10.20 00:30:00,1.34104,sl_hit,-1.0,-48.9,0,11,0.067,1.043,0,0,0,0,0,,,,,,1,0,2025_10_removed_loser_dirty_weak,38-42_shallow_edge,2.0+_wide,5-8_moderate,<0.35_weak_close,0.20-0.40_normal,0.25-0.60_normal,0.60+_body,0.20-0.45_mixed_wick,<0.5R,1-1.5R,poor_context_v0,h4_edge_pullback|neckline_not_stale|sl_atr_wide_or_unknown|break_distance_usable|directional_close_weak|body_atr_usable|wick_ok,4
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,21,2025.10.17 23:34:59,2025-10,23,server_16_23,XAUUSD,LONG,XAUUSD,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance|sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_initial,bullish_nwave,bearish_counter_nwave,60.43,4244.13,4211.75,4308.89,0.01,32.38,2.0,2.07,4.14,4244.63,4212.53,0.03,0.06,0.89,0.86,0.96,0.04,0.96,9,2025.10.20 15:35:00,4308.89,tp_hit,2.0,64.76,0,180,2.298,0.776,1,1,1,1,0,2965.0,3800.0,3820.0,3840.0,,0,,2025_10_removed_winner_dirty_weak,58-62_deep_edge,2.0+_wide,9-12_tested,0.60+_strong_close,<0.20_shallow_break,0.60-1.00_large,0.60+_body,<0.20_clean_wick,2R+,0.5-1R,poor_context_v0,h4_edge_pullback|neckline_over_tested|sl_atr_wide_or_unknown|break_too_shallow|directional_close_strong|body_atr_usable|wick_ok,3
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,22,2025.10.17 23:49:59,2025-10,23,server_16_23,GBPUSD,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,39.82,1.34264,1.34096,1.346,0.3,0.00168,2.0,2.19,4.38,1.3424,1.34126,0.31,0.3,0.06,0.07,1.08,0.18,0.82,6,2025.10.20 10:05:00,1.34096,sl_hit,-1.0,-50.4,0,123,0.94,1.292,1,0,0,0,0,3130.0,,,,,1,1,2025_10_removed_loser_dirty_weak,38-42_shallow_edge,2.0+_wide,5-8_moderate,0.60+_strong_close,0.20-0.40_normal,<0.25_small_body,<0.30_wicky,<0.20_clean_wick,0.5-1R,1-1.5R,poor_context_v0,h4_edge_pullback|neckline_not_stale|sl_atr_wide_or_unknown|break_distance_usable|directional_close_strong|body_too_small|wick_ok,4
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,23,2025.10.20 01:49:59,2025-10,01,server_00_07,XAUUSD,LONG,XAUUSD,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,43.85,4261.93,4239.22,4307.35,0.02,22.71,2.0,1.66,3.33,4252.89,4239.9,0.66,0.3,0.22,0.22,1.0,0.0,0.78,3,2025.10.20 02:45:00,4239.22,sl_hit,-1.0,-45.42,0,11,0.004,1.01,0,0,0,0,0,,,,,,1,3,2025_10_removed_loser_dirty_weak,42-50_mid,1.5-2.0,1-4_fresh,0.60+_strong_close,0.20-0.40_normal,<0.25_small_body,<0.30_wicky,<0.20_clean_wick,<0.5R,1-1.5R,clean_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_ok|break_distance_usable|directional_close_strong|body_too_small|wick_ok,6
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,24,2025.10.20 02:04:59,2025-10,02,server_00_07,XAUUSD,LONG,XAUUSD,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close|large_directional_wick,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,43.85,4254.91,4239.23,4286.27,0.03,15.68,2.0,1.18,2.36,4252.89,4239.9,0.15,0.21,0.14,0.09,0.63,0.6,0.25,3,2025.10.20 02:45:00,4239.23,sl_hit,-1.0,-47.04,0,8,0.006,1.015,0,0,0,0,0,,,,,,1,0,2025_10_removed_loser_dirty_weak,42-50_mid,1.0-1.5,1-4_fresh,<0.35_weak_close,0.20-0.40_normal,<0.25_small_body,<0.30_wicky,0.45+_large_wick,<0.5R,1-1.5R,poor_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_ok|break_distance_usable|directional_close_weak|body_too_small|large_directional_wick,4
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,25,2025.10.20 09:19:59,2025-10,09,server_08_15,USDJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close|large_directional_wick|sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,60.28,150.705,150.902,150.311,0.38,0.197,2.0,2.08,4.16,150.804,150.887,1.04,1.66,0.04,0.04,0.95,0.69,0.27,8,2025.10.20 12:05:00,150.311,tp_hit,2.0,99.61,0,33,2.234,0.614,1,1,1,1,0,10.0,160.0,165.0,165.0,,0,,2025_10_removed_winner_dirty_weak,58-62_deep_edge,2.0+_wide,5-8_moderate,<0.35_weak_close,0.80+_far,<0.25_small_body,<0.30_wicky,0.45+_large_wick,2R+,0.5-1R,poor_context_v0,h4_edge_pullback|neckline_not_stale|sl_atr_wide_or_unknown|break_too_far|directional_close_weak|body_too_small|large_directional_wick,1
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,26,2025.10.21 07:49:59,2025-10,07,server_00_07,EURJPY,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,clean_nested_nwave_entry,bullish_nwave,bearish_counter_nwave,51.9,175.873,175.657,176.305,0.35,0.216,2.0,2.17,4.35,175.842,175.687,0.31,0.19,0.46,0.6,1.31,0.44,0.56,5,2025.10.21 07:55:00,175.657,sl_hit,-1.0,-47.21,0,1,0.157,1.505,0,0,0,0,0,,,,,,1,1,2025_10_removed_loser_dirty_weak,50-58_mid,2.0+_wide,5-8_moderate,0.35-0.60_mixed_close,<0.20_shallow_break,0.60-1.00_large,0.30-0.60_mixed,0.20-0.45_mixed_wick,<0.5R,1.5-2R,mixed_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_wide_or_unknown|break_too_shallow|directional_close_mixed|body_atr_usable|wick_ok,4
2025-10,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,28,2025.10.30 09:49:59,2025-10,09,server_08_15,EURUSD,SHORT,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,clean_nested_nwave_entry,bearish_nwave,bullish_counter_nwave,61.68,1.16237,1.16322,1.16067,0.59,0.00085,2.0,1.11,2.22,1.16237,1.16304,0.0,0.46,0.4,0.57,1.44,0.26,0.74,6,2025.10.30 11:10:00,1.16067,tp_hit,2.0,100.3,0,16,2.118,0.094,1,1,1,1,0,0.0,10.0,55.0,80.0,,0,,2025_10_removed_winner_dirty_weak,58-62_deep_edge,1.0-1.5,5-8_moderate,0.60+_strong_close,0.40-0.80_extended,0.25-0.60_normal,0.30-0.60_mixed,0.20-0.45_mixed_wick,2R+,<0.5R,clean_context_v0,h4_edge_pullback|neckline_not_stale|sl_atr_ok|break_distance_usable|directional_close_strong|body_atr_usable|wick_ok,6
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,1,2026.01.02 11:19:59,2026-01,11,server_08_15,EURUSD,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,52.34,1.17354,1.1748,1.17102,0.39,0.00126,2.0,2.06,4.11,1.17407,1.17464,0.86,1.63,0.29,0.46,1.57,0.18,0.53,5,2026.01.02 17:55:00,1.1748,sl_hit,-1.0,-49.14,0,79,1.825,1.27,1,1,1,0,0,5.0,30.0,50.0,,,0,,2026_q1_avoided_loser_dirty_weak,50-58_mid,2.0+_wide,5-8_moderate,0.35-0.60_mixed_close,0.80+_far,0.25-0.60_normal,<0.30_wicky,<0.20_clean_wick,1.5-2R,1-1.5R,mixed_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_wide_or_unknown|break_too_far|directional_close_mixed|body_atr_usable|wick_ok,4
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,2,2026.01.02 18:04:59,2026-01,18,server_16_23,EURJPY,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,clean_nested_nwave_entry,bullish_nwave,bearish_counter_nwave,57.32,183.987,183.779,184.403,0.37,0.208,2.0,1.75,3.5,183.985,183.809,0.02,0.04,0.34,0.53,1.58,0.18,0.82,8,2026.01.02 22:55:00,183.779,sl_hit,-1.0,-48.06,0,58,0.236,1.014,0,0,0,0,0,,,,,,1,0,2026_q1_avoided_loser_dirty_weak,50-58_mid,1.5-2.0,5-8_moderate,0.60+_strong_close,<0.20_shallow_break,0.25-0.60_normal,0.30-0.60_mixed,<0.20_clean_wick,<0.5R,1-1.5R,clean_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_ok|break_too_shallow|directional_close_strong|body_atr_usable|wick_ok,6
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,3,2026.01.05 16:19:59,2026-01,16,server_16_23,GBPJPY,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,large_directional_wick,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,39.86,210.921,210.651,211.461,0.29,0.27,2.0,1.99,3.97,210.907,210.689,0.1,0.43,0.07,0.06,0.85,0.48,0.52,11,2026.01.05 17:55:00,211.461,tp_hit,2.0,97.79,0,19,2.104,0.204,1,1,1,1,0,20.0,35.0,90.0,95.0,,0,,2026_q1_removed_winner_dirty_weak,38-42_shallow_edge,1.5-2.0,9-12_tested,0.35-0.60_mixed_close,0.40-0.80_extended,<0.25_small_body,<0.30_wicky,0.45+_large_wick,2R+,<0.5R,poor_context_v0,h4_edge_pullback|neckline_over_tested|sl_atr_ok|break_distance_usable|directional_close_mixed|body_too_small|large_directional_wick,2
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,4,2026.01.06 11:49:59,2026-01,11,server_08_15,EURJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,52.92,183.228,183.452,182.78,0.34,0.224,2.0,1.92,3.85,183.228,183.422,0.0,0.21,0.69,0.76,1.11,0.06,0.25,2,2026.01.07 08:10:00,182.78,tp_hit,2.0,95.1,0,244,2.049,0.647,1,1,1,1,0,10.0,170.0,1155.0,1220.0,,0,,2026_q1_removed_winner_dirty_weak,50-58_mid,1.5-2.0,1-4_fresh,<0.35_weak_close,0.20-0.40_normal,0.60-1.00_large,0.60+_body,<0.20_clean_wick,2R+,0.5-1R,clean_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_ok|break_distance_usable|directional_close_weak|body_atr_usable|wick_ok,6
