period,scenario,run,entry_selection_mode,candidate_index,time,month,hour,session,symbol,direction,fx_bucket,event,router_decision,breakout_quality_label,breakout_quality_reason,fail_reason,execution_block_reason,label,fib_zone,neckline_break_label,h4_trend_state,h1_counter_trend_state,h4_fib_retracement_pct,entry_price,sl,tp,volume,risk_r,rr,sl_atr,tp_atr,neckline_price,right_side_level,distance_neckline_to_entry_atr,breakout_close_distance_from_neckline_atr,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,hypothetical_exit_time,hypothetical_exit_price,hypothetical_outcome,hypothetical_result_R,hypothetical_net_profit,same_bar_ambiguous,bars_to_exit,max_favorable_r,max_adverse_r,reached_0_5R,reached_1R,reached_1_5R,reached_2R,reached_3R,time_to_0_5R,time_to_1R,time_to_1_5R,time_to_2R,time_to_3R,false_break_return_inside_neckline,false_break_return_bars,cohort,h4_fib_bucket,sl_atr_bucket,neckline_touch_bucket,close_strength_bucket,close_distance_bucket,body_atr_bucket,body_ratio_bucket,directional_wick_bucket,mfe_bucket,mae_bucket,context_quality_v0,context_quality_reasons_v0,context_quality_score_v0
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,11,2025.02.06 12:34:59,2025-02,12,server_08_15,AUDJPY,LONG,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_initial,bullish_nwave,bearish_counter_nwave,54.83,95.603,95.434,95.941,0.45,0.169,2.0,1.84,3.68,95.57,95.462,0.36,0.2,0.46,0.34,0.74,0.35,0.65,14,2025.02.06 14:00:00,95.434,sl_hit,-1.0,-47.49,0,17,0.065,1.024,0,0,0,0,0,,,,,,1,1,2025-02_other_dirty_weak,50-58_mid,1.5-2.0,13+_stale,0.60+_strong_close,0.20-0.40_normal,0.25-0.60_normal,0.30-0.60_mixed,0.20-0.45_mixed_wick,<0.5R,1-1.5R,clean_context_v0,h4_mid_pullback|neckline_over_tested|sl_atr_ok|break_distance_usable|directional_close_strong|body_atr_usable|wick_ok,6
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,12,2025.02.06 20:19:59,2025-02,20,server_16_23,AUDJPY,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance|weak_directional_close|sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,60.79,95.346,95.152,95.734,0.39,0.194,2.0,2.05,4.09,95.313,95.18,0.35,0.09,0.88,1.28,1.46,0.12,0.0,8,2025.02.06 20:35:00,95.152,sl_hit,-1.0,-47.25,0,3,0.062,1.351,0,0,0,0,0,,,,,,1,1,2025-02_other_dirty_weak,58-62_deep_edge,2.0+_wide,5-8_moderate,<0.35_weak_close,<0.20_shallow_break,1.00+_overextended,0.60+_body,<0.20_clean_wick,<0.5R,1-1.5R,poor_context_v0,h4_edge_pullback|neckline_not_stale|sl_atr_wide_or_unknown|break_too_shallow|directional_close_weak|body_overextended|wick_ok,2
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,13,2025.02.06 22:34:59,2025-02,22,server_16_23,XAUUSD,LONG,XAUUSD,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,39.93,2854.89,2850.22,2864.23,0.1,4.67,2.0,1.91,3.82,2853.65,2850.4,0.51,0.3,0.86,0.87,1.01,0.07,0.07,7,2025.02.07 03:40:00,2864.23,tp_hit,2.0,93.4,0,49,2.503,0.216,1,1,1,1,0,165.0,220.0,280.0,305.0,,0,,2025-02_other_dirty_weak,38-42_shallow_edge,1.5-2.0,5-8_moderate,<0.35_weak_close,0.20-0.40_normal,0.60-1.00_large,0.60+_body,<0.20_clean_wick,2R+,<0.5R,mixed_context_v0,h4_edge_pullback|neckline_not_stale|sl_atr_ok|break_distance_usable|directional_close_weak|body_atr_usable|wick_ok,5
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,14,2025.02.06 22:49:59,2025-02,22,server_16_23,XAUUSD,LONG,XAUUSD,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,39.93,2854.64,2850.22,2863.48,0.11,4.42,2.0,1.93,3.85,2853.65,2850.4,0.43,0.86,0.77,0.55,0.71,0.2,0.8,7,2025.02.07 03:20:00,2863.48,tp_hit,2.0,97.24,0,42,2.138,0.057,1,1,1,1,0,10.0,190.0,265.0,270.0,,0,,2025-02_other_dirty_weak,38-42_shallow_edge,1.5-2.0,5-8_moderate,0.60+_strong_close,0.80+_far,0.25-0.60_normal,0.60+_body,0.20-0.45_mixed_wick,2R+,<0.5R,mixed_context_v0,h4_edge_pullback|neckline_not_stale|sl_atr_ok|break_too_far|directional_close_strong|body_atr_usable|wick_ok,5
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,15,2025.02.11 18:04:59,2025-02,18,server_16_23,XAUUSD,LONG,XAUUSD,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance|weak_directional_close|large_directional_wick|sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_initial,bullish_nwave,bearish_counter_nwave,51.2,2904.63,2890.47,2932.95,0.03,14.16,2.0,2.03,4.06,2904.35,2890.82,0.04,0.06,0.32,0.12,0.39,0.66,0.34,12,2025.02.12 02:50:00,2890.47,sl_hit,-1.0,-42.48,0,93,0.28,1.094,0,0,0,0,0,,,,,,1,7,2025-02_other_dirty_weak,50-58_mid,2.0+_wide,9-12_tested,<0.35_weak_close,<0.20_shallow_break,<0.25_small_body,0.30-0.60_mixed,0.45+_large_wick,<0.5R,1-1.5R,poor_context_v0,h4_mid_pullback|neckline_over_tested|sl_atr_wide_or_unknown|break_too_shallow|directional_close_weak|body_too_small|large_directional_wick,1
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,16,2025.02.12 01:49:59,2025-02,01,server_00_07,XAUUSD,LONG,XAUUSD,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_initial,bullish_nwave,bearish_counter_nwave,49.92,2900.55,2896.77,2908.11,0.13,3.78,2.0,1.69,3.38,2899.69,2896.95,0.38,0.33,0.49,0.34,0.69,0.12,0.88,6,2025.02.12 02:00:00,2896.77,sl_hit,-1.0,-49.14,0,2,0.0,1.071,0,0,0,0,0,,,,,,1,0,2025-02_other_dirty_weak,42-50_mid,1.5-2.0,5-8_moderate,0.60+_strong_close,0.20-0.40_normal,0.25-0.60_normal,0.30-0.60_mixed,<0.20_clean_wick,<0.5R,1-1.5R,clean_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_ok|break_distance_usable|directional_close_strong|body_atr_usable|wick_ok,7
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,17,2025.02.13 20:19:59,2025-02,20,server_16_23,GBPJPY,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,clean_nested_nwave_entry,bullish_nwave,bearish_counter_nwave,51.43,191.835,191.637,192.231,0.38,0.198,2.0,0.78,1.56,191.902,191.675,0.26,0.05,0.66,0.54,0.82,0.1,0.9,9,2025.02.13 20:40:00,191.637,sl_hit,-1.0,-46.98,0,4,0.581,2.934,1,0,0,0,0,5.0,,,,,1,0,2025-02_other_dirty_weak,50-58_mid,<1.0_tight,9-12_tested,0.60+_strong_close,<0.20_shallow_break,0.25-0.60_normal,0.60+_body,<0.20_clean_wick,0.5-1R,2R+,mixed_context_v0,h4_mid_pullback|neckline_over_tested|sl_atr_ok|break_too_shallow|directional_close_strong|body_atr_usable|wick_ok,5
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,18,2025.02.13 20:34:59,2025-02,20,server_16_23,GBPJPY,LONG,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,51.43,191.963,191.637,192.615,0.23,0.326,2.0,1.33,2.67,191.902,191.675,0.25,0.13,0.08,0.08,0.92,0.06,0.94,10,2025.02.13 20:40:00,191.637,sl_hit,-1.0,-46.82,0,1,0.0,2.175,0,0,0,0,0,,,,,,1,1,2025-02_other_dirty_weak,50-58_mid,1.0-1.5,9-12_tested,0.60+_strong_close,<0.20_shallow_break,<0.25_small_body,<0.30_wicky,<0.20_clean_wick,<0.5R,2R+,poor_context_v0,h4_mid_pullback|neckline_over_tested|sl_atr_ok|break_too_shallow|directional_close_strong|body_too_small|wick_ok,4
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,19,2025.02.14 01:04:59,2025-02,01,server_00_07,EURJPY,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_initial,bullish_nwave,bearish_counter_nwave,57.15,159.977,159.753,160.425,0.34,0.224,2.0,2.05,4.09,159.908,159.783,0.63,0.32,0.58,0.56,0.96,0.22,0.78,5,2025.02.14 02:20:00,159.753,sl_hit,-1.0,-47.56,0,15,0.781,1.143,1,0,0,0,0,10.0,,,,,0,,2025-02_other_dirty_weak,50-58_mid,2.0+_wide,5-8_moderate,0.60+_strong_close,0.20-0.40_normal,0.25-0.60_normal,0.30-0.60_mixed,0.20-0.45_mixed_wick,0.5-1R,1-1.5R,clean_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_wide_or_unknown|break_distance_usable|directional_close_strong|body_atr_usable|wick_ok,6
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,20,2025.02.14 11:49:59,2025-02,11,server_08_15,GBPJPY,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,59.74,192.058,191.641,192.892,0.18,0.417,2.0,1.92,3.84,191.971,191.679,0.4,0.4,0.91,0.64,0.7,0.0,0.09,7,2025.02.14 18:20:00,191.641,sl_hit,-1.0,-46.87,0,78,1.024,1.053,1,1,0,0,0,190.0,205.0,,,,1,1,2025-02_other_dirty_weak,58-62_deep_edge,1.5-2.0,5-8_moderate,<0.35_weak_close,0.40-0.80_extended,0.60-1.00_large,0.60+_body,<0.20_clean_wick,1-1.5R,1-1.5R,mixed_context_v0,h4_edge_pullback|neckline_not_stale|sl_atr_ok|break_distance_usable|directional_close_weak|body_atr_usable|wick_ok,5
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,21,2025.02.18 09:04:59,2025-02,09,server_08_15,GBPJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close|large_directional_wick,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,46.5,191.571,191.754,191.205,0.41,0.183,2.0,1.31,2.62,191.532,191.716,0.28,0.59,0.25,0.24,0.97,0.45,0.3,10,2025.02.18 09:55:00,191.754,sl_hit,-1.0,-46.85,0,10,0.634,1.246,1,0,0,0,0,15.0,,,,,1,0,2025-02_other_dirty_weak,42-50_mid,1.0-1.5,9-12_tested,<0.35_weak_close,0.40-0.80_extended,<0.25_small_body,<0.30_wicky,0.45+_large_wick,0.5-1R,1-1.5R,poor_context_v0,h4_mid_pullback|neckline_over_tested|sl_atr_ok|break_distance_usable|directional_close_weak|body_too_small|large_directional_wick,3
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,23,2025.02.21 06:04:59,2025-02,06,server_00_07,EURJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance|weak_directional_close|large_directional_wick,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,48.08,157.827,158.112,157.257,0.26,0.285,2.0,1.33,2.65,157.876,158.082,0.23,0.05,0.2,0.13,0.65,0.52,0.28,3,2025.02.21 09:45:00,158.112,sl_hit,-1.0,-46.27,0,44,0.498,1.144,0,0,0,0,0,,,,,,0,,2025-02_other_dirty_weak,42-50_mid,1.0-1.5,1-4_fresh,<0.35_weak_close,<0.20_shallow_break,<0.25_small_body,<0.30_wicky,0.45+_large_wick,<0.5R,1-1.5R,poor_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_ok|break_too_shallow|directional_close_weak|body_too_small|large_directional_wick,3
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,25,2025.02.21 06:34:59,2025-02,06,server_00_07,EURJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,48.08,157.76,158.117,157.046,0.21,0.357,2.0,1.67,3.34,157.876,158.082,0.54,0.36,0.52,0.39,0.75,0.19,0.29,5,2025.02.21 09:45:00,158.117,sl_hit,-1.0,-46.81,0,38,0.21,1.101,0,0,0,0,0,,,,,,0,,2025-02_other_dirty_weak,42-50_mid,1.5-2.0,5-8_moderate,<0.35_weak_close,0.20-0.40_normal,0.25-0.60_normal,0.30-0.60_mixed,<0.20_clean_wick,<0.5R,1-1.5R,clean_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_ok|break_distance_usable|directional_close_weak|body_atr_usable|wick_ok,6
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,26,2025.02.21 06:49:59,2025-02,06,server_00_07,EURJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close|large_directional_wick,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,48.08,157.835,158.112,157.281,0.27,0.277,2.0,1.33,2.65,157.876,158.082,0.2,0.28,0.11,0.08,0.72,0.76,0.13,6,2025.02.21 09:45:00,158.112,sl_hit,-1.0,-46.7,0,35,0.513,1.148,1,0,0,0,0,70.0,,,,,1,8,2025-02_other_dirty_weak,42-50_mid,1.0-1.5,5-8_moderate,<0.35_weak_close,0.20-0.40_normal,<0.25_small_body,<0.30_wicky,0.45+_large_wick,0.5-1R,1-1.5R,poor_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_ok|break_distance_usable|directional_close_weak|body_too_small|large_directional_wick,4
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,27,2025.02.21 07:04:59,2025-02,07,server_00_07,EURJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close|large_directional_wick,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,48.08,157.822,158.114,157.238,0.25,0.292,2.0,1.45,2.9,157.876,158.082,0.27,0.25,0.13,0.04,0.34,0.46,0.41,6,2025.02.21 09:45:00,158.114,sl_hit,-1.0,-45.58,0,32,0.442,1.134,0,0,0,0,0,,,,,,1,5,2025-02_other_dirty_weak,42-50_mid,1.0-1.5,5-8_moderate,0.35-0.60_mixed_close,0.20-0.40_normal,<0.25_small_body,<0.30_wicky,0.45+_large_wick,<0.5R,1-1.5R,mixed_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_ok|break_distance_usable|directional_close_mixed|body_too_small|large_directional_wick,4
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,28,2025.02.21 07:19:59,2025-02,07,server_00_07,EURJPY,SHORT,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,48.08,157.805,158.113,157.189,0.24,0.308,2.0,1.74,3.48,157.876,158.082,0.4,0.47,0.45,0.19,0.42,0.04,0.96,6,2025.02.21 09:45:00,158.113,sl_hit,-1.0,-46.15,0,29,0.364,1.13,0,0,0,0,0,,,,,,1,2,2025-02_other_dirty_weak,42-50_mid,1.5-2.0,5-8_moderate,0.60+_strong_close,0.40-0.80_extended,<0.25_small_body,0.30-0.60_mixed,<0.20_clean_wick,<0.5R,1-1.5R,clean_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_ok|break_distance_usable|directional_close_strong|body_too_small|wick_ok,6
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,29,2025.02.21 07:34:59,2025-02,07,server_00_07,EURJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,48.08,157.885,158.112,157.431,0.33,0.227,2.0,1.33,2.67,157.876,158.082,0.05,0.19,0.47,0.31,0.65,0.08,0.45,7,2025.02.21 09:45:00,158.112,sl_hit,-1.0,-46.77,0,26,0.846,1.181,1,0,0,0,0,10.0,,,,,1,3,2025-02_other_dirty_weak,42-50_mid,1.0-1.5,5-8_moderate,0.35-0.60_mixed_close,<0.20_shallow_break,0.25-0.60_normal,0.30-0.60_mixed,<0.20_clean_wick,0.5-1R,1-1.5R,clean_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_ok|break_too_shallow|directional_close_mixed|body_atr_usable|wick_ok,5
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,30,2025.02.21 07:49:59,2025-02,07,server_00_07,EURJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,48.08,157.771,158.112,157.089,0.22,0.341,2.0,2.04,4.08,157.876,158.082,0.63,0.16,0.05,0.03,0.56,0.37,0.58,8,2025.02.21 09:45:00,158.112,sl_hit,-1.0,-46.84,0,23,0.229,1.12,0,0,0,0,0,,,,,,1,0,2025-02_other_dirty_weak,42-50_mid,2.0+_wide,5-8_moderate,0.35-0.60_mixed_close,<0.20_shallow_break,<0.25_small_body,<0.30_wicky,0.20-0.45_mixed_wick,<0.5R,1-1.5R,poor_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_wide_or_unknown|break_too_shallow|directional_close_mixed|body_too_small|wick_ok,3
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,31,2025.02.21 10:34:59,2025-02,10,server_08_15,EURJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,sl_too_wide_for_router|breakout_bar_overextended,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_initial,bearish_nwave,bullish_counter_nwave,52.03,157.819,158.183,157.091,0.2,0.364,2.0,2.2,4.39,157.761,158.153,0.35,1.18,0.77,2.43,3.18,0.23,0.77,10,2025.02.21 16:45:00,157.091,tp_hit,2.0,90.91,0,74,2.135,0.055,1,1,1,1,0,10.0,55.0,185.0,370.0,,0,,2025-02_other_dirty_weak,50-58_mid,2.0+_wide,9-12_tested,0.60+_strong_close,0.80+_far,1.00+_overextended,0.60+_body,0.20-0.45_mixed_wick,2R+,<0.5R,poor_context_v0,h4_mid_pullback|neckline_over_tested|sl_atr_wide_or_unknown|break_too_far|directional_close_strong|body_overextended|wick_ok,3
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,33,2025.02.24 18:19:59,2025-02,18,server_16_23,USDJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close|sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,48.81,149.533,149.882,148.835,0.21,0.349,2.0,2.11,4.23,149.6,149.866,0.41,0.82,0.89,1.04,1.17,0.0,0.11,7,2025.02.25 01:10:00,149.882,sl_hit,-1.0,-48.9,0,82,0.444,1.066,0,0,0,0,0,,,,,,1,1,2025-02_other_dirty_weak,42-50_mid,2.0+_wide,5-8_moderate,<0.35_weak_close,0.80+_far,1.00+_overextended,0.60+_body,<0.20_clean_wick,<0.5R,1-1.5R,poor_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_wide_or_unknown|break_too_far|directional_close_weak|body_overextended|wick_ok,3
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,34,2025.02.24 18:34:59,2025-02,18,server_16_23,AUDJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,39.6,95.173,95.466,94.587,0.25,0.293,2.0,1.8,3.6,95.276,95.438,0.63,0.81,0.68,0.8,1.18,0.05,0.27,11,2025.02.25 09:55:00,94.587,tp_hit,2.0,91.47,0,184,2.007,0.437,1,1,1,1,0,255.0,890.0,895.0,920.0,,0,,2025-02_other_dirty_weak,38-42_shallow_edge,1.5-2.0,9-12_tested,<0.35_weak_close,0.80+_far,0.60-1.00_large,0.60+_body,<0.20_clean_wick,2R+,<0.5R,poor_context_v0,h4_edge_pullback|neckline_over_tested|sl_atr_ok|break_too_far|directional_close_weak|body_atr_usable|wick_ok,3
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,35,2025.02.24 18:49:59,2025-02,18,server_16_23,AUDJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,39.6,95.137,95.466,94.479,0.22,0.329,2.0,2.0,3.99,95.276,95.438,0.84,0.37,0.7,0.44,0.63,0.22,0.08,10,2025.02.25 17:00:00,94.479,tp_hit,2.0,90.38,0,266,2.48,0.498,1,1,1,1,0,245.0,880.0,900.0,1330.0,,0,,2025-02_other_dirty_weak,38-42_shallow_edge,2.0+_wide,9-12_tested,<0.35_weak_close,0.20-0.40_normal,0.25-0.60_normal,0.60+_body,0.20-0.45_mixed_wick,2R+,<0.5R,poor_context_v0,h4_edge_pullback|neckline_over_tested|sl_atr_wide_or_unknown|break_distance_usable|directional_close_weak|body_atr_usable|wick_ok,3
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,36,2025.02.24 19:04:59,2025-02,19,server_16_23,USDJPY,SHORT,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,48.81,149.631,149.885,149.123,0.29,0.254,2.0,1.43,2.86,149.6,149.866,0.17,0.21,0.96,1.07,1.11,0.03,0.97,7,2025.02.25 01:10:00,149.885,sl_hit,-1.0,-49.14,0,73,0.996,1.079,1,0,0,0,0,45.0,,,,,1,0,2025-02_other_dirty_weak,42-50_mid,1.0-1.5,5-8_moderate,0.60+_strong_close,0.20-0.40_normal,1.00+_overextended,0.60+_body,<0.20_clean_wick,0.5-1R,1-1.5R,clean_context_v0,h4_mid_pullback|neckline_not_stale|sl_atr_ok|break_distance_usable|directional_close_strong|body_overextended|wick_ok,6
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,37,2025.02.24 19:04:59,2025-02,19,server_16_23,AUDJPY,SHORT,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,39.6,95.151,95.466,94.521,0.23,0.315,2.0,1.93,3.86,95.276,95.438,0.77,1.08,0.87,0.71,0.81,0.05,0.95,9,2025.02.25 16:50:00,94.521,tp_hit,2.0,90.47,0,261,2.057,0.476,1,1,1,1,0,225.0,860.0,880.0,1305.0,,0,,2025-02_other_dirty_weak,38-42_shallow_edge,1.5-2.0,9-12_tested,0.60+_strong_close,0.80+_far,0.60-1.00_large,0.60+_body,<0.20_clean_wick,2R+,<0.5R,poor_context_v0,h4_edge_pullback|neckline_over_tested|sl_atr_ok|break_too_far|directional_close_strong|body_atr_usable|wick_ok,4
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,38,2025.02.24 19:19:59,2025-02,19,server_16_23,AUDJPY,SHORT,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,39.6,95.161,95.466,94.551,0.24,0.305,2.0,1.9,3.8,95.276,95.438,0.72,0.94,0.33,0.15,0.45,0.13,0.54,8,2025.02.25 10:00:00,94.551,tp_hit,2.0,91.41,0,176,2.075,0.459,1,1,1,1,0,210.0,845.0,865.0,880.0,,0,,2025-02_other_dirty_weak,38-42_shallow_edge,1.5-2.0,5-8_moderate,0.35-0.60_mixed_close,0.80+_far,<0.25_small_body,0.30-0.60_mixed,<0.20_clean_wick,2R+,<0.5R,poor_context_v0,h4_edge_pullback|neckline_not_stale|sl_atr_ok|break_too_far|directional_close_mixed|body_too_small|wick_ok,3
2025-02,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,39,2025.02.25 13:04:59,2025-02,13,server_08_15,GBPJPY,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,56.43,189.106,188.758,189.802,0.21,0.348,2.0,1.33,2.65,189.051,188.796,0.21,0.09,0.34,0.22,0.65,0.06,0.59,10,2025.02.25 17:00:00,188.758,sl_hit,-1.0,-45.63,0,47,1.799,1.569,1,1,1,0,0,25.0,30.0,125.0,,,1,1,2025-02_other_dirty_weak,50-58_mid,1.0-1.5,9-12_tested,0.35-0.60_mixed_close,<0.20_shallow_break,<0.25_small_body,0.30-0.60_mixed,<0.20_clean_wick,1.5-2R,1.5-2R,poor_context_v0,h4_mid_pullback|neckline_over_tested|sl_atr_ok|break_too_shallow|directional_close_mixed|body_too_small|wick_ok,3
