time,event,symbol,direction,session,entry_selection_mode,scan_interval,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,h4_impulse_pass,h4_pullback_zone_pass,h1_counter_trend_pass,neckline_pass,structure_sl_pass,rr_pass,spread_guard_pass,spread_guard_blocked,setup_pass,entry_pass,final_entry_pass,h4_impulse_high,h4_impulse_low,h4_fib_retracement_pct,h4_atr,h1_atr,m15_atr,spread_atr,spread_points,neckline_price,neckline_break_close_price,right_side_level,entry_price,sl,tp,volume,risk_r,rr,bars_since_right_side,distance_neckline_to_entry,distance_neckline_to_entry_atr,distance_right_side_to_entry,distance_right_side_to_entry_atr,sl_points,sl_atr,tp_points,tp_atr,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason,breakout_quality_router_mode,breakout_quality_label,breakout_quality_reason,breakout_quality_pass,breakout_strong,breakout_weak,breakout_dirty,breakout_close_distance_from_neckline_atr,breakout_close_distance_from_neckline_points,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,context_quality_router_mode,context_quality_label,context_quality_reason,context_quality_score,context_clean,context_mixed,context_poor
2026.01.02 04:04:59,blocked_candidate,XAUUSD,SHORT,server_00_07,all_score_passing,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,4404.29,4274.40,56.68,42.07,18.72,8.29,0.0241,20.0,4341.47,0.00,4356.03,4350.10,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,no_retest_confirmation_break,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false
2026.01.02 04:19:59,blocked_candidate,XAUUSD,SHORT,server_00_07,all_score_passing,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,4404.29,4274.40,56.68,42.07,18.72,8.24,0.0243,20.0,4341.47,0.00,4356.03,4347.62,0.00,0.00,0.00,0.00,0.00,6,0.00,0.00,0.00,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,no_retest_confirmation_break,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false
2026.01.02 04:34:59,blocked_candidate,XAUUSD,SHORT,server_00_07,all_score_passing,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,4404.29,4274.40,56.68,42.07,18.72,8.12,0.0234,19.0,4344.68,0.00,4354.50,4346.98,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,0.00,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,no_retest_confirmation_break,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false
2026.01.02 04:49:59,blocked_candidate,XAUUSD,SHORT,server_00_07,all_score_passing,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,4404.29,4274.40,56.68,42.07,18.72,7.46,0.0255,19.0,4344.68,0.00,4354.50,4355.08,0.00,0.00,0.00,0.00,0.00,4,0.00,0.00,0.00,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,no_retest_confirmation_break,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false
2026.01.02 05:04:59,blocked_candidate,XAUUSD,SHORT,server_00_07,all_score_passing,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,4404.29,4274.40,56.68,42.07,19.14,7.28,0.0275,20.0,4344.68,0.00,4354.50,4364.08,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,no_retest_confirmation_break,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false
2026.01.02 05:19:59,blocked_candidate,XAUUSD,SHORT,server_00_07,all_score_passing,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,4404.29,4274.40,56.68,42.07,19.14,7.50,0.0267,20.0,4344.68,0.00,4354.50,4366.46,0.00,0.00,0.00,0.00,0.00,6,0.00,0.00,0.00,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,no_retest_confirmation_break,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false
2026.01.02 05:34:59,blocked_candidate,XAUUSD,SHORT,server_00_07,all_score_passing,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,4404.29,4274.40,56.68,42.07,19.14,7.22,0.0277,20.0,4344.68,0.00,4354.50,4371.23,0.00,0.00,0.00,0.00,0.00,7,0.00,0.00,0.00,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,no_retest_confirmation_break,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false
2026.01.02 05:49:59,blocked_candidate,XAUUSD,SHORT,server_00_07,all_score_passing,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,4404.29,4274.40,56.68,42.07,19.14,7.06,0.0283,20.0,4344.68,0.00,4354.50,4373.56,0.00,0.00,0.00,0.00,0.00,8,0.00,0.00,0.00,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,no_retest_confirmation_break,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false
2026.01.02 06:04:59,blocked_candidate,XAUUSD,SHORT,server_00_07,all_score_passing,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,4404.29,4274.40,56.68,42.07,19.04,6.75,0.0282,19.0,4344.68,0.00,4354.50,4377.55,0.00,0.00,0.00,0.00,0.00,9,0.00,0.00,0.00,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,no_retest_confirmation_break,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false
2026.01.02 06:19:59,blocked_candidate,XAUUSD,SHORT,server_00_07,all_score_passing,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,4404.29,4274.40,56.68,42.07,19.04,6.78,0.0280,19.0,4344.68,0.00,4354.50,4375.04,0.00,0.00,0.00,0.00,0.00,10,0.00,0.00,0.00,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,no_retest_confirmation_break,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false
