time,event,symbol,direction,session,order_retcode,order_comment,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,entry_price,sl,tp,volume,risk_r,rr,sl_points,sl_atr,tp_points,tp_atr,neckline_price,neckline_break_close_price,right_side_level,bars_since_right_side,distance_neckline_to_entry_atr,distance_right_side_to_entry_atr,spread_atr,spread_points,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason,breakout_quality_router_mode,breakout_quality_label,breakout_quality_reason,breakout_quality_pass,breakout_strong,breakout_weak,breakout_dirty,breakout_close_distance_from_neckline_atr,breakout_close_distance_from_neckline_points,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,context_quality_router_mode,context_quality_label,context_quality_reason,context_quality_score,context_clean,context_mixed,context_poor
2024.01.16 16:45:00,order_attempt,GBPJPY,SHORT,server_16_23,0,,Nested_NWave_ContextQualityRouterV3,weak_breakout_clean_context,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_weak_clean_instant,185.382,185.588,185.135,0.35,0.206,1.20,206.0,1.46,247.0,1.75,185.424,185.387,185.573,6,0.30,1.35,0.1064,15.0,122.52,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.26,37.0,0.50,0.52,1.04,0.43,0.57,10,true,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,8.00,true,false,false
2024.01.16 16:45:00,order_sent,GBPJPY,SHORT,server_16_23,10009,order_sent,Nested_NWave_ContextQualityRouterV3,weak_breakout_clean_context,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_weak_clean_instant,185.382,185.588,185.135,0.35,0.206,1.20,206.0,1.46,247.0,1.75,185.424,185.387,185.573,6,0.30,1.35,0.1064,15.0,122.52,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.26,37.0,0.50,0.52,1.04,0.43,0.57,10,true,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,8.00,true,false,false
2024.01.18 11:15:00,order_attempt,GBPUSD,SHORT,server_08_15,0,,Nested_NWave_ContextQualityRouterV3,weak_breakout_clean_context,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_weak_clean_instant,1.26827,1.27002,1.26617,0.28,0.00175,1.20,175.0,1.90,210.0,2.28,1.26845,1.26827,1.26990,6,0.20,1.77,0.1301,12.0,123.55,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.20,18.0,0.58,0.47,0.80,0.41,0.59,11,true,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_neutral|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,7.00,true,false,false
2024.01.18 11:15:00,order_sent,GBPUSD,SHORT,server_08_15,10009,order_sent,Nested_NWave_ContextQualityRouterV3,weak_breakout_clean_context,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_weak_clean_instant,1.26827,1.27002,1.26617,0.28,0.00175,1.20,175.0,1.90,210.0,2.28,1.26845,1.26827,1.26990,6,0.20,1.77,0.1301,12.0,123.55,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.20,18.0,0.58,0.47,0.80,0.41,0.59,11,true,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_neutral|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,7.00,true,false,false
2024.01.19 19:45:00,order_attempt,GBPUSD,LONG,server_16_23,0,,Nested_NWave_ContextQualityRouterV3,weak_breakout_clean_context,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,context_router_weak_clean_instant,1.26840,1.26637,1.27084,0.24,0.00203,1.20,203.0,1.89,244.0,2.27,1.26813,1.26828,1.26649,4,0.25,1.77,0.1115,12.0,120.65,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.14,15.0,0.57,0.36,0.63,0.35,0.65,11,true,clean_context,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_neutral|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,5.00,true,false,false
2024.01.19 19:45:00,order_sent,GBPUSD,LONG,server_16_23,10009,order_sent,Nested_NWave_ContextQualityRouterV3,weak_breakout_clean_context,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,context_router_weak_clean_instant,1.26840,1.26637,1.27084,0.24,0.00203,1.20,203.0,1.89,244.0,2.27,1.26813,1.26828,1.26649,4,0.25,1.77,0.1115,12.0,120.65,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.14,15.0,0.57,0.36,0.63,0.35,0.65,11,true,clean_context,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_neutral|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,5.00,true,false,false
2024.02.07 03:19:59,order_attempt,GBPJPY,LONG,server_00_07,0,,Nested_NWave_ContextQualityRouterV3,weak_breakout_clean_context,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,context_router_weak_clean_instant,186.377,186.155,186.643,0.33,0.222,1.20,222.0,1.90,266.0,2.28,186.339,186.358,186.174,9,0.33,1.74,0.1630,19.0,115.79,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.16,19.0,0.73,0.71,0.98,0.25,0.75,18,true,clean_context,h4_mid_pullback|neckline_touch_neutral|sl_atr_neutral|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,6.00,true,false,false
2024.02.07 03:19:59,order_sent,GBPJPY,LONG,server_00_07,10009,order_sent,Nested_NWave_ContextQualityRouterV3,weak_breakout_clean_context,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,context_router_weak_clean_instant,186.377,186.155,186.643,0.33,0.222,1.20,222.0,1.90,266.0,2.28,186.339,186.358,186.174,9,0.33,1.74,0.1630,19.0,115.79,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.16,19.0,0.73,0.71,0.98,0.25,0.75,18,true,clean_context,h4_mid_pullback|neckline_touch_neutral|sl_atr_neutral|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,6.00,true,false,false
2024.02.29 11:34:59,order_attempt,GBPUSD,SHORT,server_08_15,0,,Nested_NWave_ContextQualityRouterV3,strong_breakout_mixed_context,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_strong_instant,1.26611,1.26691,1.26515,0.63,0.00080,1.20,80.0,1.02,96.0,1.22,1.26608,1.26578,1.26679,12,0.04,0.86,0.1523,12.0,89.70,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.38,30.0,0.84,1.08,1.28,0.05,0.95,10,true,mixed_context,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_neutral|directional_close_ok|body_atr_neutral|wick_ok|right_side_room_ok,4.00,false,true,false
2024.02.29 11:34:59,order_sent,GBPUSD,SHORT,server_08_15,10009,order_sent,Nested_NWave_ContextQualityRouterV3,strong_breakout_mixed_context,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_strong_instant,1.26611,1.26691,1.26515,0.63,0.00080,1.20,80.0,1.02,96.0,1.22,1.26608,1.26578,1.26679,12,0.04,0.86,0.1523,12.0,89.70,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.38,30.0,0.84,1.08,1.28,0.05,0.95,10,true,mixed_context,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_neutral|directional_close_ok|body_atr_neutral|wick_ok|right_side_room_ok,4.00,false,true,false
