run,scenario,prefix,elapsed_seconds
A,ThirdWave_BOTH,ExpectedValue_MultiCurrency_ScoreScanner_2024_thirdwave_diag_A_both,1413.2
B,ThirdWave_LONG_ONLY,ExpectedValue_MultiCurrency_ScoreScanner_2024_thirdwave_diag_B_long_only,1011.9
C,ThirdWave_SHORT_ONLY,ExpectedValue_MultiCurrency_ScoreScanner_2024_thirdwave_diag_C_short_only,921.6
