time,structure_evaluations,structure_detail_rows,structure_pass,structure_fail,structure_pass_rate,no_context_swings,no_trend_up,no_trend_down,pullback_too_deep,pullback_not_valid,no_fractal_low,no_fractal_high,not_enough_fractals,no_reclaim,unknown,structure_top_fail_reason,structure_top_fail_reason_rows
2025.12.30 23:57:59,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,,0
