time,symbol,direction,higher_tf_trend,mid_tf_pullback_status,lower_tf_reversal_status,regime,regime_reason,higher_tf_swing_state,ema_slope,trend_strength,volatility_state,entry_allowed_by_regime,blocked_by_regime_reason,lower_reversal_quality,pullback_depth_atr,sl_atr,setup_pass,entry_pass,final_entry_pass,skip_reason,structure_stage_fail_reason,execution_block_reason,higher_tf_trend_pass,mid_tf_pullback_pass,lower_tf_reversal_pass,structure_sl_pass,rr_pass,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,entry_price,sl,tp,risk_r,rr,swing_high,swing_low,structure_sl_source,strategy_name
2025.08.01 01:04:59,XAUUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.343 range_atr=7.69 vol=normal,LL_LH,-2.94,0.3426,normal,true,,75.00,2.08,2.39,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,1.05,1,1.13,0.1231,0.2000,true,false,18.0,1.46,3291.52,3295.01,3286.29,3.49,1.50,3294.83,3289.67,mid_fractal_high,DowFractal_ThirdWave_V2_AuditFiltered
2025.08.01 02:14:59,XAUUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.372 range_atr=8.07 vol=normal,LL_LH,-3.04,0.3715,normal,true,,75.00,2.08,3.02,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,35.00,false,1.62,2,0.97,0.1294,0.2000,true,false,19.0,1.47,3290.59,3295.02,3283.95,4.43,1.50,3294.83,3289.07,mid_fractal_high,DowFractal_ThirdWave_V2_AuditFiltered
2025.08.01 02:24:59,XAUUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.372 range_atr=8.07 vol=normal,LL_LH,-3.04,0.3715,normal,true,,100.00,1.94,3.35,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,70.00,true,2.85,4,1.19,0.1320,0.2000,true,false,18.0,1.36,3290.44,3295.01,3283.59,4.57,1.50,3294.83,3289.07,mid_fractal_high,DowFractal_ThirdWave_V2_AuditFiltered
2025.08.04 11:24:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.865 range_atr=11.20 vol=normal,HH_HL,6.75,0.8646,normal,true,,100.00,4.34,3.22,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,1.07,2,0.53,0.0776,0.2000,true,false,19.0,2.45,3359.42,3351.53,3371.26,7.89,1.50,3369.04,3351.73,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.08.04 11:29:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.865 range_atr=11.20 vol=normal,HH_HL,6.75,0.8646,normal,true,,100.00,4.34,3.14,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,90.00,true,1.68,3,0.18,0.0791,0.2000,true,false,19.0,2.40,3359.06,3351.53,3370.36,7.53,1.50,3369.04,3351.73,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.08.04 19:19:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.831 range_atr=12.46 vol=normal,HH_HL,6.92,0.8309,normal,true,,100.00,2.95,2.84,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,70.00,true,1.47,4,0.58,0.0798,0.2000,true,false,18.0,2.26,3376.86,3370.45,3386.48,6.41,1.50,3385.40,3370.70,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.08.04 21:19:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.863 range_atr=12.49 vol=normal,HH_HL,7.17,0.8628,normal,true,,75.00,4.57,3.93,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,0.00,false,0.26,2,0.31,0.1346,0.2000,true,false,18.0,1.34,3375.63,3370.37,3383.52,5.26,1.50,3385.40,3370.55,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.08.04 21:24:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.863 range_atr=12.49 vol=normal,HH_HL,7.17,0.8628,normal,true,,100.00,4.57,4.80,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,70.00,true,1.41,3,0.84,0.1444,0.2000,true,false,19.0,1.32,3376.67,3370.36,3386.14,6.31,1.50,3385.40,3370.55,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.08.04 21:29:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.863 range_atr=12.49 vol=normal,HH_HL,7.17,0.8628,normal,true,,100.00,4.57,4.24,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,70.00,true,1.75,4,0.55,0.1404,0.2000,true,false,19.0,1.35,3376.10,3370.36,3384.71,5.74,1.50,3385.40,3370.55,mid_fractal_low,DowFractal_ThirdWave_V2_AuditFiltered
2025.08.15 04:24:59,XAUUSD,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.175 range_atr=5.99 vol=normal,LL_LH,-1.31,0.1750,normal,true,,75.00,3.05,0.81,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,35.00,false,1.65,1,0.48,0.1050,0.2000,true,false,19.0,1.81,3335.32,3336.78,3333.13,1.46,1.50,3336.59,3329.82,mid_fractal_high,DowFractal_ThirdWave_V2_AuditFiltered
