entry_time,exit_time,strategy,symbol,direction,base_currency,quote_currency,base_strength,quote_strength,strength_diff,strength_rank_base,strength_rank_quote,pair_momentum_h1,pair_momentum_h4,strength_alignment,pair_alignment,entry_type,pullback_depth_atr,overextended_flag,room_to_1r,room_to_2r,failure_type,entry,exit,stop_loss,take_profit,risk_price,result_r,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,exit_reason,position_id
2025.01.02 02:30:00,2025.01.02 02:55:00,currency_strength_reversal_avoid,USDJPY,LONG,USD,JPY,1.98600,-1.02654,3.01254,1,5,2.16711,0.73355,true,true,strength_momentum_reversal_avoid,0.7677,false,6.0714,6.0714,no_follow_through,157.46500000,157.36300000,157.36700000,157.58300000,0.09800000,-1.0408,-25.93,0.00,0.00,-25.93,0.400,1.200,1,0.09821429,18.00,4.186,DEAL_REASON_SL,2
2025.01.02 03:00:00,2025.01.02 03:16:18,currency_strength_reversal_avoid,USDJPY,LONG,USD,JPY,1.54539,-0.44764,1.99302,1,3,0.40226,0.73355,true,true,strength_momentum_reversal_avoid,0.0251,false,5.1000,5.1000,other,157.44800000,157.59500000,157.32800000,157.59100000,0.12000000,1.2250,29.85,0.00,0.00,29.85,0.320,1.200,1,0.11957143,17.00,2.739,DEAL_REASON_TP,4
2025.01.02 03:30:00,2025.01.02 03:51:02,currency_strength_reversal_avoid,USDJPY,LONG,USD,JPY,1.39823,-0.15962,1.55784,1,3,0.40226,0.73355,true,true,strength_momentum_reversal_avoid,0.8725,false,3.3615,3.3615,no_follow_through,157.62300000,157.49300000,157.49300000,157.78000000,0.13000000,-1.0000,-24.76,0.00,0.00,-24.76,0.300,1.200,1,0.13042857,19.00,2.130,DEAL_REASON_SL,6
2025.01.02 04:00:00,2025.01.02 05:10:11,currency_strength_reversal_avoid,EURJPY,LONG,EUR,JPY,-0.42470,-1.77523,1.35053,4,5,0.79763,0.33636,true,true,strength_momentum_reversal_avoid,0.3706,false,11.2222,11.2222,no_follow_through,163.17000000,163.01700000,163.01700000,163.35300000,0.15300000,-1.0000,-24.29,0.00,0.00,-24.29,0.250,1.200,4,0.15271429,30.00,2.689,DEAL_REASON_SL,8
2025.01.02 10:15:00,2025.01.02 10:25:14,currency_strength_reversal_avoid,EURJPY,SHORT,EUR,JPY,-1.30132,1.22426,-2.52557,5,1,-2.93598,0.51365,true,true,strength_momentum_reversal_avoid,1.1696,false,0.0000,0.0000,other,162.29700000,162.09300000,162.46200000,162.10000000,0.16500000,1.2364,29.79,0.00,0.00,29.79,0.230,1.200,0,0.16450000,32.00,2.972,DEAL_REASON_TP,10
2025.01.02 10:30:00,2025.01.02 10:35:58,currency_strength_reversal_avoid,EURJPY,SHORT,EUR,JPY,-1.30132,1.22426,-2.52557,5,1,-2.93598,0.51365,true,true,strength_momentum_reversal_avoid,2.1450,false,0.0000,0.0000,no_follow_through,161.99100000,162.18100000,162.17500000,161.77000000,0.18400000,-1.0326,-25.33,0.00,0.00,-25.33,0.210,1.200,0,0.18428571,30.00,2.972,DEAL_REASON_SL,12
2025.01.02 10:45:00,2025.01.02 10:55:06,currency_strength_reversal_avoid,EURJPY,SHORT,EUR,JPY,-1.30132,1.22426,-2.52557,5,1,-2.93598,0.51365,true,true,strength_momentum_reversal_avoid,0.7151,false,0.0000,0.0000,no_follow_through,162.21600000,162.41500000,162.41500000,161.97700000,0.19900000,-1.0000,-24.00,0.00,0.00,-24.00,0.190,1.200,0,0.19900000,30.00,2.972,DEAL_REASON_SL,14
2025.01.02 12:00:00,2025.01.02 12:07:01,currency_strength_reversal_avoid,EURJPY,SHORT,EUR,JPY,-3.08900,2.40098,-5.48998,4,1,-2.52976,-1.47538,true,true,strength_momentum_reversal_avoid,0.0960,false,1.6779,1.6779,no_follow_through,162.30000000,162.50900000,162.50800000,162.05000000,0.20800000,-1.0048,-23.88,0.00,0.00,-23.88,0.180,1.200,0,0.20835714,30.00,6.456,DEAL_REASON_SL,17
2025.01.02 12:00:00,2025.01.02 12:18:59,currency_strength_reversal_avoid,GBPUSD,SHORT,GBP,USD,-4.12478,1.94922,-6.07400,5,2,-3.17400,-2.40576,true,true,strength_momentum_reversal_avoid,1.9001,false,0.0000,0.0000,no_follow_through,1.24815000,1.24918000,1.24918000,1.24692000,0.00103000,-1.0000,-24.72,0.00,0.00,-24.72,0.240,1.200,1,0.00102571,20.00,7.196,DEAL_REASON_SL,18
2025.01.02 12:30:00,2025.01.02 12:39:19,currency_strength_reversal_avoid,GBPUSD,SHORT,GBP,USD,-4.12478,1.94922,-6.07400,5,2,-3.17400,-2.40576,true,true,strength_momentum_reversal_avoid,1.1545,false,0.0000,0.0000,other,1.24799000,1.24664000,1.24910000,1.24666000,0.00111000,1.2162,29.70,0.00,0.00,29.70,0.220,1.200,0,0.00110786,20.00,7.196,DEAL_REASON_TP,21
