run_id,period_id,variant,direction,stage,count
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,LONG,child_countertrend_confirmed,4095
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,LONG,child_flip_detected,1649
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,LONG,expired,1573
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,LONG,fresh_first_flip_signal,1645
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,LONG,parent_flips_detected,2292
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,LONG,parent_invalidated,42
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,LONG,parent_wave1_confirmed,2292
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,LONG,parent_wave2_pending,2280
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,LONG,parent_wave2_started_first_close,4274
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,SHORT,child_anchor_created,1937
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,SHORT,child_anchor_updated,2161
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,SHORT,child_countertrend_confirmed,4097
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,SHORT,child_flip_detected,1548
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,SHORT,expired,1474
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,SHORT,fresh_first_flip_signal,1544
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,SHORT,parent_flips_detected,2243
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,SHORT,parent_invalidated,36
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,SHORT,parent_wave1_confirmed,2243
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,SHORT,parent_wave2_pending,2231
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,SHORT,parent_wave2_started_first_close,4164
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,LONG,child_anchor_created,1977
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,LONG,child_anchor_updated,2080
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,LONG,child_countertrend_confirmed,4057
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,LONG,child_flip_detected,1632
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,LONG,expired,1556
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,LONG,fresh_first_flip_signal,1577
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,LONG,parent_flips_detected,2259
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,LONG,parent_invalidated,78
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,LONG,parent_wave1_confirmed,2259
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,LONG,parent_wave2_pending,2258
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,LONG,parent_wave2_started_confirmed_pivot,4156
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,SHORT,child_anchor_created,1913
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,SHORT,child_anchor_updated,2114
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,SHORT,child_countertrend_confirmed,4027
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,SHORT,child_flip_detected,1532
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,SHORT,expired,1459
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,SHORT,fresh_first_flip_signal,1495
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,SHORT,parent_flips_detected,2211
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,SHORT,parent_invalidated,71
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,SHORT,parent_wave1_confirmed,2211
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,SHORT,parent_wave2_pending,2211
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,SHORT,parent_wave2_started_confirmed_pivot,4053
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,LONG,child_anchor_created,2007
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,LONG,child_anchor_updated,2044
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,LONG,child_countertrend_confirmed,4051
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,LONG,child_flip_detected,1618
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,LONG,expired,1546
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,LONG,fresh_first_flip_signal,1618
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,LONG,parent_flips_detected,2247
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,LONG,parent_invalidated,240
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,LONG,parent_wave1_confirmed,2247
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,LONG,parent_wave2_pending,2242
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,LONG,parent_wave2_started_child_trend,4014
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,SHORT,child_anchor_created,1957
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,SHORT,child_anchor_updated,2115
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,SHORT,child_countertrend_confirmed,4071
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,SHORT,child_flip_detected,1525
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,SHORT,expired,1452
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,SHORT,fresh_first_flip_signal,1524
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,SHORT,parent_flips_detected,2206
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,SHORT,parent_invalidated,255
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,SHORT,parent_wave1_confirmed,2206
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,SHORT,parent_wave2_pending,2203
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,SHORT,parent_wave2_started_child_trend,3912
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,LONG,child_anchor_created,2007
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,LONG,child_anchor_updated,2044
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,LONG,child_countertrend_confirmed,4051
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,LONG,child_flip_detected,1618
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,LONG,expired,1546
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,LONG,fresh_first_flip_signal,1618
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,LONG,parent_flips_detected,2247
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,LONG,parent_invalidated,240
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,LONG,parent_wave1_confirmed,2247
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,LONG,parent_wave2_pending,2242
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,LONG,parent_wave2_started_child_trend,4014
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,SHORT,child_anchor_created,1957
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,SHORT,child_anchor_updated,2115
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,SHORT,child_countertrend_confirmed,4071
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,SHORT,child_flip_detected,1525
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,SHORT,expired,1452
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,SHORT,fresh_first_flip_signal,1524
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,SHORT,parent_flips_detected,2206
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,SHORT,parent_invalidated,255
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,SHORT,parent_wave1_confirmed,2206
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,SHORT,parent_wave2_pending,2203
full2025_e_latest_child_anchor_diagnostic,full2025_validation,e_latest_child_anchor_diagnostic,SHORT,parent_wave2_started_child_trend,3912
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,LONG,candidate_invalid,1570
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,LONG,child_anchor_created,1998
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,LONG,child_anchor_updated,2097
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,LONG,child_countertrend_confirmed,4095
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,LONG,child_flip_detected,1649
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,LONG,expired,4
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,LONG,fresh_first_flip_signal,1645
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,LONG,parent_flips_detected,2292
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,LONG,parent_invalidated,42
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,LONG,parent_wave1_confirmed,2292
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,LONG,parent_wave2_pending,2280
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,LONG,parent_wave2_started_first_close,4274
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,LONG,portfolio_selected,75
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,LONG,position_cap_reject,1
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,LONG,signal_reserved,75
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,LONG,trades_taken,74
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,LONG,valid_candidate,75
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,SHORT,candidate_invalid,1441
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,SHORT,child_anchor_created,1937
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,SHORT,child_anchor_updated,2161
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,SHORT,child_countertrend_confirmed,4097
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,SHORT,child_flip_detected,1548
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,SHORT,expired,4
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,SHORT,fresh_first_flip_signal,1544
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,SHORT,parent_flips_detected,2243
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,SHORT,parent_invalidated,36
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,SHORT,parent_wave1_confirmed,2243
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,SHORT,parent_wave2_pending,2231
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,SHORT,parent_wave2_started_first_close,4164
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,SHORT,portfolio_selected,103
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,SHORT,signal_reserved,103
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,SHORT,trades_taken,103
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,SHORT,valid_candidate,103
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,LONG,candidate_invalid,1505
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,LONG,child_anchor_created,1977
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,LONG,child_anchor_updated,2080
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,LONG,child_countertrend_confirmed,4057
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,LONG,child_flip_detected,1632
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,LONG,expired,55
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,LONG,fresh_first_flip_signal,1577
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,LONG,parent_flips_detected,2259
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,LONG,parent_invalidated,78
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,LONG,parent_wave1_confirmed,2259
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,LONG,parent_wave2_pending,2258
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,LONG,parent_wave2_started_confirmed_pivot,4156
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,LONG,portfolio_selected,72
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,LONG,position_cap_reject,1
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,LONG,signal_reserved,72
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,LONG,trades_taken,71
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,LONG,valid_candidate,72
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,SHORT,candidate_invalid,1401
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,SHORT,child_anchor_created,1913
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,SHORT,child_anchor_updated,2114
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,SHORT,child_countertrend_confirmed,4027
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,SHORT,child_flip_detected,1532
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,SHORT,expired,37
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,SHORT,fresh_first_flip_signal,1495
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,SHORT,parent_flips_detected,2211
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,SHORT,parent_invalidated,71
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,SHORT,parent_wave1_confirmed,2211
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,SHORT,parent_wave2_pending,2211
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,SHORT,parent_wave2_started_confirmed_pivot,4053
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,SHORT,portfolio_selected,94
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,SHORT,signal_reserved,94
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,SHORT,trades_taken,94
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,SHORT,valid_candidate,94
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,LONG,candidate_invalid,1544
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,LONG,child_anchor_created,2007
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,LONG,child_anchor_updated,2044
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,LONG,child_countertrend_confirmed,4051
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,LONG,child_flip_detected,1618
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,LONG,expired,1
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,LONG,fresh_first_flip_signal,1618
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,LONG,parent_flips_detected,2247
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,LONG,parent_invalidated,240
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,LONG,parent_wave1_confirmed,2247
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,LONG,parent_wave2_pending,2242
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,LONG,parent_wave2_started_child_trend,4014
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,LONG,portfolio_selected,74
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,LONG,position_cap_reject,1
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,LONG,signal_reserved,74
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,LONG,trades_taken,73
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,LONG,valid_candidate,74
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,SHORT,candidate_invalid,1424
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,SHORT,child_anchor_created,1957
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,SHORT,child_anchor_updated,2115
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,SHORT,child_countertrend_confirmed,4071
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,SHORT,child_flip_detected,1525
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,SHORT,expired,1
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,SHORT,fresh_first_flip_signal,1524
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,SHORT,parent_flips_detected,2206
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,SHORT,parent_invalidated,255
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,SHORT,parent_wave1_confirmed,2206
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,SHORT,parent_wave2_pending,2203
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,SHORT,parent_wave2_started_child_trend,3912
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,SHORT,portfolio_selected,100
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,SHORT,signal_reserved,100
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,SHORT,trades_taken,100
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,SHORT,valid_candidate,100
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,LONG,candidate_invalid,1544
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,LONG,child_anchor_created,2007
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,LONG,child_anchor_updated,2044
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,LONG,child_countertrend_confirmed,4051
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,LONG,child_flip_detected,1618
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,LONG,expired,1
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,LONG,fresh_first_flip_signal,1618
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,LONG,parent_flips_detected,2247
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,LONG,parent_invalidated,240
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,LONG,parent_wave1_confirmed,2247
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,LONG,parent_wave2_pending,2242
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,LONG,parent_wave2_started_child_trend,4014
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,LONG,portfolio_selected,74
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,LONG,position_cap_reject,1
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,LONG,signal_reserved,74
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,LONG,trades_taken,73
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,LONG,valid_candidate,74
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,SHORT,candidate_invalid,1424
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,SHORT,child_anchor_created,1957
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,SHORT,child_anchor_updated,2115
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,SHORT,child_countertrend_confirmed,4071
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,SHORT,child_flip_detected,1525
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,SHORT,expired,1
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,SHORT,fresh_first_flip_signal,1524
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,SHORT,parent_flips_detected,2206
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,SHORT,parent_invalidated,255
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,SHORT,parent_wave1_confirmed,2206
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,SHORT,parent_wave2_pending,2203
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,SHORT,parent_wave2_started_child_trend,3912
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,SHORT,portfolio_selected,100
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,SHORT,signal_reserved,100
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,SHORT,trades_taken,100
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,SHORT,valid_candidate,100
full2025_j_parent_stop_extreme_mode2,full2025_validation,j_parent_stop_extreme_mode2,LONG,candidate_invalid,1605
full2025_j_parent_stop_extreme_mode2,full2025_validation,j_parent_stop_extreme_mode2,LONG,child_anchor_created,2007
full2025_j_parent_stop_extreme_mode2,full2025_validation,j_parent_stop_extreme_mode2,LONG,child_anchor_updated,2044
full2025_j_parent_stop_extreme_mode2,full2025_validation,j_parent_stop_extreme_mode2,LONG,child_countertrend_confirmed,4051
