"timestamp","run_index","run_id","status","exit_code","duration_seconds","report_path","summary_path"
"2026-07-14T12:28:30.0230613+09:00","1","q1_a_diagnostic_current_code","completed","0","75","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_a_diagnostic_current_code_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fractal_wave2_state_review_q1_a_diagnostic_current_code\fw2t_q1_a_diagnostic_current_code_summary.csv"
"2026-07-14T12:29:59.3206991+09:00","2","q1_b_wave2_start_first_close","completed","0","89","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_b_wave2_start_first_close_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fractal_wave2_state_review_q1_b_wave2_start_first_close\fw2t_q1_b_wave2_start_first_close_summary.csv"
"2026-07-14T12:31:41.0222113+09:00","3","q1_c_wave2_start_confirmed_pivot","completed","0","102","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_c_wave2_start_confirmed_pivot_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fractal_wave2_state_review_q1_c_wave2_start_confirmed_pivot\fw2t_q1_c_wave2_start_confirmed_pivot_summary.csv"
"2026-07-14T12:33:10.3887892+09:00","4","q1_d_wave2_start_child_countertrend","completed","0","89","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_d_wave2_start_child_countertrend_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fractal_wave2_state_review_q1_d_wave2_start_child_countertrend\fw2t_q1_d_wave2_start_child_countertrend_summary.csv"
"2026-07-14T12:34:37.4894367+09:00","5","q1_e_latest_child_anchor_diagnostic","completed","0","87","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_e_latest_child_anchor_diagnostic_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fractal_wave2_state_review_q1_e_latest_child_anchor_diagnostic\fw2t_q1_e_latest_child_anchor_diagnostic_summary.csv"
"2026-07-14T12:36:08.7007821+09:00","6","q1_f_base_first_child_flip_mode0","completed","0","91","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_f_base_first_child_flip_mode0_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fractal_wave2_state_review_q1_f_base_first_child_flip_mode0\fw2t_q1_f_base_first_child_flip_mode0_summary.csv"
"2026-07-14T12:37:38.0870994+09:00","7","q1_g_base_first_child_flip_mode1","completed","0","89","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_g_base_first_child_flip_mode1_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fractal_wave2_state_review_q1_g_base_first_child_flip_mode1\fw2t_q1_g_base_first_child_flip_mode1_summary.csv"
"2026-07-14T12:39:09.2672671+09:00","8","q1_h_base_first_child_flip_mode2","completed","0","91","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_h_base_first_child_flip_mode2_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fractal_wave2_state_review_q1_h_base_first_child_flip_mode2\fw2t_q1_h_base_first_child_flip_mode2_summary.csv"
"2026-07-14T12:40:40.5939392+09:00","9","q1_i_child_stop_extreme_mode2","completed","0","91","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_i_child_stop_extreme_mode2_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fractal_wave2_state_review_q1_i_child_stop_extreme_mode2\fw2t_q1_i_child_stop_extreme_mode2_summary.csv"
"2026-07-14T12:42:10.2242490+09:00","10","q1_j_parent_stop_extreme_mode2","completed","0","90","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_j_parent_stop_extreme_mode2_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fractal_wave2_state_review_q1_j_parent_stop_extreme_mode2\fw2t_q1_j_parent_stop_extreme_mode2_summary.csv"
