run_id,period_id,variant,variant_name,stage,count
q1_b_wave2_start_first_close,q1_quick,b_wave2_start_first_close,wave2_start_first_opposite_close,risk_reject,0
q1_b_wave2_start_first_close,q1_quick,b_wave2_start_first_close,wave2_start_first_opposite_close,order_failure,0
q1_b_wave2_start_first_close,q1_quick,b_wave2_start_first_close,wave2_start_first_opposite_close,expired,741
q1_b_wave2_start_first_close,q1_quick,b_wave2_start_first_close,wave2_start_first_opposite_close,parent_invalidated,20
q1_b_wave2_start_first_close,q1_quick,b_wave2_start_first_close,wave2_start_first_opposite_close,signals_consumed,741
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,symbols_scanned,107140
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,parent_anchor_states_available,1076
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,parent_flips_detected,1076
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,parent_wave1_confirmed,1076
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,parent_wave2_pending,1075
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,parent_wave2_started_first_close,0
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,parent_wave2_started_confirmed_pivot,1036
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,parent_wave2_started_child_trend,0
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,child_countertrend_confirmed,1032
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,child_anchor_created,939
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,child_anchor_updated,1069
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,child_flip_detected,768
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,fresh_first_flip_signal,751
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,valid_candidate,0
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,signal_reserved,0
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,portfolio_selected,0
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,trades_taken,0
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,candidate_invalid,0
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,position_cap_reject,0
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,risk_reject,0
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,order_failure,0
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,expired,730
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,parent_invalidated,40
q1_c_wave2_start_confirmed_pivot,q1_quick,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,signals_consumed,730
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,symbols_scanned,107140
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,parent_anchor_states_available,1071
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,parent_flips_detected,1071
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,parent_wave1_confirmed,1071
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,parent_wave2_pending,1068
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,parent_wave2_started_first_close,0
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,parent_wave2_started_confirmed_pivot,0
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,parent_wave2_started_child_trend,958
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,child_countertrend_confirmed,1050
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,child_anchor_created,958
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,child_anchor_updated,1042
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,child_flip_detected,768
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,fresh_first_flip_signal,767
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,valid_candidate,0
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,signal_reserved,0
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,portfolio_selected,0
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,trades_taken,0
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,candidate_invalid,0
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,position_cap_reject,0
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,risk_reject,0
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,order_failure,0
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,expired,731
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,parent_invalidated,113
q1_d_wave2_start_child_countertrend,q1_quick,d_wave2_start_child_countertrend,wave2_start_child_countertrend,signals_consumed,731
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,symbols_scanned,107140
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,parent_anchor_states_available,1071
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,parent_flips_detected,1071
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,parent_wave1_confirmed,1071
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,parent_wave2_pending,1068
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,parent_wave2_started_first_close,0
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,parent_wave2_started_confirmed_pivot,0
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,parent_wave2_started_child_trend,958
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,child_countertrend_confirmed,1050
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,child_anchor_created,958
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,child_anchor_updated,1042
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,child_flip_detected,768
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,fresh_first_flip_signal,767
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,valid_candidate,0
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,signal_reserved,0
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,portfolio_selected,0
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,trades_taken,0
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,candidate_invalid,0
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,position_cap_reject,0
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,risk_reject,0
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,order_failure,0
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,expired,731
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,parent_invalidated,113
q1_e_latest_child_anchor_diagnostic,q1_quick,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,signals_consumed,731
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,symbols_scanned,107140
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,parent_anchor_states_available,1092
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,parent_flips_detected,1092
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,parent_wave1_confirmed,1092
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,parent_wave2_pending,1083
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,parent_wave2_started_first_close,1080
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,parent_wave2_started_confirmed_pivot,0
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,parent_wave2_started_child_trend,0
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,child_countertrend_confirmed,1046
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,child_anchor_created,950
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,child_anchor_updated,1065
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,child_flip_detected,779
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,fresh_first_flip_signal,777
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,valid_candidate,44
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,signal_reserved,44
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,portfolio_selected,44
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,trades_taken,43
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,candidate_invalid,733
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,position_cap_reject,1
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,risk_reject,0
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,order_failure,0
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,expired,2
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,parent_invalidated,20
q1_f_base_first_child_flip_mode0,q1_quick,f_base_first_child_flip_mode0,base_first_child_flip_mode0,signals_consumed,779
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,symbols_scanned,107140
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,parent_anchor_states_available,1076
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,parent_flips_detected,1076
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,parent_wave1_confirmed,1076
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,parent_wave2_pending,1075
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,parent_wave2_started_first_close,0
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,parent_wave2_started_confirmed_pivot,1036
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,parent_wave2_started_child_trend,0
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,child_countertrend_confirmed,1032
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,child_anchor_created,939
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,child_anchor_updated,1069
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,child_flip_detected,768
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,fresh_first_flip_signal,751
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,valid_candidate,39
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,signal_reserved,39
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,portfolio_selected,39
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,trades_taken,38
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,candidate_invalid,712
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,position_cap_reject,1
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,risk_reject,0
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,order_failure,0
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,expired,17
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,parent_invalidated,40
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,base_first_child_flip_mode1,signals_consumed,768
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,symbols_scanned,107140
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,parent_anchor_states_available,1071
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,parent_flips_detected,1071
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,parent_wave1_confirmed,1071
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,parent_wave2_pending,1068
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,parent_wave2_started_first_close,0
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,parent_wave2_started_confirmed_pivot,0
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,parent_wave2_started_child_trend,958
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,child_countertrend_confirmed,1050
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,child_anchor_created,958
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,child_anchor_updated,1042
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,child_flip_detected,768
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,fresh_first_flip_signal,767
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,valid_candidate,44
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,signal_reserved,44
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,portfolio_selected,44
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,trades_taken,43
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,candidate_invalid,723
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,position_cap_reject,1
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,risk_reject,0
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,order_failure,0
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,expired,1
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,parent_invalidated,113
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,base_first_child_flip_mode2,signals_consumed,768
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,symbols_scanned,107140
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,parent_anchor_states_available,1071
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,parent_flips_detected,1071
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,parent_wave1_confirmed,1071
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,parent_wave2_pending,1068
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,parent_wave2_started_first_close,0
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,parent_wave2_started_confirmed_pivot,0
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,parent_wave2_started_child_trend,958
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,child_countertrend_confirmed,1050
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,child_anchor_created,958
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,child_anchor_updated,1042
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,child_flip_detected,768
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,fresh_first_flip_signal,767
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,valid_candidate,44
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,signal_reserved,44
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,portfolio_selected,44
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,trades_taken,43
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,candidate_invalid,723
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,position_cap_reject,1
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,risk_reject,0
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,order_failure,0
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,expired,1
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,parent_invalidated,113
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,child_stop_extreme_mode2,signals_consumed,768
q1_j_parent_stop_extreme_mode2,q1_quick,j_parent_stop_extreme_mode2,parent_stop_extreme_mode2,symbols_scanned,107140
q1_j_parent_stop_extreme_mode2,q1_quick,j_parent_stop_extreme_mode2,parent_stop_extreme_mode2,parent_anchor_states_available,1071
q1_j_parent_stop_extreme_mode2,q1_quick,j_parent_stop_extreme_mode2,parent_stop_extreme_mode2,parent_flips_detected,1071
