run_id,period_id,variant,symbol,stage,count
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,GBPUSD,parent_wave1_confirmed,791
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,GBPUSD,parent_wave2_pending,787
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,GBPUSD,parent_wave2_started_first_close,1444
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,GBPUSD,portfolio_selected,13
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,GBPUSD,signal_reserved,13
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,GBPUSD,trades_taken,13
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,GBPUSD,valid_candidate,13
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,USDJPY,candidate_invalid,399
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,USDJPY,child_anchor_created,618
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,USDJPY,child_anchor_updated,642
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,USDJPY,child_countertrend_confirmed,1260
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,USDJPY,child_flip_detected,510
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,USDJPY,expired,3
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,USDJPY,fresh_first_flip_signal,507
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,USDJPY,parent_flips_detected,706
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,USDJPY,parent_invalidated,11
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,USDJPY,parent_wave1_confirmed,706
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,USDJPY,parent_wave2_pending,699
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,USDJPY,parent_wave2_started_first_close,1321
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,USDJPY,portfolio_selected,108
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,USDJPY,position_cap_reject,1
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,USDJPY,signal_reserved,108
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,USDJPY,trades_taken,107
full2025_f_base_first_child_flip_mode0,full2025_validation,f_base_first_child_flip_mode0,USDJPY,valid_candidate,108
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,AUDJPY,candidate_invalid,484
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,AUDJPY,child_anchor_created,629
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,AUDJPY,child_anchor_updated,725
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,AUDJPY,child_countertrend_confirmed,1354
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,AUDJPY,child_flip_detected,511
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,AUDJPY,expired,17
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,AUDJPY,fresh_first_flip_signal,494
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,AUDJPY,parent_flips_detected,732
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,AUDJPY,parent_invalidated,23
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,AUDJPY,parent_wave1_confirmed,732
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,AUDJPY,parent_wave2_pending,732
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,AUDJPY,parent_wave2_started_confirmed_pivot,1337
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,AUDJPY,portfolio_selected,10
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,AUDJPY,signal_reserved,10
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,AUDJPY,trades_taken,10
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,AUDJPY,valid_candidate,10
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURJPY,candidate_invalid,514
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURJPY,child_anchor_created,660
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURJPY,child_anchor_updated,713
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURJPY,child_countertrend_confirmed,1373
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURJPY,child_flip_detected,540
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURJPY,expired,16
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURJPY,fresh_first_flip_signal,524
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURJPY,parent_flips_detected,740
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURJPY,parent_invalidated,23
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURJPY,parent_wave1_confirmed,740
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURJPY,parent_wave2_pending,740
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURJPY,parent_wave2_started_confirmed_pivot,1377
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURJPY,portfolio_selected,10
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURJPY,signal_reserved,10
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURJPY,trades_taken,10
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURJPY,valid_candidate,10
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURUSD,candidate_invalid,498
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURUSD,child_anchor_created,663
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURUSD,child_anchor_updated,709
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURUSD,child_countertrend_confirmed,1372
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURUSD,child_flip_detected,533
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURUSD,expired,16
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURUSD,fresh_first_flip_signal,517
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURUSD,parent_flips_detected,767
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURUSD,parent_invalidated,23
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURUSD,parent_wave1_confirmed,767
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURUSD,parent_wave2_pending,767
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURUSD,parent_wave2_started_confirmed_pivot,1407
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURUSD,portfolio_selected,19
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURUSD,signal_reserved,19
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURUSD,trades_taken,19
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,EURUSD,valid_candidate,19
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPJPY,candidate_invalid,534
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPJPY,child_anchor_created,676
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPJPY,child_anchor_updated,755
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPJPY,child_countertrend_confirmed,1431
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPJPY,child_flip_detected,560
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPJPY,expired,13
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPJPY,fresh_first_flip_signal,547
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPJPY,parent_flips_detected,761
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPJPY,parent_invalidated,29
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPJPY,parent_wave1_confirmed,761
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPJPY,parent_wave2_pending,761
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPJPY,parent_wave2_started_confirmed_pivot,1408
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPJPY,portfolio_selected,13
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPJPY,signal_reserved,13
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPJPY,trades_taken,13
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPJPY,valid_candidate,13
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPUSD,candidate_invalid,487
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPUSD,child_anchor_created,650
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPUSD,child_anchor_updated,655
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPUSD,child_countertrend_confirmed,1305
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPUSD,child_flip_detected,514
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPUSD,expired,15
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPUSD,fresh_first_flip_signal,499
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPUSD,parent_flips_detected,776
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPUSD,parent_invalidated,28
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPUSD,parent_wave1_confirmed,776
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPUSD,parent_wave2_pending,775
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPUSD,parent_wave2_started_confirmed_pivot,1397
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPUSD,portfolio_selected,12
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPUSD,signal_reserved,12
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPUSD,trades_taken,12
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,GBPUSD,valid_candidate,12
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,USDJPY,candidate_invalid,389
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,USDJPY,child_anchor_created,612
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,USDJPY,child_anchor_updated,637
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,USDJPY,child_countertrend_confirmed,1249
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,USDJPY,child_flip_detected,506
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,USDJPY,expired,15
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,USDJPY,fresh_first_flip_signal,491
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,USDJPY,parent_flips_detected,694
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,USDJPY,parent_invalidated,23
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,USDJPY,parent_wave1_confirmed,694
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,USDJPY,parent_wave2_pending,694
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,USDJPY,parent_wave2_started_confirmed_pivot,1283
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,USDJPY,portfolio_selected,102
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,USDJPY,position_cap_reject,1
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,USDJPY,signal_reserved,102
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,USDJPY,trades_taken,101
full2025_g_base_first_child_flip_mode1,full2025_validation,g_base_first_child_flip_mode1,USDJPY,valid_candidate,102
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,AUDJPY,candidate_invalid,496
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,AUDJPY,child_anchor_created,642
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,AUDJPY,child_anchor_updated,719
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,AUDJPY,child_countertrend_confirmed,1361
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,AUDJPY,child_flip_detected,506
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,AUDJPY,fresh_first_flip_signal,506
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,AUDJPY,parent_flips_detected,725
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,AUDJPY,parent_invalidated,83
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,AUDJPY,parent_wave1_confirmed,725
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,AUDJPY,parent_wave2_pending,725
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,AUDJPY,parent_wave2_started_child_trend,1284
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,AUDJPY,portfolio_selected,10
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,AUDJPY,signal_reserved,10
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,AUDJPY,trades_taken,10
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,AUDJPY,valid_candidate,10
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURJPY,candidate_invalid,525
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURJPY,child_anchor_created,667
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURJPY,child_anchor_updated,714
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURJPY,child_countertrend_confirmed,1381
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURJPY,child_flip_detected,537
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURJPY,fresh_first_flip_signal,537
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURJPY,parent_flips_detected,740
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURJPY,parent_invalidated,73
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURJPY,parent_wave1_confirmed,740
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURJPY,parent_wave2_pending,738
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURJPY,parent_wave2_started_child_trend,1334
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURJPY,portfolio_selected,12
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURJPY,signal_reserved,12
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURJPY,trades_taken,12
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURJPY,valid_candidate,12
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURUSD,candidate_invalid,515
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURUSD,child_anchor_created,684
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURUSD,child_anchor_updated,708
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURUSD,child_countertrend_confirmed,1391
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURUSD,child_flip_detected,534
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURUSD,fresh_first_flip_signal,534
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURUSD,parent_flips_detected,763
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURUSD,parent_invalidated,85
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURUSD,parent_wave1_confirmed,763
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURUSD,parent_wave2_pending,762
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURUSD,parent_wave2_started_child_trend,1366
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURUSD,portfolio_selected,19
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURUSD,signal_reserved,19
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURUSD,trades_taken,19
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,EURUSD,valid_candidate,19
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPJPY,candidate_invalid,544
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPJPY,child_anchor_created,685
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPJPY,child_anchor_updated,752
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPJPY,child_countertrend_confirmed,1437
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPJPY,child_flip_detected,559
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPJPY,expired,1
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPJPY,fresh_first_flip_signal,558
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPJPY,parent_flips_detected,757
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPJPY,parent_invalidated,72
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPJPY,parent_wave1_confirmed,757
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPJPY,parent_wave2_pending,756
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPJPY,parent_wave2_started_child_trend,1370
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPJPY,portfolio_selected,14
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPJPY,signal_reserved,14
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPJPY,trades_taken,14
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPJPY,valid_candidate,14
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPUSD,candidate_invalid,493
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPUSD,child_anchor_created,664
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPUSD,child_anchor_updated,633
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPUSD,child_countertrend_confirmed,1297
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPUSD,child_flip_detected,505
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPUSD,expired,1
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPUSD,fresh_first_flip_signal,505
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPUSD,parent_flips_detected,772
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPUSD,parent_invalidated,107
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPUSD,parent_wave1_confirmed,772
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPUSD,parent_wave2_pending,771
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPUSD,parent_wave2_started_child_trend,1328
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPUSD,portfolio_selected,12
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPUSD,signal_reserved,12
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPUSD,trades_taken,12
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,GBPUSD,valid_candidate,12
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,USDJPY,candidate_invalid,395
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,USDJPY,child_anchor_created,622
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,USDJPY,child_anchor_updated,633
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,USDJPY,child_countertrend_confirmed,1255
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,USDJPY,child_flip_detected,502
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,USDJPY,fresh_first_flip_signal,502
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,USDJPY,parent_flips_detected,696
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,USDJPY,parent_invalidated,75
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,USDJPY,parent_wave1_confirmed,696
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,USDJPY,parent_wave2_pending,693
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,USDJPY,parent_wave2_started_child_trend,1244
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,USDJPY,portfolio_selected,107
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,USDJPY,position_cap_reject,1
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,USDJPY,signal_reserved,107
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,USDJPY,trades_taken,106
full2025_h_base_first_child_flip_mode2,full2025_validation,h_base_first_child_flip_mode2,USDJPY,valid_candidate,107
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,AUDJPY,candidate_invalid,496
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,AUDJPY,child_anchor_created,642
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,AUDJPY,child_anchor_updated,719
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,AUDJPY,child_countertrend_confirmed,1361
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,AUDJPY,child_flip_detected,506
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,AUDJPY,fresh_first_flip_signal,506
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,AUDJPY,parent_flips_detected,725
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,AUDJPY,parent_invalidated,83
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,AUDJPY,parent_wave1_confirmed,725
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,AUDJPY,parent_wave2_pending,725
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,AUDJPY,parent_wave2_started_child_trend,1284
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,AUDJPY,portfolio_selected,10
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,AUDJPY,signal_reserved,10
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,AUDJPY,trades_taken,10
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,AUDJPY,valid_candidate,10
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,EURJPY,candidate_invalid,525
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,EURJPY,child_anchor_created,667
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,EURJPY,child_anchor_updated,714
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,EURJPY,child_countertrend_confirmed,1381
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,EURJPY,child_flip_detected,537
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,EURJPY,fresh_first_flip_signal,537
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,EURJPY,parent_flips_detected,740
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,EURJPY,parent_invalidated,73
full2025_i_child_stop_extreme_mode2,full2025_validation,i_child_stop_extreme_mode2,EURJPY,parent_wave1_confirmed,740
