period_id,variant,symbol,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,avg_r,max_dd_profit,max_dd_pct,recovery_factor,avg_mfe_r,avg_mae_r,mfe_ge_0_5r_rate,mfe_ge_0_8r_rate,mfe_ge_1_0r_rate,mfe_ge_1_3r_rate,tp_rate,full_sl_rate,time_exit_rate,avg_hold_bars,avg_child_flip_signal_age,avg_parent_wave2_age
full2025_validation,g_base_first_child_flip_mode1,GBPUSD,12,6,0.5,-10.650000000000002,72.18999999999998,-82.84,0.8714389183969095,-0.03750866666666667,51.68000000000001,0.5168,-0.20607585139318887,0.5299385833333333,-0.6774205000000001,0.5,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.25,0.6666666666666666,24.583333333333332,0.0,0.0
full2025_validation,g_base_first_child_flip_mode1,USDJPY,101,44,0.43564356435643564,-213.54999999999995,795.24,-1008.79,0.7883107485205048,-0.08139114851485149,261.4,2.614,-0.816947207345065,0.5735116930693069,-0.6267851287128715,0.48514851485148514,0.32673267326732675,0.21782178217821782,0.0,0.16831683168316833,0.3564356435643564,0.4752475247524752,20.396039603960396,0.0,0.0
full2025_validation,h_base_first_child_flip_mode2,AUDJPY,10,2,0.2,-110.7,50.03,-160.73,0.31126734274870904,-0.4785185,141.44,1.4144,-0.7826640271493213,0.4429215,-0.8243012999999999,0.2,0.2,0.2,0.0,0.1,0.5,0.4,22.4,0.0,0.0
full2025_validation,h_base_first_child_flip_mode2,EURJPY,12,7,0.5833333333333334,-22.219999999999995,95.68,-117.9,0.8115351993214589,-0.06434333333333331,70.02,0.7001999999999999,-0.3173379034561553,0.700199,-0.6309001666666667,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.4166666666666667,0.4166666666666667,19.333333333333332,0.0,0.3333333333333333
full2025_validation,h_base_first_child_flip_mode2,EURUSD,19,10,0.5263157894736842,-100.75,75.8,-176.54999999999998,0.42934013027470974,-0.2329365789473684,112.09,1.1209,-0.8988312962797752,0.3961110000000001,-0.7417070526315789,0.3157894736842105,0.10526315789473684,0.10526315789473684,0.0,0.05263157894736842,0.3684210526315789,0.5789473684210527,22.789473684210527,0.0,0.0
full2025_validation,h_base_first_child_flip_mode2,GBPJPY,14,4,0.2857142857142857,-93.60000000000001,73.12,-166.72,0.43857965451055664,-0.2925775714285715,97.94,0.9794,-0.9556871554012661,0.5100518571428572,-0.7235433571428572,0.42857142857142855,0.21428571428571427,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,22.142857142857142,0.0,0.0
full2025_validation,h_base_first_child_flip_mode2,GBPUSD,12,6,0.5,12.719999999999988,72.18999999999998,-59.47,1.2138893559778037,0.045729416666666654,44.68000000000001,0.4468000000000001,0.2846911369740373,0.5414046666666666,-0.6410344166666666,0.5,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.16666666666666666,0.75,25.666666666666668,0.0,0.16666666666666666
full2025_validation,h_base_first_child_flip_mode2,USDJPY,106,46,0.4339622641509434,-231.63000000000008,828.35,-1059.9799999999998,0.78147700900017,-0.08658935849056604,246.32999999999998,2.4633,-0.9403239556692246,0.5760542358490566,-0.6197747075471699,0.49056603773584906,0.32075471698113206,0.20754716981132076,0.0,0.16037735849056603,0.3584905660377358,0.4811320754716981,20.32075471698113,0.0,0.10377358490566038
full2025_validation,i_child_stop_extreme_mode2,AUDJPY,10,2,0.2,-110.7,50.03,-160.73,0.31126734274870904,-0.4785185,141.44,1.4144,-0.7826640271493213,0.4429215,-0.8243012999999999,0.2,0.2,0.2,0.0,0.1,0.5,0.4,22.4,0.0,0.0
full2025_validation,i_child_stop_extreme_mode2,EURJPY,12,7,0.5833333333333334,-22.219999999999995,95.68,-117.9,0.8115351993214589,-0.06434333333333331,70.02,0.7001999999999999,-0.3173379034561553,0.700199,-0.6309001666666667,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.4166666666666667,0.4166666666666667,19.333333333333332,0.0,0.3333333333333333
full2025_validation,i_child_stop_extreme_mode2,EURUSD,19,10,0.5263157894736842,-100.75,75.8,-176.54999999999998,0.42934013027470974,-0.2329365789473684,112.09,1.1209,-0.8988312962797752,0.3961110000000001,-0.7417070526315789,0.3157894736842105,0.10526315789473684,0.10526315789473684,0.0,0.05263157894736842,0.3684210526315789,0.5789473684210527,22.789473684210527,0.0,0.0
full2025_validation,i_child_stop_extreme_mode2,GBPJPY,14,4,0.2857142857142857,-93.60000000000001,73.12,-166.72,0.43857965451055664,-0.2925775714285715,97.94,0.9794,-0.9556871554012661,0.5100518571428572,-0.7235433571428572,0.42857142857142855,0.21428571428571427,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,22.142857142857142,0.0,0.0
full2025_validation,i_child_stop_extreme_mode2,GBPUSD,12,6,0.5,12.719999999999988,72.18999999999998,-59.47,1.2138893559778037,0.045729416666666654,44.68000000000001,0.4468000000000001,0.2846911369740373,0.5414046666666666,-0.6410344166666666,0.5,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.16666666666666666,0.75,25.666666666666668,0.0,0.16666666666666666
full2025_validation,i_child_stop_extreme_mode2,USDJPY,106,46,0.4339622641509434,-231.63000000000008,828.35,-1059.9799999999998,0.78147700900017,-0.08658935849056604,246.32999999999998,2.4633,-0.9403239556692246,0.5760542358490566,-0.6197747075471699,0.49056603773584906,0.32075471698113206,0.20754716981132076,0.0,0.16037735849056603,0.3584905660377358,0.4811320754716981,20.32075471698113,0.0,0.10377358490566038
full2025_validation,j_parent_stop_extreme_mode2,AUDJPY,1,1,1.0,21.41,21.41,0,inf,0.92186,0.0,0.0,inf,1.220304,-0.139274,1.0,1.0,1.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0
full2025_validation,j_parent_stop_extreme_mode2,EURJPY,4,1,0.25,-47.769999999999996,29.3,-77.07,0.3801738679122876,-0.47587300000000005,52.66,0.5266,-0.907140144322066,0.48768325,-0.80749175,0.5,0.25,0.25,0.0,0.25,0.75,0.0,10.75,0.0,0.75
full2025_validation,j_parent_stop_extreme_mode2,GBPJPY,1,0,0.0,-3.03,0,-3.03,0.0,-0.129242,3.03,0.0303,-1.0,0.098085,-0.531968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0
full2025_validation,j_parent_stop_extreme_mode2,GBPUSD,5,1,0.2,-36.12,8.6,-44.72,0.19230769230769232,-0.28781059999999997,43.12,0.43119999999999997,-0.8376623376623377,0.4216774000000001,-0.7194132,0.4,0.2,0.0,0.0,0.0,0.2,0.8,24.4,0.0,0.4
full2025_validation,j_parent_stop_extreme_mode2,USDJPY,20,9,0.45,61.68,247.28000000000003,-185.6,1.3323275862068968,0.11695400000000003,61.980000000000004,0.6198,0.9951597289448209,0.7020296,-0.5873320999999999,0.55,0.5,0.45,0.0,0.3,0.3,0.4,15.8,0.0,0.45
full2025_validation,k_one_symbol_mode2,AUDJPY,10,2,0.2,-110.7,50.03,-160.73,0.31126734274870904,-0.4785185,141.44,1.4144,-0.7826640271493213,0.4429215,-0.8243012999999999,0.2,0.2,0.2,0.0,0.1,0.5,0.4,22.4,0.0,0.0
full2025_validation,k_one_symbol_mode2,EURJPY,12,7,0.5833333333333334,-22.219999999999995,95.68,-117.9,0.8115351993214589,-0.06434333333333331,70.02,0.7001999999999999,-0.3173379034561553,0.700199,-0.6309001666666667,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.4166666666666667,0.4166666666666667,19.333333333333332,0.0,0.3333333333333333
full2025_validation,k_one_symbol_mode2,EURUSD,19,10,0.5263157894736842,-100.75,75.8,-176.54999999999998,0.42934013027470974,-0.2329365789473684,112.09,1.1209,-0.8988312962797752,0.3961110000000001,-0.7417070526315789,0.3157894736842105,0.10526315789473684,0.10526315789473684,0.0,0.05263157894736842,0.3684210526315789,0.5789473684210527,22.789473684210527,0.0,0.0
full2025_validation,k_one_symbol_mode2,GBPJPY,13,4,0.3076923076923077,-79.82000000000002,73.12,-152.94,0.47809598535373354,-0.26335692307692304,84.16000000000001,0.8416000000000001,-0.9484315589353614,0.5219545384615385,-0.7194275384615385,0.46153846153846156,0.23076923076923078,0.15384615384615385,0.0,0.15384615384615385,0.46153846153846156,0.38461538461538464,21.53846153846154,0.0,0.0
full2025_validation,k_one_symbol_mode2,GBPUSD,12,6,0.5,12.719999999999988,72.18999999999998,-59.47,1.2138893559778037,0.045729416666666654,44.68000000000001,0.4468000000000001,0.2846911369740373,0.5414046666666666,-0.6410344166666666,0.5,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.16666666666666666,0.75,25.666666666666668,0.0,0.16666666666666666
full2025_validation,k_one_symbol_mode2,USDJPY,106,46,0.4339622641509434,-230.23000000000008,832.0800000000002,-1062.31,0.7832741855014075,-0.08658935849056604,245.4,2.4539999999999997,-0.9381825590872048,0.5760542358490566,-0.6197747075471699,0.49056603773584906,0.32075471698113206,0.20754716981132076,0.0,0.16037735849056603,0.3584905660377358,0.4811320754716981,20.32075471698113,0.0,0.10377358490566038
q1_quick,f_base_first_child_flip_mode0,AUDJPY,2,0,0.0,-44.05,0,-44.05,0.0,-0.9364135,44.05,0.4405,-1.0,0.4531005,-0.956016,0.0,0.0,0.0,0.0,0.0,0.5,0.5,29.0,0.0,0.5
q1_quick,f_base_first_child_flip_mode0,EURJPY,4,3,0.75,39.32,63.18000000000001,-23.86,2.6479463537300925,0.42356099999999997,23.86,0.2386,1.6479463537300922,0.92374625,-0.33586525,0.75,0.75,0.75,0.0,0.25,0.25,0.5,16.5,0.0,3.0
q1_quick,f_base_first_child_flip_mode0,EURUSD,5,3,0.6,-27.1,19.52,-46.620000000000005,0.41870441870441866,-0.21929819999999997,27.1,0.271,-1.0,0.2512566,-0.7072284,0.0,0.0,0.0,0.0,0.0,0.4,0.6,22.8,0.0,0.8
q1_quick,f_base_first_child_flip_mode0,GBPJPY,4,0,0.0,-54.510000000000005,0,-54.510000000000005,0.0,-0.6228130000000001,54.510000000000005,0.5451,-1.0,0.4446715,-0.62559475,0.5,0.0,0.0,0.0,0.0,0.5,0.5,28.25,0.0,1.5
q1_quick,f_base_first_child_flip_mode0,GBPUSD,1,1,1.0,3.45,3.45,0,inf,0.144031,0.0,0.0,inf,0.392432,-0.361121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0
q1_quick,f_base_first_child_flip_mode0,USDJPY,27,9,0.3333333333333333,-207.83,133.89,-341.72,0.39181200983261144,-0.3282111851851853,245.47,2.4547,-0.8466615064977391,0.43491488888888896,-0.6670084444444446,0.4074074074074074,0.1111111111111111,0.1111111111111111,0.0,0.07407407407407407,0.48148148148148145,0.4444444444444444,18.703703703703702,0.0,2.7777777777777777
q1_quick,g_base_first_child_flip_mode1,AUDJPY,2,0,0.0,-43.989999999999995,0,-43.989999999999995,0.0,-0.9364135,43.989999999999995,0.4398999999999999,-1.0,0.4531005,-0.956016,0.0,0.0,0.0,0.0,0.0,0.5,0.5,29.0,0.0,0.0
q1_quick,g_base_first_child_flip_mode1,EURJPY,2,1,0.5,6.789999999999999,30.58,-23.79,1.2854140395124,0.1309945,23.79,0.2379,0.28541403951240013,0.669597,-0.4333385,0.5,0.5,0.5,0.0,0.5,0.5,0.0,3.0,0.0,0.0
q1_quick,g_base_first_child_flip_mode1,EURUSD,5,3,0.6,-27.1,19.52,-46.620000000000005,0.41870441870441866,-0.21929819999999997,27.1,0.271,-1.0,0.2512566,-0.7072284,0.0,0.0,0.0,0.0,0.0,0.4,0.6,22.8,0.0,0.0
q1_quick,g_base_first_child_flip_mode1,GBPJPY,4,0,0.0,-59.53,0,-59.53,0.0,-0.6228130000000001,59.53,0.5952999999999999,-1.0,0.4446715,-0.62559475,0.5,0.0,0.0,0.0,0.0,0.5,0.5,28.25,0.0,0.0
q1_quick,g_base_first_child_flip_mode1,GBPUSD,1,1,1.0,3.45,3.45,0,inf,0.144031,0.0,0.0,inf,0.392432,-0.361121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0
q1_quick,g_base_first_child_flip_mode1,USDJPY,24,8,0.3333333333333333,-231.73999999999998,100.63,-332.36999999999995,0.3027649908234799,-0.4059716666666668,238.40999999999997,2.3840999999999997,-0.9720229856130196,0.39509445833333334,-0.7131600416666668,0.375,0.08333333333333333,0.08333333333333333,0.0,0.041666666666666664,0.5416666666666666,0.4166666666666667,18.333333333333332,0.0,0.0
q1_quick,h_base_first_child_flip_mode2,AUDJPY,2,0,0.0,-44.05,0,-44.05,0.0,-0.9364135,44.05,0.4405,-1.0,0.4531005,-0.956016,0.0,0.0,0.0,0.0,0.0,0.5,0.5,29.0,0.0,0.0
q1_quick,h_base_first_child_flip_mode2,EURJPY,3,2,0.6666666666666666,18.51,42.370000000000005,-23.86,1.7757753562447613,0.2670803333333333,23.86,0.2386,0.7757753562447612,0.7991736666666668,-0.3647053333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,12.0,0.0,0.3333333333333333
q1_quick,h_base_first_child_flip_mode2,EURUSD,5,3,0.6,-27.1,19.52,-46.620000000000005,0.41870441870441866,-0.21929819999999997,27.1,0.271,-1.0,0.2512566,-0.7072284,0.0,0.0,0.0,0.0,0.0,0.4,0.6,22.8,0.0,0.0
q1_quick,h_base_first_child_flip_mode2,GBPJPY,4,0,0.0,-59.60000000000001,0,-59.60000000000001,0.0,-0.6228130000000001,59.60000000000001,0.5960000000000001,-1.0,0.4446715,-0.62559475,0.5,0.0,0.0,0.0,0.0,0.5,0.5,28.25,0.0,0.0
q1_quick,h_base_first_child_flip_mode2,GBPUSD,1,1,1.0,3.45,3.45,0,inf,0.144031,0.0,0.0,inf,0.392432,-0.361121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0
q1_quick,h_base_first_child_flip_mode2,USDJPY,28,10,0.35714285714285715,-193.64999999999998,148.38,-342.03,0.4338215945969652,-0.29432164285714296,231.28999999999996,2.3128999999999995,-0.8372605819533919,0.4531756428571429,-0.6455512857142859,0.42857142857142855,0.14285714285714285,0.10714285714285714,0.0,0.07142857142857142,0.4642857142857143,0.4642857142857143,19.107142857142858,0.0,0.17857142857142858
q1_quick,i_child_stop_extreme_mode2,AUDJPY,2,0,0.0,-44.05,0,-44.05,0.0,-0.9364135,44.05,0.4405,-1.0,0.4531005,-0.956016,0.0,0.0,0.0,0.0,0.0,0.5,0.5,29.0,0.0,0.0
q1_quick,i_child_stop_extreme_mode2,EURJPY,3,2,0.6666666666666666,18.51,42.370000000000005,-23.86,1.7757753562447613,0.2670803333333333,23.86,0.2386,0.7757753562447612,0.7991736666666668,-0.3647053333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,12.0,0.0,0.3333333333333333
q1_quick,i_child_stop_extreme_mode2,EURUSD,5,3,0.6,-27.1,19.52,-46.620000000000005,0.41870441870441866,-0.21929819999999997,27.1,0.271,-1.0,0.2512566,-0.7072284,0.0,0.0,0.0,0.0,0.0,0.4,0.6,22.8,0.0,0.0
q1_quick,i_child_stop_extreme_mode2,GBPJPY,4,0,0.0,-59.60000000000001,0,-59.60000000000001,0.0,-0.6228130000000001,59.60000000000001,0.5960000000000001,-1.0,0.4446715,-0.62559475,0.5,0.0,0.0,0.0,0.0,0.5,0.5,28.25,0.0,0.0
q1_quick,i_child_stop_extreme_mode2,GBPUSD,1,1,1.0,3.45,3.45,0,inf,0.144031,0.0,0.0,inf,0.392432,-0.361121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0
q1_quick,i_child_stop_extreme_mode2,USDJPY,28,10,0.35714285714285715,-193.64999999999998,148.38,-342.03,0.4338215945969652,-0.29432164285714296,231.28999999999996,2.3128999999999995,-0.8372605819533919,0.4531756428571429,-0.6455512857142859,0.42857142857142855,0.14285714285714285,0.10714285714285714,0.0,0.07142857142857142,0.4642857142857143,0.4642857142857143,19.107142857142858,0.0,0.17857142857142858
q1_quick,j_parent_stop_extreme_mode2,EURJPY,3,1,0.3333333333333333,-23.359999999999996,29.3,-52.66,0.5563995442461072,-0.2938333333333334,52.66,0.5266,-0.44360045575389284,0.454658,-0.7456636666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,7.666666666666667,0.0,0.3333333333333333
q1_quick,j_parent_stop_extreme_mode2,USDJPY,7,3,0.42857142857142855,24.019999999999996,94.51,-70.49000000000001,1.340757554263016,0.10067685714285715,61.980000000000004,0.6198,0.38754436915133905,0.6111721428571428,-0.6404299999999999,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,14.428571428571429,0.0,0.42857142857142855
q1_quick,k_one_symbol_mode2,AUDJPY,2,0,0.0,-44.05,0,-44.05,0.0,-0.9364135,44.05,0.4405,-1.0,0.4531005,-0.956016,0.0,0.0,0.0,0.0,0.0,0.5,0.5,29.0,0.0,0.0
q1_quick,k_one_symbol_mode2,EURJPY,3,2,0.6666666666666666,18.51,42.370000000000005,-23.86,1.7757753562447613,0.2670803333333333,23.86,0.2386,0.7757753562447612,0.7991736666666668,-0.3647053333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,12.0,0.0,0.3333333333333333
q1_quick,k_one_symbol_mode2,EURUSD,5,3,0.6,-27.1,19.52,-46.620000000000005,0.41870441870441866,-0.21929819999999997,27.1,0.271,-1.0,0.2512566,-0.7072284,0.0,0.0,0.0,0.0,0.0,0.4,0.6,22.8,0.0,0.0
q1_quick,k_one_symbol_mode2,GBPJPY,4,0,0.0,-59.60000000000001,0,-59.60000000000001,0.0,-0.6228130000000001,59.60000000000001,0.5960000000000001,-1.0,0.4446715,-0.62559475,0.5,0.0,0.0,0.0,0.0,0.5,0.5,28.25,0.0,0.0
q1_quick,k_one_symbol_mode2,GBPUSD,1,1,1.0,3.45,3.45,0,inf,0.144031,0.0,0.0,inf,0.392432,-0.361121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0
q1_quick,k_one_symbol_mode2,USDJPY,28,10,0.35714285714285715,-193.64999999999998,148.38,-342.03,0.4338215945969652,-0.29432164285714296,231.28999999999996,2.3128999999999995,-0.8372605819533919,0.4531756428571429,-0.6455512857142859,0.42857142857142855,0.14285714285714285,0.10714285714285714,0.0,0.07142857142857142,0.4642857142857143,0.4642857142857143,19.107142857142858,0.0,0.17857142857142858
