period_id,variant,month,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,avg_r,max_dd_profit,max_dd_pct,recovery_factor,avg_mfe_r,avg_mae_r,mfe_ge_0_5r_rate,mfe_ge_0_8r_rate,mfe_ge_1_0r_rate,mfe_ge_1_3r_rate,tp_rate,full_sl_rate,time_exit_rate,avg_hold_bars,avg_child_flip_signal_age,avg_parent_wave2_age
full2025_validation,f_base_first_child_flip_mode0,2025-01,17,4,0.23529411764705882,-250.89999999999995,45.379999999999995,-296.28,0.1531659241258269,-0.6365819411764706,253.12999999999994,2.5312999999999994,-0.9911902974756055,0.2699591176470588,-0.7539313529411767,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.0,0.0,0.6470588235294118,0.35294117647058826,16.235294117647058,0.0,1.7058823529411764
full2025_validation,f_base_first_child_flip_mode0,2025-02,8,4,0.5,9.370000000000005,60.690000000000005,-51.32,1.1825798908807483,0.049936375000000005,27.4,0.27399999999999997,0.3419708029197082,0.628586875,-0.530888375,0.625,0.125,0.125,0.0,0.125,0.25,0.625,22.5,0.0,1.625
full2025_validation,f_base_first_child_flip_mode0,2025-03,19,8,0.42105263157894735,-60.83,113.97,-174.8,0.6520022883295195,-0.13624399999999998,107.33,1.0733,-0.5667567315755148,0.5379582631578949,-0.5956648947368421,0.3684210526315789,0.21052631578947367,0.21052631578947367,0.0,0.10526315789473684,0.3157894736842105,0.5789473684210527,24.210526315789473,0.0,3.0526315789473686
full2025_validation,f_base_first_child_flip_mode0,2025-04,65,31,0.47692307692307695,-102.61,538.2300000000001,-640.8400000000001,0.8398820298358405,-0.06335107692307695,227.10000000000002,2.271,-0.4518273888154997,0.5969432461538461,-0.7054442,0.47692307692307695,0.3076923076923077,0.27692307692307694,0.0,0.2,0.35384615384615387,0.4461538461538462,21.03076923076923,0.0,2.5692307692307694
full2025_validation,f_base_first_child_flip_mode0,2025-05,17,9,0.5294117647058824,-7.979999999999997,139.73000000000002,-147.71,0.9459752217182318,-0.011410176470588233,48.05,0.4804999999999999,-0.1660770031217481,0.5875799411764706,-0.608774294117647,0.5294117647058824,0.35294117647058826,0.17647058823529413,0.0,0.17647058823529413,0.35294117647058826,0.47058823529411764,22.0,0.0,2.1176470588235294
full2025_validation,f_base_first_child_flip_mode0,2025-06,11,6,0.5454545454545454,-42.95,39.03,-81.98,0.47609172969016833,-0.17084109090909091,71.38,0.7138,-0.6017091622303167,0.5258984545454545,-0.5299769090909091,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.0,0.0,0.2727272727272727,0.7272727272727273,22.818181818181817,0.0,2.909090909090909
full2025_validation,f_base_first_child_flip_mode0,2025-07,7,4,0.5714285714285714,30.150000000000006,85.24000000000001,-55.09,1.547286258849156,0.1868741428571428,46.59,0.4659,0.647134578235673,0.7388914285714286,-0.5898888571428572,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,20.714285714285715,0.0,2.7142857142857144
full2025_validation,f_base_first_child_flip_mode0,2025-08,9,4,0.4444444444444444,-27.66000000000001,71.13,-98.79,0.7200121469784391,-0.11760055555555549,74.80000000000001,0.7480000000000001,-0.36978609625668457,0.621537111111111,-0.6070027777777778,0.5555555555555556,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,19.333333333333332,0.0,1.5555555555555556
full2025_validation,f_base_first_child_flip_mode0,2025-09,6,4,0.6666666666666666,20.64,66.8,-46.16,1.4471403812824957,0.1591878333333334,46.16,0.46159999999999995,0.4471403812824957,0.6302445,-0.5271845000000001,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.5,21.0,0.0,3.5
full2025_validation,f_base_first_child_flip_mode0,2025-10,12,3,0.25,-14.189999999999994,80.19000000000001,-94.38000000000001,0.8496503496503497,-0.05848366666666663,88.1,0.881,-0.16106696935300788,0.5480803333333334,-0.57184475,0.4166666666666667,0.25,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,23.083333333333332,0.0,1.4166666666666667
