run_id,period_id,from_date,to_date,variant,variant_name,preset,tester_ini,log_folder,run_mode,stop_mode,portfolio_mode,parent_wave2_start_mode,child_anchor_mode,legacy_current_code,parent_tf,child_tf,top_context_tf,target_r,max_hold_bars,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,avg_r,max_dd_profit,max_dd_pct,recovery_factor,avg_mfe_r,avg_mae_r,mfe_ge_0_5r_rate,mfe_ge_0_8r_rate,mfe_ge_1_0r_rate,mfe_ge_1_3r_rate,tp_rate,full_sl_rate,time_exit_rate,avg_hold_bars,avg_child_flip_signal_age,avg_parent_wave2_age,daily_or_dd_stopped,max_symbol_positive_profit_share,max_session_positive_profit_share,passed_research_continuation,passed_2025_gate
q1_a_diagnostic_current_code,q1_quick,2025.01.01,2025.03.31,a_diagnostic_current_code,diagnostic_current_code,reports/presets/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_a_diagnostic_current_code.set,reports/backtest/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_a_diagnostic_current_code.ini,fractal_wave2_state_review_q1_a_diagnostic_current_code,3,0,0,0,0,true,15,5,16385,1.30,30,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,False
q1_b_wave2_start_first_close,q1_quick,2025.01.01,2025.03.31,b_wave2_start_first_close,wave2_start_first_opposite_close,reports/presets/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_b_wave2_start_first_close.set,reports/backtest/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_b_wave2_start_first_close.ini,fractal_wave2_state_review_q1_b_wave2_start_first_close,2,0,0,0,1,false,15,5,16385,1.30,30,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,False
q1_c_wave2_start_confirmed_pivot,q1_quick,2025.01.01,2025.03.31,c_wave2_start_confirmed_pivot,wave2_start_confirmed_parent_pivot,reports/presets/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_c_wave2_start_confirmed_pivot.set,reports/backtest/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_c_wave2_start_confirmed_pivot.ini,fractal_wave2_state_review_q1_c_wave2_start_confirmed_pivot,2,0,0,1,1,false,15,5,16385,1.30,30,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,False
q1_d_wave2_start_child_countertrend,q1_quick,2025.01.01,2025.03.31,d_wave2_start_child_countertrend,wave2_start_child_countertrend,reports/presets/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_d_wave2_start_child_countertrend.set,reports/backtest/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_d_wave2_start_child_countertrend.ini,fractal_wave2_state_review_q1_d_wave2_start_child_countertrend,2,0,0,2,1,false,15,5,16385,1.30,30,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,False
q1_e_latest_child_anchor_diagnostic,q1_quick,2025.01.01,2025.03.31,e_latest_child_anchor_diagnostic,latest_child_anchor_diagnostic,reports/presets/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_e_latest_child_anchor_diagnostic.set,reports/backtest/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_e_latest_child_anchor_diagnostic.ini,fractal_wave2_state_review_q1_e_latest_child_anchor_diagnostic,3,0,0,2,1,false,15,5,16385,1.30,30,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,False
q1_f_base_first_child_flip_mode0,q1_quick,2025.01.01,2025.03.31,f_base_first_child_flip_mode0,base_first_child_flip_mode0,reports/presets/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_f_base_first_child_flip_mode0.set,reports/backtest/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_f_base_first_child_flip_mode0.ini,fractal_wave2_state_review_q1_f_base_first_child_flip_mode0,4,0,0,0,1,false,15,5,16385,1.30,30,43,16,0.37209302325581395,-290.71999999999986,220.03999999999996,-510.76,0.4308089905239251,-0.2903255116279071,328.3599999999999,3.283599999999999,-0.8853697161651843,0.45979741860465106,-0.6433572790697675,0.37209302325581395,0.13953488372093023,0.13953488372093023,0.0,0.06976744186046512,0.4418604651162791,0.4883720930232558,20.6046511627907,0.0,2.2790697674418605,False,0.6084802763133975,0.41896927831303393,False,False
q1_g_base_first_child_flip_mode1,q1_quick,2025.01.01,2025.03.31,g_base_first_child_flip_mode1,base_first_child_flip_mode1,reports/presets/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_g_base_first_child_flip_mode1.set,reports/backtest/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_g_base_first_child_flip_mode1.ini,fractal_wave2_state_review_q1_g_base_first_child_flip_mode1,4,0,0,1,1,false,15,5,16385,1.30,30,38,13,0.34210526315789475,-352.12000000000006,154.17999999999998,-506.30000000000007,0.30452301007307914,-0.3894176315789475,358.7900000000001,3.5879000000000008,-0.9814097382870203,0.39881744736842106,-0.6919524210526315,0.3157894736842105,0.07894736842105263,0.07894736842105263,0.0,0.05263157894736842,0.5,0.4473684210526316,20.026315789473685,0.0,0.0,False,0.6526786872486703,0.305551952263588,False,False
q1_h_base_first_child_flip_mode2,q1_quick,2025.01.01,2025.03.31,h_base_first_child_flip_mode2,base_first_child_flip_mode2,reports/presets/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_h_base_first_child_flip_mode2.set,reports/backtest/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_h_base_first_child_flip_mode2.ini,fractal_wave2_state_review_q1_h_base_first_child_flip_mode2,4,0,0,2,1,false,15,5,16385,1.30,30,43,16,0.37209302325581395,-302.44,213.71999999999997,-516.16,0.41405765654060755,-0.29665823255813967,340.08000000000004,3.4008000000000003,-0.8893201599623617,0.45162886046511624,-0.6390982790697675,0.37209302325581395,0.13953488372093023,0.11627906976744186,0.0,0.06976744186046512,0.4418604651162791,0.4883720930232558,20.6046511627907,0.0,0.13953488372093023,False,0.6942728804042673,0.3339883960321916,False,False
q1_i_child_stop_extreme_mode2,q1_quick,2025.01.01,2025.03.31,i_child_stop_extreme_mode2,child_stop_extreme_mode2,reports/presets/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_i_child_stop_extreme_mode2.set,reports/backtest/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_i_child_stop_extreme_mode2.ini,fractal_wave2_state_review_q1_i_child_stop_extreme_mode2,4,0,0,2,1,false,15,5,16385,1.30,30,43,16,0.37209302325581395,-302.44,213.71999999999997,-516.16,0.41405765654060755,-0.29665823255813967,340.08000000000004,3.4008000000000003,-0.8893201599623617,0.45162886046511624,-0.6390982790697675,0.37209302325581395,0.13953488372093023,0.11627906976744186,0.0,0.06976744186046512,0.4418604651162791,0.4883720930232558,20.6046511627907,0.0,0.13953488372093023,False,0.6942728804042673,0.3339883960321916,False,False
q1_j_parent_stop_extreme_mode2,q1_quick,2025.01.01,2025.03.31,j_parent_stop_extreme_mode2,parent_stop_extreme_mode2,reports/presets/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_j_parent_stop_extreme_mode2.set,reports/backtest/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2sr_q1_j_parent_stop_extreme_mode2.ini,fractal_wave2_state_review_q1_j_parent_stop_extreme_mode2,4,1,0,2,1,false,15,5,16385,1.30,30,10,4,0.4,0.6599999999999966,123.81,-123.15,1.0053593179049938,-0.017676199999999965,91.25,0.9125,0.00723287671232873,0.5642178999999999,-0.6720001000000001,0.4,0.4,0.4,0.0,0.3,0.4,0.3,12.4,0.0,0.4,False,0.7633470640497537,0.7152895565786286,False,False
