period_id,variant,session_label,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,avg_r,max_dd_profit,max_dd_pct,recovery_factor,avg_mfe_r,avg_mae_r,mfe_ge_0_5r_rate,mfe_ge_0_8r_rate,mfe_ge_1_0r_rate,mfe_ge_1_3r_rate,tp_rate,full_sl_rate,time_exit_rate,avg_hold_bars,avg_child_flip_signal_age,avg_parent_wave2_age
full2025_validation,f_base_first_child_flip_mode0,london,31,13,0.41935483870967744,-143.95,239.28000000000003,-383.23,0.6243770059755239,-0.2053243225806452,152.7,1.527,-0.9426981008513425,0.5372757096774194,-0.7746444838709677,0.4838709677419355,0.2903225806451613,0.1935483870967742,0.0,0.1935483870967742,0.5161290322580645,0.2903225806451613,17.258064516129032,0.0,3.3870967741935485
full2025_validation,f_base_first_child_flip_mode0,london_newyork_overlap,52,22,0.4230769230769231,-167.41000000000003,321.57,-488.98,0.6576342590699006,-0.13243778846153847,203.56000000000003,2.0356,-0.8224110827274513,0.5351084038461538,-0.6382283076923077,0.4423076923076923,0.23076923076923078,0.17307692307692307,0.0,0.09615384615384616,0.3269230769230769,0.5769230769230769,22.96153846153846,0.0,1.9615384615384615
full2025_validation,f_base_first_child_flip_mode0,new_york,24,13,0.5416666666666666,-15.949999999999987,128.68,-144.63,0.8897185922699302,-0.022507624999999986,119.52999999999999,1.1952999999999998,-0.13343930394043327,0.5275982083333334,-0.5233524166666667,0.375,0.20833333333333334,0.20833333333333334,0.0,0.08333333333333333,0.16666666666666666,0.75,25.208333333333332,0.0,1.8333333333333333
full2025_validation,f_base_first_child_flip_mode0,off_session,8,5,0.625,71.39999999999999,127.08,-55.68000000000001,2.2823275862068964,0.39464750000000004,31.0,0.31,2.3032258064516125,0.7837232500000001,-0.6594215,0.5,0.5,0.5,0.0,0.5,0.25,0.25,18.25,0.0,2.125
full2025_validation,f_base_first_child_flip_mode0,tokyo,62,24,0.3870967741935484,-270.58,423.78,-694.36,0.610317414597615,-0.18836801612903223,342.19,3.4219,-0.7907302960343668,0.5516443225806453,-0.6493685967741938,0.4838709677419355,0.2903225806451613,0.1935483870967742,0.0,0.12903225806451613,0.4032258064516129,0.46774193548387094,20.548387096774192,0.0,2.403225806451613
full2025_validation,g_base_first_child_flip_mode1,london,30,13,0.43333333333333335,-127.41,232.80000000000004,-360.21000000000004,0.6462896643624553,-0.17879003333333335,155.35,1.5535,-0.820148052784036,0.5514475333333334,-0.7672164,0.5,0.3,0.2,0.0,0.2,0.5,0.3,17.633333333333333,0.0,0.0
full2025_validation,g_base_first_child_flip_mode1,london_newyork_overlap,47,19,0.40425531914893614,-250.81000000000003,237.54999999999995,-488.36,0.48642394954541723,-0.22101140425531918,286.96000000000004,2.8696,-0.8740242542514636,0.4758831702127658,-0.6771435319148935,0.40425531914893614,0.19148936170212766,0.1276595744680851,0.0,0.06382978723404255,0.3617021276595745,0.574468085106383,22.829787234042552,0.0,0.0
full2025_validation,g_base_first_child_flip_mode1,new_york,23,12,0.5217391304347826,-16.839999999999982,127.38999999999999,-144.23000000000002,0.8832420439575676,-0.025664956521739116,119.12999999999998,1.1912999999999998,-0.14135818013934345,0.526769,-0.5428387391304348,0.34782608695652173,0.21739130434782608,0.21739130434782608,0.0,0.08695652173913043,0.17391304347826086,0.7391304347826086,25.0,0.0,0.0
full2025_validation,g_base_first_child_flip_mode1,off_session,7,5,0.7142857142857143,92.77,124.78999999999999,-32.019999999999996,3.8972517176764523,0.597922,24.68,0.24680000000000002,3.7589141004862237,0.828987,-0.6120475714285715,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,19.571428571428573,0.0,0.0
full2025_validation,g_base_first_child_flip_mode1,tokyo,58,23,0.39655172413793105,-215.97999999999993,427.65,-643.6299999999999,0.6644345353697001,-0.15792443103448278,308.12999999999994,3.0812999999999993,-0.7009379158147534,0.5708430172413794,-0.6498959655172414,0.5,0.3103448275862069,0.20689655172413793,0.0,0.15517241379310345,0.39655172413793105,0.4482758620689655,20.70689655172414,0.0,0.0
full2025_validation,h_base_first_child_flip_mode2,london,31,13,0.41935483870967744,-150.43,232.80000000000004,-383.23,0.6074681000965478,-0.2053243225806452,155.35,1.5535,-0.9683295783714194,0.5372757096774194,-0.7746444838709677,0.4838709677419355,0.2903225806451613,0.1935483870967742,0.0,0.1935483870967742,0.5161290322580645,0.2903225806451613,17.258064516129032,0.0,0.03225806451612903
full2025_validation,h_base_first_child_flip_mode2,london_newyork_overlap,50,20,0.4,-218.86000000000004,269.81999999999994,-488.67999999999995,0.5521404600147335,-0.18156478000000004,244.74000000000004,2.4474000000000005,-0.894255127890823,0.5051258399999999,-0.65752968,0.42,0.2,0.14,0.0,0.08,0.34,0.58,22.96,0.0,0.12
full2025_validation,h_base_first_child_flip_mode2,new_york,23,12,0.5217391304347826,-17.429999999999986,127.19999999999999,-144.63,0.8794855839037543,-0.025664956521739116,119.52999999999999,1.1952999999999998,-0.1458211327700158,0.526769,-0.5428387391304348,0.34782608695652173,0.21739130434782608,0.21739130434782608,0.0,0.08695652173913043,0.17391304347826086,0.7391304347826086,25.0,0.0,0.0
full2025_validation,h_base_first_child_flip_mode2,off_session,8,5,0.625,71.39999999999999,127.08,-55.68000000000001,2.2823275862068964,0.39464750000000004,31.0,0.31,2.3032258064516125,0.7837232500000001,-0.6594215,0.5,0.5,0.5,0.0,0.5,0.25,0.25,18.25,0.0,0.0
full2025_validation,h_base_first_child_flip_mode2,tokyo,61,25,0.4098360655737705,-230.85999999999996,438.2700000000001,-669.1299999999999,0.6549848310492732,-0.1611884918032787,313.06,3.1306000000000003,-0.7374305245000957,0.5698316557377051,-0.6356272459016394,0.5081967213114754,0.3114754098360656,0.19672131147540983,0.0,0.13114754098360656,0.39344262295081966,0.47540983606557374,20.60655737704918,0.0,0.16393442622950818
full2025_validation,i_child_stop_extreme_mode2,london,31,13,0.41935483870967744,-150.43,232.80000000000004,-383.23,0.6074681000965478,-0.2053243225806452,155.35,1.5535,-0.9683295783714194,0.5372757096774194,-0.7746444838709677,0.4838709677419355,0.2903225806451613,0.1935483870967742,0.0,0.1935483870967742,0.5161290322580645,0.2903225806451613,17.258064516129032,0.0,0.03225806451612903
full2025_validation,i_child_stop_extreme_mode2,london_newyork_overlap,50,20,0.4,-218.86000000000004,269.81999999999994,-488.67999999999995,0.5521404600147335,-0.18156478000000004,244.74000000000004,2.4474000000000005,-0.894255127890823,0.5051258399999999,-0.65752968,0.42,0.2,0.14,0.0,0.08,0.34,0.58,22.96,0.0,0.12
full2025_validation,i_child_stop_extreme_mode2,new_york,23,12,0.5217391304347826,-17.429999999999986,127.19999999999999,-144.63,0.8794855839037543,-0.025664956521739116,119.52999999999999,1.1952999999999998,-0.1458211327700158,0.526769,-0.5428387391304348,0.34782608695652173,0.21739130434782608,0.21739130434782608,0.0,0.08695652173913043,0.17391304347826086,0.7391304347826086,25.0,0.0,0.0
full2025_validation,i_child_stop_extreme_mode2,off_session,8,5,0.625,71.39999999999999,127.08,-55.68000000000001,2.2823275862068964,0.39464750000000004,31.0,0.31,2.3032258064516125,0.7837232500000001,-0.6594215,0.5,0.5,0.5,0.0,0.5,0.25,0.25,18.25,0.0,0.0
full2025_validation,i_child_stop_extreme_mode2,tokyo,61,25,0.4098360655737705,-230.85999999999996,438.2700000000001,-669.1299999999999,0.6549848310492732,-0.1611884918032787,313.06,3.1306000000000003,-0.7374305245000957,0.5698316557377051,-0.6356272459016394,0.5081967213114754,0.3114754098360656,0.19672131147540983,0.0,0.13114754098360656,0.39344262295081966,0.47540983606557374,20.60655737704918,0.0,0.16393442622950818
full2025_validation,j_parent_stop_extreme_mode2,london,5,2,0.4,-9.010000000000002,67.03,-76.04,0.8815097317201472,-0.06520499999999999,50.1,0.5010000000000001,-0.17984031936127748,0.753766,-0.7129230000000001,0.6,0.6,0.6,0.0,0.4,0.6,0.0,2.4,0.0,0.2
