period_id,child_flip_age_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,avg_r,max_dd_profit,max_dd_pct,recovery_factor,avg_mfe_r,avg_mae_r,mfe_ge_0_5r_rate,mfe_ge_0_8r_rate,mfe_ge_1_0r_rate,mfe_ge_1_3r_rate,tp_rate,full_sl_rate,time_exit_rate,avg_hold_bars,avg_child_flip_signal_age,avg_parent_wave2_age
full2025_validation,age_0,891,386,0.4332210998877666,-2671.9500000000035,6286.399999999994,-8958.350000000022,0.7017363688625672,-0.12490959483726129,2683.1000000000035,26.83100000000004,-0.9958443591368193,0.5519490617283946,-0.6547086352413016,0.4590347923681257,0.2772166105499439,0.20426487093153758,0.0,0.143658810325477,0.36251402918069586,0.49382716049382713,21.058361391694724,0.0,0.5409652076318743
q1_quick,age_0,220,81,0.36818181818181817,-1549.4999999999993,1139.1900000000003,-2688.6899999999996,0.4236970420539372,-0.2987615499999997,1706.7999999999997,17.067999999999998,-0.9078392313100536,0.44922115454545425,-0.6505556090909096,0.36363636363636365,0.1409090909090909,0.12727272727272726,0.0,0.07727272727272727,0.45,0.4727272727272727,20.131818181818183,0.0,0.5454545454545454
