run_id,period_id,variant,confirmed,reject_reason,swing_count,extension_count,count
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,11,4,24
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,11,5,2
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,12,1,120
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,12,2,181
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,12,3,180
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,12,4,106
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,12,5,17
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,13,1,14
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,13,2,30
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,13,3,38
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,13,4,28
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,13,5,6
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,14,1,45
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,14,2,90
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,14,3,115
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,14,4,100
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,14,5,44
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,14,6,4
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,15,1,9
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,15,2,19
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,15,3,32
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,15,4,25
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,15,5,14
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,15,6,4
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,16,1,20
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,16,2,42
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,16,3,61
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,16,4,62
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,16,5,50
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,16,6,17
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,16,7,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,17,1,3
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,17,2,10
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,17,3,13
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,17,4,22
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,17,5,16
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,17,6,5
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,18,1,10
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,18,2,21
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,18,3,21
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,18,4,49
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,18,5,38
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,18,6,34
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,18,7,5
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,18,8,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,19,2,5
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,19,3,4
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,19,4,7
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,19,5,14
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,19,6,7
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,19,7,3
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,20,1,2
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,20,2,12
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,20,3,16
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,20,4,17
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,20,5,28
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,20,6,21
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,20,7,11
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,20,8,2
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,21,1,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,21,2,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,21,3,2
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,21,4,6
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,21,5,4
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,21,6,7
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,21,7,2
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,21,8,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,22,1,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,22,2,3
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,22,3,8
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,22,4,9
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,22,5,18
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,22,6,21
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,22,7,17
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,22,8,4
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,23,3,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,23,4,4
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,23,5,6
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,23,6,3
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,23,7,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,23,8,2
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,24,1,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,24,2,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,24,3,8
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,24,4,6
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,24,5,6
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,24,6,16
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,24,7,11
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,24,8,6
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,24,9,2
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,25,4,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,25,5,2
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,25,6,4
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,25,7,2
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,25,9,2
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,26,1,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,26,2,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,26,3,3
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,26,4,4
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,26,5,3
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,26,6,5
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,26,7,10
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,26,8,9
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,27,1,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,27,5,2
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,27,6,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,27,7,2
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,27,8,2
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,28,2,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,28,3,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,28,4,3
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,28,5,3
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,28,6,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,28,7,7
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,28,8,6
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,28,9,3
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,29,2,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,29,6,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,29,7,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,29,8,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,29,9,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,3,1,265
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,30,3,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,30,5,3
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,30,6,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,30,7,2
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,30,8,4
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,30,9,7
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,31,7,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,32,10,5
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,32,4,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,32,5,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,32,6,2
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,32,8,2
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,32,9,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,33,8,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,34,11,3
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,34,5,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,34,8,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,36,12,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,36,6,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,36,7,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,36,9,1
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,4,1,1520
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,5,1,288
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,5,2,93
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,6,1,798
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,6,2,538
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,7,1,126
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,7,2,141
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,7,3,29
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,8,1,400
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,8,2,484
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,8,3,164
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,9,1,70
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,9,2,100
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,9,3,64
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,true,none,9,4,8
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,10,1,201
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,10,2,271
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,10,3,230
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,10,4,45
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,11,1,40
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,11,2,55
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,11,3,60
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,11,4,24
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,11,5,2
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,12,1,120
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,12,2,185
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,12,3,184
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,12,4,106
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,12,5,16
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,13,1,16
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,13,2,32
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,13,3,41
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,13,4,27
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,13,5,6
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,14,1,45
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,14,2,89
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,14,3,115
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,14,4,101
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,14,5,45
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,14,6,3
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,15,1,9
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,15,2,19
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,15,3,31
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,15,4,23
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,15,5,12
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,15,6,4
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,16,1,20
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,16,2,43
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,16,3,61
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,16,4,64
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,16,5,53
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,16,6,17
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,16,7,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,17,1,3
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,17,2,11
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,17,3,12
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,17,4,21
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,17,5,15
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,17,6,5
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,18,1,10
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,18,2,21
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,18,3,22
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,18,4,48
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,18,5,39
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,18,6,34
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,18,7,5
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,18,8,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,19,2,5
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,19,3,5
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,19,4,7
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,19,5,14
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,19,6,5
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,19,7,3
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,20,1,2
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,20,2,12
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,20,3,16
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,20,4,17
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,20,5,26
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,20,6,22
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,20,7,11
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,20,8,2
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,21,1,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,21,2,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,21,3,2
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,21,4,7
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,21,5,3
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,21,6,7
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,21,7,2
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,21,8,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,22,1,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,22,2,3
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,22,3,8
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,22,4,9
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,22,5,19
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,22,6,20
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,22,7,17
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,22,8,4
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,23,3,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,23,4,4
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,23,5,7
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,23,6,3
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,23,7,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,23,8,2
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,24,1,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,24,2,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,24,3,8
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,24,4,6
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,24,5,6
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,24,6,16
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,24,7,10
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,24,8,6
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,24,9,2
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,25,4,1
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,25,5,2
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,true,none,25,6,4
