period_id,parent_wave2_start_mode,variant,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,avg_r,max_dd_profit,max_dd_pct,recovery_factor,avg_mfe_r,avg_mae_r,mfe_ge_0_5r_rate,mfe_ge_0_8r_rate,mfe_ge_1_0r_rate,mfe_ge_1_3r_rate,tp_rate,full_sl_rate,time_exit_rate,avg_hold_bars,avg_child_flip_signal_age,avg_parent_wave2_age
full2025_validation,0,f_base_first_child_flip_mode0,177,77,0.4350282485875706,-526.4899999999997,1240.39,-1766.8799999999997,0.7020227746083494,-0.1260657570621469,528.7199999999997,5.287199999999997,-0.9957822666061431,0.5514987288135591,-0.6514041468926554,0.4576271186440678,0.2711864406779661,0.2033898305084746,0.0,0.14124293785310735,0.3615819209039548,0.4971751412429379,21.2090395480226,0.0,2.3559322033898304
full2025_validation,1,g_base_first_child_flip_mode1,165,72,0.43636363636363634,-518.2699999999998,1150.1800000000003,-1668.4499999999998,0.6893703737001411,-0.1291860242424243,520.4999999999998,5.204999999999997,-0.9957156580211335,0.5450753090909088,-0.6624595636363637,0.45454545454545453,0.2727272727272727,0.2,0.0,0.14545454545454545,0.36363636363636365,0.4909090909090909,21.303030303030305,0.0,0.0
full2025_validation,2,h_base_first_child_flip_mode2,173,75,0.43352601156069365,-546.18,1195.17,-1741.3499999999995,0.6863467998966322,-0.1312653468208093,548.41,5.4841,-0.9959336992396199,0.5494626763005779,-0.6556323005780348,0.45664739884393063,0.27167630057803466,0.19653179190751446,0.0,0.13872832369942195,0.36416184971098264,0.49710982658959535,21.161849710982658,0.0,0.09826589595375723
full2025_validation,2,i_child_stop_extreme_mode2,173,75,0.43352601156069365,-546.18,1195.17,-1741.3499999999995,0.6863467998966322,-0.1312653468208093,548.41,5.4841,-0.9959336992396199,0.5494626763005779,-0.6556323005780348,0.45664739884393063,0.27167630057803466,0.19653179190751446,0.0,0.13872832369942195,0.36416184971098264,0.49710982658959535,21.161849710982658,0.0,0.09826589595375723
full2025_validation,2,j_parent_stop_extreme_mode2,31,12,0.3870967741935484,-3.8300000000000076,306.59,-310.42,0.9876618774563494,-0.0068015161290322455,91.25,0.9125,-0.04197260273972611,0.6263903548387098,-0.6208037741935484,0.5161290322580645,0.41935483870967744,0.3548387096774194,0.0,0.22580645161290322,0.3225806451612903,0.45161290322580644,17.451612903225808,0.0,0.45161290322580644
full2025_validation,2,k_one_symbol_mode2,172,75,0.436046511627907,-530.9999999999997,1198.9,-1729.8999999999996,0.6930458408000465,-0.12811894767441864,533.2299999999997,5.3322999999999965,-0.9958179397258219,0.5505914302325579,-0.6549263895348838,0.45930232558139533,0.27325581395348836,0.19767441860465115,0.0,0.13953488372093023,0.36627906976744184,0.4941860465116279,21.11046511627907,0.0,0.09883720930232558
q1_quick,0,f_base_first_child_flip_mode0,43,16,0.37209302325581395,-290.71999999999986,220.03999999999996,-510.76,0.4308089905239251,-0.2903255116279071,328.3599999999999,3.283599999999999,-0.8853697161651843,0.45979741860465106,-0.6433572790697675,0.37209302325581395,0.13953488372093023,0.13953488372093023,0.0,0.06976744186046512,0.4418604651162791,0.4883720930232558,20.6046511627907,0.0,2.2790697674418605
q1_quick,1,g_base_first_child_flip_mode1,38,13,0.34210526315789475,-352.12000000000006,154.17999999999998,-506.30000000000007,0.30452301007307914,-0.3894176315789475,358.7900000000001,3.5879000000000008,-0.9814097382870203,0.39881744736842106,-0.6919524210526315,0.3157894736842105,0.07894736842105263,0.07894736842105263,0.0,0.05263157894736842,0.5,0.4473684210526316,20.026315789473685,0.0,0.0
q1_quick,2,h_base_first_child_flip_mode2,43,16,0.37209302325581395,-302.44,213.71999999999997,-516.16,0.41405765654060755,-0.29665823255813967,340.08000000000004,3.4008000000000003,-0.8893201599623617,0.45162886046511624,-0.6390982790697675,0.37209302325581395,0.13953488372093023,0.11627906976744186,0.0,0.06976744186046512,0.4418604651162791,0.4883720930232558,20.6046511627907,0.0,0.13953488372093023
q1_quick,2,i_child_stop_extreme_mode2,43,16,0.37209302325581395,-302.44,213.71999999999997,-516.16,0.41405765654060755,-0.29665823255813967,340.08000000000004,3.4008000000000003,-0.8893201599623617,0.45162886046511624,-0.6390982790697675,0.37209302325581395,0.13953488372093023,0.11627906976744186,0.0,0.06976744186046512,0.4418604651162791,0.4883720930232558,20.6046511627907,0.0,0.13953488372093023
q1_quick,2,j_parent_stop_extreme_mode2,10,4,0.4,0.6599999999999966,123.81,-123.15,1.0053593179049938,-0.017676199999999965,91.25,0.9125,0.00723287671232873,0.5642178999999999,-0.6720001000000001,0.4,0.4,0.4,0.0,0.3,0.4,0.3,12.4,0.0,0.4
q1_quick,2,k_one_symbol_mode2,43,16,0.37209302325581395,-302.44,213.71999999999997,-516.16,0.41405765654060755,-0.29665823255813967,340.08000000000004,3.4008000000000003,-0.8893201599623617,0.45162886046511624,-0.6390982790697675,0.37209302325581395,0.13953488372093023,0.11627906976744186,0.0,0.06976744186046512,0.4418604651162791,0.4883720930232558,20.6046511627907,0.0,0.13953488372093023
