episode_id,event_id,market_cluster_id,symbol,shock_direction,statistical_msc,confirmed_msc,confirmed_quote_msc,processing_msc,t0_msc,entry_quote_msc,entry_processing_msc,entry_bid,entry_ask,entry_spread,atr14_m5,spread_atr_t0,tick_activity_ratio,atr_source_msc,feature_source_msc,tick_size,broker_stop_distance,existing_sl_distance,existing_tp_distance,existing_sl_atr,existing_tp_atr,existing_risk_source,existing_continuation_result,existing_continuation_touch_msc,existing_reversal_result,existing_reversal_touch_msc,status,quote_count,duplicate_same_msc,future_reads,backdates,fallback_quotes,h30_quote_msc,h30_cont_mfe,h30_cont_mae,h30_rev_mfe,h30_rev_mae,h60_quote_msc,h60_cont_mfe,h60_cont_mae,h60_rev_mfe,h60_rev_mae,h120_quote_msc,h120_cont_mfe,h120_cont_mae,h120_rev_mfe,h120_rev_mae,h300_quote_msc,h300_cont_mfe,h300_cont_mae,h300_rev_mfe,h300_rev_mae,h600_quote_msc,h600_cont_mfe,h600_cont_mae,h600_rev_mfe,h600_rev_mae,h900_quote_msc,h900_cont_mfe,h900_cont_mae,h900_rev_mfe,h900_rev_mae,h1800_quote_msc,h1800_cont_mfe,h1800_cont_mae,h1800_rev_mfe,h1800_rev_mae,h3600_quote_msc,h3600_cont_mfe,h3600_cont_mae,h3600_rev_mfe,h3600_rev_mae,d0.10_cont_hit_ms,d0.10_rev_hit_ms,d0.20_cont_hit_ms,d0.20_rev_hit_ms,d0.30_cont_hit_ms,d0.30_rev_hit_ms,d0.40_cont_hit_ms,d0.40_rev_hit_ms,d0.50_cont_hit_ms,d0.50_rev_hit_ms,d0.75_cont_hit_ms,d0.75_rev_hit_ms,d1.00_cont_hit_ms,d1.00_rev_hit_ms,d1.50_cont_hit_ms,d1.50_rev_hit_ms,tp0.20_cont_pre_mae,tp0.20_rev_pre_mae,tp0.30_cont_pre_mae,tp0.30_rev_pre_mae,tp0.40_cont_pre_mae,tp0.40_rev_pre_mae,tp0.50_cont_pre_mae,tp0.50_rev_pre_mae,schema_version
"ts15j_post_shock_excursion_r2_202503_EURUSD_mh_145","ts15j_post_shock_excursion_r2_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1742380214500_14954","6451","EURUSD","SHORT","1742380214250","1742380214500","1742380214491","1742380214948","1742380214948","1742380214948","1742380215255","1.0907100000","1.0909000000","0.0001900000","0.0004157088","0.432995428419","0.000000000000","1742380214948","1742380214948","0.0000100000","0.0000000000","0.0007600000","0.0009200000","1.828202919992","2.213087745253","ENTRY_SPREAD","TP_FIRST","1742380577479","SL_FIRST","1742380500406","COMPLETE_3600S","4843","0","0","0","0","1742380245996","0.0000100000","0.0001900000","0.0000000000","0.0003800000","1742380274964","0.0000100000","0.0001900000","0.0000000000","0.0003800000","1742380335171","0.0000100000","0.0002800000","0.0000000000","0.0003800000","1742380515387","0.0006100000","0.0003400000","0.0000000000","0.0009800000","1742380815408","0.0026200000","0.0003400000","0.0000000000","0.0029900000","1742381115026","0.0032900000","0.0003400000","0.0000000000","0.0036600000","1742382015468","0.0032900000","0.0003400000","0.0000000000","0.0036600000","1742383816438","0.0032900000","0.0003400000","0.0000000000","0.0036600000","175719","","236721","","236721","","237028","","238122","","283691","","285458","","302385","","0.0003400000","","0.0003400000","","0.0003400000","","0.0003400000","","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_AUDUSD_mh_282","ts15j_post_shock_excursion_r2_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742380415500_14968","6458","AUDUSD","SHORT","1742380415250","1742380415500","1742380415213","1742380416202","1742380416202","1742380417070","1742380417385","0.6345000000","0.6347300000","0.0002300000","0.0003006643","0.731713106444","1.000000000000","1742380416202","1742380416202","0.0000100000","0.0000000000","0.0009200000","0.0011100000","3.059891172403","3.691825218877","ENTRY_SPREAD","TP_FIRST","1742380864339","SL_FIRST","1742380639438","COMPLETE_3600S","5197","0","0","0","0","1742380446531","0.0000000000","0.0002600000","0.0000000000","0.0002500000","1742380477905","0.0000000000","0.0002600000","0.0000000000","0.0003500000","1742380538419","0.0000300000","0.0002600000","0.0000000000","0.0004800000","1742380716822","0.0009300000","0.0002600000","0.0000000000","0.0013800000","1742381016377","0.0016900000","0.0002600000","0.0000000000","0.0021300000","1742381316635","0.0016900000","0.0002600000","0.0000000000","0.0021300000","1742382216321","0.0016900000","0.0002600000","0.0000000000","0.0021300000","1742384017769","0.0016900000","0.0002600000","0.0000000000","0.0021300000","160200","","160413","","170277","","189181","","193434","","195801","","198974","","222071","","0.0002600000","","0.0002600000","","0.0002600000","","0.0002600000","","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDCAD_mh_315","ts15j_post_shock_excursion_r2_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742380597000_14980","6467","USDCAD","SHORT","1742380596750","1742380597000","1742380596694","1742380597674","1742380597674","1742380600424","1742380600526","1.4316700000","1.4319500000","0.0002800000","0.0003456228","0.781198470408","1.000000000000","1742380597674","1742380597674","0.0000100000","0.0000000000","0.0011200000","0.0013500000","3.240526988359","3.905992352040","ENTRY_SPREAD","SL_FIRST","1742380698797","SL_FIRST","1742383225969","COMPLETE_3600S","5673","0","0","0","0","1742380627685","0.0000000000","0.0005500000","0.0000000000","0.0002800000","1742380657842","0.0000000000","0.0008500000","0.0003100000","0.0002800000","1742380718259","0.0000000000","0.0011200000","0.0005800000","0.0002800000","1742380897739","0.0000000000","0.0011800000","0.0006400000","0.0002800000","1742381199283","0.0000000000","0.0016300000","0.0010700000","0.0002800000","1742381499270","0.0000000000","0.0016300000","0.0010700000","0.0002800000","1742382399304","0.0000000000","0.0016300000","0.0010700000","0.0004600000","1742384197801","0.0006800000","0.0016300000","0.0010700000","0.0012400000","1968134","30136","1969984","39329","1988989","41934","1989201","42418","2472996","49708","2494587","53214","2545613","67536","2619886","80091","0.0016300000","0.0002800000","0.0016300000","0.0002800000","0.0016300000","0.0002800000","0.0016300000","0.0002800000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDCHF_mh_208","ts15j_post_shock_excursion_r2_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742380613500_14984","6468","USDCHF","LONG","1742380613250","1742380613500","1742380613234","1742380613800","1742380613800","1742380613932","1742380614013","0.8768500000","0.8770400000","0.0001900000","0.0002931747","0.784515120868","1.000000000000","1742380613800","1742380613800","0.0000100000","0.0000000000","0.0007600000","0.0009200000","2.592310834172","3.138060483472","ENTRY_SPREAD","TIMEOUT","","SL_FIRST","1742380974793","COMPLETE_3600S","3347","0","0","0","0","1742380643825","0.0000400000","0.0001800000","0.0000000000","0.0004500000","1742380673986","0.0000400000","0.0003100000","0.0000000000","0.0004500000","1742380734171","0.0002700000","0.0003100000","0.0000000000","0.0007000000","1742380913865","0.0002700000","0.0003100000","0.0000000000","0.0007000000","1742381216743","0.0006700000","0.0003100000","0.0000000000","0.0010900000","1742381514320","0.0006700000","0.0003100000","0.0000000000","0.0010900000","1742382414372","0.0006700000","0.0003100000","0.0000000000","0.0010900000","1742384216698","0.0006700000","0.0003100000","0.0000000000","0.0010900000","6977","","90153","","90153","","90153","","92042","","113807","","360861","","364861","","0.0003100000","","0.0003100000","","0.0003100000","","0.0003100000","","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDJPY_mh_665","ts15j_post_shock_excursion_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742381020500_15116","6509","USDJPY","LONG","1742381020250","1742381020500","1742381020320","1742381021204","1742381021204","1742381021302","1742381021428","149.1870000000","149.2040000000","0.0170000000","0.1292196522","0.154775219299","1.000000000000","1742381021204","1742381021204","0.0010000000","0.0000000000","0.0680000000","0.0820000000","0.526235745617","0.634578399126","ENTRY_SPREAD","TP_FIRST","1742381283901","SL_FIRST","1742381114584","COMPLETE_3600S","6955","0","0","0","0","1742381051337","0.0000000000","0.0570000000","0.0210000000","0.0130000000","1742381081328","0.0000000000","0.0610000000","0.0250000000","0.0230000000","1742381141360","0.0520000000","0.0610000000","0.0250000000","0.0880000000","1742381321857","0.0920000000","0.0610000000","0.0250000000","0.1280000000","1742381621214","0.1150000000","0.0610000000","0.0250000000","0.1510000000","1742381921349","0.1410000000","0.0610000000","0.0250000000","0.1760000000","1742382822051","0.2120000000","0.0610000000","0.0250000000","0.2480000000","1742384621232","0.3520000000","0.0610000000","0.0250000000","0.3860000000","73786","22258","93034","","95326","","105342","","135577","","307140","","651009","","1340877","","0.0610000000","","0.0610000000","","0.0610000000","","0.0610000000","","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_EURUSD_mh_146","ts15j_post_shock_excursion_r2_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1742381223250_15134","6517","EURUSD","SHORT","1742381223000","1742381223250","1742381223081","1742381223880","1742381223880","1742381223880","1742381224109","1.0877700000","1.0879500000","0.0001800000","0.0006292884","0.286037364591","1.000000000000","1742381223880","1742381223880","0.0000100000","0.0000000000","0.0007200000","0.0008700000","1.144149458364","1.382513928856","ENTRY_SPREAD","SL_FIRST","1742381327526","TP_FIRST","1742381399401","COMPLETE_3600S","4060","0","0","0","0","1742381254050","0.0000000000","0.0004700000","0.0001100000","0.0002500000","1742381284923","0.0000000000","0.0005600000","0.0002000000","0.0002500000","1742381343986","0.0000000000","0.0009700000","0.0006000000","0.0002500000","1742381523925","0.0000000000","0.0015000000","0.0011400000","0.0002500000","1742381823977","0.0000000000","0.0018400000","0.0014800000","0.0002500000","1742382124237","0.0000000000","0.0024300000","0.0020700000","0.0002500000","1742383025349","0.0000000000","0.0030200000","0.0026600000","0.0002500000","1742384831001","0.0000000000","0.0033900000","0.0030300000","0.0002500000","","29231","","30375","","43115","","88378","","103218","","108460","","139072","","176273","","0.0002500000","","0.0002500000","","0.0002500000","","0.0002500000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_AUDUSD_mh_283","ts15j_post_shock_excursion_r2_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742381380500_15150","6523","AUDUSD","SHORT","1742381380250","1742381380500","1742381380317","1742381380970","1742381380970","1742381381942","1742381382150","0.6333900000","0.6336200000","0.0002300000","0.0003911532","0.588004880808","1.000000000000","1742381380970","1742381380970","0.0000100000","0.0000000000","0.0009200000","0.0011100000","2.352019523234","2.837762685641","ENTRY_SPREAD","TIMEOUT","","TIMEOUT","","COMPLETE_3600S","4423","0","0","0","0","1742381411506","0.0000000000","0.0004200000","0.0000000000","0.0002100000","1742381441730","0.0000000000","0.0005000000","0.0000400000","0.0002100000","1742381501324","0.0000000000","0.0006800000","0.0002400000","0.0002100000","1742381684408","0.0000000000","0.0006800000","0.0002400000","0.0002500000","1742381981061","0.0003000000","0.0006800000","0.0002400000","0.0007500000","1742382282011","0.0003000000","0.0006800000","0.0002400000","0.0007500000","1742383184521","0.0003000000","0.0007700000","0.0003200000","0.0007500000","1742384981151","0.0003000000","0.0007900000","0.0003400000","0.0007500000","441226","59788","442393","63935","448317","78547","509688","82387","520878","91059","587062","1188442","","","","","0.0006800000","0.0002100000","0.0006800000","0.0002100000","0.0006800000","0.0002100000","0.0006800000","0.0002100000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_GBPUSD_mh_187","ts15j_post_shock_excursion_r2_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742381905000_15175","6538","GBPUSD","LONG","1742381904750","1742381905000","1742381904784","1742381906841","1742381906841","1742381908023","1742381908853","1.2968700000","1.2970700000","0.0002000000","0.0004613445","0.433515506755","1.000000000000","1742381906841","1742381906841","0.0000100000","0.0000000000","0.0008000000","0.0009600000","1.734062027019","2.080874432423","ENTRY_SPREAD","TIMEOUT","","SL_FIRST","1742382171494","COMPLETE_3600S","3835","0","0","0","0","1742381938763","0.0000000000","0.0002600000","0.0000000000","0.0002800000","1742381966931","0.0000000000","0.0002600000","0.0000000000","0.0002800000","1742382027242","0.0001700000","0.0002600000","0.0000000000","0.0005700000","1742382206995","0.0004700000","0.0002600000","0.0000000000","0.0008700000","1742382507216","0.0006300000","0.0002600000","0.0000000000","0.0010300000","1742382808438","0.0006300000","0.0005300000","0.0001300000","0.0010300000","1742383707269","0.0006400000","0.0005300000","0.0001300000","0.0010400000","1742385507547","0.0009300000","0.0006100000","0.0002100000","0.0013300000","104677","844288","109117","894382","118721","3116165","121310","3125179","134359","","263471","","285007","","1969812","","0.0002600000","0.0010300000","0.0002600000","0.0013300000","0.0002600000","0.0013300000","0.0002600000","","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDCAD_mh_316","ts15j_post_shock_excursion_r2_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742382002000_15177","6540","USDCAD","SHORT","1742382001750","1742382002000","1742382001531","1742382002056","1742382002056","1742382002896","1742382003293","1.4324600000","1.4327400000","0.0002800000","0.0004563307","0.657417938471","1.000000000000","1742382002056","1742382002056","0.0000100000","0.0000000000","0.0011200000","0.0013500000","2.454360303626","2.958380723120","ENTRY_SPREAD","TP_FIRST","1742383220310","SL_FIRST","1742382229632","COMPLETE_3600S","4661","0","0","0","0","1742382032288","0.0000700000","0.0002400000","0.0000000000","0.0006300000","1742382062058","0.0003000000","0.0002400000","0.0000000000","0.0008400000","1742382122944","0.0003200000","0.0002400000","0.0000000000","0.0008600000","1742382302131","0.0006400000","0.0002400000","0.0000000000","0.0012000000","1742382602313","0.0009400000","0.0002400000","0.0000000000","0.0014900000","1742382902762","0.0009400000","0.0002400000","0.0000000000","0.0014900000","1742383803376","0.0014700000","0.0002400000","0.0000000000","0.0020300000","1742385603780","0.0014700000","0.0002400000","0.0000000000","0.0020300000","24454","","34053","","35246","","36554","","37356","","123892","","137712","","356512","","0.0002400000","","0.0002400000","","0.0002400000","","0.0002400000","","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDJPY_mh_666","ts15j_post_shock_excursion_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742382143000_15188","6545","USDJPY","LONG","1742382142750","1742382143000","1742382142959","1742382143602","1742382143602","1742382143703","1742382143970","149.3470000000","149.3700000000","0.0230000000","0.1226429569","0.171228748353","0.000000000000","1742382143602","1742382143602","0.0010000000","0.0000000000","0.0920000000","0.1110000000","0.750144992785","0.905066241295","ENTRY_SPREAD","TP_FIRST","1742383411457","SL_FIRST","1742383007310","COMPLETE_3600S","5917","0","0","0","0","1742382173702","0.0000000000","0.0350000000","0.0000000000","0.0240000000","1742382203624","0.0080000000","0.0350000000","0.0000000000","0.0500000000","1742382264269","0.0080000000","0.0350000000","0.0000000000","0.0500000000","1742382444511","0.0400000000","0.0530000000","0.0120000000","0.0830000000","1742382743691","0.0400000000","0.0700000000","0.0300000000","0.0830000000","1742383043862","0.0770000000","0.0700000000","0.0300000000","0.1170000000","1742383946623","0.1780000000","0.0700000000","0.0300000000","0.2200000000","1742385743749","0.3090000000","0.0700000000","0.0300000000","0.3480000000","202504","398966","216494","412806","222997","","863607","","867579","","1082482","","1271153","","1897545","","0.0530000000","0.0830000000","0.0530000000","","0.0700000000","","0.0700000000","","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDCHF_mh_209","ts15j_post_shock_excursion_r2_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742382176250_15191","6547","USDCHF","LONG","1742382176000","1742382176250","1742382175949","1742382176803","1742382176803","1742382177098","1742382177248","0.8769800000","0.8772100000","0.0002300000","0.0003688579","0.623546309211","1.000000000000","1742382176803","1742382176803","0.0000100000","0.0000000000","0.0009200000","0.0011100000","2.494185236843","3.009288709670","ENTRY_SPREAD","TIMEOUT","","TIMEOUT","","COMPLETE_3600S","2387","0","0","0","0","1742382207300","0.0000000000","0.0003000000","0.0000000000","0.0002300000","1742382236912","0.0000000000","0.0003000000","0.0000000000","0.0002500000","1742382296917","0.0000000000","0.0003000000","0.0000000000","0.0002700000","1742382476833","0.0000100000","0.0003000000","0.0000000000","0.0004800000","1742382779339","0.0001700000","0.0003200000","0.0000000000","0.0006400000","1742383077514","0.0002400000","0.0003200000","0.0000000000","0.0007100000","1742383980510","0.0003800000","0.0003200000","0.0000000000","0.0008400000","1742385778849","0.0003800000","0.0003700000","0.0000000000","0.0008400000","300455","","306339","","308443","","313277","","834114","","1039955","","1152158","","","","0.0003000000","","0.0003000000","","0.0003000000","","0.0003200000","","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_EURUSD_mh_147","ts15j_post_shock_excursion_r2_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1742382254750_15192","6548","EURUSD","LONG","1742382254500","1742382254750","1742382254709","1742382255509","1742382255509","1742382255509","1742382257287","1.0903300000","1.0905100000","0.0001800000","0.0006672327","0.269770964348","0.000000000000","1742382255509","1742382255509","0.0000100000","0.0000000000","0.0007200000","0.0008700000","1.079083857391","1.303892994347","ENTRY_SPREAD","SL_FIRST","1742382747279","SL_FIRST","1742383859771","COMPLETE_3600S","3188","0","0","0","0","1742382285648","0.0001000000","0.0001500000","0.0000000000","0.0004600000","1742382315812","0.0001000000","0.0003100000","0.0000000000","0.0004600000","1742382378128","0.0001000000","0.0003100000","0.0000000000","0.0004600000","1742382558375","0.0001000000","0.0003900000","0.0000300000","0.0004600000","1742382856418","0.0001000000","0.0008600000","0.0005000000","0.0004600000","1742383155949","0.0001000000","0.0010100000","0.0006500000","0.0004600000","1742384058333","0.0004700000","0.0010100000","0.0006500000","0.0008300000","1742385859444","0.0004700000","0.0010100000","0.0006500000","0.0008300000","26989","325910","1565007","328943","1580179","366846","1596646","400601","1604262","491770","","669802","","","","","0.0010100000","0.0004600000","0.0010100000","0.0004600000","0.0010100000","0.0004600000","0.0010100000","0.0004600000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_AUDUSD_mh_284","ts15j_post_shock_excursion_r2_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742382385500_15198","6552","AUDUSD","SHORT","1742382385250","1742382385500","1742382385023","1742382386726","1742382386726","1742382387954","1742382388364","0.6336900000","0.6339100000","0.0002200000","0.0004678116","0.470274766278","1.000000000000","1742382386726","1742382386726","0.0000100000","0.0000000000","0.0008800000","0.0010600000","1.881099065113","2.265869328432","ENTRY_SPREAD","TP_FIRST","1742385141842","SL_FIRST","1742384700780","COMPLETE_3600S","3822","0","0","0","0","1742382418923","0.0000000000","0.0002400000","0.0000000000","0.0002800000","1742382449896","0.0000000000","0.0002700000","0.0000000000","0.0002800000","1742382509474","0.0000000000","0.0004300000","0.0000000000","0.0002800000","1742382686748","0.0000000000","0.0004700000","0.0000300000","0.0004300000","1742382987972","0.0001700000","0.0004700000","0.0000300000","0.0006000000","1742383290593","0.0001700000","0.0004700000","0.0000300000","0.0006000000","1742384188451","0.0001700000","0.0004900000","0.0000500000","0.0006000000","1742385986839","0.0011300000","0.0004900000","0.0000500000","0.0015600000","310953","1599915","311406","","341978","","2182520","","2188583","","2239423","","2313257","","2645248","","0.0004700000","","0.0004700000","","0.0004900000","","0.0004900000","","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDCAD_mh_317","ts15j_post_shock_excursion_r2_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742383000750_15225","6566","USDCAD","LONG","1742383000500","1742383000750","1742383000551","1742383001733","1742383001733","1742383001735","1742383007061","1.4314800000","1.4317500000","0.0002700000","0.0005108996","0.528479582390","1.000000000000","1742383001733","1742383001733","0.0000100000","0.0000000000","0.0010800000","0.0013000000","2.113918329558","2.544531322616","ENTRY_SPREAD","TIMEOUT","","SL_FIRST","1742385142085","COMPLETE_3600S","4016","0","0","0","0","1742383032091","0.0000000000","0.0004000000","0.0000000000","0.0003200000","1742383063307","0.0000000000","0.0004300000","0.0000000000","0.0003200000","1742383122319","0.0000000000","0.0006300000","0.0000900000","0.0003200000","1742383303970","0.0000000000","0.0010400000","0.0004900000","0.0003200000","1742383603661","0.0000000000","0.0010400000","0.0004900000","0.0003200000","1742383901862","0.0000000000","0.0010400000","0.0004900000","0.0003200000","1742384803049","0.0000000000","0.0010400000","0.0004900000","0.0005100000","1742386601791","0.0010100000","0.0010400000","0.0004900000","0.0015700000","2008578","93276","2015473","144302","2031467","144302","2031467","155913","2032144","192015","2083876","224234","2140035","","2913714","","0.0010400000","0.0003200000","0.0010400000","0.0003200000","0.0010400000","0.0003200000","0.0010400000","0.0003200000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_GBPUSD_mh_188","ts15j_post_shock_excursion_r2_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742383357000_15233","6571","GBPUSD","SHORT","1742383356750","1742383357000","1742383356885","1742383357589","1742383357589","1742383359449","1742383359450","1.2970500000","1.2972500000","0.0002000000","0.0004881732","0.409690622698","1.000000000000","1742383357589","1742383357589","0.0000100000","0.0000000000","0.0008000000","0.0009600000","1.638762490793","1.966514988951","ENTRY_SPREAD","SL_FIRST","1742383538291","SL_FIRST","1742386752877","COMPLETE_3600S","3174","0","0","0","0","1742383389613","0.0000000000","0.0004400000","0.0000400000","0.0002100000","1742383418730","0.0000000000","0.0005800000","0.0001800000","0.0002100000","1742383477648","0.0000000000","0.0006400000","0.0002400000","0.0002100000","1742383657736","0.0000000000","0.0008600000","0.0004600000","0.0002100000","1742383960981","0.0000000000","0.0009300000","0.0005300000","0.0002100000","1742384257770","0.0000000000","0.0011500000","0.0007500000","0.0002100000","1742385157612","0.0003900000","0.0011500000","0.0007500000","0.0007900000","1742386959358","0.0005300000","0.0011500000","0.0007500000","0.0009300000","1264798","50942","1265291","51192","1266937","52503","1533102","95343","1604552","137256","1673753","177905","3421933","518386","","885754","0.0011500000","0.0002100000","0.0011500000","0.0002100000","0.0011500000","0.0002100000","0.0011500000","0.0002100000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDCHF_mh_210","ts15j_post_shock_excursion_r2_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742383411750_15234","6572","USDCHF","SHORT","1742383411500","1742383411750","1742383411417","1742383412381","1742383412381","1742383413100","1742383413564","0.8773100000","0.8775600000","0.0002500000","0.0003683476","0.651558499071","1.000000000000","1742383412381","1742383412381","0.0000100000","0.0000000000","0.0010000000","0.0012000000","2.714827079462","3.257792495355","ENTRY_SPREAD","TIMEOUT","","TIMEOUT","","COMPLETE_3600S","2080","0","0","0","0","1742383442999","0.0000000000","0.0002800000","0.0000000000","0.0002900000","1742383473250","0.0000000000","0.0002800000","0.0000000000","0.0003400000","1742383532484","0.0000000000","0.0002900000","0.0000000000","0.0003400000","1742383713458","0.0000000000","0.0003600000","0.0000000000","0.0003400000","1742384013666","0.0000000000","0.0003700000","0.0000000000","0.0003400000","1742384321242","0.0000000000","0.0003900000","0.0000000000","0.0003500000","1742385219253","0.0001500000","0.0003900000","0.0000000000","0.0006300000","1742387012501","0.0002300000","0.0003900000","0.0000000000","0.0007200000","1251817","","1255373","","1257368","","1267128","","2085115","","","","","","","","0.0003900000","","0.0003900000","","0.0003900000","","0.0003900000","","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDJPY_mh_667","ts15j_post_shock_excursion_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742383651500_15236","6574","USDJPY","SHORT","1742383651250","1742383651500","1742383651141","1742383652511","1742383652511","1742383652836","1742383652962","149.4560000000","149.4750000000","0.0190000000","0.1149599975","0.165274881768","1.000000000000","1742383652511","1742383652511","0.0010000000","0.0000000000","0.0760000000","0.0920000000","0.661099527074","0.800278374879","ENTRY_SPREAD","SL_FIRST","1742383773920","TP_FIRST","1742384840343","COMPLETE_3600S","4531","0","0","0","0","1742383682736","0.0000000000","0.0250000000","0.0000000000","0.0270000000","1742383713316","0.0000000000","0.0560000000","0.0180000000","0.0270000000","1742383773920","0.0000000000","0.0770000000","0.0420000000","0.0270000000","1742383952711","0.0000000000","0.1110000000","0.0730000000","0.0270000000","1742384252596","0.0000000000","0.1170000000","0.0810000000","0.0270000000","1742384552614","0.0000000000","0.1170000000","0.0810000000","0.0270000000","1742385452584","0.0000000000","0.2390000000","0.2040000000","0.0270000000","1742387253959","0.0000000000","0.2550000000","0.2180000000","0.0270000000","","49074","","93941","","102947","","121327","","125955","","1129753","","1225584","","1381102","","0.0270000000","","0.0270000000","","0.0270000000","","0.0270000000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_AUDUSD_mh_285","ts15j_post_shock_excursion_r2_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742383692000_15237","6575","AUDUSD","LONG","1742383691750","1742383692000","1742383691962","1742383694135","1742383694135","1742383695602","1742383698762","0.6337500000","0.6339700000","0.0002200000","0.0004464090","0.492821623644","0.000000000000","1742383694135","1742383694135","0.0000100000","0.0000000000","0.0008800000","0.0010600000","1.971286494575","2.374504186648","ENTRY_SPREAD","SL_FIRST","1742384630366","TP_FIRST","1742385141842","COMPLETE_3600S","3396","0","0","0","0","1742383724300","0.0000000000","0.0002300000","0.0000000000","0.0002500000","1742383754210","0.0000000000","0.0003000000","0.0000000000","0.0002500000","1742383814584","0.0000000000","0.0003000000","0.0000000000","0.0003500000","1742384000764","0.0000000000","0.0003000000","0.0000000000","0.0004200000","1742384294714","0.0000000000","0.0003000000","0.0000000000","0.0004300000","1742384594785","0.0000000000","0.0007500000","0.0003100000","0.0004300000","1742385497151","0.0000000000","0.0016200000","0.0011900000","0.0004300000","1742387297330","0.0000000000","0.0019200000","0.0014800000","0.0004300000","","659378","","668721","","789949","","868272","","874197","","920858","","934764","","1314692","","0.0004300000","","0.0004300000","","0.0004300000","","0.0004300000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDCAD_mh_318","ts15j_post_shock_excursion_r2_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742384088750_15241","6578","USDCAD","LONG","1742384088500","1742384088750","1742384088696","1742384090752","1742384090752","1742384090760","1742384091948","1.4311600000","1.4314300000","0.0002700000","0.0004942152","0.566554867230","1.000000000000","1742384090752","1742384090752","0.0000100000","0.0000000000","0.0010800000","0.0013000000","2.185283059316","2.630433312139","ENTRY_SPREAD","TP_FIRST","1742386498879","SL_FIRST","1742385033446","COMPLETE_3600S","3985","0","0","0","0","1742384121257","0.0000000000","0.0003500000","0.0000000000","0.0002900000","1742384151042","0.0000000000","0.0003500000","0.0000000000","0.0003800000","1742384211021","0.0000000000","0.0003600000","0.0000000000","0.0003800000","1742384392397","0.0000000000","0.0003600000","0.0000000000","0.0005100000","1742384691960","0.0002700000","0.0003600000","0.0000000000","0.0008300000","1742384992908","0.0003700000","0.0003600000","0.0000000000","0.0009300000","1742385897968","0.0010700000","0.0003600000","0.0000000000","0.0016100000","1742387691919","0.0013300000","0.0003600000","0.0000000000","0.0018900000","481252","","483853","","531830","","533901","","536664","","919553","","942442","","1013825","","0.0003600000","","0.0003600000","","0.0003600000","","0.0003600000","","tickshock-post-shock-excursion-v1"
