episode_id,event_id,market_cluster_id,symbol,shock_direction,statistical_msc,confirmed_msc,confirmed_quote_msc,processing_msc,t0_msc,entry_quote_msc,entry_processing_msc,entry_bid,entry_ask,entry_spread,atr14_m5,spread_atr_t0,tick_activity_ratio,atr_source_msc,feature_source_msc,tick_size,broker_stop_distance,existing_sl_distance,existing_tp_distance,existing_sl_atr,existing_tp_atr,existing_risk_source,existing_continuation_result,existing_continuation_touch_msc,existing_reversal_result,existing_reversal_touch_msc,status,quote_count,duplicate_same_msc,future_reads,backdates,fallback_quotes,h30_quote_msc,h30_cont_mfe,h30_cont_mae,h30_rev_mfe,h30_rev_mae,h60_quote_msc,h60_cont_mfe,h60_cont_mae,h60_rev_mfe,h60_rev_mae,h120_quote_msc,h120_cont_mfe,h120_cont_mae,h120_rev_mfe,h120_rev_mae,h300_quote_msc,h300_cont_mfe,h300_cont_mae,h300_rev_mfe,h300_rev_mae,h600_quote_msc,h600_cont_mfe,h600_cont_mae,h600_rev_mfe,h600_rev_mae,h900_quote_msc,h900_cont_mfe,h900_cont_mae,h900_rev_mfe,h900_rev_mae,h1800_quote_msc,h1800_cont_mfe,h1800_cont_mae,h1800_rev_mfe,h1800_rev_mae,h3600_quote_msc,h3600_cont_mfe,h3600_cont_mae,h3600_rev_mfe,h3600_rev_mae,d0.10_cont_hit_ms,d0.10_rev_hit_ms,d0.20_cont_hit_ms,d0.20_rev_hit_ms,d0.30_cont_hit_ms,d0.30_rev_hit_ms,d0.40_cont_hit_ms,d0.40_rev_hit_ms,d0.50_cont_hit_ms,d0.50_rev_hit_ms,d0.75_cont_hit_ms,d0.75_rev_hit_ms,d1.00_cont_hit_ms,d1.00_rev_hit_ms,d1.50_cont_hit_ms,d1.50_rev_hit_ms,tp0.20_cont_pre_mae,tp0.20_rev_pre_mae,tp0.30_cont_pre_mae,tp0.30_rev_pre_mae,tp0.40_cont_pre_mae,tp0.40_rev_pre_mae,tp0.50_cont_pre_mae,tp0.50_rev_pre_mae,schema_version
"ts15j_post_shock_excursion_r2_202503_USDJPY_mh_155","ts15j_post_shock_excursion_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741230753750_3853","1608","USDJPY","LONG","1741230753500","1741230753750","1741230753546","1741230754209","1741230754209","1741230754466","1741230762100","149.2750000000","149.2950000000","0.0200000000","0.0826701259","0.254021628372","1.000000000000","1741230754209","1741230754209","0.0010000000","0.0000000000","0.0800000000","0.0960000000","0.967701441417","1.161241729701","ENTRY_SPREAD","SL_FIRST","1741231004048","TP_FIRST","1741231207358","COMPLETE_3600S","5817","0","0","0","0","1741230784619","0.0170000000","0.0210000000","0.0000000000","0.0570000000","1741230814563","0.0300000000","0.0210000000","0.0000000000","0.0700000000","1741230876095","0.0300000000","0.0220000000","0.0000000000","0.0700000000","1741231055321","0.0300000000","0.1010000000","0.0640000000","0.0700000000","1741231356734","0.0300000000","0.1530000000","0.1140000000","0.0700000000","1741231655290","0.0300000000","0.2100000000","0.1720000000","0.0700000000","1741232555275","0.0300000000","0.3350000000","0.2980000000","0.0700000000","1741234355908","0.0300000000","0.3560000000","0.3160000000","0.0700000000","28157","152440","29149","154901","35924","168794","","249582","","249582","","298625","","401039","","610838","0.0210000000","0.0700000000","0.0210000000","0.0700000000","","0.0700000000","","0.0700000000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDCAD_mh_48","ts15j_post_shock_excursion_r2_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741231804250_3856","1609","USDCAD","SHORT","1741231804000","1741231804250","1741231804094","1741231806276","1741231806276","1741231806374","1741231808669","1.4334300000","1.4336900000","0.0002600000","0.0004058981","0.640554797374","1.000000000000","1741231806276","1741231806276","0.0000100000","0.0000000000","0.0010400000","0.0012500000","2.562219189497","3.079590371992","ENTRY_SPREAD","TP_FIRST","1741232829862","SL_FIRST","1741232402666","COMPLETE_3600S","4526","0","0","0","0","1741231836464","0.0000000000","0.0003700000","0.0000000000","0.0003600000","1741231866681","0.0000000000","0.0004000000","0.0000000000","0.0003600000","1741231926423","0.0000000000","0.0004100000","0.0000000000","0.0003600000","1741232106364","0.0000000000","0.0006200000","0.0000800000","0.0003600000","1741232406298","0.0005400000","0.0006200000","0.0000800000","0.0010700000","1741232706899","0.0011000000","0.0006200000","0.0000800000","0.0016300000","1741233606996","0.0020100000","0.0006200000","0.0000800000","0.0025200000","1741235407912","0.0023400000","0.0006200000","0.0000800000","0.0028700000","354059","186069","354533","","354782","","442546","","442546","","534119","","574592","","670081","","0.0006200000","","0.0006200000","","0.0006200000","","0.0006200000","","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDJPY_mh_156","ts15j_post_shock_excursion_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741232385000_3857","1610","USDJPY","SHORT","1741232384750","1741232385000","1741232384802","1741232387135","1741232387135","1741232387386","1741232389158","148.9900000000","149.0070000000","0.0170000000","0.0794990845","0.201260179258","1.000000000000","1741232387135","1741232387135","0.0010000000","0.0000000000","0.0680000000","0.0820000000","0.855355761846","1.031458418697","ENTRY_SPREAD","SL_FIRST","1741233235418","SL_FIRST","1741233770987","COMPLETE_3600S","5624","0","0","0","0","1741232418745","0.0000000000","0.0520000000","0.0200000000","0.0170000000","1741232447145","0.0000000000","0.0520000000","0.0200000000","0.0170000000","1741232508272","0.0000000000","0.0520000000","0.0200000000","0.0190000000","1741232687576","0.0130000000","0.0520000000","0.0200000000","0.0470000000","1741232987578","0.0170000000","0.0640000000","0.0290000000","0.0510000000","1741233287263","0.0170000000","0.0710000000","0.0360000000","0.0510000000","1741234189345","0.0310000000","0.0910000000","0.0560000000","0.0680000000","1741235989896","0.0310000000","0.1670000000","0.1320000000","0.0680000000","158640","11413","321549","19270","1382853","578956","","848032","","922957","","2520599","","2570647","","3117713","0.0520000000","0.0170000000","0.0910000000","0.0510000000","","0.0510000000","","0.0510000000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDJPY_mh_157","ts15j_post_shock_excursion_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741233951750_3858","1611","USDJPY","SHORT","1741233951500","1741233951750","1741233951326","1741233953093","1741233953093","1741233953217","1741233953317","148.9670000000","148.9830000000","0.0160000000","0.0817529458","0.195711602195","1.000000000000","1741233953093","1741233953093","0.0010000000","0.0000000000","0.0640000000","0.0770000000","0.782846408780","0.941862085564","ENTRY_SPREAD","SL_FIRST","1741234043466","TP_FIRST","1741234878547","COMPLETE_3600S","5413","0","0","0","0","1741233983218","0.0000000000","0.0300000000","0.0000000000","0.0160000000","1741234013388","0.0000000000","0.0490000000","0.0140000000","0.0300000000","1741234073162","0.0000000000","0.0810000000","0.0500000000","0.0300000000","1741234253640","0.0000000000","0.0810000000","0.0500000000","0.0300000000","1741234555602","0.0000000000","0.0970000000","0.0640000000","0.0300000000","1741234853348","0.0000000000","0.1060000000","0.0710000000","0.0300000000","1741235754566","0.0000000000","0.1900000000","0.1550000000","0.0300000000","1741237554433","0.0000000000","0.2900000000","0.2550000000","0.0300000000","","36497","","82345","","82345","","90249","","90249","","391574","","929385","","1266538","","0.0300000000","","0.0300000000","","0.0300000000","","0.0300000000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_AUDUSD_mh_41","ts15j_post_shock_excursion_r2_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741236031750_3867","1619","AUDUSD","LONG","1741236031500","1741236031750","1741236031473","1741236035299","1741236035299","1741236035599","1741236036196","0.6339900000","0.6342000000","0.0002100000","0.0003608300","0.581991489929","2.000000000000","1741236035299","1741236035299","0.0000100000","0.0000000000","0.0008400000","0.0010100000","2.327965959716","2.799101927755","ENTRY_SPREAD","TIMEOUT","","TIMEOUT","","COMPLETE_3600S","3432","0","0","0","0","1741236065707","0.0000000000","0.0002200000","0.0000000000","0.0002900000","1741236095429","0.0000000000","0.0003200000","0.0000000000","0.0002900000","1741236158350","0.0000000000","0.0003600000","0.0000000000","0.0002900000","1741236340203","0.0000000000","0.0004100000","0.0000000000","0.0002900000","1741236636698","0.0000100000","0.0004100000","0.0000000000","0.0004300000","1741236935921","0.0000400000","0.0004100000","0.0000000000","0.0004600000","1741237835823","0.0000900000","0.0005500000","0.0001300000","0.0005200000","1741239637083","0.0000900000","0.0006400000","0.0002100000","0.0005200000","720159","1669763","1165427","1672120","","1761584","","1867675","","1870362","","","","","","","0.0004100000","0.0005200000","","0.0005200000","","0.0005200000","","0.0005200000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDJPY_mh_158","ts15j_post_shock_excursion_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741237340750_3868","1620","USDJPY","SHORT","1741237340500","1741237340750","1741237340543","1741237340834","1741237340834","1741237341029","1741237343568","149.1790000000","149.1950000000","0.0160000000","0.0761108622","0.210219665493","0.000000000000","1741237340834","1741237340834","0.0010000000","0.0000000000","0.0640000000","0.0770000000","0.840878661973","1.011682140187","ENTRY_SPREAD","SL_FIRST","1741237440863","TP_FIRST","1741238025227","COMPLETE_3600S","4928","0","0","0","0","1741237371520","0.0000000000","0.0240000000","0.0000000000","0.0210000000","1741237403115","0.0000000000","0.0550000000","0.0190000000","0.0210000000","1741237461060","0.0000000000","0.0780000000","0.0430000000","0.0210000000","1741237643447","0.0000000000","0.0850000000","0.0510000000","0.0210000000","1741237941495","0.0000000000","0.1080000000","0.0750000000","0.0210000000","1741238241027","0.0000000000","0.1160000000","0.0840000000","0.0210000000","1741239141379","0.0440000000","0.1160000000","0.0840000000","0.0800000000","1741240940976","0.0550000000","0.1160000000","0.0840000000","0.0860000000","1677122","41025","1678427","45062","1680874","68557","1693079","99834","1727525","101265","","546591","","684198","","","0.1160000000","0.0210000000","0.1160000000","0.0210000000","0.1160000000","0.0210000000","0.1160000000","0.0210000000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDCAD_mh_49","ts15j_post_shock_excursion_r2_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741238290750_3872","1622","USDCAD","LONG","1741238290500","1741238290750","1741238290586","1741238292122","1741238292122","1741238292132","1741238292358","1.4324000000","1.4326600000","0.0002600000","0.0004644796","0.538236750420","1.000000000000","1741238292122","1741238292122","0.0000100000","0.0000000000","0.0010400000","0.0012500000","2.239064881746","2.691183752098","ENTRY_SPREAD","TIMEOUT","","SL_FIRST","1741241363833","COMPLETE_3600S","2341","0","0","0","0","1741238322318","0.0000000000","0.0002800000","0.0000000000","0.0002700000","1741238359407","0.0000000000","0.0003400000","0.0000000000","0.0002700000","1741238412902","0.0000000000","0.0003400000","0.0000000000","0.0003800000","1741238596682","0.0001100000","0.0003400000","0.0000000000","0.0006400000","1741238895555","0.0001400000","0.0003400000","0.0000000000","0.0006700000","1741239192883","0.0001400000","0.0003800000","0.0000000000","0.0006700000","1741240097520","0.0001400000","0.0005700000","0.0000400000","0.0006700000","1741241893142","0.0005400000","0.0005700000","0.0000400000","0.0010700000","285853","","292913","","325486","","2605346","","2612274","","2773389","","3054053","","","","0.0003400000","","0.0003400000","","0.0005700000","","0.0005700000","","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDJPY_mh_159","ts15j_post_shock_excursion_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741239417000_3873","1623","USDJPY","SHORT","1741239416750","1741239417000","1741239416922","1741239418759","1741239418759","1741239419062","1741239420382","149.1670000000","149.1880000000","0.0210000000","0.0678598392","0.309461387716","1.000000000000","1741239418759","1741239418759","0.0010000000","0.0000000000","0.0840000000","0.1010000000","1.237845550863","1.488361912347","ENTRY_SPREAD","SL_FIRST","1741239998717","TP_FIRST","1741242729035","COMPLETE_3600S","4783","0","0","0","0","1741239455639","0.0000000000","0.0320000000","0.0000000000","0.0250000000","1741239478779","0.0000000000","0.0530000000","0.0140000000","0.0250000000","1741239538980","0.0000000000","0.0550000000","0.0140000000","0.0310000000","1741239719273","0.0430000000","0.0550000000","0.0140000000","0.0790000000","1741240018786","0.0430000000","0.0900000000","0.0500000000","0.0790000000","1741240318822","0.0430000000","0.0900000000","0.0500000000","0.0790000000","1741241218794","0.0430000000","0.1000000000","0.0610000000","0.0790000000","1741243019368","0.0430000000","0.1410000000","0.1040000000","0.0790000000","151947","47495","263480","55901","263480","421835","276665","505099","290151","505303","","1382997","","2865519","","3309973","0.0550000000","0.0250000000","0.0550000000","0.0790000000","0.0550000000","0.0790000000","0.0550000000","0.0790000000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDJPY_mh_160","ts15j_post_shock_excursion_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741240557000_3890","1633","USDJPY","LONG","1741240556750","1741240557000","1741240556862","1741240560461","1741240560461","1741240561165","1741240568347","149.1870000000","149.2040000000","0.0170000000","0.0736712273","0.244328765331","0.000000000000","1741240560461","1741240560461","0.0010000000","0.0000000000","0.0680000000","0.0820000000","0.923019780140","1.113053264286","ENTRY_SPREAD","TP_FIRST","1741242728579","SL_FIRST","1741240802059","COMPLETE_3600S","4549","0","0","0","0","1741240591969","0.0060000000","0.0110000000","0.0000000000","0.0420000000","1741240620610","0.0080000000","0.0170000000","0.0000000000","0.0440000000","1741240680587","0.0090000000","0.0230000000","0.0000000000","0.0440000000","1741240861569","0.0450000000","0.0230000000","0.0000000000","0.0780000000","1741241160612","0.0450000000","0.0230000000","0.0000000000","0.0800000000","1741241460481","0.0450000000","0.0530000000","0.0190000000","0.0800000000","1741242360560","0.0550000000","0.0530000000","0.0190000000","0.0890000000","1741244160579","0.0960000000","0.0530000000","0.0190000000","0.1320000000","32827","645535","136497","646824","159565","","240625","","242814","","1991464","","2145066","","","","0.0230000000","0.0800000000","0.0230000000","","0.0230000000","","0.0230000000","","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDJPY_mh_161","ts15j_post_shock_excursion_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741242573250_3893","1636","USDJPY","SHORT","1741242573000","1741242573250","1741242573139","1741242583278","1741242583278","1741242583592","1741242585756","149.2520000000","149.2700000000","0.0180000000","0.0685429802","0.291787721451","1.000000000000","1741242583278","1741242583278","0.0010000000","0.0000000000","0.0720000000","0.0870000000","1.050435797225","1.269276588313","ENTRY_SPREAD","TP_FIRST","1741244678341","SL_FIRST","1741243056234","COMPLETE_3600S","4903","0","0","0","0","1741242613438","0.0000000000","0.0330000000","0.0000000000","0.0230000000","1741242643679","0.0000000000","0.0340000000","0.0000000000","0.0230000000","1741242704080","0.0000000000","0.0340000000","0.0000000000","0.0260000000","1741242883472","0.0000000000","0.0560000000","0.0220000000","0.0260000000","1741243183742","0.0390000000","0.0560000000","0.0220000000","0.0730000000","1741243483654","0.0390000000","0.0560000000","0.0220000000","0.0730000000","1741244384030","0.0820000000","0.0670000000","0.0300000000","0.1170000000","1741246183658","0.1810000000","0.0670000000","0.0300000000","0.2180000000","347049","122030","404376","144056","405529","150305","411809","1016406","473095","","1679519","","1751736","","2140591","","0.0560000000","0.0260000000","0.0560000000","0.0260000000","0.0560000000","0.0730000000","0.0560000000","","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_AUDUSD_mh_42","ts15j_post_shock_excursion_r2_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741244258250_3895","1638","AUDUSD","LONG","1741244258000","1741244258250","1741244258225","1741244260042","1741244260042","1741244260216","1741244260273","0.6345100000","0.6347400000","0.0002300000","0.0002606610","0.844008050909","0.000000000000","1741244260042","1741244260042","0.0000100000","0.0000000000","0.0009200000","0.0011100000","3.529488212892","4.258404256859","ENTRY_SPREAD","SL_FIRST","1741245814248","TIMEOUT","","COMPLETE_3600S","2996","0","0","0","0","1741244291767","0.0000000000","0.0002200000","0.0000000000","0.0003500000","1741244320186","0.0000000000","0.0002200000","0.0000000000","0.0003800000","1741244380351","0.0000000000","0.0002200000","0.0000000000","0.0003900000","1741244565245","0.0000000000","0.0003900000","0.0000000000","0.0003900000","1741244862459","0.0000000000","0.0004000000","0.0000000000","0.0003900000","1741245160732","0.0000000000","0.0006000000","0.0001500000","0.0003900000","1741246062510","0.0000000000","0.0010800000","0.0006400000","0.0003900000","1741247860336","0.0000000000","0.0014700000","0.0010200000","0.0003900000","","688576","","702472","","702921","","863631","","885921","","995938","","1341023","","1534679","","0.0003900000","","0.0003900000","","0.0003900000","","0.0003900000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDJPY_mh_162","ts15j_post_shock_excursion_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741244623500_3896","1639","USDJPY","SHORT","1741244623250","1741244623500","1741244623338","1741244623737","1741244623737","1741244623785","1741244623936","149.1560000000","149.1720000000","0.0160000000","0.0659431313","0.227468725087","1.000000000000","1741244623737","1741244623737","0.0010000000","0.0000000000","0.0640000000","0.0770000000","0.970533227035","1.167672788776","ENTRY_SPREAD","SL_FIRST","1741245211521","SL_FIRST","1741245617705","COMPLETE_3600S","5571","0","0","0","0","1741244654316","0.0000000000","0.0250000000","0.0000000000","0.0210000000","1741244683925","0.0000000000","0.0250000000","0.0000000000","0.0250000000","1741244744487","0.0160000000","0.0250000000","0.0000000000","0.0500000000","1741244923807","0.0160000000","0.0440000000","0.0130000000","0.0500000000","1741245224285","0.0160000000","0.0660000000","0.0340000000","0.0500000000","1741245528190","0.0160000000","0.0760000000","0.0420000000","0.0500000000","1741246423817","0.0850000000","0.0760000000","0.0420000000","0.1200000000","1741248225001","0.2960000000","0.0760000000","0.0420000000","0.3290000000","100398","200156","101234","563374","993706","576533","993920","577959","996699","587736","1268741","","1274898","","1994378","","0.0250000000","0.0500000000","0.0760000000","0.0500000000","0.0760000000","0.0500000000","0.0760000000","0.0500000000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDJPY_mh_163","ts15j_post_shock_excursion_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741245899000_3900","1642","USDJPY","SHORT","1741245898750","1741245899000","1741245898888","1741245900033","1741245900033","1741245900149","1741245900958","149.0710000000","149.0900000000","0.0190000000","0.0663919035","0.256055318449","1.000000000000","1741245900033","1741245900033","0.0010000000","0.0000000000","0.0760000000","0.0920000000","1.144717894241","1.385711135134","ENTRY_SPREAD","TP_FIRST","1741247809731","SL_FIRST","1741247730396","COMPLETE_3600S","6090","0","0","0","0","1741245930058","0.0000000000","0.0360000000","0.0000000000","0.0150000000","1741245960405","0.0000000000","0.0470000000","0.0110000000","0.0150000000","1741246020306","0.0000000000","0.0470000000","0.0110000000","0.0380000000","1741246200136","0.0000000000","0.0550000000","0.0190000000","0.0380000000","1741246500328","0.0010000000","0.0700000000","0.0350000000","0.0400000000","1741246800130","0.0180000000","0.0700000000","0.0350000000","0.0580000000","1741247700099","0.0270000000","0.0700000000","0.0350000000","0.0630000000","1741249500322","0.2940000000","0.0700000000","0.0350000000","0.3310000000","709456","32553","718014","290412","1694561","303140","1702009","305145","1830247","324468","1845298","","1852459","","1910433","","0.0700000000","0.0380000000","0.0700000000","0.0380000000","0.0700000000","0.0380000000","0.0700000000","0.0380000000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDJPY_mh_164","ts15j_post_shock_excursion_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741247368500_3903","1644","USDJPY","SHORT","1741247368250","1741247368500","1741247368352","1741247370019","1741247370019","1741247370228","1741247373891","149.0580000000","149.0770000000","0.0190000000","0.0663673668","0.286285277282","1.500000000000","1741247370019","1741247370019","0.0010000000","0.0000000000","0.0760000000","0.0920000000","1.145141109129","1.386223447892","ENTRY_SPREAD","TP_FIRST","1741247825355","SL_FIRST","1741247745447","COMPLETE_3600S","6358","0","0","0","0","1741247400323","0.0000000000","0.0210000000","0.0000000000","0.0260000000","1741247430894","0.0000000000","0.0340000000","0.0000000000","0.0280000000","1741247491871","0.0000000000","0.0400000000","0.0020000000","0.0280000000","1741247670092","0.0140000000","0.0400000000","0.0020000000","0.0500000000","1741247970361","0.1030000000","0.0400000000","0.0020000000","0.1370000000","1741248270546","0.1980000000","0.0400000000","0.0020000000","0.2340000000","1741249170223","0.2810000000","0.0400000000","0.0020000000","0.3180000000","1741250970860","0.2990000000","0.0400000000","0.0020000000","0.3370000000","224482","","231930","","360168","","360395","","363134","","378206","","423160","","551192","","0.0400000000","","0.0400000000","","0.0400000000","","0.0400000000","","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDCHF_mh_17","ts15j_post_shock_excursion_r2_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741248036750_3907","1648","USDCHF","SHORT","1741248036500","1741248036750","1741248036547","1741248038846","1741248038846","1741248039040","1741248039078","0.8903900000","0.8906400000","0.0002500000","0.0003109751","0.868236809602","0.000000000000","1741248038846","1741248038846","0.0000100000","0.0000000000","0.0010000000","0.0012000000","3.215691887415","3.858830264898","ENTRY_SPREAD","SL_FIRST","1741250409894","SL_FIRST","1741248915197","COMPLETE_3600S","2815","0","0","0","0","1741248069240","0.0000000000","0.0003100000","0.0000000000","0.0004900000","1741248098930","0.0000000000","0.0003100000","0.0000000000","0.0004900000","1741248159017","0.0000000000","0.0003100000","0.0000000000","0.0004900000","1741248339999","0.0000000000","0.0004400000","0.0000000000","0.0005100000","1741248638908","0.0000000000","0.0004400000","0.0000000000","0.0005100000","1741248941300","0.0005700000","0.0004400000","0.0000000000","0.0010900000","1741249840243","0.0005700000","0.0007600000","0.0002500000","0.0010900000","1741251639640","0.0005700000","0.0010400000","0.0005600000","0.0010900000","742689","1511137","759673","1513802","776568","1513802","781510","1518411","781510","1518411","836454","1645926","855895","1970378","874246","2354243","0.0004400000","0.0010900000","0.0004400000","0.0010900000","0.0004400000","0.0010900000","0.0004400000","0.0010900000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_AUDUSD_mh_43","ts15j_post_shock_excursion_r2_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741248121250_3909","1650","AUDUSD","LONG","1741248121000","1741248121250","1741248121151","1741248122283","1741248122283","1741248123306","1741248123416","0.6340500000","0.6342800000","0.0002300000","0.0002555054","0.900176544429","1.000000000000","1741248122283","1741248122283","0.0000100000","0.0000000000","0.0009200000","0.0011100000","3.600706177714","4.344330279634","ENTRY_SPREAD","TIMEOUT","","TIMEOUT","","COMPLETE_3600S","3502","0","0","0","0","1741248152451","0.0000000000","0.0002800000","0.0000000000","0.0002400000","1741248182420","0.0000000000","0.0002800000","0.0000000000","0.0002900000","1741248242458","0.0000000000","0.0003300000","0.0000000000","0.0002900000","1741248422353","0.0000000000","0.0003300000","0.0000000000","0.0003700000","1741248722415","0.0000200000","0.0003300000","0.0000000000","0.0004700000","1741249025073","0.0001600000","0.0003300000","0.0000000000","0.0006000000","1741249922544","0.0001600000","0.0006100000","0.0001700000","0.0006000000","1741251722302","0.0001600000","0.0007100000","0.0002500000","0.0006000000","642762","1401156","643002","1410472","658380","1411135","675247","1413222","676639","1416501","","2301099","","","","","0.0003300000","0.0006000000","0.0003300000","0.0006000000","0.0003300000","0.0006000000","0.0003300000","0.0006000000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDJPY_mh_165","ts15j_post_shock_excursion_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741248458000_3912","1653","USDJPY","SHORT","1741248457750","1741248458000","1741248457575","1741248459908","1741248459908","1741248460089","1741248460142","148.8320000000","148.8510000000","0.0190000000","0.0688468342","0.275974926187","1.000000000000","1741248459908","1741248459908","0.0010000000","0.0000000000","0.0760000000","0.0920000000","1.103899704749","1.336299642590","ENTRY_SPREAD","SL_FIRST","1741249533248","SL_FIRST","1741248843234","COMPLETE_3600S","6777","0","0","0","0","1741248490402","0.0090000000","0.0210000000","0.0000000000","0.0470000000","1741248520587","0.0090000000","0.0290000000","0.0000000000","0.0480000000","1741248579939","0.0090000000","0.0460000000","0.0090000000","0.0480000000","1741248760634","0.0270000000","0.0460000000","0.0090000000","0.0640000000","1741249061376","0.0550000000","0.0460000000","0.0090000000","0.0920000000","1741249361884","0.0550000000","0.0460000000","0.0090000000","0.0920000000","1741250262414","0.0550000000","0.1400000000","0.1050000000","0.0920000000","1741252059978","0.3270000000","0.1400000000","0.1050000000","0.3670000000","29289","74614","214496","918458","217727","919685","342224","923459","358800","995632","383432","1090067","2280349","1541190","3162205","1688941","0.0460000000","0.0920000000","0.0460000000","0.0920000000","0.0460000000","0.0920000000","0.0460000000","0.0920000000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_AUDUSD_mh_44","ts15j_post_shock_excursion_r2_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741249137500_3921","1659","AUDUSD","SHORT","1741249137250","1741249137500","1741249137460","1741249139960","1741249139960","1741249140188","1741249140215","0.6341500000","0.6343700000","0.0002200000","0.0002721193","0.808468850023","1.000000000000","1741249139960","1741249139960","0.0000100000","0.0000000000","0.0008800000","0.0010600000","3.233875400092","3.895349913747","ENTRY_SPREAD","SL_FIRST","1741252229814","TIMEOUT","","COMPLETE_3600S","3676","0","0","0","0","1741249170582","0.0000000000","0.0002800000","0.0000000000","0.0002200000","1741249200156","0.0000000000","0.0002900000","0.0000000000","0.0002200000","1741249260771","0.0000000000","0.0003300000","0.0000000000","0.0002400000","1741249440174","0.0000000000","0.0003800000","0.0000000000","0.0003900000","1741249740578","0.0002500000","0.0003800000","0.0000000000","0.0006900000","1741250040128","0.0002700000","0.0003800000","0.0000000000","0.0007000000","1741250940033","0.0003500000","0.0003800000","0.0000000000","0.0008000000","1741252740138","0.0003500000","0.0008900000","0.0004400000","0.0008000000","318161","2874861","363017","2880365","379049","2888091","384274","2890838","386039","2896745","396340","2902848","1260135","3061540","","3078710","0.0003800000","0.0008000000","0.0003800000","0.0008000000","0.0003800000","0.0008000000","0.0003800000","0.0008000000","tickshock-post-shock-excursion-v1"
"ts15j_post_shock_excursion_r2_202503_USDCHF_mh_18","ts15j_post_shock_excursion_r2_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741249433000_3926","1662","USDCHF","LONG","1741249432750","1741249433000","1741249432693","1741249433429","1741249433429","1741249433438","1741249434274","0.8903500000","0.8906200000","0.0002700000","0.0003511979","0.768797328220","1.000000000000","1741249433429","1741249433429","0.0000100000","0.0000000000","0.0010800000","0.0013000000","3.075189312878","3.701616765503","ENTRY_SPREAD","SL_FIRST","1741252108387","SL_FIRST","1741250434806","COMPLETE_3600S","3039","0","0","0","0","1741249465101","0.0000000000","0.0003900000","0.0000000000","0.0002900000","1741249493682","0.0000000000","0.0003900000","0.0000000000","0.0002900000","1741249554258","0.0001200000","0.0003900000","0.0000000000","0.0006600000","1741249733952","0.0002700000","0.0003900000","0.0000000000","0.0008000000","1741250036208","0.0003500000","0.0003900000","0.0000000000","0.0008900000","1741250336046","0.0004700000","0.0003900000","0.0000000000","0.0009900000","1741251234460","0.0005800000","0.0006200000","0.0000800000","0.0010800000","1741253033548","0.0005800000","0.0012700000","0.0007500000","0.0010800000","116739","1553738","119404","1569765","119404","1884809","124013","1885498","124013","2055984","251528","2120624","672865","2348472","971250","2605934","0.0003900000","0.0010800000","0.0003900000","0.0010800000","0.0003900000","0.0010800000","0.0003900000","0.0010800000","tickshock-post-shock-excursion-v1"
