run_id,stage,count
"full2025_c_wave2_start_confirmed_pivot","symbols_scanned","445734"
"full2025_c_wave2_start_confirmed_pivot","parent_anchor_states_available","4470"
"full2025_c_wave2_start_confirmed_pivot","parent_flips_detected","4470"
"full2025_c_wave2_start_confirmed_pivot","parent_wave1_confirmed","4470"
"full2025_c_wave2_start_confirmed_pivot","parent_wave2_pending","4469"
"full2025_c_wave2_start_confirmed_pivot","parent_wave2_started_first_close","0"
"full2025_c_wave2_start_confirmed_pivot","parent_wave2_started_confirmed_pivot","4319"
"full2025_c_wave2_start_confirmed_pivot","parent_wave2_started_child_trend","0"
"full2025_c_wave2_start_confirmed_pivot","child_countertrend_confirmed","4292"
"full2025_c_wave2_start_confirmed_pivot","child_anchor_created","3890"
"full2025_c_wave2_start_confirmed_pivot","child_anchor_updated","4239"
"full2025_c_wave2_start_confirmed_pivot","child_flip_detected","3164"
"full2025_c_wave2_start_confirmed_pivot","fresh_first_flip_signal","3072"
"full2025_c_wave2_start_confirmed_pivot","valid_candidate","0"
"full2025_c_wave2_start_confirmed_pivot","signal_reserved","0"
"full2025_c_wave2_start_confirmed_pivot","portfolio_selected","0"
"full2025_c_wave2_start_confirmed_pivot","trades_taken","0"
"full2025_c_wave2_start_confirmed_pivot","candidate_invalid","0"
"full2025_c_wave2_start_confirmed_pivot","position_cap_reject","0"
"full2025_c_wave2_start_confirmed_pivot","risk_reject","0"
"full2025_c_wave2_start_confirmed_pivot","order_failure","0"
"full2025_c_wave2_start_confirmed_pivot","expired","3015"
"full2025_c_wave2_start_confirmed_pivot","parent_invalidated","149"
"full2025_c_wave2_start_confirmed_pivot","signals_consumed","3015"
