event_id,market_cluster_id,response_episode_id,symbol,partition,common_strategy_eligible,detection_continuation_reachable,post_burst_continuation_reachable,pullback_continuation_reachable,failed_shock_reversal_reachable,detection_entry_msc,post_burst_entry_msc,pullback_entry_msc,reversal_entry_msc,record_status
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12,11,5,USDJPY,DISCOVERY,False,True,True,False,True,1741002078509,1741002079796.0,,1741002079796.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002364750_13,12,6,USDJPY,DISCOVERY,False,True,True,False,True,1741002364806,1741002367995.0,,1741002367995.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741002365000_14,12,6,USDJPY,DISCOVERY,False,True,True,False,True,1741002365017,1741002367995.0,,1741002367995.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15,13,7,USDJPY,DISCOVERY,False,True,True,True,False,1741013614272,1741013616583.0,1741013625801.0,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614500_16,13,7,USDJPY,DISCOVERY,False,True,True,False,True,1741013614519,1741013616583.0,,1741013616583.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614750_17,13,7,USDJPY,DISCOVERY,False,True,True,False,True,1741013615702,1741013616583.0,,1741013616583.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013930500_18,14,8,USDJPY,DISCOVERY,False,True,True,False,True,1741013930572,1741013931979.0,,1741013931979.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013937500_19,15,8,USDJPY,DISCOVERY,False,True,True,False,True,1741013937696,1741013940169.0,,1741013941734.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014178500_20,16,9,USDJPY,DISCOVERY,False,True,True,False,True,1741014178609,1741014179473.0,,1741014179913.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014453500_21,17,10,USDJPY,DISCOVERY,False,True,True,False,True,1741014453860,1741014454308.0,,1741014456559.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22,18,11,USDJPY,DISCOVERY,False,True,True,False,False,1741014606119,1741014607245.0,,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014714500_24,19,11,USDJPY,DISCOVERY,False,True,True,False,True,1741014714803,1741014715014.0,,1741014717041.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014714250_23,19,11,USDJPY,DISCOVERY,False,True,True,True,False,1741014714400,1741014715014.0,1741014717041.0,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014782000_25,20,11,USDJPY,DISCOVERY,False,True,True,False,True,1741014782258,1741014783118.0,,1741014783589.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014791750_26,21,11,USDJPY,DISCOVERY,False,True,True,False,True,1741014792208,1741014793463.0,,1741014793715.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014870250_27,22,11,USDJPY,DISCOVERY,False,True,True,False,True,1741014870325,1741014872940.0,,1741014872940.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015012750_28,23,12,USDJPY,DISCOVERY,False,True,True,False,True,1741015012986,1741015014432.0,,1741015018714.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015032750_29,24,12,USDJPY,DISCOVERY,False,True,True,True,False,1741015032777,1741015036087.0,1741015039192.0,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015137500_30,25,12,USDJPY,DISCOVERY,False,True,True,True,False,1741015137746,1741015140157.0,1741015145937.0,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015137750_31,25,12,USDJPY,DISCOVERY,False,True,True,True,False,1741015138270,1741015140157.0,1741015145937.0,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015143750_32,26,12,USDJPY,DISCOVERY,False,True,True,False,True,1741015143904,1741015145937.0,,1741015154477.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015188250_33,27,12,USDJPY,DISCOVERY,False,True,True,False,True,1741015188442,1741015190112.0,,1741015190112.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015205000_34,28,12,USDJPY,DISCOVERY,False,True,True,False,False,1741015205519,1741015207399.0,,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015205250_35,28,12,USDJPY,DISCOVERY,False,True,True,False,False,1741015205519,1741015207399.0,,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015247250_36,29,12,USDJPY,DISCOVERY,False,True,True,False,True,1741015247931,1741015250316.0,,1741015250316.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015356500_37,30,12,USDJPY,DISCOVERY,False,True,True,False,True,1741015356613,1741015358002.0,,1741015358946.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015358750_38,31,12,USDJPY,DISCOVERY,False,True,True,False,True,1741015358946,1741015360987.0,,1741015373866.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015603500_39,32,13,USDJPY,DISCOVERY,False,True,True,False,True,1741015604851,1741015605832.0,,1741015606285.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015656750_40,33,13,USDJPY,DISCOVERY,False,True,True,False,True,1741015657119,1741015657575.0,,1741015660290.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016050750_41,34,14,USDJPY,DISCOVERY,False,True,True,False,True,1741016050874,1741016055616.0,,1741016061055.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741016051000_42,34,14,USDJPY,DISCOVERY,False,True,True,False,True,1741016051077,1741016055616.0,,1741016061055.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016191500_43,35,15,USDJPY,DISCOVERY,False,True,True,False,True,1741016191732,1741016195449.0,,1741016197754.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016211500_44,36,15,USDJPY,DISCOVERY,False,True,True,False,True,1741016211525,1741016216432.0,,1741016216432.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016313250_45,37,15,USDJPY,DISCOVERY,False,True,True,False,True,1741016313498,1741016316853.0,,1741016316853.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016524750_46,38,16,USDJPY,DISCOVERY,False,True,True,True,False,1741016524872,1741016527341.0,1741016535968.0,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016712500_47,39,17,USDJPY,DISCOVERY,False,True,True,False,True,1741016712542,1741016716409.0,,1741016716409.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741016712750_48,39,17,USDJPY,DISCOVERY,False,True,True,False,True,1741016712778,1741016716409.0,,1741016716409.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016960750_49,40,18,USDJPY,DISCOVERY,False,True,True,False,False,1741016960893,1741016965462.0,,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741017127000_50,41,19,USDJPY,DISCOVERY,False,True,True,False,True,1741017127038,1741017127958.0,,1741017128752.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741017467750_51,42,20,USDJPY,DISCOVERY,False,True,True,True,False,1741017468148,1741017470896.0,1741017472695.0,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741017484500_52,43,20,USDJPY,DISCOVERY,False,True,True,False,True,1741017485229,1741017485435.0,,1741017488585.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741017545000_53,44,20,USDJPY,DISCOVERY,False,True,True,False,False,1741017545004,1741017547207.0,,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741017545250_54,44,20,USDJPY,DISCOVERY,False,True,True,False,False,1741017545497,1741017547207.0,,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022591750_55,45,21,USDJPY,DISCOVERY,False,True,True,True,False,1741022591892,1741022593367.0,1741022596318.0,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022677000_56,46,21,USDJPY,DISCOVERY,False,True,True,False,True,1741022677031,1741022678050.0,,1741022678311.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022774500_57,47,21,USDJPY,DISCOVERY,False,True,True,False,True,1741022774731,1741022775505.0,,1741022776946.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022820750_58,48,21,USDJPY,DISCOVERY,False,True,True,False,True,1741022820802,1741022824853.0,,1741022825302.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022821000_59,48,21,USDJPY,DISCOVERY,False,True,True,False,True,1741022821047,1741022825094.0,,1741022825302.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022862500_60,49,21,USDJPY,DISCOVERY,False,True,True,False,True,1741022862632,1741022864772.0,,1741022864772.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022963000_61,50,21,USDJPY,DISCOVERY,False,True,True,True,False,1741022963090,1741022967164.0,1741022967164.0,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023002750_62,51,21,USDJPY,DISCOVERY,False,True,True,False,True,1741023002923,1741023003815.0,,1741023004978.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023005000_63,52,21,USDJPY,DISCOVERY,False,True,True,True,False,1741023005248,1741023005806.0,1741023008260.0,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023010500_64,53,21,USDJPY,DISCOVERY,False,True,True,False,True,1741023010565,1741023012954.0,,1741023013762.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023015750_65,54,21,USDJPY,DISCOVERY,False,True,True,False,True,1741023015819,1741023016299.0,,1741023016548.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023017250_66,54,21,USDJPY,DISCOVERY,False,True,True,False,True,1741023017278,1741023018203.0,,1741023018482.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023050250_67,55,21,USDJPY,DISCOVERY,False,True,True,False,True,1741023050784,1741023051269.0,,1741023053760.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023164500_68,56,21,USDJPY,DISCOVERY,False,True,True,False,False,1741023164527,1741023165649.0,,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023190250_69,57,21,USDJPY,DISCOVERY,False,True,True,False,True,1741023190802,1741023191909.0,,1741023192150.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023266750_70,58,21,USDJPY,DISCOVERY,False,True,True,False,False,1741023266916,1741023268974.0,,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023267000_71,58,21,USDJPY,DISCOVERY,False,True,True,False,False,1741023267121,1741023268974.0,,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023279500_72,59,21,USDJPY,DISCOVERY,False,True,True,False,True,1741023279928,1741023280411.0,,1741023280411.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023283250_73,60,21,USDJPY,DISCOVERY,False,True,True,False,True,1741023283373,1741023284622.0,,1741023294091.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023294500_74,61,21,USDJPY,DISCOVERY,False,True,True,False,True,1741023294649,1741023295305.0,,1741023298603.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023294750_75,61,21,USDJPY,DISCOVERY,False,True,True,True,False,1741023294867,1741023295305.0,1741023297558.0,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023431500_76,62,22,USDJPY,DISCOVERY,False,True,True,False,True,1741023431652,1741023433322.0,,1741023433322.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023435750_77,63,22,USDJPY,DISCOVERY,False,True,True,True,False,1741023435863,1741023436623.0,1741023440943.0,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023436000_78,63,22,USDJPY,DISCOVERY,False,True,True,False,True,1741023436102,1741023438516.0,,1741023438516.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024235000_79,64,23,USDJPY,DISCOVERY,False,True,True,False,False,1741024235037,1741024235567.0,,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024329500_80,65,23,USDJPY,DISCOVERY,False,True,True,False,True,1741024329639,1741024332330.0,,1741024339198.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024399500_81,66,23,USDJPY,DISCOVERY,False,True,True,True,False,1741024399607,1741024400517.0,1741024404540.0,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741024399750_82,66,23,USDJPY,DISCOVERY,False,True,True,True,False,1741024399843,1741024404540.0,1741024404540.0,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024665750_83,67,24,USDJPY,DISCOVERY,False,True,True,True,False,1741024665858,1741024668558.0,1741024670754.0,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024838250_84,68,25,USDJPY,DISCOVERY,False,True,True,False,True,1741024838330,1741024840467.0,,1741024841200.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741024838500_85,68,25,USDJPY,DISCOVERY,False,True,True,False,True,1741024838775,1741024840467.0,,1741024843022.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741024838750_86,68,25,USDJPY,DISCOVERY,False,True,True,False,True,1741024838775,1741024840467.0,,1741024841200.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741024879000_88,69,25,USDJPY,DISCOVERY,False,True,True,False,True,1741024879134,1741024880602.0,,1741024883715.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024878750_87,69,25,USDJPY,DISCOVERY,False,True,True,False,True,1741024879134,1741024879359.0,,1741024883715.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741024879250_89,69,25,USDJPY,DISCOVERY,False,True,True,False,True,1741024879359,1741024880602.0,,1741024883715.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741024879500_90,69,25,USDJPY,DISCOVERY,False,True,True,False,True,1741024879639,1741024880602.0,,1741024883715.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024981250_91,70,25,USDJPY,DISCOVERY,False,True,True,False,True,1741024981667,1741024981940.0,,1741024982387.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741025095250_92,71,25,USDJPY,DISCOVERY,False,True,True,False,True,1741025095950,1741025097502.0,,1741025097502.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741025095500_93,71,25,USDJPY,DISCOVERY,False,True,True,False,True,1741025095950,1741025097502.0,,1741025097502.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741025468250_94,72,26,USDJPY,DISCOVERY,False,True,True,False,True,1741025468588,1741025468792.0,,1741025475771.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741025526750_95,73,26,USDJPY,DISCOVERY,False,True,True,False,True,1741025527454,1741025528818.0,,1741025528818.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741025705750_96,74,27,USDJPY,DISCOVERY,False,True,True,False,True,1741025705859,1741025706726.0,,1741025706726.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741026009000_97,75,28,USDJPY,DISCOVERY,False,True,True,False,True,1741026009141,1741026011327.0,,1741026011327.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741026009250_98,75,28,USDJPY,DISCOVERY,False,True,True,False,True,1741026009344,1741026011327.0,,1741026011327.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741026079000_99,76,28,USDJPY,DISCOVERY,False,True,True,False,True,1741026079105,1741026082361.0,,1741026082361.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741026207250_100,77,29,USDJPY,DISCOVERY,False,True,True,False,False,1741026207671,1741026212260.0,,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741026750500_101,78,30,USDJPY,DISCOVERY,False,True,True,False,True,1741026750616,1741026751945.0,,1741026757969.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741026750750_102,78,30,USDJPY,DISCOVERY,False,True,True,False,False,1741026750852,1741026751945.0,,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741026751000_103,78,30,USDJPY,DISCOVERY,False,True,True,False,True,1741026751081,1741026754468.0,,1741026762294.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741026801250_104,79,30,USDJPY,DISCOVERY,False,True,True,True,False,1741026801298,1741026805606.0,1741026805606.0,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741026801500_105,79,30,USDJPY,DISCOVERY,False,True,True,False,True,1741026801536,1741026805606.0,,1741026805606.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741026863250_106,80,30,USDJPY,DISCOVERY,False,True,True,False,False,1741026863304,1741026864135.0,,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741026937500_107,81,30,USDJPY,DISCOVERY,False,True,True,False,False,1741026937518,1741026938986.0,,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741026969750_109,82,30,USDJPY,DISCOVERY,False,True,True,False,True,1741026970372,1741026970651.0,,1741026971101.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741026969500_108,82,30,USDJPY,DISCOVERY,False,True,True,False,True,1741026969567,1741026970651.0,,1741026971101.0,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741027268250_110,83,31,USDJPY,DISCOVERY,False,True,True,False,False,1741027268327,1741027269602.0,,,COMPLETE_120S
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741027268500_111,83,31,USDJPY,DISCOVERY,False,True,True,False,False,1741027268787,1741027269602.0,,,COMPLETE_120S
