event_id,market_cluster_id,response_episode_id,server_time_msc,server_time,utc,jst,timezone_status,symbol,direction,severity,candidate_time_msc,confirmed_time_msc,cluster_breadth,partition
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741183887000_2136,1130,353,1741183887000,2025-03-05 14:11:27.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,LONG,P990,1741183886750,1741183887000,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741183921250_2137,1131,353,1741183921250,2025-03-05 14:12:01.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741183921000,1741183921250,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741184080000_2138,1132,354,1741184080000,2025-03-05 14:14:40.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,SHORT,P995,1741184079750,1741184080000,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741184231000_2139,1133,355,1741184231000,2025-03-05 14:17:11.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741184230750,1741184231000,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741184231250_2140,1133,355,1741184231250,2025-03-05 14:17:11.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741184231000,1741184231250,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741184545000_2142,1135,356,1741184545000,2025-03-05 14:22:25.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741184544750,1741184545000,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741184542750_2141,1134,356,1741184542750,2025-03-05 14:22:22.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,LONG,P990,1741184542500,1741184542750,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741184651000_2143,1136,356,1741184651000,2025-03-05 14:24:11.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P990,1741184650750,1741184651000,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741184932000_2144,1137,357,1741184932000,2025-03-05 14:28:52.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741184931750,1741184932000,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741185152500_2145,1138,358,1741185152500,2025-03-05 14:32:32.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,LONG,P990,1741185152250,1741185152500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741185244500_2146,1139,358,1741185244500,2025-03-05 14:34:04.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741185244250,1741185244500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741185441500_2147,1140,359,1741185441500,2025-03-05 14:37:21.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P995,1741185441250,1741185441500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741185479250_2148,1141,359,1741185479250,2025-03-05 14:37:59.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741185479000,1741185479250,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741185544250_2149,1142,359,1741185544250,2025-03-05 14:39:04.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,SHORT,P990,1741185544000,1741185544250,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741185933500_2150,1143,360,1741185933500,2025-03-05 14:45:33.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,LONG,P995,1741185933250,1741185933500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741185961250_2151,1144,360,1741185961250,2025-03-05 14:46:01.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741185961000,1741185961250,4,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741185961500_2152,1144,360,1741185961500,2025-03-05 14:46:01.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741185961250,1741185961500,4,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741185961500_2154,1144,360,1741185961500,2025-03-05 14:46:01.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,SHORT,P990,1741185961250,1741185961500,4,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741185961750_2153,1144,360,1741185961750,2025-03-05 14:46:01.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741185961500,1741185961750,4,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186052750_2155,1145,360,1741186052750,2025-03-05 14:47:32.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,LONG,P990,1741186052500,1741186052750,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186084750_2156,1146,360,1741186084750,2025-03-05 14:48:04.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P995,1741186084500,1741186084750,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741186085000_2157,1146,360,1741186085000,2025-03-05 14:48:05.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P990,1741186084750,1741186085000,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741186098000_2158,1147,360,1741186098000,2025-03-05 14:48:18.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,SHORT,P990,1741186097750,1741186098000,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741186104750_2159,1148,360,1741186104750,2025-03-05 14:48:24.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741186104500,1741186104750,4,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741186105500_2162,1148,360,1741186105500,2025-03-05 14:48:25.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741186105250,1741186105500,4,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741186105250_2161,1148,360,1741186105250,2025-03-05 14:48:25.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741186105000,1741186105250,4,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741186105000_2160,1148,360,1741186105000,2025-03-05 14:48:25.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741186104750,1741186105000,4,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186115500_2163,1149,360,1741186115500,2025-03-05 14:48:35.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,LONG,P990,1741186115250,1741186115500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741186235750_2164,1150,361,1741186235750,2025-03-05 14:50:35.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741186235500,1741186235750,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741186236000_2165,1150,361,1741186236000,2025-03-05 14:50:36.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741186235750,1741186236000,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186302500_2166,1151,361,1741186302500,2025-03-05 14:51:42.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,LONG,P990,1741186302250,1741186302500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741186342250_2167,1152,361,1741186342250,2025-03-05 14:52:22.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,LONG,P990,1741186342000,1741186342250,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186448750_2168,1153,361,1741186448750,2025-03-05 14:54:08.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,LONG,P990,1741186448500,1741186448750,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741186466250_2169,1154,361,1741186466250,2025-03-05 14:54:26.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,LONG,P990,1741186466000,1741186466250,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186649250_2170,1155,362,1741186649250,2025-03-05 14:57:29.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,LONG,P990,1741186649000,1741186649250,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186724750_2171,1156,362,1741186724750,2025-03-05 14:58:44.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,LONG,P990,1741186724500,1741186724750,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741186796250_2172,1157,362,1741186796250,2025-03-05 14:59:56.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741186796000,1741186796250,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741186796500_2173,1157,362,1741186796500,2025-03-05 14:59:56.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741186796250,1741186796500,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741186801000_2174,1158,362,1741186801000,2025-03-05 15:00:01.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P995,1741186800750,1741186801000,4,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741186801250_2175,1158,362,1741186801250,2025-03-05 15:00:01.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P995,1741186801000,1741186801250,4,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741186801500_2176,1158,362,1741186801500,2025-03-05 15:00:01.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741186801250,1741186801500,4,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741186801750_2177,1158,362,1741186801750,2025-03-05 15:00:01.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741186801500,1741186801750,4,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741186803250_2178,1159,362,1741186803250,2025-03-05 15:00:03.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,LONG,P990,1741186803000,1741186803250,5,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741186804500_2179,1159,362,1741186804500,2025-03-05 15:00:04.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P995,1741186804250,1741186804500,5,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741186804750_2180,1159,362,1741186804750,2025-03-05 15:00:04.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P995,1741186804500,1741186804750,5,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741186805000_2181,1159,362,1741186805000,2025-03-05 15:00:05.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P999,1741186804750,1741186805000,5,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741186805250_2182,1159,362,1741186805250,2025-03-05 15:00:05.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P995,1741186805000,1741186805250,5,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741186805500_2183,1160,362,1741186805500,2025-03-05 15:00:05.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P995,1741186805250,1741186805500,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741186805750_2184,1160,362,1741186805750,2025-03-05 15:00:05.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741186805500,1741186805750,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741186807750_2185,1161,362,1741186807750,2025-03-05 15:00:07.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741186807500,1741186807750,4,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741186808250_2187,1161,362,1741186808250,2025-03-05 15:00:08.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741186808000,1741186808250,4,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741186808000_2186,1161,362,1741186808000,2025-03-05 15:00:08.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741186807750,1741186808000,4,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186808250_2188,1161,362,1741186808250,2025-03-05 15:00:08.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,LONG,P990,1741186808000,1741186808250,4,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741186847250_2189,1162,362,1741186847250,2025-03-05 15:00:47.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P995,1741186847000,1741186847250,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741186897750_2190,1163,362,1741186897750,2025-03-05 15:01:37.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741186897500,1741186897750,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741186943500_2191,1164,362,1741186943500,2025-03-05 15:02:23.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741186943250,1741186943500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741186962500_2192,1165,362,1741186962500,2025-03-05 15:02:42.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741186962250,1741186962500,6,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741186962750_2193,1165,362,1741186962750,2025-03-05 15:02:42.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741186962500,1741186962750,6,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186963000_2194,1165,362,1741186963000,2025-03-05 15:02:43.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P990,1741186962750,1741186963000,6,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186964000_2195,1165,362,1741186964000,2025-03-05 15:02:44.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P995,1741186963750,1741186964000,6,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741186964000_2197,1165,362,1741186964000,2025-03-05 15:02:44.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,LONG,P990,1741186963750,1741186964000,6,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741186964250_2196,1165,362,1741186964250,2025-03-05 15:02:44.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P995,1741186964000,1741186964250,6,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186965250_2198,1166,362,1741186965250,2025-03-05 15:02:45.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,LONG,P990,1741186965000,1741186965250,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186971000_2199,1167,362,1741186971000,2025-03-05 15:02:51.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P990,1741186970750,1741186971000,14,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186971250_2200,1167,362,1741186971250,2025-03-05 15:02:51.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P995,1741186971000,1741186971250,14,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186971500_2201,1167,362,1741186971500,2025-03-05 15:02:51.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P995,1741186971250,1741186971500,14,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741186971750_2203,1167,362,1741186971750,2025-03-05 15:02:51.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,LONG,P990,1741186971500,1741186971750,14,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186971750_2202,1167,362,1741186971750,2025-03-05 15:02:51.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P995,1741186971500,1741186971750,14,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741186972000_2205,1167,362,1741186972000,2025-03-05 15:02:52.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,LONG,P995,1741186971750,1741186972000,14,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186972000_2204,1167,362,1741186972000,2025-03-05 15:02:52.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P995,1741186971750,1741186972000,14,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186972250_2206,1167,362,1741186972250,2025-03-05 15:02:52.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P995,1741186972000,1741186972250,14,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741186972250_2207,1167,362,1741186972250,2025-03-05 15:02:52.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,LONG,P995,1741186972000,1741186972250,14,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186972500_2208,1167,362,1741186972500,2025-03-05 15:02:52.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P995,1741186972250,1741186972500,14,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741186972750_2210,1167,362,1741186972750,2025-03-05 15:02:52.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P995,1741186972500,1741186972750,14,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741186972500_2209,1167,362,1741186972500,2025-03-05 15:02:52.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,LONG,P995,1741186972250,1741186972500,14,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186973000_2211,1167,362,1741186973000,2025-03-05 15:02:53.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,LONG,P995,1741186972750,1741186973000,14,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186973250_2213,1168,362,1741186973250,2025-03-05 15:02:53.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,LONG,P995,1741186973000,1741186973250,7,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186973500_2214,1168,362,1741186973500,2025-03-05 15:02:53.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,LONG,P995,1741186973250,1741186973500,7,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741186973000_2212,1167,362,1741186973000,2025-03-05 15:02:53.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,SHORT,P995,1741186972750,1741186973000,14,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741186973250_2216,1168,362,1741186973250,2025-03-05 15:02:53.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,SHORT,P995,1741186973000,1741186973250,7,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741186973500_2217,1168,362,1741186973500,2025-03-05 15:02:53.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,SHORT,P995,1741186973250,1741186973500,7,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741186973750_2215,1168,362,1741186973750,2025-03-05 15:02:53.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,LONG,P995,1741186973500,1741186973750,7,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186974500_2218,1168,362,1741186974500,2025-03-05 15:02:54.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P995,1741186974250,1741186974500,7,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741186974750_2219,1168,362,1741186974750,2025-03-05 15:02:54.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P990,1741186974500,1741186974750,7,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741186979250_2220,1169,362,1741186979250,2025-03-05 15:02:59.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,SHORT,P990,1741186979000,1741186979250,11,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186979500_2221,1169,362,1741186979500,2025-03-05 15:02:59.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,LONG,P990,1741186979250,1741186979500,11,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741186979500_2222,1169,362,1741186979500,2025-03-05 15:02:59.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,SHORT,P995,1741186979250,1741186979500,11,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741186979750_2224,1169,362,1741186979750,2025-03-05 15:02:59.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,SHORT,P995,1741186979500,1741186979750,11,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186979750_2223,1169,362,1741186979750,2025-03-05 15:02:59.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,LONG,P995,1741186979500,1741186979750,11,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741186980000_2225,1169,362,1741186980000,2025-03-05 15:03:00.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,LONG,P995,1741186979750,1741186980000,11,DISCOVERY
