partition,outcome,effect,ci95_low,ci95_high,raw_p,episodes,bootstrap_replicates,mean_block,seed,adjusted_p_holm,supported
DISCOVERY,continuation_return_1000ms,-1.3145565086033266e-06,-2.399171903781155e-06,-2.2681035231871262e-07,0.019998000199980003,2190,10000,4,20260828,0.07999200079992001,False
DISCOVERY,continuation_return_3000ms,-1.3292222098570316e-06,-2.9964019346019523e-06,3.10043255100285e-07,0.1085891410858914,2190,10000,4,20260828,0.3257674232576742,False
DISCOVERY,continuation_return_10000ms,-4.226735844350868e-06,-7.1398908571923995e-06,-1.2486951378483446e-06,0.0051994800519948,2190,10000,4,20260828,0.0311968803119688,False
DISCOVERY,continuation_return_30000ms,-3.0242496639601644e-06,-7.462972631643641e-06,1.5660818793519021e-06,0.200979902009799,2190,10000,4,20260828,0.401959804019598,False
DISCOVERY,continuation_return_120000ms,-1.084636022000287e-05,-1.8965707234226243e-05,-2.4516556389824947e-06,0.010998900109989001,2190,10000,4,20260828,0.05499450054994501,False
DISCOVERY,barrier_10_probability_difference,-0.009383079292449496,-0.04425953453689245,0.025486964748358706,0.6033396660333966,2190,10000,4,20260828,0.6033396660333966,False
