episode_id,event_id,market_cluster_id,symbol,shock_direction,candidate_msc,confirmed_msc,confirmed_quote_msc,processed_msc,t0_msc,t0_sequence,quote_age_ms,t0_bid,t0_ask,t0_mid,feature_status,missing_reason,fallback_anchor,spread_atr5,spread_atr5_source_msc,spread_atr5_available,tick_activity_ratio,tick_activity_ratio_source_msc,tick_activity_ratio_available,pre_return_5m_dir_atr,pre_return_5m_dir_atr_source_msc,pre_return_5m_dir_atr_available,m5_ema20_slope_dir_atr,m5_ema20_slope_dir_atr_source_msc,m5_ema20_slope_dir_atr_available,m15_alignment_dir,m15_alignment_dir_source_msc,m15_alignment_dir_available,pre_extension_15m_dir_atr,pre_extension_15m_dir_atr_source_msc,pre_extension_15m_dir_atr_available,day_range_position_dir,day_range_position_dir_source_msc,day_range_position_dir_available,detection_efficiency,detection_efficiency_source_msc,detection_efficiency_available,severity,severity_source_msc,severity_available,confirmation_retention,confirmation_retention_source_msc,confirmation_retention_available,spread_efficiency_interaction,spread_efficiency_interaction_source_msc,spread_efficiency_interaction_available,flow_efficiency_interaction,flow_efficiency_interaction_source_msc,flow_efficiency_interaction_available,feature_spec_sha256,spec_sha256,schema_version
"ts15k_tradeable_move_r1_202503_USDJPY_mh_11","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741026750500_101","78","USDJPY","LONG","1741026750250","1741026750500","1741026750402","1741026750957","1741026750957","123206","555","150.1870000000","150.2060000000","150.1965000000","AVAILABLE","AVAILABLE","false","0.161501643577","1741026750957","true","1.000000000000","1741026750957","true","-0.327253330406","1741026720000","true","-0.397447609455","1741026720000","true","-1.000000000000","1741026720000","true","-0.478025059163","1741026720000","true","-0.632878732031","1741026750957","true","1.000000000000","1741026750957","true","5.299615620926","1741026750957","true","0.250000000002","1741026750957","true","0.161501643577","1741026750957","true","-0.327253330406","1741026750957","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_12","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741028146500_117","86","USDJPY","LONG","1741028146250","1741028146500","1741028146376","1741028146686","1741028146686","126864","310","150.2100000000","150.2260000000","150.2180000000","AVAILABLE","AVAILABLE","false","0.141980032969","1741028146686","true","1.000000000000","1741028146686","true","0.088737520606","1741028100000","true","-0.341063745051","1741028100000","true","-1.000000000000","1741028100000","true","0.134683022342","1741028100000","true","-0.601179506082","1741028146686","true","1.000000000000","1741028146686","true","4.144416017762","1741028146686","true","-1.500000000000","1741028146686","true","0.141980032969","1741028146686","true","0.088737520606","1741028146686","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_13","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741030028500_124","90","USDJPY","SHORT","1741030028250","1741030028500","1741030028165","1741030028690","1741030028690","131163","525","150.1570000000","150.1760000000","150.1665000000","AVAILABLE","AVAILABLE","false","0.188340046571","1741030028690","true","1.000000000000","1741030028690","true","0.227990582691","1741030020000","true","0.108747559519","1741030020000","true","1.000000000000","1741030020000","true","0.075927187577","1741030020000","true","0.677110210100","1741030028690","true","1.000000000000","1741030028690","true","3.574290264208","1741030028690","true","1.000000000000","1741030028690","true","0.188340046571","1741030028690","true","0.227990582691","1741030028690","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_14","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741031040250_125","91","USDJPY","SHORT","1741031040000","1741031040250","1741031040244","1741031041395","1741031041395","133153","1151","150.2720000000","150.2900000000","150.2810000000","AVAILABLE","AVAILABLE","false","0.195287154648","1741031041395","true","1.000000000000","1741031041395","true","-0.124766793247","1741031040000","true","-0.004064695634","1741031040000","true","1.000000000000","1741031040000","true","-0.392931079235","1741031040000","true","0.508293402138","1741031041395","true","1.000000000000","1741031041395","true","4.069138705872","1741031041395","true","1.875000000003","1741031041395","true","0.195287154648","1741031041395","true","-0.124766793247","1741031041395","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_15","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039054000_139","95","USDJPY","LONG","1741039053750","1741039054000","1741039053922","1741039055341","1741039055341","151146","1419","150.1820000000","150.2000000000","150.1910000000","AVAILABLE","AVAILABLE","false","0.258344484350","1741039055341","true","1.000000000000","1741039055341","true","0.258344484350","1741039020000","true","0.098734070634","1741039020000","true","-1.000000000000","1741039020000","true","-0.580682594683","1741039020000","true","-0.640987836344","1741039055341","true","1.000000000000","1741039055341","true","2.370088878129","1741039055341","true","2.000000000000","1741039055341","true","0.258344484350","1741039055341","true","0.258344484350","1741039055341","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_16","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741040164000_256","150","USDJPY","LONG","1741040163750","1741040164000","1741040163792","1741040164110","1741040164110","155025","318","149.5180000000","149.5370000000","149.5275000000","AVAILABLE","AVAILABLE","false","0.163685584260","1741040164110","true","1.000000000000","1741040164110","true","-1.641163357978","1741040160000","true","-0.995224284818","1741040160000","true","-1.000000000000","1741040160000","true","-3.909912976810","1741040160000","true","-0.952197802198","1741040164110","true","1.000000000000","1741040164110","true","3.541018331196","1741040164110","true","3.249999999997","1741040164110","true","0.163685584260","1741040164110","true","-1.641163357978","1741040164110","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_17","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741041256000_268","155","USDJPY","SHORT","1741041255750","1741041256000","1741041255920","1741041256275","1741041256275","158542","355","149.3900000000","149.4080000000","149.3990000000","AVAILABLE","AVAILABLE","false","0.137401563353","1741041256275","true","1.000000000000","1741041256275","true","-0.003816710093","1741041240000","true","1.247276102404","1741041240000","true","1.000000000000","1741041240000","true","-0.213965034441","1741041240000","true","0.938438056474","1741041256275","true","1.000000000000","1741041256275","true","4.417472859051","1741041256275","true","0.943181818182","1741041256275","true","0.137401563353","1741041256275","true","-0.003816710093","1741041256275","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_18","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741042255500_278","158","USDJPY","LONG","1741042255250","1741042255500","1741042255411","1741042257437","1741042257437","161762","2026","149.3580000000","149.3760000000","149.3670000000","AVAILABLE","AVAILABLE","false","0.131543650303","1741042257437","true","1.000000000000","1741042257437","true","0.862341707539","1741042200000","true","-1.243792912268","1741042200000","true","-1.000000000000","1741042200000","true","-0.564561438011","1741042200000","true","-0.757314583806","1741042257437","true","1.000000000000","1741042257437","true","5.909375293820","1741042257437","true","0.897727272727","1741042257437","true","0.131543650303","1741042257437","true","0.862341707539","1741042257437","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDCAD_mh_1","ts15k_tradeable_move_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741042546000_281","160","USDCAD","SHORT","1741042545750","1741042546000","1741042545928","1741042546359","1741042546359","102837","431","1.4512400000","1.4515200000","1.4513800000","AVAILABLE","AVAILABLE","false","0.202039665005","1741042546359","true","1.000000000000","1741042546359","true","1.150904520294","1741042500000","true","-0.706006476322","1741042500000","true","-1.000000000000","1741042500000","true","1.015559802973","1741042500000","true","-0.674013921114","1741042546359","true","1.000000000000","1741042546359","true","5.364985364787","1741042546359","true","0.928571428574","1741042546359","true","0.202039665005","1741042546359","true","1.150904520294","1741042546359","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_19","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741044081750_288","166","USDJPY","SHORT","1741044081500","1741044081750","1741044081707","1741044086244","1741044086244","165233","4537","149.5720000000","149.5940000000","149.5830000000","AVAILABLE","AVAILABLE","false","0.177890576521","1741044086244","true","2.000000000000","1741044086244","true","-0.028300773537","1741044060000","true","0.170801922669","1741044060000","true","1.000000000000","1741044060000","true","-0.358057666046","1741044060000","true","0.561351780449","1741044086244","true","1.000000000000","1741044086244","true","3.343198894441","1741044086244","true","-0.000000000000","1741044086244","true","0.177890576521","1741044086244","true","-0.028300773537","1741044086244","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDCAD_mh_2","ts15k_tradeable_move_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741044074500_287","165","USDCAD","SHORT","1741044074250","1741044074500","1741044074034","1741044077352","1741044077352","104815","3318","1.4491400000","1.4494300000","1.4492850000","AVAILABLE","AVAILABLE","false","0.231613946689","1741044077352","true","1.000000000000","1741044077352","true","1.086189543095","1741044060000","true","-0.025631752727","1741044060000","true","-1.000000000000","1741044060000","true","0.787462542356","1741044060000","true","-0.430974477958","1741044077352","true","1.000000000000","1741044077352","true","3.293774920744","1741044077352","true","-1.000000000000","1741044077352","true","0.231613946689","1741044077352","true","1.086189543095","1741044077352","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_20","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741045580500_290","168","USDJPY","SHORT","1741045580250","1741045580500","1741045580323","1741045582479","1741045582479","166946","2156","149.4210000000","149.4370000000","149.4290000000","AVAILABLE","AVAILABLE","false","0.155671749849","1741045582479","true","1.500000000000","1741045582479","true","0.252966593504","1741045560000","true","0.276408676851","1741045560000","true","1.000000000000","1741045560000","true","0.190058980238","1741045560000","true","0.701066001361","1741045582479","true","0.945205479453","1741045582479","true","4.384499624137","1741045582479","true","0.985507246376","1741045582479","true","0.147141790953","1741045582479","true","0.239105410298","1741045582479","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_21","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741051577000_292","170","USDJPY","LONG","1741051576750","1741051577000","1741051576647","1741051585793","1741051585793","170112","9146","149.3950000000","149.4180000000","149.4065000000","AVAILABLE","AVAILABLE","false","0.250411137753","1741051585793","true","2.000000000000","1741051585793","true","-0.435497630874","1741051560000","true","-0.336915854218","1741051560000","true","-1.000000000000","1741051560000","true","-0.116388380794","1741051560000","true","-0.294594594595","1741051585793","true","0.769230769231","1741051585793","true","3.527577180972","1741051585793","true","1.000000000000","1741051585793","true","0.192623952118","1741051585793","true","-0.334998177596","1741051585793","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_22","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741053018750_300","174","USDJPY","SHORT","1741053018500","1741053018750","1741053018491","1741053019348","1741053019348","171846","857","149.2110000000","149.2260000000","149.2185000000","AVAILABLE","AVAILABLE","false","0.159958753693","1741053019348","true","3.000000000000","1741053019348","true","0.405228842690","1741053000000","true","0.642593059198","1741053000000","true","1.000000000000","1741053000000","true","0.710205568437","1741053000000","true","0.710000000000","1741053019348","true","0.807692307692","1741053019348","true","3.413583971827","1741053019348","true","1.000000000000","1741053019348","true","0.129197454906","1741053019348","true","0.327300219096","1741053019348","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_23","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741054084500_323","188","USDJPY","LONG","1741054084250","1741054084500","1741054084446","1741054088324","1741054088324","174058","3878","149.3600000000","149.3820000000","149.3710000000","AVAILABLE","AVAILABLE","false","0.204052538792","1741054088324","true","3.000000000000","1741054088324","true","-1.391267309947","1741054080000","true","-0.224960323726","1741054080000","true","-1.000000000000","1741054080000","true","0.714972090136","1741054080000","true","-0.100000000000","1741054088324","true","0.939393939392","1741054088324","true","5.541218519247","1741054088324","true","0.903225806452","1741054088324","true","0.191685718259","1741054088324","true","-1.306948079039","1741054088324","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_24","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741055143250_333","194","USDJPY","SHORT","1741055143000","1741055143250","1741055143204","1741055144322","1741055144322","176448","1118","149.2810000000","149.2990000000","149.2900000000","AVAILABLE","AVAILABLE","false","0.148597221202","1741055144322","true","1.500000000000","1741055144322","true","0.132086418846","1741055100000","true","-0.060180110916","1741055100000","true","1.000000000000","1741055100000","true","-1.004992724355","1741055100000","true","0.424000000000","1741055144322","true","0.976190476191","1741055144322","true","5.568632123574","1741055144322","true","0.975609756097","1741055144322","true","0.145059192126","1741055144322","true","0.128941504112","1741055144322","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_25","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741056402750_340","199","USDJPY","LONG","1741056402500","1741056402750","1741056402714","1741056405148","1741056405148","179152","2434","149.0080000000","149.0280000000","149.0180000000","AVAILABLE","AVAILABLE","false","0.149717436599","1741056405148","true","1.500000000000","1741056405148","true","-1.014335632962","1741056360000","true","-0.398867269052","1741056360000","true","-1.000000000000","1741056360000","true","-1.612604186734","1741056360000","true","-0.898715041572","1741056405148","true","1.000000000000","1741056405148","true","4.671895473405","1741056405148","true","0.972222222223","1741056405148","true","0.149717436599","1741056405148","true","-1.014335632962","1741056405148","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
