episode_id,event_id,market_cluster_id,symbol,shock_direction,candidate_msc,confirmed_msc,confirmed_quote_msc,processed_msc,t0_msc,t0_sequence,quote_age_ms,t0_bid,t0_ask,t0_mid,feature_status,missing_reason,fallback_anchor,spread_atr5,spread_atr5_source_msc,spread_atr5_available,tick_activity_ratio,tick_activity_ratio_source_msc,tick_activity_ratio_available,pre_return_5m_dir_atr,pre_return_5m_dir_atr_source_msc,pre_return_5m_dir_atr_available,m5_ema20_slope_dir_atr,m5_ema20_slope_dir_atr_source_msc,m5_ema20_slope_dir_atr_available,m15_alignment_dir,m15_alignment_dir_source_msc,m15_alignment_dir_available,pre_extension_15m_dir_atr,pre_extension_15m_dir_atr_source_msc,pre_extension_15m_dir_atr_available,day_range_position_dir,day_range_position_dir_source_msc,day_range_position_dir_available,detection_efficiency,detection_efficiency_source_msc,detection_efficiency_available,severity,severity_source_msc,severity_available,confirmation_retention,confirmation_retention_source_msc,confirmation_retention_available,spread_efficiency_interaction,spread_efficiency_interaction_source_msc,spread_efficiency_interaction_available,flow_efficiency_interaction,flow_efficiency_interaction_source_msc,flow_efficiency_interaction_available,feature_spec_sha256,spec_sha256,schema_version
"ts15k_tradeable_move_r1_202503_USDJPY_mh_1","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1740999587250_1","1","USDJPY","LONG","1740999587000","1740999587250","1740999587179","1740999587465","1740999587465","63203","286","150.1180000000","150.1350000000","150.1265000000","EXCLUDED","FEATURE_MISSING","false","0.188528032749","1740999587465","true","2.000000000000","1740999587465","true","0.316061701962","1740999540000","true","-0.251291872349","1740999540000","true","","","false","-0.350575884966","1740999540000","true","-0.806646525680","1740999587465","true","1.000000000000","1740999587465","true","2.821630737700","1740999587465","true","0.909090909088","1740999587465","true","0.188528032749","1740999587465","true","0.316061701962","1740999587465","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_2","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9","8","USDJPY","LONG","1741001028750","1741001029000","1741001028866","1741001029236","1741001029236","66077","370","150.1020000000","150.1170000000","150.1095000000","EXCLUDED","FEATURE_MISSING","false","0.164155574145","1741001029236","true","1.000000000000","1741001029236","true","0.519825984794","1741000980000","true","-0.485252740552","1741000980000","true","","","false","0.548902306846","1741000980000","true","-0.698884758364","1741001029236","true","1.000000000000","1741001029236","true","2.722990072821","1741001029236","true","2.000000000057","1741001029236","true","0.164155574145","1741001029236","true","0.519825984794","1741001029236","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_3","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12","11","USDJPY","SHORT","1741002077750","1741002078000","1741002077659","1741002079487","1741002079487","67666","1828","150.2100000000","150.2250000000","150.2175000000","EXCLUDED","FEATURE_MISSING","false","0.175283443081","1741002079487","true","1.000000000000","1741002079487","true","-0.245396820313","1741002060000","true","-0.082902315956","1741002060000","true","","","false","-0.911091512132","1741002060000","true","0.498141263941","1741002079487","true","1.000000000000","1741002079487","true","3.536901788223","1741002079487","true","-1.000000000000","1741002079487","true","0.175283443081","1741002079487","true","-0.245396820313","1741002079487","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_4","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15","13","USDJPY","SHORT","1741013614000","1741013614250","1741013614060","1741013614311","1741013614311","89409","251","151.2520000000","151.2720000000","151.2620000000","AVAILABLE","AVAILABLE","false","0.226722434165","1741013614311","true","1.000000000000","1741013614311","true","-0.260730799291","1741013580000","true","-0.489735827062","1741013580000","true","-1.000000000000","1741013580000","true","-0.823718325689","1741013580000","true","-0.939505717447","1741013614311","true","1.000000000000","1741013614311","true","3.252416373005","1741013614311","true","1.000000000000","1741013614311","true","0.226722434165","1741013614311","true","-0.260730799291","1741013614311","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_5","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22","18","USDJPY","SHORT","1741014605750","1741014606000","1741014605919","1741014606129","1741014606129","91284","210","151.2770000000","151.2970000000","151.2870000000","AVAILABLE","AVAILABLE","false","0.235262390430","1741014606129","true","1.000000000000","1741014606129","true","-0.511695699184","1741014600000","true","-0.530373510277","1741014600000","true","-1.000000000000","1741014600000","true","-0.395953261663","1741014600000","true","-0.974935495761","1741014606129","true","1.000000000000","1741014606129","true","3.009103661727","1741014606129","true","-0.000000000000","1741014606129","true","0.235262390430","1741014606129","true","-0.511695699184","1741014606129","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_6","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015603500_39","32","USDJPY","SHORT","1741015603250","1741015603500","1741015603106","1741015605674","1741015605674","93467","2568","151.1510000000","151.1700000000","151.1605000000","AVAILABLE","AVAILABLE","false","0.212097753672","1741015605674","true","1.000000000000","1741015605674","true","-0.452103106511","1741015560000","true","-0.222610384543","1741015560000","true","-1.000000000000","1741015560000","true","0.370129473292","1741015560000","true","-0.788426096572","1741015605674","true","1.000000000000","1741015605674","true","3.058012462520","1741015605674","true","-1.000000000000","1741015605674","true","0.212097753672","1741015605674","true","-0.452103106511","1741015605674","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_7","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016712500_47","39","USDJPY","LONG","1741016712250","1741016712500","1741016712315","1741016712702","1741016712702","95871","387","151.0590000000","151.0780000000","151.0685000000","AVAILABLE","AVAILABLE","false","0.215158715424","1741016712702","true","1.000000000000","1741016712702","true","-0.141551786464","1741016700000","true","-0.303672909042","1741016700000","true","1.000000000000","1741016700000","true","-0.337082846940","1741016700000","true","0.652782897162","1741016712702","true","1.000000000000","1741016712702","true","4.093399477219","1741016712702","true","-0.500000000000","1741016712702","true","0.215158715424","1741016712702","true","-0.141551786464","1741016712702","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_8","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022591750_55","45","USDJPY","LONG","1741022591500","1741022591750","1741022591682","1741022592919","1741022592919","110981","1237","150.2670000000","150.2820000000","150.2745000000","AVAILABLE","AVAILABLE","false","0.130439814769","1741022592919","true","1.000000000000","1741022592919","true","0.365231481353","1741022580000","true","-1.359346833033","1741022580000","true","1.000000000000","1741022580000","true","0.097414599254","1741022580000","true","-0.517876889053","1741022592919","true","1.000000000000","1741022592919","true","3.316319625755","1741022592919","true","2.374999999989","1741022592919","true","0.130439814769","1741022592919","true","0.365231481353","1741022592919","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_9","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024235000_79","64","USDJPY","SHORT","1741024234750","1741024235000","1741024234502","1741024235142","1741024235142","115875","640","150.1930000000","150.2110000000","150.2020000000","AVAILABLE","AVAILABLE","false","0.147079241601","1741024235142","true","1.000000000000","1741024235142","true","0.371783638491","1741024200000","true","0.757997732637","1741024200000","true","-1.000000000000","1741024200000","true","0.057073537202","1741024200000","true","0.624769627718","1741024235142","true","1.000000000000","1741024235142","true","4.368380672791","1741024235142","true","1.000000000000","1741024235142","true","0.147079241601","1741024235142","true","0.371783638491","1741024235142","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15k_tradeable_move_r1_202503_USDJPY_mh_10","ts15k_tradeable_move_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741025468250_94","72","USDJPY","SHORT","1741025468000","1741025468250","1741025468142","1741025468589","1741025468589","119659","447","150.2670000000","150.2860000000","150.2765000000","AVAILABLE","AVAILABLE","false","0.153858457177","1741025468589","true","1.000000000000","1741025468589","true","-0.246983312837","1741025460000","true","0.367322163650","1741025460000","true","-1.000000000000","1741025460000","true","-0.038228405129","1741025460000","true","0.514928123848","1741025468589","true","1.000000000000","1741025468589","true","4.467120399160","1741025468589","true","-0.666666666662","1741025468589","true","0.153858457177","1741025468589","true","-0.246983312837","1741025468589","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
