weekdays,train_tpd,train_pf,test_tpd,test_pf,all_tpd,all_pf,all_net,all_trades
"0,1,2,3,4",3.8302973322364555,0.9735834122228437,5.2035484658582245,1.5012235937869551,4.020236423075489,1.143364788213282,14254.797142857355,1123
"1,2,3,4,6",3.88670819132683,1.0633663592631586,5.316388497888599,1.3587635941550265,4.10973411726684,1.1651943910977123,17521.690000000122,1148
"1,2,3,4",3.0123398754260196,1.00377685855062,4.261127596439169,1.482419952182269,3.1968576365150594,1.160849833515396,13592.06714285719,893
