rsi_min,rsi_max,train_tpd,train_pf,test_tpd,test_pf,all_tpd,all_pf,all_net,all_trades
64.0,80.0,4.715947819955341,1.0527515036277812,6.277739794892419,1.2882323206497157,4.933112903827269,1.1345669301662098,15938.214285714574,1378
64.0,82.0,4.800564108590904,1.0615217436808977,6.474643072591997,1.3679188616128575,5.047669952392199,1.1679478340580223,20319.557142857426,1410
65.0,80.0,4.383123751322129,1.074166139580568,5.941845968228433,1.3334882140816455,4.618081020273714,1.165862480067696,18077.702857143133,1290
65.0,82.0,4.467740039957691,1.0841266122840667,6.127166700180977,1.4017362733625822,4.72905816107099,1.1964140563731167,21896.575714285966,1321
66.0,80.0,4.039017510870843,1.0779776945990431,5.6754474160466515,1.3419026634763256,4.317368767790774,1.1733907852018046,17928.29285714312,1206
66.0,82.0,4.123633799506405,1.0864394615576034,5.814437965011059,1.3493176148762136,4.414026277517434,1.1811900737601335,19162.135714285952,1233
