short_dist,train_tpd,train_pf,test_tpd,test_pf,all_tpd,all_pf,all_net,all_trades
0.85,4.800564108590904,1.0615217436808977,6.474643072591997,1.3679188616128575,5.047669952392199,1.1679478340580223,20319.557142857426,1410
0.88,4.732871077682454,1.0619232412396624,6.358817615121657,1.3850984264093744,4.96891198150381,1.173547705154072,20672.81000000027,1388
0.9,4.682101304501116,1.065614127255864,6.300904886386487,1.3864135470251362,4.918793272756654,1.1763078484429306,20860.660000000276,1374
0.93,4.642613703137854,1.0625354948969978,6.196661974663181,1.3812004704978342,4.861514748474189,1.1714484903118896,20158.728571428834,1358
0.95,4.603126101774591,1.0648091359284075,6.138749245928011,1.4114495433744492,4.81855585526234,1.1819031359226044,21125.232857143135,1346
