variant,train_tpd,train_pf,test_tpd,test_pf,all_tpd,all_pf,all_net,all_trades
short_max_atr_0.0,4.682101304501116,1.065614127255864,6.300904886386487,1.3864135470251362,4.918793272756654,1.1763078484429306,20860.660000000276,1374
short_max_atr_0.0025,4.242096603596192,0.8873496038699877,5.108108108108109,1.2642676453902266,4.270883054892602,0.9956170210263318,-441.8242857140722,1193
short_max_atr_0.003,4.462098954048654,1.008665489001321,5.6638648702996175,1.192721435385053,4.582281942597174,1.070502708208432,7580.168571428852,1280
short_max_atr_0.0035,4.563638500411329,1.0845952933134453,5.941845968228433,1.164761204798039,4.732638068838643,1.1130820795668586,12600.548571428824,1322
