variant,train_trades,train_tpd,train_pf,train_net,test_trades,test_tpd,test_pf,test_net,all_trades,all_tpd,all_pf,all_net,score
L18-24_d1.0_mx2.0_r30_atr0.0_bull,751,4.224540021094573,1.101131657569914,7310.837142857381,511,5.918680876734365,1.4599046348388909,17870.081428571415,1262,4.517843602779401,1.2265564118639682,25180.918571428792,1.6266843557619193
L18-24_d1.0_mx2.0_r30_atr0.0002_bull,751,4.224540021094573,1.101131657569914,7310.837142857381,511,5.918680876734365,1.4599046348388909,17870.081428571415,1262,4.517843602779401,1.2265564118639682,25180.918571428792,1.6266843557619193
L20-24_d1.2_mx0.0_r30_atr0.0_none,973,5.46821215314366,1.0240572152698264,2640.92142857154,685,7.934043836718279,1.2442090934753343,16083.618571428466,1658,5.935487078770401,1.1066094834838638,18724.540000000005,1.6266809525027048
L18-24_d1.2_mx3.0_r28_atr0.0004_none,1026,5.759101894441413,1.0977715808857882,11278.271428571506,697,8.073034385682686,1.1195008198953418,9202.217142857082,1723,6.163431083951262,1.1064702774582957,20480.48857142859,1.6266496959563475
L20-24_d1.0_mx2.0_r32_atr0.0004_bull,744,4.196967916323892,1.0600812155374502,4391.47285714305,516,5.976593605469535,1.5066799778575712,19276.4414285714,1260,4.510683787244092,1.2129618275120706,23667.91428571445,1.626592980334238
L19-24_d1.0_mx0.0_r35_atr0.0004_none,1245,6.9890649669609965,1.0471965271747825,6719.884285714389,797,9.231288960386085,1.0107503303276923,995.0114285711952,2042,7.304542236464583,1.0328381099428452,7714.895714285586,1.626520971123265
L20-24_d0.6_mx0.0_r38_atr0.0002_none,1296,7.2834562697576395,1.068113982045325,9405.215714285818,854,9.891494067967022,0.9871388082716521,-1180.0200000002696,2150,7.69680170045619,1.0357880193562605,8225.195714285546,1.626496080482194
L19-24_d0.8_mx0.0_r35_atr0.0002_none,1304,7.320273668206538,1.0278671207895458,4139.500000000053,839,9.717755881761512,1.0310094090259168,2870.807142856889,2143,7.665834482244663,1.0290735955664647,7010.307142856951,1.6264215045487047
L20-24_d1.2_mx0.0_r35_atr0.0002_none,1091,6.131964637692473,1.0562032915750952,6855.115714285625,741,8.582666398552181,1.101732073878074,7936.441428571216,1832,6.558391030342205,1.0739640087289901,14791.557142856836,1.6263647599988695
L22-24_d1.0_mx2.0_r38_atr0.0004_bull,745,4.202609002232929,1.0412568159510176,3053.5771428573407,518,5.999758696963603,1.5257916886077967,19715.88285714269,1263,4.521423510547055,1.204189526810712,22769.460000000032,1.6262328533555055
L20-24_d1.2_mx3.0_r38_atr0.0004_none,1108,6.227270066155377,1.1081461240051758,12672.694285714402,740,8.571083852805147,1.0328217609688006,2718.099999999795,1848,6.615669554624669,1.0769558277130722,15390.79428571419,1.6261748094531543
L18-24_d0.8_mx0.0_r28_atr0.0004_bull,781,4.393210804898533,1.0555187194645579,4449.897142857342,525,6.080836517192841,1.4750859114799328,19035.854285714257,1306,4.675359544556179,1.1953572078318166,23485.751428571602,1.6260188638419235
L19-24_d0.8_mx2.0_r38_atr0.0002_none,1296,7.276498684082269,1.1008672668237496,12805.221428571786,844,9.775668610496682,0.9518102520806438,-4554.607142857474,2140,7.655863756630188,1.0372546700573744,8250.614285714319,1.6258880656280126
L20-24_d0.6_mx0.0_r35_atr0.0_none,1203,6.761460549169611,1.0634099927082594,8226.921428571353,799,9.254454051880153,1.0073613785101738,626.0571428568783,2002,7.1669753508433915,1.0412173055956426,8852.97857142823,1.6258572575206685
L22-24_d0.8_mx2.0_r38_atr0.0002_bull,762,4.298507462686567,1.02934806597192,2225.337142857332,527,6.104001608686909,1.51599535523074,19528.652857142657,1289,4.61450111250606,1.1913746758773578,21753.989999999994,1.6258004492378493
L22-24_d0.8_mx2.0_r38_atr0.0_bull,762,4.298507462686567,1.02934806597192,2225.337142857332,527,6.104001608686909,1.51599535523074,19528.652857142657,1289,4.61450111250606,1.1913746758773578,21753.989999999994,1.6258004492378493
L20-24_d1.2_mx0.0_r35_atr0.0_none,1091,6.131964637692473,1.0562032915750952,6855.115714285625,744,8.617414035793283,1.0986106158284812,7715.112857142634,1835,6.569130753645167,1.0727753977033871,14570.228571428259,1.62546411640851
L20-24_d0.8_mx0.0_r40_atr0.0002_none,1287,7.232876712328767,1.0346921269769291,4952.832857142858,854,9.891494067967022,1.0212216254384734,1945.605714285437,2141,7.664582530547303,1.029424466758708,6898.438571428301,1.6254547066971323
L20-24_d1.0_mx3.0_r40_atr0.0_none,1216,6.8338602037232175,1.0997663473939807,12685.931428571565,815,9.439774783832696,0.9626544489801546,-3391.225714285929,2031,7.270792676105359,1.0426434820000627,9294.705714285634,1.6253917812426564
L19-24_d0.8_mx0.0_r35_atr0.0_none,1304,7.320273668206538,1.0278671207895458,4139.500000000053,842,9.752503519002614,1.0285493169136013,2649.4785714283043,2146,7.676565935089616,1.028129440298372,6788.978571428372,1.625371641255776
L20-24_d1.2_mx0.0_r28_atr0.0002_none,937,5.26589392342817,1.050399482286547,5272.372857142946,655,7.586567464307259,1.2483913729459337,15348.169999999951,1592,5.699213166105235,1.1239201038738034,20620.54285714289,1.6253061644531832
L21-24_d0.6_mx2.0_r30_atr0.0002_bull,730,4.117992713597367,1.107840585633778,7508.588571428774,498,5.768107782022923,1.4792158457384053,17788.575714285602,1228,4.396126738679164,1.236982624897788,25297.164285714378,1.625294360375597
L21-24_d0.6_mx2.0_r30_atr0.0_bull,730,4.117992713597367,1.107840585633778,7508.588571428774,498,5.768107782022923,1.4792158457384053,17788.575714285602,1228,4.396126738679164,1.236982624897788,25297.164285714378,1.625294360375597
L21-24_d0.6_mx0.0_r32_atr0.0004_bull,784,4.422611352685392,1.0615170451514147,4864.252857142977,524,6.069253971445807,1.4641177781215842,18461.785714285576,1308,4.6825193600914865,1.196264751940392,23326.03857142856,1.6252818726612235
L21-24_d0.6_mx3.0_r32_atr0.0_bull,777,4.383123751322129,1.0691899245295975,5314.075714285882,524,6.069253971445807,1.459151097540181,18283.375714285587,1301,4.657460005717908,1.2023376268208728,23597.451428571476,1.6252566150003511
L21-24_d0.6_mx3.0_r32_atr0.0002_bull,777,4.383123751322129,1.0691899245295975,5314.075714285882,524,6.069253971445807,1.459151097540181,18283.375714285587,1301,4.657460005717908,1.2023376268208728,23597.451428571476,1.6252566150003511
L20-24_d0.6_mx0.0_r38_atr0.0_none,1296,7.2834562697576395,1.068113982045325,9405.215714285818,858,9.937824250955158,0.9838672833296795,-1485.1057142859754,2154,7.711121331526806,1.0344149007150414,7920.109999999843,1.6250764230242598
L20-24_d0.8_mx2.0_r32_atr0.0004_bull,754,4.253378775414267,1.047827350182215,3570.9542857144497,520,6.022923788457671,1.5052597199870086,19346.631428571367,1274,4.56080249599125,1.2028932586191647,22917.585714285822,1.6248803030388694
L21-24_d0.6_mx2.0_r32_atr0.0004_bull,740,4.174403572687742,1.103849616530239,7354.734285714434,511,5.918680876734365,1.4593560608462868,17693.625714285594,1251,4.478464617335207,1.2290882887246521,25048.360000000033,1.6248707630027859
L18-24_d0.8_mx3.0_r28_atr0.0002_none,1054,5.9162703671942,1.08443340221709,9987.425714285737,727,8.420510758093705,1.0995979667704991,7911.40285714282,1781,6.370905838953684,1.0905256869394904,17898.828571428552,1.6248404611075276
L19-24_d0.6_mx2.0_r30_atr0.0004_bull,755,4.259019861323305,1.090523581251216,6583.124285714499,518,5.999758696963603,1.455075072852836,17956.895714285656,1273,4.5572225882235955,1.2187519471715382,24540.020000000157,1.6247621786482769
L18-24_d0.8_mx3.0_r28_atr0.0_none,1054,5.9162703671942,1.08443340221709,9987.425714285737,730,8.455258395334807,1.0983322366783352,7821.402857142812,1784,6.381637291798636,1.0900216922715924,17808.828571428545,1.6247259147554887
L0-4_d0.6_mx3.0_r40_atr0.0002_none,1174,6.622634857210013,0.9444679227530179,-6833.508571428181,817,9.462939875326764,1.147894152583601,10402.55714285716,1991,7.127596365399198,1.0184548994044038,3569.0485714289807,1.6246967519649977
L18-24_d0.6_mx3.0_r30_atr0.0004_bull,807,4.539463661399637,1.077867183246825,6314.830000000224,543,6.289322340639453,1.4025448947810515,17638.364285714226,1350,4.832875486332957,1.191756584299147,23953.194285714446,1.6246741436840768
L18-24_d0.6_mx3.0_r35_atr0.0004_bull,897,5.038637826451601,1.061661733295511,5529.098571428699,599,6.937944902473356,1.2889337901580822,14467.832857142783,1496,5.350753219656984,1.1430995410236622,19996.93142857148,1.624655952067518
L18-24_d0.6_mx0.0_r28_atr0.0002_none,1119,6.281125750370313,1.0324403136129756,4375.318571428569,756,8.756404584757691,1.0997747196824905,8277.324285714229,1875,6.70715802809554,1.0580841372125191,12652.64285714279,1.624612182730848
L20-24_d1.2_mx0.0_r28_atr0.0_none,937,5.26589392342817,1.050399482286547,5272.372857142946,656,7.598150010054293,1.2462884185734882,15244.629999999943,1593,5.702793073872889,1.1232184952343494,20517.002857142885,1.6245730050056428
L19-24_d0.8_mx2.0_r38_atr0.0_none,1296,7.276498684082269,1.1008672668237496,12805.221428571786,847,9.810416247737784,0.9488063596411793,-4853.835714286033,2143,7.666596275915183,1.0358550940065918,7951.385714285754,1.6245567880640435
L0-4_d1.0_mx3.0_r30_atr0.0002_none,901,5.082618404042778,1.0480626555956576,4849.148571428803,616,7.134848180172933,1.291373249236361,14731.765714285604,1517,5.430720083531181,1.129287916613358,19580.914285714403,1.6243675054764086
L0-4_d1.0_mx3.0_r30_atr0.0_none,901,5.082618404042778,1.0480626555956576,4849.148571428803,616,7.134848180172933,1.291373249236361,14731.765714285604,1517,5.430720083531181,1.129287916613358,19580.914285714403,1.6243675054764086
L22-24_d0.8_mx2.0_r38_atr0.0004_bull,757,4.2703020331413795,1.0328845773691235,2482.448571428762,525,6.080836517192841,1.5142937477967842,19464.252857142674,1282,4.589441758132482,1.19364226494387,21946.70142857144,1.6243526936321677
L18-24_d0.8_mx2.0_r28_atr0.0004_bull,738,4.151412164537677,1.0599176424839176,4374.622857143055,502,5.814437965011059,1.5252452916370671,19157.75999999999,1240,4.439085631891012,1.2149379777330327,23532.382857143053,1.6243335516510538
L18-24_d0.6_mx0.0_r35_atr0.0004_bull,911,5.1172787735757055,1.0512992025379468,4756.657142857212,601,6.961109993967424,1.2880056030634413,14462.312857142768,1512,5.407980526819091,1.1344555681335535,19218.969999999976,1.6243186796862539
L0-4_d0.6_mx3.0_r40_atr0.0_none,1178,6.645199200846163,0.9420506229327238,-7150.464285713894,817,9.462939875326764,1.147894152583601,10402.55714285716,1995,7.141915996469813,1.0167867787200595,3252.092857143265,1.6241940032001103
L18-24_d0.6_mx0.0_r28_atr0.0_none,1119,6.281125750370313,1.0324403136129756,4375.318571428569,757,8.767987130504725,1.0983994998205835,8173.784285714225,1876,6.710735179043858,1.0575804824903747,12549.102857142785,1.6241732108726843
L18-24_d1.0_mx0.0_r28_atr0.0002_none,1096,6.15202307632338,1.0470993759059033,6192.202857142874,742,8.594248944299215,1.1036580984613005,8513.72142857142,1838,6.574803443007788,1.0688467560576038,14705.924285714285,1.624087297250055
L0-4_d1.0_mx3.0_r30_atr0.0004_none,899,5.071336232224703,1.0486654250944436,4906.8185714288065,616,7.134848180172933,1.291373249236361,14731.765714285604,1515,5.423560267995874,1.1297240466440077,19638.584285714416,1.624040843031159
L18-24_d0.8_mx0.0_r28_atr0.0_bull,785,4.415711244360241,1.0492625747442923,3972.001428571628,526,6.092419062939875,1.4735516144922893,18994.13428571426,1311,4.693259083394449,1.19021284149521,22966.13571428589,1.6240018070866273
L18-24_d0.8_mx0.0_r28_atr0.0002_bull,785,4.415711244360241,1.0492625747442923,3972.001428571628,526,6.092419062939875,1.4735516144922893,18994.13428571426,1311,4.693259083394449,1.19021284149521,22966.13571428589,1.6240018070866273
L20-24_d0.8_mx0.0_r40_atr0.0_none,1287,7.232876712328767,1.0346921269769291,4952.832857142858,858,9.937824250955158,1.0178345655213592,1640.519999999733,2145,7.67890216161792,1.0280866107451843,6593.352857142599,1.6240016645234376
L20-24_d0.6_mx0.0_r30_atr0.0004_bull,784,4.422611352685392,1.040416462050492,3259.487142857315,529,6.127166700180977,1.479783718011236,19307.285714285645,1313,4.700418898929757,1.1866732583011999,22566.772857142958,1.6239148122250264
L18-24_d1.2_mx0.0_r28_atr0.0004_none,1071,6.011694082794106,1.0596029402016434,7680.004285714344,716,8.293102754876331,1.1161577785057974,9353.34857142852,1787,6.39236874464359,1.081353106714314,17033.352857142865,1.6238324451600339
L0-4_d0.8_mx3.0_r40_atr0.0004_none,1127,6.357503819485251,0.9417509473902622,-7108.195714285362,784,9.080715865674643,1.1832756758475587,12350.751428571428,1911,6.841203743986874,1.027676882283461,5242.555714286056,1.6236679589339618
L18-24_d1.0_mx0.0_r28_atr0.0_none,1096,6.15202307632338,1.0470993759059033,6192.202857142874,743,8.60583149004625,1.102263980493449,8410.181428571412,1839,6.578380593956106,1.068327735484891,14602.38428571428,1.6236386378846972
L18-24_d0.8_mx2.0_r28_atr0.0002_bull,740,4.162662604007969,1.0570517520193463,4176.675714285904,502,5.814437965011059,1.5252452916370671,19157.75999999999,1242,4.44624544742632,1.2127453439234195,23334.4357142859,1.6235158690320524
L18-24_d0.8_mx2.0_r28_atr0.0_bull,740,4.162662604007969,1.0570517520193463,4176.675714285904,502,5.814437965011059,1.5252452916370671,19157.75999999999,1242,4.44624544742632,1.2127453439234195,23334.4357142859,1.6235158690320524
L20-24_d1.0_mx0.0_r35_atr0.0002_none,1131,6.356784606077165,1.0756837997714719,9309.275714285674,756,8.756404584757691,1.0395798738536475,3253.769999999734,1887,6.755285957563177,1.061220461779414,12563.04571428541,1.6235013546095167
L19-24_d0.8_mx2.0_r32_atr0.0004_none,1037,5.8220948593485,1.163455141360163,16427.32857142867,699,8.096199477176754,1.0331008816585328,2486.482857142657,1736,6.210551159584115,1.1076980660415723,18913.811428571324,1.6234191134286777
L20-24_d1.2_mx2.0_r32_atr0.0004_bull,737,4.15748031496063,1.05231838077447,3819.7428571430464,511,5.918680876734365,1.519752762872422,19478.191428571405,1248,4.467724894032244,1.2108687893360612,23297.93428571446,1.6233924896557639
L20-24_d1.2_mx2.0_r32_atr0.0_bull,737,4.15748031496063,1.05231838077447,3819.7428571430464,511,5.918680876734365,1.519752762872422,19478.191428571405,1248,4.467724894032244,1.2108687893360612,23297.93428571446,1.6233924896557639
L20-24_d1.2_mx2.0_r32_atr0.0002_bull,737,4.15748031496063,1.05231838077447,3819.7428571430464,511,5.918680876734365,1.519752762872422,19478.191428571405,1248,4.467724894032244,1.2108687893360612,23297.93428571446,1.6233924896557639
L19-24_d0.8_mx3.0_r38_atr0.0004_none,1364,7.6563498869572,1.106825955633831,15356.334285714613,878,10.169475165895838,0.9387054142141561,-6275.914285714598,2242,8.019972426128108,1.0368912304256994,9080.420000000024,1.6233142255319353
L20-24_d0.8_mx2.0_r32_atr0.0_bull,757,4.2703020331413795,1.0427673619658464,3208.6528571430135,520,6.022923788457671,1.5052597199870086,19346.631428571367,1277,4.571542219294211,1.1990472955173332,22555.284285714384,1.623277401206706
L20-24_d0.8_mx2.0_r32_atr0.0002_bull,757,4.2703020331413795,1.0427673619658464,3208.6528571430135,520,6.022923788457671,1.5052597199870086,19346.631428571367,1277,4.571542219294211,1.1990472955173332,22555.284285714384,1.623277401206706
L19-24_d0.6_mx2.0_r30_atr0.0002_bull,759,4.281584204959454,1.0842597392938342,6163.0000000002165,518,5.999758696963603,1.455075072852836,17956.895714285656,1277,4.571542219294211,1.2142047192939314,24119.89571428587,1.622910103939581
L19-24_d0.6_mx2.0_r30_atr0.0_bull,759,4.281584204959454,1.0842597392938342,6163.0000000002165,518,5.999758696963603,1.455075072852836,17956.895714285656,1277,4.571542219294211,1.2142047192939314,24119.89571428587,1.622910103939581
L18-24_d0.6_mx3.0_r28_atr0.0004_none,1061,5.955562485382397,1.078905400588101,9470.74571428573,721,8.351015483611501,1.0979639936367487,7773.382857142773,1782,6.374482989902002,1.0864905055903709,17244.128571428497,1.6228485832543234
L21-24_d0.6_mx0.0_r32_atr0.0_bull,789,4.4508167822305795,1.0537281385693809,4279.774285714406,525,6.080836517192841,1.4625837986181183,18420.065714285574,1314,4.7039988066974106,1.1899948826568265,22699.83999999999,1.6228177057975892
L21-24_d0.6_mx0.0_r32_atr0.0002_bull,789,4.4508167822305795,1.0537281385693809,4279.774285714406,525,6.080836517192841,1.4625837986181183,18420.065714285574,1314,4.7039988066974106,1.1899948826568265,22699.83999999999,1.6228177057975892
L18-24_d0.8_mx2.0_r35_atr0.0004_bull,836,4.696079578700995,1.0593565993469698,4906.581428571571,563,6.520973255580133,1.3753894395822694,16662.427142857072,1399,5.003812669986711,1.1697681140272593,21569.008571428643,1.622778828258588
L20-24_d1.0_mx0.0_r35_atr0.0_none,1131,6.356784606077165,1.0756837997714719,9309.275714285674,759,8.791152221998793,1.0367868845356458,3032.4414285711555,1890,6.766025680866139,1.060076048282015,12341.717142856829,1.6227245145808546
L20-24_d1.2_mx0.0_r30_atr0.0004_none,966,5.428872497365648,1.0219398323066782,2404.1100000001634,668,7.737140559018701,1.2479251658819872,16231.2214285713,1634,5.849569292346704,1.106459844304931,18635.331428571455,1.6225936648418564
L20-24_d0.6_mx0.0_r30_atr0.0002_bull,788,4.445175696321542,1.0350246159529666,2839.362857143031,530,6.138749245928011,1.4782511603957014,19265.565714285647,1318,4.718318437768027,1.1821569522394082,22104.928571428678,1.622328397948123
L20-24_d0.6_mx0.0_r30_atr0.0_bull,788,4.445175696321542,1.0350246159529666,2839.362857143031,530,6.138749245928011,1.4782511603957014,19265.565714285647,1318,4.718318437768027,1.1821569522394082,22104.928571428678,1.622328397948123
L19-24_d0.8_mx2.0_r32_atr0.0002_none,1046,5.872624130066085,1.1569460128036086,15883.3642857144,706,8.177277297405992,1.0285095708982066,2151.1514285712137,1752,6.267791262437425,1.1020881061683994,18034.515714285615,1.6222174499287947
L20-24_d1.0_mx0.0_r40_atr0.0002_none,1233,6.929399367755532,1.0499384744507638,6848.47000000002,817,9.462939875326764,1.0018161565296237,163.95428571402772,2050,7.338810923690786,1.0308355583963895,7012.424285714047,1.6221632135550796
L19-24_d1.2_mx3.0_r38_atr0.0002_none,1249,7.011246467205925,1.0984224194980523,13431.370000000283,815,9.439774783832696,0.9448904184281214,-5301.492857143072,2064,7.38323955732757,1.0349423131207922,8129.877142857211,1.6221479558983192
L19-24_d1.0_mx0.0_r35_atr0.0002_none,1265,7.101339102976435,1.0411402994040344,5920.012857142941,818,9.474522421073798,1.0060408420238531,563.1971428569341,2083,7.451205425345606,1.0273403530919845,6483.209999999877,1.6219814701181574
L21-24_d0.6_mx2.0_r32_atr0.0002_bull,745,4.202609002232929,1.0948142258540823,6770.255714285866,511,5.918680876734365,1.4593560608462868,17693.625714285594,1256,4.496364156173477,1.2225530733196421,24463.881428571458,1.6219634776250154
L21-24_d0.6_mx2.0_r32_atr0.0_bull,745,4.202609002232929,1.0948142258540823,6770.255714285866,511,5.918680876734365,1.4593560608462868,17693.625714285594,1256,4.496364156173477,1.2225530733196421,24463.881428571458,1.6219634776250154
L0-4_d0.6_mx3.0_r40_atr0.0004_none,1160,6.543659654483488,0.9423317962396178,-7088.645714285311,812,9.405027146591594,1.1494843458463353,10467.464285714326,1972,7.05957811781377,1.0175118195395447,3378.818571429014,1.621947803272497
L20-24_d1.2_mx0.0_r38_atr0.0002_none,1143,6.423979860663895,1.0648657994897484,8283.881428571409,769,8.906977679469133,1.0347368172051874,2930.651428571181,1912,6.844783651754528,1.0528799582423232,11214.532857142589,1.6219476493817901
L19-24_d0.8_mx2.0_r32_atr0.0_none,1046,5.872624130066085,1.1569460128036086,15883.3642857144,707,8.188859843153026,1.027050399733601,2043.9514285712194,1753,6.271368768865757,1.1014197340856615,17927.31571428562,1.6217161658617685
L18-24_d0.8_mx3.0_r32_atr0.0004_bull,831,4.674466298169887,1.0554150469814798,4698.832857143043,554,6.416730343856827,1.3911353351636164,17490.16857142851,1385,4.958172258200848,1.171330597325405,22189.001428571548,1.6216215428047
L20-24_d0.6_mx3.0_r40_atr0.0004_none,1319,7.412715138742536,1.0769565015826674,10521.908571428698,859,9.949406796702192,0.965903039605479,-3192.905714285899,2178,7.797039117950503,1.0318144170519004,7329.002857142807,1.6213637228262312
L18-24_d1.0_mx3.0_r28_atr0.0004_none,1039,5.832072971076635,1.0907414472723311,10618.425714285759,707,8.188859843153026,1.1020068650850197,8009.779999999956,1746,6.245705555762567,1.0952652316114566,18628.20571428571,1.6213053670101656
L20-24_d1.2_mx0.0_r35_atr0.0004_none,1082,6.081380144805917,1.0535634016094972,6522.454285714228,721,8.351015483611501,1.1059648977482657,8209.00571428546,1803,6.454573705080238,1.0739383284958621,14731.459999999692,1.6212469230217765
L19-24_d1.0_mx0.0_r35_atr0.0_none,1265,7.101339102976435,1.0411402994040344,5920.012857142941,821,9.5092700583149,1.0036580482181565,341.86857142835106,2086,7.461936878190558,1.0263819569035701,6261.8814285713,1.620955813048481
L20-24_d1.2_mx0.0_r38_atr0.0_none,1143,6.423979860663895,1.0648657994897484,8283.881428571409,773,8.953307862457269,1.0310085246380434,2625.565714285478,1916,6.859103282825144,1.0513674897657337,10909.44714285688,1.6209130385307964
L20-24_d1.0_mx0.0_r40_atr0.0_none,1233,6.929399367755532,1.0499384744507638,6848.47000000002,821,9.5092700583149,0.9984419226395762,-141.1314285716744,2054,7.353130554761402,1.0294544980367242,6707.338571428345,1.6207060196216296
L18-24_d0.6_mx3.0_r30_atr0.0_bull,815,4.5844645403230535,1.0647434187898162,5315.242857143099,544,6.300904886386487,1.4012107475020743,17596.644285714225,1359,4.865094656241843,1.1819040508794902,22911.887142857326,1.6206296374290197
L18-24_d0.6_mx3.0_r30_atr0.0002_bull,815,4.5844645403230535,1.0647434187898162,5315.242857143099,544,6.300904886386487,1.4012107475020743,17596.644285714225,1359,4.865094656241843,1.1819040508794902,22911.887142857326,1.6206296374290197
L18-24_d0.8_mx0.0_r32_atr0.0004_bull,844,4.7475927264204385,1.0426909201200083,3741.661428571557,556,6.439895435350895,1.3924097087882583,17602.95857142849,1400,5.011870874715658,1.1610866208632664,21344.620000000046,1.6206020241323127
L18-24_d0.8_mx2.0_r35_atr0.0002_bull,844,4.741018139262726,1.049600294571487,4140.830000000147,563,6.520973255580133,1.3753894395822694,16662.427142857072,1407,5.0324263235677655,1.1626893777654268,20803.257142857223,1.6204410772948965
L18-24_d0.8_mx2.0_r35_atr0.0_bull,844,4.741018139262726,1.049600294571487,4140.830000000147,563,6.520973255580133,1.3753894395822694,16662.427142857072,1407,5.0324263235677655,1.1626893777654268,20803.257142857223,1.6204410772948965
L19-24_d1.2_mx3.0_r38_atr0.0_none,1249,7.011246467205925,1.0984224194980523,13431.370000000283,821,9.5092700583149,0.9409445608303606,-5705.428571428778,2070,7.404702463017476,1.0331474548020347,7725.94142857151,1.6204079340753514
L20-24_d0.8_mx2.0_r30_atr0.0004_bull,735,4.146198143142555,1.0927167413818262,6554.388571428804,504,5.837603056505127,1.4738641816780214,17912.71999999994,1239,4.435505724123358,1.2255157935408527,24467.10857142875,1.620340746733482
L20-24_d1.0_mx0.0_r40_atr0.0004_none,1218,6.845100105374078,1.0476232471419293,6517.118571428642,792,9.173376231650915,1.0054725528442716,489.8742857140296,2010,7.195614612984624,1.0309547850972147,7006.99285714267,1.6201274901758356
L18-24_d0.6_mx0.0_r28_atr0.0004_none,1103,6.191315194511577,1.0387617748412965,5173.708571428584,740,8.571083852805147,1.0989609710867394,8194.034285714217,1843,6.592689197749376,1.061808958623127,13367.742857142794,1.6200117765447604
L20-24_d1.2_mx0.0_r28_atr0.0004_none,931,5.232174218475588,1.0487352360471591,5088.561428571567,641,7.424411823848783,1.2467768276346076,15217.919999999916,1572,5.627615010752153,1.1222699400661662,20306.48142857148,1.6199530372862052
L20-24_d1.0_mx2.0_r30_atr0.0002_none,869,4.884309133489461,1.1594236029795106,13213.245714285877,618,7.158013271667001,1.1754211486178694,10423.164285714221,1487,5.32332285050156,1.1661034758355475,23636.410000000098,1.6198785462509386
L20-24_d1.0_mx2.0_r30_atr0.0004_none,866,4.867447306791569,1.1591541964590688,13186.705714285892,614,7.111683088678865,1.1788113474654693,10594.047142857089,1480,5.298263496127982,1.1673499201684931,23780.75285714298,1.6197118834561532
L20-24_d1.2_mx2.0_r32_atr0.0004_none,903,5.07511269831977,1.145283034301164,12762.97571428591,627,7.262256183390307,1.1627552466530118,9929.80571428555,1530,5.477258884510684,1.1524440807143093,22692.781428571456,1.6196459508068437
L18-24_d0.6_mx0.0_r30_atr0.0004_bull,820,4.612590089650189,1.054042882961166,4578.298571428755,545,6.312487432133521,1.4072502443978896,17902.45428571421,1365,4.886574102847767,1.1747090496745505,22480.752857142958,1.6196096942780016
L0-4_d1.2_mx3.0_r32_atr0.0002_none,923,5.206722294041603,1.0444922286886829,4607.027142857397,633,7.331751457872511,1.260723928494649,13933.252857142765,1556,5.570336486469689,1.1181004184921322,18540.280000000166,1.6194608669926285
L20-24_d0.8_mx2.0_r30_atr0.0002_bull,737,4.15748031496063,1.0896655571160008,6356.441428571652,504,5.837603056505127,1.4738641816780214,17912.71999999994,1241,4.442665539658666,1.2232839136696667,24269.1614285716,1.6194513140421607
L20-24_d0.8_mx2.0_r30_atr0.0_bull,737,4.15748031496063,1.0896655571160008,6356.441428571652,504,5.837603056505127,1.4738641816780214,17912.71999999994,1241,4.442665539658666,1.2232839136696667,24269.1614285716,1.6194513140421607
L18-24_d1.2_mx2.0_r38_atr0.0002_none,1227,6.888018244547103,1.0397098997510599,5338.928571428867,804,9.312366780615323,1.0095902311689862,892.7928571426473,2031,7.265193576033089,1.0273870912861778,6231.721428571503,1.6193730114156646
L0-4_d1.2_mx3.0_r32_atr0.0_none,924,5.212363379950641,1.043368922254205,4495.547142857387,633,7.331751457872511,1.260723928494649,13933.252857142765,1557,5.573916394237343,1.1173069957841852,18428.800000000163,1.619221454086949
L20-24_d1.2_mx2.0_r32_atr0.0002_none,906,5.091973537849071,1.1465768082859737,12876.64571428591,629,7.285421274884375,1.1575322465512865,9654.514285714118,1535,5.495158423348954,1.1510788641358651,22531.16000000003,1.6192194850896444
L19-24_d1.2_mx0.0_r38_atr0.0002_none,1282,7.196491570022415,1.086623638371605,12681.241428571559,835,9.671425698773376,0.9503394639153974,-4953.624285714521,2117,7.572828557588404,1.0313946477726554,7727.617142857045,1.619216015354982
L19-24_d1.0_mx3.0_r38_atr0.0004_none,1309,7.348055745054088,1.1090571535226963,15257.217142857471,839,9.717755881761512,0.9268996870112624,-7375.690000000281,2148,7.683720236986251,1.0327306878468254,7881.5271428572,1.6191310317562506
L20-24_d1.0_mx2.0_r30_atr0.0_none,869,4.884309133489461,1.1594236029795106,13213.245714285877,619,7.169595817414035,1.1733043096648552,10315.964285714228,1488,5.326902758269214,1.165225662787467,23529.210000000105,1.6191052863184736
L19-24_d0.6_mx2.0_r38_atr0.0004_none,1354,7.602144458524223,1.1136220525495344,14839.540000000363,878,10.169475165895838,0.9218538170084181,-7671.76428571448,2232,7.98499434803672,1.0313309276361005,7167.775714285903,1.6186827398725034
L18-24_d0.8_mx0.0_r28_atr0.0002_none,1107,6.213767833476261,1.027740962503633,3729.0457142857085,750,8.686909310275487,1.1016859115386017,8430.404285714263,1857,6.642769311025823,1.0559492167951685,12159.44999999997,1.6186130567191364
L18-24_d1.0_mx0.0_r28_atr0.0004_none,1082,6.073438839946987,1.0502480255615696,6555.678571428625,726,8.408928212346671,1.1028436907831634,8430.431428571403,1808,6.46748891455826,1.0705429080938003,14986.110000000019,1.6185934041201564
