variant,train_tpd,train_pf,train_net,test_tpd,test_pf,test_net,all_tpd,all_pf,all_net,all_trades,score
d09_r64_rmax82,4.682101304501116,1.065614127255864,5084.614285714515,6.300904886386487,1.3864135470251362,15776.045714285767,4.918793272756654,1.1763078484429306,20860.660000000276,1374,1.7575630575690169
d09_r64_base,4.721588905864379,1.0619722822525728,4832.787142857358,6.370400160868691,1.366130055243066,15297.494285714303,4.965332073736156,1.1680820261264853,20130.281428571656,1387,1.7560571903164695
d09_r64_rmax88,4.7441532495005285,1.0434167239840302,3429.668571428696,6.405147798109793,1.3538446485653506,14961.74571428574,4.990391428109734,1.1516473033892787,18391.414285714432,1394,1.746252275251512
d09_r64_rmax82_h12,4.890821483135503,1.0144273639960373,1201.5757142858893,6.381982706615725,1.2986454831333913,12953.458571428597,5.076309214533431,1.111757453403849,14155.034285714482,1418,1.7243518056376326
d09_r64_h12,4.930309084498766,1.0143493169018198,1197.3985714287228,6.463060526844963,1.2656634713120976,11919.224285714276,5.126427923280588,1.102224239127362,13116.622857142997,1432,1.7209676537421845
d09_r64_stop35,4.902103654953578,1.041368357535353,3405.0625000000473,6.567303438568269,1.212865517154328,10539.770000000088,5.140747554351204,1.1057832760624506,13944.832500000131,1436,1.7195613823187195
d09_r64_maxd25,4.518509813139029,0.9994617717470566,-41.189999999827705,6.150331791675045,1.292994706601186,11880.292857142871,4.768437146515184,1.1011226415547903,11839.102857143047,1332,1.6692620563465816
d09_r64_rmax82_maxd25,4.479022211775766,1.0067899213379559,514.4814285716311,6.092419062939875,1.2855950098672067,11560.591428571464,4.7254782533033355,1.1038713200327666,12075.072857143092,1320,1.6640408182512778
