weekdays,train_tpd,train_pf,test_tpd,test_pf,all_tpd,all_pf,all_net,all_trades
"0,1,2,3,4,6",4.682101304501116,1.065614127255864,6.300904886386487,1.3864135470251362,4.918793272756654,1.1763078484429306,20860.660000000276,1374
"0,1,2,3,4,5,6",5.4600081834655025,0.9190900508252589,7.435994369595817,1.2586475690333048,5.781551044761278,1.0326434274222855,5076.988571428794,1615
"0,1,2,3,4,5",4.595834226370243,0.8573653151749754,6.352079433547652,1.317582732219146,4.8722544717771505,1.0052072098769511,699.904285714465,1361
