atrmin,train_tpd,train_pf,test_tpd,test_pf,all_tpd,all_pf,all_net,all_trades
0.0003,4.772358679045716,1.0599973565665297,6.416730343856827,1.3901874349273506,5.011870874715658,1.173174838396137,20786.9514285717,1400
0.00035,4.7441532495005285,1.0598176446409684,6.381982706615725,1.3886827042111987,4.983231612574426,1.1725504143288212,20710.26142857169,1392
0.0004,4.6482547890468915,1.0642299543292169,6.312487432133521,1.3885492060858318,4.900893733918383,1.1759423466217953,21003.447142857403,1369
0.00045,4.569279586320366,1.0660926030101558,6.231409611904283,1.3768285192567153,4.825715670797648,1.1733780603593387,20553.864285714528,1348
