entry_time,exit_time,strategy,symbol,direction,server_time,server_hour,utc_hour,jst_hour,session_label,session_start_utc,minutes_from_session_start,trade_window_label,is_within_first_60min,is_within_first_120min,broker_utc_offset_used,selected_symbol_for_session,selected_reason,session_candidate_symbol_map,entry_pattern,entry_trigger,neckline_level,ltf_wave3_timeframe,top_context_tf,structure_tf,primary_entry_tf,secondary_entry_tf,use_secondary_entry_tf,htf_alignment_mode,htf_permission_mode,allowed_direction,top_context_direction_state,structure_direction_state,h4_direction_state,h1_direction_state,rejected_by_htf_permission,candidate_long_detected,candidate_short_detected,selected_candidate_direction,selected_candidate_timeframe,selected_candidate_pattern,primary_best_pattern,primary_best_score,secondary_best_pattern,secondary_best_score,m15_best_pattern,m15_best_score,m5_best_pattern,m5_best_score,htf_wave3_direction,htf_wave3_confirmed,htf_fractal_alignment,wave3_alignment_passed,transcript_context_mode,transcript_context_passed,transcript_stage,transcript_reject_reason,top_sma75_state,structure_sma75_state,primary_sma75_state,structure_break_age_bars,structure_break_level,primary_break_age_bars,primary_break_level,htf_nearest_resistance,htf_nearest_support,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_r,retest_reference_type,retest_reference_price,retest_reference_distance_atr,clean_path_to_target,hard_obstacle_present_before_target,soft_obstacle_present_before_target,obstacle_blocked,target_reward_multiple,target_price,base_pattern_score,target_room_score,retest_score,fib_source_tf,fib_impulse_high,fib_impulse_low,fib_retrace_ratio,fib_zone,fib_score,fib_required_pass,time_bucket,time_score_removed_flag,candidate_orderable_before_session_selection,rejected_before_selection_reason,session_consumed_reason,final_score,entry,exit,stop_loss,take_profit,risk_price,result_r,initial_stop_loss_price,current_stop_loss_price,break_even_enabled,break_even_triggered,break_even_trigger_type,break_even_trigger_r,break_even_trigger_time,bars_to_break_even,max_favorable_r_before_exit,max_adverse_r_before_exit,exit_type,full_sl_exit,break_even_exit,tp_exit,time_exit,result_r_before_be,result_r_after_be,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,failure_type,session_invalidated,invalidation_reason,exit_reason,position_id,break_even_mode
2025.01.06 16:20:00,2025.01.06 16:49:53,session_reversal_pullback_all_symbols_first120,GBPUSD,SHORT,2025.01.06 16:15:00,16,13,22,london_newyork_overlap,2025.01.06 13:00,15,first_120min,true,true,3,GBPUSD,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,neckline_break_retest,1.25266000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_range_or_transition,structure_trend_bias_dow_trend_up_hh_hl,dow_range_or_transition,structure_trend_bias_dow_trend_up_hh_hl,false,false,true,SHORT,PERIOD_M5,head_and_shoulders,head_and_shoulders,4.500,none,0.000,head_and_shoulders,4.500,none,0.000,SHORT,false,PERIOD_H1_NONE_dow_range_or_transition|PERIOD_M15_LONG_structure_trend_bias_dow_trend_up_hh_hl,true,h1_not_opposite_m15_reversal,true,top_NONE_dow_range_or_transition|structure_LONG_structure_trend_bias_dow_trend_up_hh_hl|structure_break_no_recent_confirmed_swing_break|primary_break_recent_confirmed_swing_break_retest,none,above_75sma_flat_or_falling,above_75sma_rising,below_75sma_flat_or_rising,-1,0.00000000,0,1.25195000,1.25195000,1.24677000,1.24677000,session_low,0.2456,neckline_level,1.25266000,4.4298,false,true,true,false,1.40,1.24282000,4.500,-0.300,0.200,PERIOD_M15,1.25475000,1.24543000,0.2339,outside,0.000,true,0-30,true,false,none,order_sent,4.800,1.24761000,1.25103000,1.25103000,1.24282000,0.00342000,-1.0000,1.25103000,1.25103000,false,false,none,0.0000,,-1,0.0000,1.0000,full_sl,true,false,false,false,-1.0000,0.0000,-23.94,0.00,0.00,-23.94,0.070,1.401,5,0.00114000,20.00,4.800,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,2,no_break_even
2025.01.06 16:40:00,2025.01.06 19:10:00,session_reversal_pullback_all_symbols_first120,USDJPY,LONG,2025.01.06 16:35:00,16,13,22,london_newyork_overlap,2025.01.06 13:00,35,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,neckline_break_retest,157.16500000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_trend_up_hh_hl,no_ordered_dow_wave3_break,dow_trend_up_hh_hl,no_ordered_dow_wave3_break,false,true,false,LONG,PERIOD_M5,inverse_head_and_shoulders,inverse_head_and_shoulders,4.500,none,0.000,inverse_head_and_shoulders,4.500,none,0.000,LONG,false,PERIOD_H1_LONG_dow_trend_up_hh_hl|PERIOD_M15_NONE_no_ordered_dow_wave3_break,true,h1_not_opposite_m15_reversal,true,top_LONG_dow_trend_up_hh_hl|structure_NONE_no_ordered_dow_wave3_break|structure_break_recent_confirmed_swing_break_failed|primary_break_recent_confirmed_swing_break_continuation,none,below_75sma_flat_or_rising,below_75sma_falling,above_75sma_flat_or_falling,-1,0.00000000,0,156.72500000,157.37600000,157.34600000,157.50000000,round_number,0.2341,session_high|opening_range_high|neckline_level,157.37600000,0.0272,false,true,true,false,1.40,158.14300000,4.500,-0.300,0.200,PERIOD_M15,157.95500000,156.23000000,0.3386,outside,0.000,true,30-60,true,false,none,order_sent,4.800,157.37100000,157.53900000,156.82000000,158.14300000,0.55100000,0.3049,156.82000000,156.82000000,false,false,none,0.0000,,-1,0.3049,0.0000,time,false,false,false,true,0.3049,0.0000,7.46,0.00,0.00,7.46,0.070,1.401,30,0.18378571,20.00,4.800,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,3,no_break_even
2025.01.08 16:10:00,2025.01.08 16:17:05,session_reversal_pullback_all_symbols_first120,USDJPY,SHORT,2025.01.08 16:05:00,16,13,22,london_newyork_overlap,2025.01.08 13:00,5,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,158.25400000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_range_or_transition,structure_trend_bias_dow_trend_up_hh_hl,dow_range_or_transition,structure_trend_bias_dow_trend_up_hh_hl,false,true,true,SHORT,PERIOD_M5,double_top,double_top,4.200,none,0.000,double_top,4.200,none,0.000,SHORT,false,PERIOD_H1_NONE_dow_range_or_transition|PERIOD_M15_LONG_structure_trend_bias_dow_trend_up_hh_hl,true,h1_not_opposite_m15_reversal,true,top_NONE_dow_range_or_transition|structure_LONG_structure_trend_bias_dow_trend_up_hh_hl|structure_break_no_recent_confirmed_swing_break|primary_break_recent_confirmed_swing_break_continuation,none,above_75sma_rising,above_75sma_rising,below_75sma_flat_or_rising,-1,0.00000000,0,158.34200000,158.22700000,158.20571429,158.20571429,recent_equal_lows,0.1236,neckline_level,158.25400000,0.2586,false,true,true,false,1.40,158.01700000,4.200,-0.300,0.200,PERIOD_M15,158.53900000,158.04400000,0.3636,outside,0.000,true,0-30,true,false,none,order_sent,4.500,158.22400000,158.38300000,158.37200000,158.01700000,0.14800000,-1.0743,158.37200000,158.37200000,false,false,none,0.0000,,-1,0.0000,1.0743,full_sl,true,false,false,false,-1.0743,0.0000,-26.10,0.00,0.00,-26.10,0.260,1.399,1,0.11600000,16.00,4.500,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,6,no_break_even
2025.01.10 03:05:00,2025.01.10 03:36:12,session_reversal_pullback_all_symbols_first120,USDJPY,SHORT,2025.01.10 03:00:00,3,0,9,tokyo,2025.01.10 00:00,0,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_top,neckline_break_retest,158.05700000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_trend_down_ll_lh,structure_trend_bias_dow_trend_up_hh_hl,dow_trend_down_ll_lh,structure_trend_bias_dow_trend_up_hh_hl,false,false,true,SHORT,PERIOD_M5,double_top,double_top,4.200,none,0.000,double_top,4.200,none,0.000,SHORT,true,PERIOD_H1_SHORT_dow_trend_down_ll_lh|PERIOD_M15_LONG_structure_trend_bias_dow_trend_up_hh_hl,true,h1_not_opposite_m15_reversal,true,top_SHORT_dow_trend_down_ll_lh|structure_LONG_structure_trend_bias_dow_trend_up_hh_hl|structure_break_recent_confirmed_swing_break_retest|primary_break_recent_confirmed_swing_break_continuation,none,below_75sma_flat_or_rising,below_75sma_flat_or_rising,below_75sma_falling,0,158.06600000,0,158.11900000,158.04000000,157.99400000,157.99400000,failed_breakout_level,0.0078,neckline_level,158.05700000,0.7702,false,true,true,false,1.40,157.81500000,4.200,-0.300,0.200,PERIOD_M15,158.16100000,158.06600000,-0.7474,outside,0.000,true,0-30,true,false,none,order_sent,4.850,157.99500000,158.12300000,158.12300000,157.81500000,0.12800000,-1.0000,158.12300000,158.12300000,false,false,none,0.0000,,-1,0.0000,1.0000,full_sl,true,false,false,false,-1.0000,0.0000,-24.28,0.00,0.00,-24.28,0.300,1.406,6,0.08050000,16.00,4.850,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,8,no_break_even
2025.01.10 17:05:00,2025.01.10 17:09:53,session_reversal_pullback_all_symbols_first120,USDJPY,SHORT,2025.01.10 17:00:00,17,14,23,london_newyork_overlap,2025.01.10 13:00,60,first_120min,false,true,3,USDJPY,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,bos_down,first_pullback_after_bos,158.09050000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_range_or_transition,structure_trend_bias_dow_trend_up_hh_hl,dow_range_or_transition,structure_trend_bias_dow_trend_up_hh_hl,false,false,true,SHORT,PERIOD_M5,bos_down,bos_down,2.600,none,0.000,bos_down,2.600,none,0.000,SHORT,false,PERIOD_H1_NONE_dow_range_or_transition|PERIOD_M15_LONG_structure_trend_bias_dow_trend_up_hh_hl,true,h1_not_opposite_m15_reversal,true,top_NONE_dow_range_or_transition|structure_LONG_structure_trend_bias_dow_trend_up_hh_hl|structure_break_recent_confirmed_swing_break_retest|primary_break_recent_confirmed_swing_break_continuation,none,below_75sma_flat_or_rising,below_75sma_flat_or_rising,below_75sma_falling,1,157.88700000,0,158.47600000,158.02975000,157.92984211,157.92984211,recent_equal_lows,0.4638,opening_range_low|neckline_level,158.09050000,0.4622,false,true,true,false,1.40,157.76600000,2.600,-0.300,0.200,PERIOD_M15,158.87100000,157.88700000,0.1260,outside,0.000,true,60-90,true,false,none,order_sent,3.250,158.01100000,157.75200000,158.18600000,157.76600000,0.17500000,1.4800,158.18600000,158.18600000,false,false,none,0.0000,,-1,1.4800,0.0000,tp,false,false,true,false,1.4800,0.0000,36.12,0.00,0.00,36.12,0.220,1.400,0,0.17200000,18.00,3.250,other,false,not_invalidated,DEAL_REASON_TP,10,no_break_even
2025.01.10 19:15:00,2025.01.10 20:15:59,session_reversal_pullback_all_symbols_first120,USDJPY,SHORT,2025.01.10 19:10:00,19,16,1,new_york,2025.01.10 16:00,10,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,157.74600000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_range_or_transition,no_ordered_dow_wave3_break,dow_range_or_transition,no_ordered_dow_wave3_break,false,false,true,SHORT,PERIOD_M5,double_top,double_top,4.200,none,0.000,double_top,4.200,none,0.000,SHORT,false,PERIOD_H1_NONE_dow_range_or_transition|PERIOD_M15_NONE_no_ordered_dow_wave3_break,true,h1_not_opposite_m15_reversal,true,top_NONE_dow_range_or_transition|structure_NONE_no_ordered_dow_wave3_break|structure_break_recent_confirmed_swing_break_continuation|primary_break_recent_confirmed_swing_break_retest,none,below_75sma_flat_or_rising,below_75sma_falling,below_75sma_falling,0,157.88700000,0,157.75800000,157.63022222,157.62300000,157.62000000,top_context_confirmed_swing_low,0.0192,session_low|opening_range_low|neckline_level,157.62300000,0.0183,false,true,true,false,1.40,157.26200000,4.200,-0.300,0.200,PERIOD_M15,158.87100000,157.22200000,0.2444,outside,0.000,true,0-30,true,false,none,order_sent,4.850,157.62500000,157.88600000,157.88500000,157.26200000,0.26000000,-1.0038,157.88500000,157.88500000,false,false,none,0.0000,,-1,0.0000,1.0038,full_sl,true,false,false,false,-1.0038,0.0000,-24.80,0.00,0.00,-24.80,0.150,1.396,12,0.10900000,16.00,4.850,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,12,no_break_even
2025.01.13 10:05:00,2025.01.13 10:07:45,session_reversal_pullback_all_symbols_first120,USDJPY,SHORT,2025.01.13 10:00:00,10,7,16,london,2025.01.13 07:00,0,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,157.48300000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_range_or_transition,no_ordered_dow_wave3_break,dow_range_or_transition,no_ordered_dow_wave3_break,false,false,true,SHORT,PERIOD_M5,double_top,double_top,4.200,none,0.000,double_top,4.200,none,0.000,SHORT,false,PERIOD_H1_NONE_dow_range_or_transition|PERIOD_M15_NONE_no_ordered_dow_wave3_break,true,h1_not_opposite_m15_reversal,true,top_NONE_dow_range_or_transition|structure_NONE_no_ordered_dow_wave3_break|structure_break_recent_confirmed_swing_break_failed|primary_break_recent_confirmed_swing_break_retest,none,below_75sma_falling,below_75sma_falling,below_75sma_falling,-1,0.00000000,0,157.44900000,157.39325000,157.38000000,157.30035714,recent_equal_lows,0.5395,session_low|opening_range_low|neckline_level,157.38000000,0.1078,false,true,true,false,1.40,157.15500000,4.200,-0.300,0.200,PERIOD_M15,157.58900000,157.23900000,0.4343,preferred_382_618,0.000,true,0-30,true,false,none,order_sent,4.500,157.39100000,157.56500000,157.55900000,157.15500000,0.16800000,-1.0357,157.55900000,157.55900000,false,false,none,0.0000,,-1,0.0000,1.0357,full_sl,true,false,false,false,-1.0357,0.0000,-25.40,0.00,0.00,-25.40,0.230,1.405,0,0.10200000,16.00,4.500,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,14,no_break_even
2025.01.14 16:10:01,2025.01.14 16:18:54,session_reversal_pullback_all_symbols_first120,EURUSD,SHORT,2025.01.14 16:05:00,16,13,22,london_newyork_overlap,2025.01.14 13:00,5,first_120min,true,true,3,EURUSD,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,1.02490000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_range_or_transition,no_ordered_dow_wave3_break,dow_range_or_transition,no_ordered_dow_wave3_break,false,false,true,SHORT,PERIOD_M5,double_top,double_top,4.200,none,0.000,double_top,4.200,none,0.000,SHORT,false,PERIOD_H1_NONE_dow_range_or_transition|PERIOD_M15_NONE_no_ordered_dow_wave3_break,true,h1_not_opposite_m15_reversal,true,top_NONE_dow_range_or_transition|structure_NONE_no_ordered_dow_wave3_break|structure_break_recent_confirmed_swing_break_failed|primary_break_recent_confirmed_swing_break_continuation,none,below_75sma_falling,above_75sma_rising,below_75sma_falling,-1,0.00000000,0,1.02552000,1.02494792,1.02490000,1.02427000,session_low,0.5963,neckline_level,1.02490000,0.0213,false,true,true,false,1.40,1.02340000,4.200,-0.300,0.200,PERIOD_M15,1.02741000,1.02388000,0.2946,outside,0.000,true,0-30,true,false,none,order_sent,4.500,1.02492000,1.02601000,1.02601000,1.02340000,0.00109000,-1.0000,1.02601000,1.02601000,false,false,none,0.0000,,-1,0.0000,1.0000,full_sl,true,false,false,false,-1.0000,0.0000,-23.98,0.00,0.00,-23.98,0.220,1.394,1,0.00093786,18.00,4.500,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,17,no_break_even
2025.01.14 16:05:00,2025.01.14 16:35:43,session_reversal_pullback_all_symbols_first120,GBPUSD,SHORT,2025.01.14 16:00:00,16,13,22,london_newyork_overlap,2025.01.14 13:00,0,first_120min,true,true,3,GBPUSD,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,1.21540000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_range_or_transition,ordered_dow_wave3_break_below_swing_low,dow_range_or_transition,ordered_dow_wave3_break_below_swing_low,false,false,true,SHORT,PERIOD_M5,double_top,double_top,4.200,none,0.000,double_top,4.200,none,0.000,SHORT,false,PERIOD_H1_NONE_dow_range_or_transition|PERIOD_M15_SHORT_ordered_dow_wave3_break_below_swing_low,true,h1_not_opposite_m15_reversal,true,top_NONE_dow_range_or_transition|structure_SHORT_ordered_dow_wave3_break_below_swing_low|structure_break_recent_confirmed_swing_break_retest|primary_break_recent_confirmed_swing_break_retest,none,below_75sma_falling,below_75sma_falling,below_75sma_falling,0,1.21730000,0,1.21540000,1.21435000,1.21367000,1.21367000,current_day_low,0.1138,session_low|opening_range_low|neckline_level,1.21405000,0.0000,false,true,true,false,1.40,1.20937000,4.200,-0.300,0.200,PERIOD_M15,1.21922000,1.21730000,-1.6927,outside,0.000,true,0-30,true,false,none,order_sent,4.850,1.21405000,1.21739000,1.21739000,1.20937000,0.00334000,-1.0000,1.21739000,1.21739000,false,false,none,0.0000,,-1,0.0000,1.0000,full_sl,true,false,false,false,-1.0000,0.0000,-23.38,0.00,0.00,-23.38,0.070,1.401,6,0.00141071,20.00,4.850,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,16,no_break_even
2025.01.14 16:15:00,2025.01.14 16:39:27,session_reversal_pullback_all_symbols_first120,USDJPY,LONG,2025.01.14 16:10:00,16,13,22,london_newyork_overlap,2025.01.14 13:00,10,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_bottom,neckline_break_retest,157.76500000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_trend_up_hh_hl,no_ordered_dow_wave3_break,dow_trend_up_hh_hl,no_ordered_dow_wave3_break,false,true,true,LONG,PERIOD_M5,double_bottom,double_bottom,4.200,none,0.000,double_bottom,4.200,none,0.000,LONG,true,PERIOD_H1_LONG_dow_trend_up_hh_hl|PERIOD_M15_NONE_no_ordered_dow_wave3_break,true,h1_not_opposite_m15_reversal,true,top_LONG_dow_trend_up_hh_hl|structure_NONE_no_ordered_dow_wave3_break|structure_break_recent_confirmed_swing_break_retest|primary_break_recent_confirmed_swing_break_continuation,none,near_75sma,above_75sma_rising,below_75sma_flat_or_rising,0,157.71300000,0,157.54800000,157.83300000,157.76500000,157.83300000,recent_rejection_zone,0.2628,neckline_level,157.76500000,0.2347,false,true,true,false,1.40,157.98800000,4.200,-0.300,0.200,PERIOD_M15,158.12300000,157.29000000,0.3914,preferred_382_618,0.000,true,0-30,true,false,none,order_sent,4.850,157.79700000,157.65700000,157.66000000,157.98800000,0.13700000,-1.0219,157.66000000,157.66000000,false,false,none,0.0000,,-1,0.0000,1.0219,full_sl,true,false,false,false,-1.0219,0.0000,-24.86,0.00,0.00,-24.86,0.280,1.394,4,0.13635714,19.00,4.850,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,18,no_break_even
