session,max_countertrend_bodies,min_transition_distance_pips,max_pullback_ratio,min_rejection_close_location,min_impulse_pips,train_trades,train_tpd,train_expectancy_r,train_win_rate,test_trades,test_tpd,test_expectancy_r,test_win_rate,score
ny,2,3.0,0.35,0.75,8.0,17,0.050160850767370854,0.0023529411764706687,0.5294117647058824,5,0.0748791014507826,0.5640000000000001,0.8,0.3808075373862022
ny,2,3.0,0.35,0.75,10.0,17,0.050160850767370854,0.0023529411764706687,0.5294117647058824,5,0.0748791014507826,0.5640000000000001,0.8,0.3808075373862022
ny,2,3.0,0.35,0.75,12.0,17,0.050160850767370854,0.0023529411764706687,0.5294117647058824,5,0.0748791014507826,0.5640000000000001,0.8,0.3808075373862022
ny,3,3.0,0.35,0.75,8.0,17,0.050160850767370854,0.0023529411764706687,0.5294117647058824,5,0.0748791014507826,0.5640000000000001,0.8,0.3808075373862022
ny,3,3.0,0.35,0.75,10.0,17,0.050160850767370854,0.0023529411764706687,0.5294117647058824,5,0.0748791014507826,0.5640000000000001,0.8,0.3808075373862022
ny,3,3.0,0.35,0.75,12.0,17,0.050160850767370854,0.0023529411764706687,0.5294117647058824,5,0.0748791014507826,0.5640000000000001,0.8,0.3808075373862022
ny,4,3.0,0.35,0.75,8.0,17,0.050160850767370854,0.0023529411764706687,0.5294117647058824,5,0.0748791014507826,0.5640000000000001,0.8,0.3808075373862022
ny,4,3.0,0.35,0.75,10.0,17,0.050160850767370854,0.0023529411764706687,0.5294117647058824,5,0.0748791014507826,0.5640000000000001,0.8,0.3808075373862022
ny,4,3.0,0.35,0.75,12.0,17,0.050160850767370854,0.0023529411764706687,0.5294117647058824,5,0.0748791014507826,0.5640000000000001,0.8,0.3808075373862022
ny_open,1,0.0,0.7,0.6,12.0,29,0.07669421487603306,-0.023448275862068893,0.5172413793103449,5,0.07237271950545308,0.5640000000000001,0.8,0.3770226573751372
ny_open,1,1.0,0.7,0.6,12.0,29,0.07669421487603306,-0.023448275862068893,0.5172413793103449,5,0.07237271950545308,0.5640000000000001,0.8,0.3770226573751372
ny_open,1,2.0,0.7,0.6,12.0,29,0.07669421487603306,-0.023448275862068893,0.5172413793103449,5,0.07237271950545308,0.5640000000000001,0.8,0.3770226573751372
ny_open,1,0.0,0.7,0.75,12.0,21,0.05598548524456622,0.19904761904761908,0.6190476190476191,4,0.058832541749655284,0.455,0.75,0.3667301629912528
ny_open,1,1.0,0.7,0.75,12.0,21,0.05598548524456622,0.19904761904761908,0.6190476190476191,4,0.058832541749655284,0.455,0.75,0.3667301629912528
ny_open,1,2.0,0.7,0.75,12.0,21,0.05598548524456622,0.19904761904761908,0.6190476190476191,4,0.058832541749655284,0.455,0.75,0.3667301629912528
ny_open,1,0.0,0.7,0.7,12.0,23,0.0613174362202392,0.17739130434782616,0.6086956521739131,4,0.058832541749655284,0.455,0.75,0.3616577310969152
ny_open,1,1.0,0.7,0.7,12.0,23,0.0613174362202392,0.17739130434782616,0.6086956521739131,4,0.058832541749655284,0.455,0.75,0.3616577310969152
