time,hour,close,stoch_d,slow_slope_pips,impulse_pips,pullback_pips,pullback_ratio,countertrend_bodies,transition_distance_pips,rejection_body_pips,rejection_close_location,outcome_r,bars_to_exit,date
2024-11-27 02:45:00,2,152.81,21.582938875703046,3.3710774351675354,25.300000000001432,14.800000000002456,0.5849802371542141,2,10.499999999998977,3.8999999999987267,0.2222222222222762,-1.23,1,2024-11-27 02:45:00
2024-11-27 02:50:00,2,152.831,19.502127877763858,3.268679862193835,25.300000000001432,17.200000000002547,0.6798418972332637,1,8.099999999998886,2.199999999999136,0.35616438356155583,-1.23,2,2024-11-27 02:50:00
2024-11-27 05:25:00,5,152.554,30.645376485500254,3.897565631262978,26.200000000000045,12.79999999999859,0.48854961832055604,2,13.400000000001455,4.400000000001114,0.4333333333334912,0.97,2,2024-11-27 05:25:00
2024-11-27 05:50:00,5,152.473,21.70753860126995,4.5009619681849244,23.299999999997567,14.19999999999959,0.609442060085883,1,9.099999999997976,0.0,0.023809523809636593,0.97,3,2024-11-27 05:50:00
2024-11-27 10:35:00,10,151.72,35.11905396871058,7.422323781531759,54.09999999999968,32.800000000000296,0.6062846580406744,3,21.299999999999386,8.099999999998886,0.7739130434781878,-1.23,4,2024-11-27 10:35:00
2024-11-27 10:40:00,10,151.678,39.346693365781896,6.863465884870834,54.09999999999968,35.20000000000039,0.6506469500924325,4,18.899999999999295,4.200000000000159,0.2136752136752282,-1.23,3,2024-11-27 10:40:00
2024-11-27 10:50:00,10,151.638,43.322562884667825,6.405198425412095,35.20000000000039,15.999999999999659,0.4545454545454399,3,6.700000000000728,4.099999999999682,0.2934782608696895,-1.23,1,2024-11-27 10:50:00
2024-11-27 12:50:00,12,151.349,40.65532446771624,6.4785589998990645,26.800000000000068,16.399999999998727,0.6119402985074136,1,3.6000000000001364,2.899999999999636,0.0,-1.23,3,2024-11-27 12:50:00
2024-11-27 16:25:00,16,151.085,3.7876485834311744,4.254125798391328,15.000000000000568,3.900000000001569,0.26000000000009477,2,2.2999999999996135,21.50000000000034,0.0,-1.23,1,2024-11-27 16:25:00
2024-11-27 19:35:00,19,150.764,34.97947894604948,6.936280072616796,37.10000000000093,25.0,0.6738544474393362,3,4.300000000000637,2.899999999999636,0.8735632183908797,-1.23,16,2024-11-27 19:35:00
2024-11-28 00:55:00,0,150.914,38.10521626491072,1.0455366128724108,15.600000000000591,11.000000000001364,0.7051282051282659,2,2.0999999999986585,11.700000000001864,0.3236994219652173,-1.23,4,2024-11-28 00:55:00
2024-11-28 16:25:00,16,151.531,27.496757457848684,1.5769317288317097,22.20000000000084,10.599999999999454,0.4774774774774348,2,15.100000000001046,5.299999999999727,0.1515151515154386,0.97,8,2024-11-28 16:25:00
2024-11-28 16:35:00,16,151.491,18.527502547663858,1.5258217698516319,18.099999999998317,9.199999999998454,0.5082872928176414,3,2.400000000000091,5.599999999998317,0.11111111111130605,-1.23,3,2024-11-28 16:35:00
2024-11-28 16:45:00,16,151.515,19.795657726690177,1.5890382478460197,12.600000000000477,9.899999999998954,0.7857142857141729,2,1.6999999999995907,3.2000000000010687,0.03508771929792195,0.97,4,2024-11-28 16:45:00
2024-11-29 04:05:00,4,150.112,25.721824645594882,9.990441351706636,41.39999999999873,36.099999999999,0.8719806763285051,3,5.299999999999727,0.30000000000143245,0.1727272727273009,-1.23,1,2024-11-29 04:05:00
2024-11-29 04:10:00,4,150.144,38.076048442718744,9.675779146721197,41.39999999999873,38.299999999998136,0.9251207729468434,2,3.100000000000591,3.2000000000010687,0.35714285714296995,-1.23,4,2024-11-29 04:10:00
2024-11-29 06:30:00,6,150.015,27.958740499456173,7.1696121402084145,44.10000000000025,28.20000000000107,0.6394557823129458,1,33.19999999999936,7.399999999998386,0.8859060402682938,0.97,4,2024-11-29 06:30:00
2024-11-29 06:40:00,6,150.003,43.56620177088436,6.799761649466518,40.100000000001046,30.699999999998795,0.7655860349126682,2,30.700000000001637,1.2000000000000455,0.0,-1.23,8,2024-11-29 06:40:00
2024-11-29 06:50:00,6,149.976,47.83575379255068,6.131954114934501,37.700000000000955,15.299999999999159,0.4058355437665457,1,2.0999999999986585,0.39999999999906777,0.6026490066225291,-1.23,2,2024-11-29 06:50:00
2024-11-29 08:40:00,8,150.052,25.268817204298557,3.812428110188648,25.499999999999545,18.099999999998317,0.7098039215685741,1,6.000000000000227,0.39999999999906777,0.10638297872331419,0.97,4,2024-11-29 08:40:00
2024-11-29 08:55:00,8,149.991,22.440087145969514,3.674851895601705,24.099999999998545,8.899999999999864,0.36929460580914525,2,6.000000000000227,3.999999999999204,0.2672413793104293,0.97,2,2024-11-29 08:55:00
2024-11-29 09:40:00,9,149.751,38.43648208469173,5.912840803767949,55.400000000000205,32.20000000000027,0.5812274368231075,2,23.199999999999932,6.000000000000227,0.2560000000000855,-1.23,2,2024-11-29 09:40:00
2024-11-29 21:55:00,21,149.595,55.657492354740526,3.4735973026954525,18.899999999999295,4.800000000000182,0.25396825396827305,1,2.6999999999986812,0.9999999999990905,0.5499999999998935,-1.23,15,2024-11-29 21:55:00
2024-12-02 00:55:00,0,149.534,25.032425421531556,2.3626049275264904,21.000000000000796,12.700000000000955,0.6047619047619274,1,8.29999999999984,2.400000000000091,0.2647058823529043,-1.16,1,2024-12-02 00:55:00
2024-12-02 09:05:00,9,150.343,19.8247766655879,0.5932761701330946,36.69999999999902,19.299999999998363,0.5258855585830756,2,17.40000000000066,2.1000000000015007,0.07619047619030604,1.04,2,2024-12-02 09:05:00
2024-12-02 14:45:00,14,150.012,33.07888040712347,2.2823619472262635,25.399999999999068,15.500000000000114,0.6102362204724678,1,10.3999999999985,0.6000000000000227,0.1,-1.16,2,2024-12-02 14:45:00
2024-12-02 16:45:00,16,149.975,26.272381220924206,2.140172510448224,26.200000000000045,19.10000000000025,0.7290076335877945,1,3.8999999999987267,6.60000000000025,0.5197368421052619,-1.16,3,2024-12-02 16:45:00
2024-12-02 21:15:00,21,149.602,17.615338483277775,1.8417338151039075,11.299999999999955,3.3999999999991815,0.30088495575214114,1,7.00000000000216,0.0,0.43103448275877276,1.04,8,2024-12-02 21:15:00
2024-12-02 21:30:00,21,149.581,13.833641079748283,2.0424806722161293,14.500000000001023,6.399999999999295,0.4413793103447478,1,8.100000000001728,3.0000000000001137,0.0851063829785304,1.04,9,2024-12-02 21:30:00
2024-12-03 10:55:00,10,149.912,23.45337026777449,0.484549710643023,36.099999999999,12.20000000000141,0.3379501385042035,2,1.999999999998181,3.6000000000001364,0.7181818181817994,1.04,1,2024-12-03 10:55:00
2024-12-04 17:30:00,17,150.596,19.33729633934257,1.8012716065669565,53.80000000000109,29.800000000000182,0.5539033457248992,1,45.90000000000032,13.300000000000978,0.6793248945147887,1.04,2,2024-12-04 17:30:00
2024-12-04 20:15:00,20,150.121,61.099991590275145,3.149800107613032,17.500000000001137,5.000000000001137,0.2857142857143321,2,5.299999999999727,1.8999999999977035,0.43055555555562136,-1.16,7,2024-12-04 20:15:00
2024-12-04 20:20:00,20,150.108,59.99999999999678,3.1923783233025915,13.300000000000978,5.500000000000682,0.41353383458648707,2,6.999999999999318,1.300000000000523,0.3018867924526784,-1.16,6,2024-12-04 20:20:00
2024-12-05 05:00:00,5,150.272,22.39858906525576,1.3544090131063058,18.39999999999975,11.7999999999995,0.6413043478260685,2,25.99999999999909,5.500000000000682,0.26666666666646455,-1.16,18,2024-12-05 05:00:00
2024-12-05 05:30:00,5,150.259,23.644049187523166,1.7539523666300738,15.899999999999181,9.799999999998477,0.6163522012577975,1,6.100000000000705,3.299999999998704,0.5666666666665088,-1.16,12,2024-12-05 05:30:00
2024-12-05 05:35:00,5,150.255,32.84277804916811,1.7291216266983156,15.899999999999181,11.599999999998545,0.729559748427619,2,4.300000000000637,0.39999999999906777,0.1578947368418953,-1.16,11,2024-12-05 05:35:00
2024-12-05 23:50:00,23,150.046,27.373324482640196,0.860871351144965,9.399999999999409,3.300000000001546,0.3510638297874206,3,4.699999999999704,0.30000000000143245,0.28571428571341567,-1.8599999999999999,15,2024-12-05 23:50:00
2024-12-06 04:40:00,4,149.947,18.122977346276105,1.3991830466295596,26.499999999998636,6.999999999999318,0.26415094339621426,2,2.6999999999986812,0.0,0.32857142857140537,1.04,3,2024-12-06 04:40:00
2024-12-06 04:45:00,4,149.939,12.836088055833741,1.3675160556090304,13.199999999997658,6.100000000000705,0.4621212121213475,2,3.5999999999972943,0.9000000000014552,0.46511627906960606,1.04,2,2024-12-06 04:45:00
2024-12-06 08:05:00,8,149.942,38.19444444444776,0.6133257700099648,17.300000000000182,14.500000000001023,0.8381502890173914,2,2.7999999999991587,2.400000000000091,0.18390804597719926,1.04,7,2024-12-06 08:05:00
2024-12-06 08:10:00,8,149.9,33.50694444445023,0.6368242696112247,17.300000000000182,7.699999999999818,0.44508670520229693,2,9.600000000000364,4.200000000000159,0.32835820895548345,1.04,6,2024-12-06 08:10:00
2024-12-06 08:30:00,8,149.896,23.330201125693907,0.9509756227657817,17.500000000001137,10.699999999999932,0.6114285714285278,1,6.800000000001205,1.300000000000523,0.12499999999961935,1.04,2,2024-12-06 08:30:00
2024-12-06 08:35:00,8,149.857,24.200641961859976,1.017292937166303,17.500000000001137,9.100000000000819,0.520000000000013,1,8.400000000000318,3.8999999999987267,0.027027027027151592,-1.16,6,2024-12-06 08:35:00
2024-12-06 08:50:00,8,149.88,31.79322482470687,1.2416848276785686,25.100000000000477,15.299999999999159,0.6095617529880027,1,3.0000000000001137,0.30000000000143245,0.46153846153849515,-1.16,3,2024-12-06 08:50:00
2024-12-06 08:55:00,8,149.856,44.0333155566708,1.296304930099268,18.299999999999272,15.700000000001069,0.8579234972678521,1,2.5999999999982037,2.400000000000091,0.11267605633776881,-1.17,2,2024-12-06 08:55:00
2024-12-09 02:45:00,2,149.832,25.484424409606465,2.0204296030186697,27.40000000000009,14.699999999999136,0.5364963503649302,2,12.700000000000955,5.400000000000205,0.9876543209875936,-1.16,3,2024-12-09 02:45:00
2024-12-09 02:50:00,2,149.795,32.39700374531389,1.919034957413146,27.40000000000009,14.799999999999613,0.540145985401444,3,12.600000000000477,3.6000000000001364,0.5411764705880937,-1.16,2,2024-12-09 02:50:00
2024-12-09 05:00:00,5,149.898,28.788554440730604,0.40570269248405566,13.2000000000005,6.100000000000705,0.462121212121248,2,6.499999999999773,0.20000000000095497,0.6499999999996803,-1.16,7,2024-12-09 05:00:00
2024-12-09 07:00:00,7,149.893,29.168682470570747,0.6301286369108539,14.599999999998658,7.30000000000075,0.5000000000000974,1,7.299999999997908,0.7000000000005002,0.621621621621414,-1.16,14,2024-12-09 07:00:00
2024-12-10 06:20:00,6,151.04,32.96019900497337,1.4998535028922788,23.499999999998522,11.50000000000091,0.48936170212772906,2,2.5999999999982037,4.900000000000659,0.018867924528382832,-1.16,7,2024-12-10 06:20:00
2024-12-12 03:40:00,3,152.104,32.391713747649554,2.7577746524656277,32.20000000000027,15.100000000001046,0.4689440993789105,3,20.300000000000296,0.30000000000143245,0.694444444444576,1.04,2,2024-12-12 03:40:00
2024-12-12 03:45:00,3,152.04,30.414312617704713,2.604155352415205,21.50000000000034,14.000000000001478,0.6511627906977329,4,21.399999999999864,6.400000000002137,0.14772727272729475,-1.16,6,2024-12-12 03:45:00
2024-12-12 04:05:00,4,152.042,21.434283825002897,3.0282445278629666,18.299999999999272,13.199999999997658,0.7213114754097367,1,5.100000000001614,3.8000000000010914,0.6972477064220829,-1.16,2,2024-12-12 04:05:00
2024-12-17 04:00:00,4,153.987,29.6028020116203,0.5214068442256803,22.59999999999991,9.400000000002251,0.4159292035399243,2,3.999999999999204,10.099999999999909,0.04132231404954601,1.04,2,2024-12-17 04:00:00
2024-12-17 04:30:00,4,153.948,36.568467936625076,2.1502165988408706,34.899999999998954,17.99999999999784,0.5157593123208705,1,16.900000000001114,4.000000000002046,0.6119402985076083,-1.16,16,2024-12-17 04:30:00
